,0
batches_shannon_pval,8.307173608757495e-06
biovar_shannon_pval,0.036798994877211035
rf_baseline_likelihood,0.7022132796780685
rf_average_acc,0.9879275653923542
rf_macro_precision,0.9894456248032735
weighted_precision,0.9879856729296143
macro_recall,0.9816754433516611
weighted_recall,0.9879275653923542
macro_f1,0.9854525231237561
weighted_f1,0.9878792718846742
auc,0.9816754433516611
batch_aitch_r2,0.3145590732798514
batch_bray_r2,0.024282930009159723
batch_aitch_pval,0.001
batch_bray_pval,0.001
biovar_aitch_r2,0.032787379360581126
biovar_bray_r2,0.009607419820152178
biovar_aitch_pval,0.001
biovar_bray_pval,0.001
