"","BCN-01_1","BCN-02_1","BCN-03_1","BCN-04_1","BCN-05_1","BCN-07_1","BCN-08_1","BCN-09_1","BCN-11_1","PRIMM0543","PRIMM0544","PRIMM0546","PRIMM0551","PRIMM0557","PRIMM0559","PRIMM0561","PRIMM0563","PRIMM0565","PRIMM0567","PRIMM0571","PRIMM0575","PRIMM0573","PRIMM0576","PRIMM0578","PRIMM0278","PRIMM0281","PRIMM0256","PRIMM0197","PRIMM0199","PRIMM0261","PRIMM0201","PRIMM0264","PRIMM0266","PRIMM0204","PRIMM0215","PRIMM0210","PRIMM0241","PRIMM0219","PRIMM0220","PRIMM0232","PRIMM0271","PRIMM0242","PRIMM0171","PRIMM0181","PRIMM0474","PRIMM0475","PRIMM0477","PRIMM0483","PRIMM0511","PRIMM0513","PRIMM0516","PRIMM0521","PRIMM0525","PRIMM0526","PRIMM0287","PRIMM0328","PRIMM0301","PRIMM0300","PRIMM0308","PRIMM0310","PRIMM0325","PRIMM0331","PRIMM0354","PRIMM0352","PRIMM0353","PRIMM0357","PRIMM0361","PRIMM0378","PRIMM0380","PRIMM0381","PRIMM0394","PRIMM0387","PRIMM0391","PRIMM0398","PRIMM0399","PRIMM0403","PRIMM0417","PRIMM0421","PRIMM0422","PRIMM0423","PRIMM0426","PRIMM0427","PRIMM0435","PRIMM0434","PRIMM0445","PRIMM0455","PRIMM0467","PRIMM0460","PRIMM0473","PRIMM0532","PRIMM0536","PRIMM0001","PRIMM0004","PRIMM0008","PRIMM0013","PRIMM0030","PRIMM0069","PRIMM0050","PRIMM0059","PRIMM0060","PRIMM0062","PRIMM0077","PRIMM0079","PRIMM0087","PRIMM0091","PRIMM0094","PRIMM0116","PRIMM0109","PRIMM0117","PRIMM0123","PRIMM0137","PRIMM0159","PRIMM0154","PRIMM0162","PRIMM0166","PRIMM0168","PRIMM0193","PRIMM0590","PRIMM0601","PRIMM0597","PRIMM0602","PRIMM0003","PRIMM0007","PRIMM0111","PRIMM0129","PRIMM0140","PRIMM0610","PRIMM0594","PRIMM0143","PRIMM0365"
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis",21.67335,16.93711,1.81256,6.37426,30.92338,0.78523,5.91858,15.1537,2.96147,5.60019,0.39041,3.32745,2.21393,9.0015,6.56203,0.04124,1.13268,5.85833,2.49269,0.83783,2.20794,18.60113,4.57769,3.20041,0.8427,22.99565,2.58012,0.07497,0.08754,0.17036,0.14134,0.00172,4.31473,0.85064,12.11749,5.50483,0.21118,2.78581,0.06291,2.31558,0.69559,0.0221,2.75367,0.51686,0.00427,0.05558,0.17632,0.04693,0.25417,0.01124,0.34641,1.02296,0.00857,0.00264,0.03023,1.06114,1.26091,0.45014,0.14469,0.03177,0.00134,0.00512,0.13698,0.38741,0.02194,0,0.37853,0.09708,0.1656,0.0753,0.05607,2.37116,2.15249,0.32358,0.09277,2.2124,0.00619,0.72254,1.24633,0.02779,0.1305,0.08379,0.10385,0.33643,0.00368,0.02079,0.08246,1.25025,0.66334,0.98241,0.48034,2.28922,3.12044,3.80271,1.98383,0.38267,3.53259,6.48956,0.90907,3.06084,0.11538,0.36319,3.9071,1.32952,2.0942,7.88623,4.71134,0.00442,0.1814,0,0.29177,0.16685,1.06702,0.0728,1.01959,0.778,6.92717,0.23581,0.35553,0.2609,0.87399,2.45871,5.14634,0.74872,1.22235,0.21283,8.48561,1.79905,0.16405,3.26279
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bicirculans",12.60113,2.47742,0.00089,1.19912,0,0.93972,0,0,0.22701,0,0.36308,0,0,0.85868,1.11364,0,0.60941,0,0.0372,0.04072,0.15943,0,0.57836,8.11244,0.09942,0,1.31169,0.0224,0,2.25686,0,0,0.21067,0,0.197,0.04776,0.0614,0,0,0.17531,0.11266,0,1.37937,0.98816,0.16094,0,0,0,4.31845,0,0.03748,0.32043,0,0.00025,0.0797,0,0.02847,2.46478,0,0,0,0.11653,0,0.96439,0.02641,0,0,0,0,0,0,0.36973,0.84849,0.0189,0,0.11598,0.00658,0.12195,0,0,0,0.10483,0.27262,0.59731,0,0,0,0.00043,0.05298,0.03699,0.12826,0.18943,0.16755,0.01128,0.10046,0,0,0.15054,0.64282,0,0,0.38347,0,0,0.33383,2.09007,1.72939,0.07459,0.01508,0,0.44672,0.02469,1.04256,0.09162,0,0,0.10167,0.0084,0.06017,0.0136,0,0.56126,6.35019,0.01539,0.10281,0,0.12036,1.11734,0,0.15219
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus",6.92922,8.39282,0,8.84652,7.54186,1.18588,4.22955,4.46743,0,9.33892,1.28984,11.59629,18.59723,2.36097,4.27397,1.10593,4.59482,0,1.23203,4.23118,1.10581,0,0,2.63128,0.26227,0,1.78911,0.32742,0,0.10931,0.00725,0,0.00327,0.22724,0.81323,7.72215,0.1008,1.07324,0.0144,0.51691,0.0027,0.00373,0.28084,0,0.00888,0,0.11014,0,0.91963,0,0.35777,5.03217,0.3412,0,0.01745,0.20974,0.94111,0.31528,0.0118,0.00862,0,0.00202,1.4987,0.29437,0.00031,0.112,0.04869,0.00859,0,0.04948,0.00253,0.53323,0.01417,0.15059,0.10612,5.65093,0,0.03744,0.0018,0.01652,0,0.01899,0.48308,0.12675,0,0.00851,0.18521,0,0.44306,0.70673,0.71988,1.62341,3.66638,10.33772,0.54105,0.0698,0.00251,2.34788,0.24764,0.00868,0.1712,0.32372,1.55527,0.7875,0.22572,1.3543,0.50789,0.0014,0.01423,0,0.00929,0.03157,0.00058,0.11165,0.10928,0.49284,3.13162,0.84089,1.33929,0.03489,0.75382,0,0.00758,4.04121,0.05289,0.14968,6.45565,2.23143,0.01393,1.65037
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei",5.43664,0.31923,5.3268,1.65543,0,0.04614,1.03052,13.59588,16.69331,0,0.05804,0.46349,0,3.80023,0.39407,0.02814,0,15.34115,1.23159,1.6529,2.3673,9.68142,0.61474,0.02268,0,3.7665,1.67074,0,0,0.06084,0.12118,0,2.30802,0.00392,0,0,0,0,0,0.8958,0.69314,0.0035,0.06895,0.42098,0,0.05909,0.02487,0.00334,0.11896,0.01339,0.03736,0,0.09539,0.00473,0.01398,0.03122,0.01513,0.38525,0.03176,0.00872,0,0.00052,0.00094,0,4e-04,0,0.23577,0,0,0.04363,0.00755,0,0.18052,0.10208,0,0.43938,0,0,0.1956,0.01156,0,0.09314,0.312,0,0.03023,0.35766,0,0.41382,0.0017,0.07752,0.05222,0.16787,0.00407,1.28675,0.47985,0,4.10817,0.12262,0.00301,3.63707,0.00311,0.13877,0.08725,0,1.93869,2.29216,1.72051,0.00549,0.00354,0,0.09533,0.00109,0.13044,0.03275,0.1139,0.26501,2.42423,0,0,0.05683,5.31264,1.2188,1.54945,0.14335,0,0.00109,0,0,0.11388,0.3858
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii",4.47034,1.66004,1.97072,1.38323,0.0458,2.18366,2.18967,1.67807,3.77337,3.96494,1.16023,1.56306,5.14259,6.07358,3.39203,5.83806,5.5391,2.25758,2.96266,2.13627,5.02696,0.01259,1.2346,3.36948,1.84642,8.06925,15.34424,0.21955,0.16667,12.44071,0.35178,0.03076,4.937,0.06914,1.5023,1.89389,0.04542,0.2937,1.23054,1.97383,0.13881,0.69165,5.62506,1.06265,3.79521,0.73609,11.95421,0.20397,4.74102,5.86547,8.5244,8.06091,0.25848,0.37566,4.902,2.94124,22.02708,6.17408,6.49404,2.50866,7.21591,0.00892,0.07668,6.24279,2.04159,0,1.24077,0.67342,0.9404,7.29357,9.22284,2.24479,1.07542,1.42822,6.13438,4.54686,0.01671,4.19999,0.20991,7.61056,4.4066,0.98416,13.90374,7.09984,0.37635,0.00607,33.48862,2.81938,1.16496,5.28745,6.92836,0.20062,1.25564,1.44902,1.35546,0.26878,5.09378,2.41492,1.67697,2.03291,0.03948,2.69652,3.52243,1.62946,2.31201,3.94033,2.18231,0.00806,0.66024,0.037,2.24333,0.50324,2.13888,1.68813,0.33431,0,3.85702,2.39002,8.81142,0.12416,4.0978,12.08977,3.59606,1.63588,0.57736,0.06939,1.40408,3.29756,0.01966,2.17915
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_plebeius",3.78069,17.89067,0,9.95703,0,0,9.45878,0,0,0,0.13887,0,0,0,0,0,0,0,0,0.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15732,0,0,0,0,0,0,1.24784,0,0,0,0,0,0,0,0,0,0.06458,0,0,0,0,0,0,0,0,0,0.00096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04165,0,0,0.08446,0.12184,0,0,0,0,0.0018,0.32113,0.15686,0.07903,0,0,0,0,0,0,0,0,0.00348,0,0,0,0,0.02822,0.00805,0,0,0,0,0.89478,0,0,0.09391,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae",3.708,0.53667,0.37221,0,0.69779,0,0.03982,0.87669,6.63238,0,0,0,0,0.09585,0,0,0.11893,0,0,0,0,0,0,0,0,0,0.57223,0,0,0.00054,0,0,0.24395,0,3.17086,0,0,0,0,0,0,0,0.06294,0,0,0,0,0,0,0,0.05718,0,0,0,0,0.05478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01911,0,0,0,0,0,0,0.03557,0,0,0,0,0,0,0,0,0,0,2.3203,0,0,0,0.00768,0,0,0,0,0,0,0,0,0,0,0,0,0.03792,0,0,0,0,0,0,0,0,0,0,0,0,1.26512,0.01154,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris",3.66093,4.60778,0.61783,0,0,0,7.70339,6.32666,8.54329,0,0.27531,0,2.21501,5.33119,3.77995,0.2048,0,0,0,1.2035,1.56769,0,0,0,0,0,0.91119,0,0,0.00049,0.00056,0,0,0,0,0,0,0,0,0.02369,0,0,0,0,0,0,0,0,0.97172,0,0,0.87175,0,0,0,0.19258,0.1126,0,0,0,0,0,0.0694,0.05488,0,0,0,0.00863,0,0.01946,0,0,0,0,0.03904,5.83085,0,0,0,0,0,0,0,0,0,0,0,0,0.79377,0.03295,0.0419,0.02033,0.46621,2.03902,0.66104,0.03108,0,0.02058,0.55185,0.0015,0.00134,0.0367,0,0.20182,0.60182,0,0.82297,0,0.00127,0,0.00522,0,0.02658,0.0206,0,0.07631,0,0.02094,0.44695,0,0.53943,0.32582,0,0.47085,0,0.00483,7.33362,0,0,0.41482
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens",3.65683,0.03572,0.02633,0.10365,0.36899,0.78033,0.20062,0.03217,0,0.16441,0.68524,0,0.21819,0,1.85937,0.02951,0.2316,0.16602,0.13424,0.12178,0.3589,0,0.11486,0.04964,0,0.02557,0.00819,0.00711,0,0.829,0.00197,0.0405,1.48038,0,0.09486,0.2388,0.01154,0,0,0.00471,0.00555,0,0,0.04119,0,0,0.03811,0,0.07528,0,0,0,0.04847,0,0,0,2.62338,0.20228,0.00175,0.02905,0.25372,0,0,0.03091,0,0,0,0,0,0.00448,0.18814,0.02829,0.04729,2e-04,0,0,0,0.00997,0.00799,0.00814,0,0.04248,0,0.03099,0,0,0.62576,0,0.00559,0.26742,0.16167,0.17598,0.60107,0.02977,0.01476,0,0.02806,0.01287,0.01811,0,0.02773,0.04219,0.01375,0,0.03001,0.06451,0.03265,0.00502,0.02004,0,0.03186,0.0099,0.12969,0.08828,0,0,0.23182,0,0.05716,0,0.12114,0,0.47194,0.06937,0.00063,0.00397,0,0.11772,0,0.04002
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_279",3.28617,4.46508,0,0,0,3.15426,4.97065,0,0,28.11393,0,0,0,0,0,0.67096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01285,2.62775,0,0,0,0,0,0,0,0,1.11242,0,0.08627,0,0,0,0,0,0,0,0.01882,0,0,0,0,0,0,0,0,0,0,0,0.15117,0,0,0.73612,0,0,0,0,0,0,0,0,0.53009,0,0,0,0.00679,0,0,0.45361,0.26754,0,0,0,0,0,0,0,0,0,0,0.73456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
