"","BCN-01_1","BCN-02_1","BCN-03_1","BCN-04_1","BCN-05_1","BCN-07_1","BCN-08_1","BCN-09_1","BCN-11_1","PRIMM0543","PRIMM0544","PRIMM0546","PRIMM0551","PRIMM0557","PRIMM0559","PRIMM0561","PRIMM0563","PRIMM0565","PRIMM0567","PRIMM0571","PRIMM0575","PRIMM0573","PRIMM0576","PRIMM0578","PRIMM0278","PRIMM0281","PRIMM0256","PRIMM0197","PRIMM0199","PRIMM0261","PRIMM0201","PRIMM0264","PRIMM0266","PRIMM0204","PRIMM0215","PRIMM0210","PRIMM0241","PRIMM0219","PRIMM0220","PRIMM0232","PRIMM0271","PRIMM0242","PRIMM0171","PRIMM0181","PRIMM0474","PRIMM0475","PRIMM0477","PRIMM0483","PRIMM0511","PRIMM0513","PRIMM0516","PRIMM0521","PRIMM0525","PRIMM0526","PRIMM0287","PRIMM0328","PRIMM0301","PRIMM0300","PRIMM0308","PRIMM0310","PRIMM0325","PRIMM0331","PRIMM0354","PRIMM0352","PRIMM0353","PRIMM0357","PRIMM0361","PRIMM0378","PRIMM0380","PRIMM0381","PRIMM0394","PRIMM0387","PRIMM0391","PRIMM0398","PRIMM0399","PRIMM0403","PRIMM0417","PRIMM0421","PRIMM0422","PRIMM0423","PRIMM0426","PRIMM0427","PRIMM0435","PRIMM0434","PRIMM0445","PRIMM0455","PRIMM0467","PRIMM0460","PRIMM0473","PRIMM0532","PRIMM0536","PRIMM0001","PRIMM0004","PRIMM0008","PRIMM0013","PRIMM0030","PRIMM0069","PRIMM0050","PRIMM0059","PRIMM0060","PRIMM0062","PRIMM0077","PRIMM0079","PRIMM0087","PRIMM0091","PRIMM0094","PRIMM0116","PRIMM0109","PRIMM0117","PRIMM0123","PRIMM0137","PRIMM0159","PRIMM0154","PRIMM0162","PRIMM0166","PRIMM0168","PRIMM0193","PRIMM0590","PRIMM0601","PRIMM0597","PRIMM0602","PRIMM0003","PRIMM0007","PRIMM0111","PRIMM0129","PRIMM0140","PRIMM0610","PRIMM0594","PRIMM0143","PRIMM0365"
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron",2.6715,0.04381,0.33423,1.38142,2.87406,0.10698,0.82352,0.80025,0.56163,0,0,1.77288,0.15809,0.31499,0.01713,0.01178,0.19568,0.69171,0.02339,1.3419,0,0,0.10098,0,0,1.11286,0.23346,0.01297,0.00928,0.00084,0.00515,0,0,0.02052,16.28019,2.10409,0,0.18319,0,0.12164,0.04599,0.0067,1.52694,0.13934,0,0,0.00354,0,0.17878,0,0,0.26889,0,0,0,0.10307,0.08778,0.13743,0.00435,0,0,0,0.11012,0.02519,0,0.03631,0,0,0,0,0.01737,0.83796,0.03759,0.00602,0.0087,0.39479,0,0.00622,0.00107,0.00799,0,0,0.0695,0,0,0.1143,0.01334,0.00461,0,0.37041,0.12684,1.43632,0.19072,0.02266,0.0402,0,0,0.46442,0.02165,0.24999,0.00889,0.11241,0.25255,0.09687,0.8894,1.45659,0.79334,0,0.0343,0,0.01826,0.01712,0.05336,0.02906,0.03039,0.02398,0.09132,0.0166,0.21282,0,0,0.10159,0.11767,0.06504,0.07738,0,0.44129,0,0,0.04639
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae",2.56646,1.69884,2.38383,2.86853,1.75681,0.69423,1.42264,3.13798,0.93389,0,0.14443,0.75172,3.64117,0.04867,1.71638,0.3576,0.2588,1.30383,0,0.68964,0,0,0.41258,0.39587,0.14265,0.24864,0.00052,0,0,0.03974,0.02023,0,0.92984,0.00766,1.00924,8.12004,0.49131,0,0.00578,0.22019,0.0885,0.01674,0,0,0,0,0.01733,0,0.13077,0,0.28007,3.283,0.02291,0,0,0.22947,0.22818,0.04692,0.00552,0,0,0,0.05589,0.24865,0,0.04868,0,0.00692,0,0.00169,0.15111,0,0.72894,0.1003,0,0.08612,0,0.01077,0.14317,0,0.00216,0.10254,0.08881,0.09557,0,0,0.03967,0.01907,0.12343,0.19227,0.21355,0.78677,0.30786,1.34389,0.27092,0.05399,1.2225,1.59731,0.11399,0.63141,0.05351,0.35771,0.58467,0,0.17427,0,0.21443,0.00092,0.02229,0,0.03967,0.01632,0.14698,0.14775,0.00059,0.02262,2.03891,0,0,0.05654,0,0.2595,0,0.60628,0.117,0.25185,0.16856,0.64078,0,1.42102
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae",2.41806,0.27093,0.73115,0.08738,1.24939,0.07995,1.14545,1.50133,0,0,1.07114,0.80948,0,0.46414,2.97787,0.00547,0.22367,1.108,0.27816,1.52197,0,0.0287,0.51017,0,0.20291,0,0.00054,1.64264,0.19634,0.00675,0.00097,0,0.7765,0.01713,4.69655,0,0.50223,0.2217,0.01384,0.52261,0.92661,0.00091,3.36487,0.12765,0,0.00763,0.00146,0,0.70733,0,0.11056,0.3846,0.07812,0,0,0.27868,0.67464,0.18458,0.00523,0,0,0,2.71112,0.34973,0.00798,0,0,0,0,0.06942,0.01359,0,0.39099,0.18706,0,0.15691,0,0.03845,0.03386,0,0.00167,0.25491,0,0,0.00905,0.06299,0.07571,0.62292,0.08084,0.15465,0.00831,0,1.63497,0.77745,0.0519,0.00453,0.27719,1.51222,0.04647,0,0.0028,0.09611,3.27422,0.1624,0,0.79604,0,0.00753,0,0,0.05588,0.027,0,0.12425,0,0,1.49528,0,0,0.04675,1.11492,0.13822,0.56379,0.05487,0.17326,0.02862,0.87828,0,0.06021,0.92022
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus",2.2921,0.07162,0.00884,0.42238,0.00721,0,0.047,2.25076,0.9219,2.48034,0.002,0,0,0.52338,0.41347,0.0245,0,0,0.27105,0,0,0,0.06941,0,0.00319,0,0.62476,0.02398,0.40751,0.0059,0,0,0,0,1.53177,0,0.05471,0.41715,0,0.00311,0.04936,0.00478,0.44198,0.14947,0,0,0,0,0,0,0.01007,0,0,0,0.00108,0,0.02735,0.66179,0,0,0,0,0,0.1524,0,0,0,0,0,0,0,0,0.02389,0.04779,0,0,0,0,0,0.00094,0.00078,0,0,0.01537,0,0,0.0046,0,0,0.23862,0.07789,0.00253,0,0,0,0,0,0.18243,0,4.61538,0,0,0.51673,0,0.41924,0,0,0,0,0,0.00297,0,0,0,0,0,0.0869,0,0,0.00382,0.11439,0.00987,1.67431,0,0,0.00089,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus",1.65822,0,0,0,0,0,0,0.01107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08448,0,0,0,0,0,0.71243,0,0,0,0,0,0,0.19383,0,0,0,0,0,0,0,0,0,0,0.22254,0,0,0,0,0,3.30055,0,0.05315,1.13562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04928,1.77119,0,0,0,0.01876,0,0,0.1561,0.49019,0,0,0.81532,0,0,0,0,0,0,0,0,1.70922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00285,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii",1.59597,0.00282,0.01227,1.84346,0.13312,0.02109,0.3017,0.87829,0.53693,3.11547,0.1505,0.09099,0.58699,0.19582,0.44378,0.01142,0.15491,0.04706,0.16585,0.0889,0,0,0.03884,0.05408,0.00043,0,0.17729,0.69151,0.01219,0.02412,0.03193,0,0.1928,0.00733,0.64232,0,0.00846,0.27948,0.01708,0.27867,0.30934,0,0.27664,0.02841,0,0,3e-04,0,0.25154,0,0.14457,0.06546,0.00189,0,0,0.06079,0.16426,0.1992,0.02618,0,0,0,0.0382,0.12921,0.01664,0,0.08077,0,0,0.01296,0.06802,0.20522,0.08302,0.04523,0,1.46386,0,0.13978,0,0,0.01508,0.03128,0.06616,0.20385,0,0,0.00533,0,0.69306,0.05572,0.08763,0.41993,1.16471,0.12296,0.2475,0.02517,0.0842,1.07377,0.04173,0.18713,0,0,0.02738,0.00282,0.08906,0.21517,0,0,0.08695,0,0.01029,0,0.03088,0.05367,0,0,0,0,0.11502,0.04303,0.06254,1.31262,1.17852,0.14028,0.30029,0,0.00119,0,0,0.11032
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus",1.53473,0.00866,0.01569,0.42669,0,0,0,0.07735,0,2.47696,0.0286,0,0,0,0,1.73229,0,0,4.36772,0.23774,6.92566,0,1.30479,0,0,0,0.03332,10.56192,0.05123,2.12156,0.00257,2.63322,0.21192,0.00018,0,0,0.00752,1.58619,0.50934,0.07056,0.27824,0,0.00163,0,0.53183,0,1.00683,0,3.93402,0.06405,0,0,0.04647,0,0,0.91793,0,0.57163,0,0,0,0,0.00089,0.00845,0,0,0.01747,0,0.00191,0.10069,0.05764,0,0.89149,0.0247,0,0,0,0.21625,0,0,0,0,0,2.97453,0,0,0.13825,0.47012,0.0516,0.29372,1.73461,0.00074,0,1.79632,0.26731,0,0.41856,4.39316,0,0,0,0.2538,0.0255,0,0,0,0,0,0.00372,0,0,0.30609,0,0,0,0,0,0,0,0,0.02565,0,0,0.32055,2.86962,0.03764,0,0,0,0.23047
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila",1.22985,0.4758,0,0.70585,0,0.01669,0.49699,0,0,0,0.00469,0.36518,0.52145,0.31211,0,0.10889,0,0,0,0.03731,0,0,0.02235,0,0,0,0.14673,0,0.00078,0,0.0034,0,0,0.01591,0,0,0,0,0.00294,0.07721,0,0,0.01066,0,0,0,0,0,0.06382,0,0.02357,0.00368,0,0,0,0,0,0,0,0,0,0,0.00493,0.0516,0.00056,0,0,0,0,0,0,0,0.00171,0,0,0.03327,0,0,0,0,0,0,0.22914,0.01357,0,0,0,0,0.00077,0.0584,0.03489,0.10822,0.37032,0.60503,0,0,0,0.49862,0,0,0,0.0804,0,0,0,0,0,0,0.00637,0,0,0.00261,0,0.00234,0,0.02198,2.23223,0,0,0,0.76033,0.02415,0,0,0,0.01165,0,0,0,0.2391
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus",1.10764,0.07957,0.06803,0.17733,0,0,0.08023,0.03405,0.01633,1.36014,0.35953,0,0.94058,2.18088,1.29339,0.17015,0.93121,0.31507,0.13094,0,0.30355,0.92322,0.78322,2.13803,0.32582,0.23452,2.04908,0.12521,2.37176,0.04654,0.95211,0.02606,0.38767,0.81343,0.00358,0.08187,0.5069,0.76518,0,0.03833,0.06264,0,0.01245,0.77089,0.18166,2.31265,0.02699,0,0.27328,0.45039,0.54985,0.22023,1.1891,0.228,5.42174,3.13859,3.71974,2.99413,0.56125,1.12898,5.03378,0,0.3557,0.13508,0.50419,0,0.03739,1.27554,15.45618,1.18731,0.03202,1.3814,0.07183,0.07485,9.26689,0.12103,0,0.19147,1.74509,1.2345,0.03522,1.44257,0.36263,0.21678,1.12624,0.00058,5.53005,0.38587,0.11753,9.20778,4.0357,0.14641,1.02732,0.47626,0.01375,0.42803,0.13597,0.13391,0.04209,0.00362,2.15419,0.27069,0.0633,0.81488,9.06985,1.86289,0.23794,1.0276,0.18634,0,0.34296,1.14753,0.57373,1.05944,5.44565,0.12226,0.5893,2.3853,0.95506,0.22115,1.02018,0.55424,1.91875,0.42442,7.56184,1.52456,0.17088,11.33878,3.2128,0.76802
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus",0.94515,1.17789,0.51344,2.10259,0.14135,0.26945,1.20876,1.44273,1.27697,0.87509,0.12335,0.4347,1.02886,0.09743,0.21943,0.08868,0.12879,0.12528,0.10317,0.40221,0.2472,0.75834,0.22951,0.09156,0.1375,0.22602,0.4273,0,0.02061,0.01128,0.00145,0,0.5721,0.00136,0.38125,0,0.00647,0.04949,0.00446,0.14595,0.0829,0,0.05525,0.00624,0,0,0,0,0.11166,0,0.02361,0.05536,0.00884,0,0,0.03268,0.0785,0.04632,0.01139,0,0,0,0.0043,0.0777,0,0,0.00619,0,0,0.01242,0.00202,0.30356,0.07234,0.06476,0,0.02982,0,0,0.02202,0,0,0.00257,0.00859,0.0199,0,0,0,0,0.00507,0.03915,0.01847,0.0517,0.17283,0.18453,0.19403,0.00294,0.75795,0.19786,0.02486,0.15552,0,0.15413,0.52246,0.12599,0.0668,0.04277,0.05701,0,0.02512,0,0.00059,0.01542,0.00379,0.01594,0.00159,0.00314,0.01628,0,0.01409,0,0,0.02724,0.52066,0.12705,0.02843,0,1.07916,0.02309,0,0.3098
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_sp_CAG_409",0.90371,0,0,0,0,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22468,0,0,0,0,0,0,0,0,0.00475,0,0,0,0,0,0,0,0.52076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03626,0,0,0,0,0,0,0,0,0,0,0.13799,0,0,0,0,0.01291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43159,0,0,0,0,0,0.13084,0,0,0,0,0.00073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
