,fold,average_acc,macro_prec,weighted_prec,macro_recall,weighted_recall,macro_f1,weighted_f1,auc,baseline_likelihood
0,1,0.6530612244897959,0.5024596965386439,0.5294074955729091,0.5215277777777778,0.6530612244897959,0.48727071473750794,0.5745459474112227,0.6925295619023003,0.45918367346938777
1,2,0.6701030927835051,0.5839522546419098,0.6135852771473106,0.4794721407624633,0.6701030927835051,0.4700712060525145,0.601576443276029,0.6704178885630497,0.4329896907216495
2,3,0.6494845360824743,0.5716600199401795,0.6035758703271629,0.49539378087765185,0.6494845360824743,0.4696862348178138,0.5773634124963479,0.678946890438826,0.38144329896907214
3,4,0.5463917525773195,0.5125,0.44639175257731956,0.45224358974358975,0.5463917525773195,0.40101565101565106,0.44974269716537757,0.642307433292483,0.3711340206185567
4,5,0.6804123711340206,0.587318999561211,0.5945092575419677,0.4914772727272727,0.6804123711340206,0.43388888888888894,0.5788545246277206,0.6835591491841492,0.38144329896907214
5,mean,0.6398905954134231,0.5515781941363888,0.557493930633334,0.4880229123777511,0.6398905954134231,0.4523865391024753,0.5564166049953395,0.6735521846761616,0.4052387965495477
