,0
batches_shannon_pval,0.00012649421321354017
biovar_shannon_pval,0.9286945079212677
rf_baseline_likelihood,0.5522388059701493
rf_average_acc,0.4701492537313433
rf_macro_precision,0.429004329004329
weighted_precision,0.4380047812883634
macro_recall,0.4445945945945946
weighted_recall,0.4701492537313433
macro_f1,0.42111347733495585
weighted_f1,0.43871606373365907
auc,0.4445945945945946
batch_aitch_r2,0.054764188822456095
batch_bray_r2,0.13736551112030387
batch_aitch_pval,0.001
batch_bray_pval,0.001
biovar_aitch_r2,0.007103319256124109
biovar_bray_r2,0.005976150933002915
biovar_aitch_pval,0.461
biovar_bray_pval,0.475
