,Methanobrevibacter,Actinomyces,Corynebacterium,Bifidobacterium,Atopobium,Collinsella,Eggerthella,Olsenella,Slackia,Bacteroides,Barnesiella,Butyricimonas,Dysgonomonas,Odoribacter,Parabacteroides,Porphyromonas,Paraprevotella,Prevotella,Alistipes,Bacillus,Gemella,Staphylococcus,Abiotrophia,Enterococcus,Vagococcus,Lactobacillus,Pediococcus,Weissella,Lactococcus,Streptococcus,Clostridium_sensu_stricto,Sarcina,Anaerococcus,Finegoldia,Parvimonas,Peptoniphilus,Anaerovorax,Mogibacterium,Anaerofustis,Eubacterium,Pseudoramibacter,Anaerostipes,Blautia,Clostridium_XlVa,Clostridium_XlVb,Coprococcus,Dorea,Hespellia,Howardella,Lachnospiracea_incertae_sedis,Lactonifactor,Oribacterium,Roseburia,Ruminococcus2,Syntrophococcus,Peptococcus,Clostridium_XI,Peptostreptococcus,Anaerofilum,Butyricicoccus,Clostridium_III,Clostridium_IV,Ethanoligenens,Flavonifractor,Gemmiger,Hydrogenoanaerobacterium,Oscillibacter,Ruminococcus,Sporobacter,Clostridium_XVIII,Coprobacillus,Erysipelotrichaceae_incertae_sedis,Turicibacter,Acidaminococcus,Dialister,Megasphaera,Mitsuokella,Selenomonas,Veillonella,Fusobacterium,Leptotrichia,Parasutterella,Sutterella,Eikenella,Bilophila,Campylobacter,Citrobacter,Proteus,Serratia,Haemophilus,Pseudomonas,Cloacibacillus,Pyramidobacter,Akkermansia
DA10097,0,0,0,51,0,0,0,0,0,2165,0,0,0,0,504,0,0,454,66,0,0,0,0,1,0,4,0,0,1,33,7,0,0,0,0,0,1,0,0,0,0,30,154,82,0,28,53,0,4,81,0,0,113,98,4,0,11,0,1,33,0,39,0,5,2,0,21,1,0,4,1,5,24,16,225,16,0,0,3,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0
DA10051,0,0,0,1,0,0,0,0,0,1894,697,0,0,66,237,0,0,0,759,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,2,0,0,12,50,3,0,3,11,0,0,30,0,0,5,6,3,0,3,0,0,4,4,81,9,1,34,0,60,19,2,9,1,0,0,0,0,0,0,0,0,0,0,7,149,0,5,0,0,0,1,0,0,0,0,124
FMT41,0,0,0,643,0,0,70,0,0,8258,152,0,0,0,226,0,0,0,264,0,0,0,0,142,0,38,1,2,3,1069,0,1,1,0,0,0,17,4,2,265,0,712,3481,626,167,201,49,0,0,1618,2,0,2682,368,4,0,39,0,0,41,0,244,0,138,0,1,83,316,6,76,96,50,0,0,1514,0,0,0,0,0,0,1,8,0,118,0,0,0,0,0,0,0,0,0
DA00721,0,1,0,0,0,0,0,0,0,1705,0,0,0,0,94,0,0,0,104,0,0,0,0,0,0,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,1251,101,50,36,27,1,0,6,0,0,0,333,0,0,3,0,0,14,0,11,0,4,0,0,25,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DA10016,0,0,0,25,0,0,0,0,0,3822,714,0,0,162,184,0,0,0,876,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,84,32,78,41,8,16,0,0,30,0,0,2,62,0,0,0,0,2,18,0,8,0,1,38,0,59,4,0,16,0,3,0,0,0,0,0,0,2,0,0,25,0,0,10,1,0,0,0,0,0,0,0,0
DA10081,0,0,0,0,0,0,0,0,0,2230,0,0,0,0,457,0,0,0,200,0,0,0,0,6,0,0,0,0,0,44,61,3,0,0,0,0,0,0,0,0,0,5,91,11,0,16,3,0,0,43,0,0,20,4,0,0,37,0,0,11,0,36,1,2,1,0,7,10,0,5,1,4,1,0,14,0,0,0,12,0,0,21,0,0,0,0,0,0,0,4,1,0,0,40
GSVY1IH02.MID4.pool2-4,0,0,2,1,376,0,0,0,0,921,0,5,0,0,0,1,0,446,1,0,0,0,0,139,0,1,0,0,0,9,0,0,20,4,0,8,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,1,13,0,4,0,0,0,0,0,4,0,1,0,0,1,0,1,3,8,4,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,3,2,0,1
DA10005,0,0,0,0,0,0,0,0,0,5594,0,0,0,85,622,0,0,0,42,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,22,120,26,9,56,0,0,0,106,0,0,418,44,0,0,8,0,0,0,0,83,2,2,31,1,11,4,0,27,0,4,0,0,53,0,0,0,1,0,0,196,0,0,9,0,0,0,0,0,0,0,0,0
DA10149,0,0,0,2,0,0,0,0,0,1508,0,0,0,28,160,0,0,1974,272,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,19,35,7,3,11,0,0,62,0,0,6,9,0,0,0,0,0,17,1,13,0,0,14,0,17,1,0,1,1,0,1,0,407,0,0,0,1,0,0,5,38,0,1,0,0,0,0,0,0,0,0,0
GG349S006.MID13.1326,0,0,6,0,0,0,0,0,0,34,0,0,0,1,90,0,0,635,3,1,0,11,0,3170,0,5,0,0,0,3390,1347,0,51,6,25,1,0,14,0,0,0,34,744,41,0,0,170,0,0,165,0,12,202,344,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,69,0,96,0,0,19,0,0,13,5750,170,10,0,0,0,0,0,0,0,0,0,0,0,0,0
FMT88,0,3,0,223,7,140,0,0,0,4910,0,0,0,0,0,0,0,36,0,0,0,2,0,485,0,71,0,0,3,77,0,0,2,12,0,5,0,0,0,0,0,19,580,977,0,17,4,0,0,2395,0,0,2633,22,0,0,2,1,0,0,0,0,0,92,0,0,0,0,0,1642,0,845,0,0,91,0,0,0,52,254,0,0,204,0,492,0,0,22,0,0,0,0,0,0
DA01270,0,0,0,1,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,22,0,5,0,0,0,0,0,0,0,0,0,226,1392,0,136,13,0,0,0,0,0,99,90,0,0,16,0,0,0,0,4,0,8,0,0,9,0,0,313,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
FMT16A,0,27,1,7,4,1,0,0,0,2736,0,0,0,7,5,0,0,0,0,0,11,3,5,11,0,4,0,0,0,74,0,0,0,0,3,0,0,7,0,0,0,0,2,3065,0,0,5,0,0,1255,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,632,7,122,0,0,5,2,0,0,39,14,0,299,0,0,271,1,1,3,0,54,0,0,0,1539
DA00874,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,4358,0,1,0,0,2,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GSVY1IH01.MID7.pool1-7,0,0,0,0,0,0,0,0,0,821,13,22,0,33,156,13,9,6,180,1,2,1,0,0,0,1,0,0,0,146,0,0,144,23,17,108,3,0,0,0,0,3,20,9,0,21,3,0,6,5,0,0,0,22,0,0,0,0,0,17,0,38,3,0,6,0,13,3,2,1,1,14,0,0,94,96,0,0,1,0,0,0,0,0,0,6,1,0,1,0,11,0,0,36
FMT75,0,227,2,1832,0,0,455,0,0,0,0,0,0,0,0,0,0,1,0,36,3,0,0,4492,2,1175,43,0,0,57,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,3322,0,0,0,0,98,0,0,510,0,0,149,0,0,0,0
DA10127,0,0,0,0,0,0,0,0,0,6215,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46,72,51,9,15,10,0,0,233,0,0,205,15,0,0,6,0,0,4,0,34,0,3,37,0,17,5,0,3,0,0,6,19,30,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0
DA10116,0,0,0,0,0,0,0,0,0,3635,19,0,0,47,112,0,46,0,34,4,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,134,58,10,24,65,16,0,0,316,0,0,52,22,0,0,6,0,0,6,0,5,1,0,71,0,8,30,0,53,0,5,0,0,0,0,0,0,8,0,0,0,27,0,0,0,0,0,0,10,0,0,0,0
DA01026,0,0,0,44,0,0,8,0,0,1741,0,0,0,0,0,0,0,6,0,0,0,0,0,49,0,58,0,0,0,14,69,4,0,0,1,0,0,0,0,0,0,3,596,28,0,2,21,0,0,0,0,0,0,2,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,73,0,339,5,0,174,0,0,0,11,8,0,0,0,0,80,0,0,0,0,5,0,0,0,0
DA00397,0,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,119,0,0,0,123,14,0,0,9,0,0,0,0,0,0,0,3,1028,4,73,29,0,0,0,0,0,0,1,264,0,0,23,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,319,0,0,0,0,0,0,1,0,2,0,0,0,0,0
DA00580,0,0,0,0,0,0,0,0,0,1291,0,0,0,267,161,0,0,0,987,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,14,2,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,9,0,4,0,0,0,0,0,0,0,43,0,0,7,0,0,0,0,0,0,0,0,0,0,49
DA00595,5,0,0,9,1,0,0,0,0,1784,0,14,0,0,117,0,0,17,177,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,15,11,1,4,6,0,8,6,0,0,101,54,0,0,0,0,0,0,0,1,0,0,10,0,172,0,0,8,1,0,0,0,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
FMT16,0,2,0,372,4,3,1,1769,0,4989,2,5,0,8,57,0,0,671,65,0,10,9,0,75,0,92,0,0,0,106,7,0,0,6,83,1,0,0,0,0,1,1,127,778,0,41,245,2,0,209,0,0,54,129,0,0,7,119,0,31,0,22,0,37,9,0,0,47,0,287,6,309,0,0,799,411,0,0,144,1002,0,5,13,0,54,0,0,2,0,21,0,0,0,3303
FMT106,0,16,0,21,0,0,35,0,0,3023,64,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4021,0,0,14,292,71,0,0,0,0,0,0,0,0,0,0,492,2453,1062,0,4,585,0,0,531,0,0,1,133,0,0,108,0,0,1,0,2,0,90,0,0,45,1,0,25,79,46,88,0,972,0,0,0,7,0,0,1267,0,0,335,0,0,0,0,1,0,0,0,0
DA00619,0,0,0,0,0,0,0,0,0,1892,0,0,0,0,44,0,0,0,12,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,440,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,1,21,0,0,1,0,0,0,0,0,0,0,0,0,3,0
DA01291,0,0,0,3,0,0,0,0,0,1191,0,0,0,19,1196,2,0,0,324,0,0,0,0,148,0,14,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,1,54,19,4,16,0,0,0,0,1,0,0,98,0,0,6,0,2,0,0,1,0,0,20,0,1,0,0,53,0,30,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,1,0,0,0,0
DA10108,0,0,0,0,0,0,0,0,0,881,5,18,0,24,83,0,0,1718,68,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,1,0,0,0,0,21,27,20,0,24,5,0,0,31,0,0,20,34,1,0,1,0,1,1,0,3,0,1,13,0,21,10,0,3,4,2,0,0,0,0,0,0,1,0,0,37,0,0,0,0,0,0,0,6,0,0,0,0
DA00918,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,65,0,5187,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DA10145,0,0,0,0,0,0,0,0,0,716,0,0,0,6,46,0,0,4,370,0,0,0,0,0,0,0,0,2,0,7,37,4,0,0,0,0,3,0,0,3,0,21,182,30,4,15,180,0,1,438,0,0,136,22,1,0,62,0,0,13,0,69,4,0,48,0,10,23,3,82,0,0,4,0,637,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
DA00621,0,0,0,2,0,0,0,0,0,496,0,0,0,110,89,0,21,449,267,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,131,7,1,27,2,0,0,41,0,0,0,164,2,0,0,0,0,2,0,1,0,0,153,0,26,8,1,2,0,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
DA01071,0,7,0,0,0,0,0,0,0,2032,0,0,0,0,0,0,0,74,0,0,0,0,0,774,0,205,0,0,0,2,2,0,75,27,39,28,8,0,0,0,0,0,243,17,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7,1,0,0,91,0,0,0,392,368,0,0,0,0,0,4,0,1,0,1,0,0,0,8
DA01255,0,9,0,2,1,0,5,0,0,256,25,0,0,3,41,0,0,0,114,0,0,0,0,88,0,141,0,0,7,72,1,0,0,0,0,0,3,1,0,18,0,6,413,10,1,0,13,0,0,8,0,0,0,298,0,0,0,0,2,0,0,3,0,1,0,0,3,0,0,88,0,59,0,0,0,0,0,0,0,0,0,213,0,0,8,0,0,0,0,0,12,28,0,0
FMT19,5,35,3,1259,18,106,0,4093,0,1209,4,48,0,20,60,2,0,60,105,0,0,28,0,5,0,401,0,0,0,47,7,0,0,0,6,2,0,6,0,1,1,28,136,677,0,161,368,5,0,91,0,0,3,152,0,0,22,6,1,120,0,74,0,54,54,4,156,120,9,1123,1,826,0,0,1013,528,0,0,34,108,0,35,33,0,49,0,0,4,0,12,2,0,0,658
DA10036,0,0,0,0,0,0,0,0,0,2298,3,95,0,158,564,0,0,0,1162,0,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,4,0,1,0,0,5,263,134,5,37,45,0,0,123,0,0,1,90,0,0,20,0,3,3,1,16,24,2,53,0,24,33,0,4,1,17,16,0,37,0,0,0,0,0,0,62,0,0,0,0,0,0,0,2,0,0,0,53
DA10103,0,0,0,0,0,0,0,0,0,4412,0,0,0,100,89,0,0,25,383,0,0,0,0,17,0,7,0,0,0,67,0,0,0,0,0,1,0,0,0,0,0,79,33,30,4,0,38,0,0,192,0,0,87,11,0,0,2,0,0,1,0,3,0,2,12,0,39,2,0,0,1,0,0,0,2,0,0,0,1,5,0,431,0,0,0,1,0,0,0,1,0,0,0,76
DA10055,0,0,0,2,0,0,0,0,0,2021,768,29,0,201,244,0,0,0,792,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,2,0,0,0,0,23,13,19,5,21,4,0,0,216,0,0,33,29,0,0,57,0,1,5,0,55,1,2,22,0,34,3,0,4,0,1,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36
DA10007,0,0,0,0,0,0,0,0,0,413,0,0,0,7,18,0,0,0,4,0,0,0,0,0,0,0,0,0,0,28,98,15,0,0,0,0,0,0,0,0,0,13,52,72,0,5,48,0,0,114,0,0,9,41,1,0,14,0,0,4,0,0,0,0,5,0,0,1,0,20,6,1,16,0,0,0,0,0,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
DA00578,0,0,0,40,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,1546,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DA10029,8,5,0,30,0,0,0,0,0,75,2,2,0,0,6,3,4,11,140,0,0,0,0,0,0,0,0,0,0,101,54,0,4,4,0,12,3,0,0,3,0,191,487,309,0,47,110,0,0,360,0,0,3,69,1,0,102,0,0,12,0,62,5,0,32,0,31,3,0,83,0,0,10,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0
FMT66,0,0,0,249,0,74,6,66,0,386,0,9,0,3,43,0,0,3182,66,0,0,20,0,435,0,14,0,0,0,5719,1,0,0,0,0,0,0,0,1,1,0,67,395,112,0,111,398,4,0,54,0,0,126,107,0,0,14,0,0,14,0,286,0,28,20,0,19,3,0,1,0,271,0,0,811,44,0,0,0,19,0,0,0,0,27,0,0,0,0,0,0,0,0,0
DA10141,7,0,0,0,0,0,0,0,0,4206,0,9,0,18,167,0,0,7,77,0,0,0,0,0,0,0,0,0,0,4,78,2,0,0,0,0,5,0,0,0,0,1,40,22,0,11,12,1,11,56,0,0,14,44,0,0,6,0,0,5,4,19,0,2,4,0,11,5,0,39,1,52,0,0,34,0,0,0,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,3
DA00729,0,0,0,0,0,0,0,0,0,264,0,1,0,0,4,0,0,0,6,0,0,0,0,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,473,11,3,2,4,0,0,0,0,0,1,6,0,0,183,0,0,0,0,0,0,0,1,0,3,0,0,9,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0
DA01005,0,0,0,0,0,0,4,0,0,339,0,0,0,0,272,0,0,0,39,0,0,0,0,506,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,15,8,1,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,83,0,2,0,0,4,0,0,0,1,0,0,0,0,0,12,0,0,0,3,0,0,0,0,8
DA10133,0,0,0,0,0,0,0,0,0,3965,0,16,0,126,213,0,0,0,434,0,0,0,0,0,0,11,0,0,0,2,15,0,0,0,0,0,2,0,0,0,0,14,35,24,3,208,6,0,1,312,0,0,37,44,5,0,12,0,0,5,3,13,0,2,22,0,121,14,1,7,0,2,0,0,155,0,0,0,7,0,0,4,56,0,0,0,0,0,0,0,0,0,0,2
DA10045,9,0,0,45,0,0,0,0,0,443,614,64,0,111,83,0,0,64,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,112,77,59,0,28,95,0,0,44,0,0,17,147,4,0,2,0,0,3,0,36,12,0,12,0,42,2,1,64,0,26,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,40
FMT78,0,10,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,5299,2,2,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
GSVY1IH04.MID4.pool4-4,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1405,0,2,0,0,0,74,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,2,1,0,0,0,0
DA10062,0,0,0,0,0,0,0,0,0,4613,0,132,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,86,108,39,11,28,3,0,0,72,0,0,240,104,3,0,0,0,1,1,0,2,0,4,17,0,9,8,0,18,0,8,0,0,0,0,0,0,4,1,0,575,0,0,0,0,0,0,0,0,1,0,0,50
DA10027,0,0,0,1,0,0,0,0,0,8,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,1,25,0,0,1,0,0,3,0,0,0,5,0,336,1730,23,0,0,0,0,0,0,0,0,564,216,0,0,0,0,0,84,0,17,0,1,0,0,0,0,0,74,0,50,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
DA01571,0,1,0,1,0,0,0,0,0,2669,160,0,0,35,265,0,0,186,329,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,8,153,16,0,0,0,0,0,5,0,0,1,296,0,0,1,0,1,3,0,20,1,7,5,0,6,1,5,3,1,8,0,0,2,244,0,0,847,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0
DA10091,0,0,0,2,0,0,0,0,0,1706,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,0,1,0,0,0,0,20,20,12,1,21,2,0,0,19,0,0,10,25,0,0,37,0,0,1,0,2,2,1,0,0,2,0,0,12,0,2,9,0,2,0,0,0,1,0,0,0,0,0,9,0,0,0,2,0,0,0,0,20
FMT80,0,1,0,1,1,0,0,16,0,2781,645,145,0,17,517,0,0,72,57,0,0,0,0,4127,0,1642,162,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0,77,0,0,0,0,0,0,3,0,0,0,2,0,0,0,163,0,0,29,1280,0,0,258,0,0,31,235,0,30,0,0,0,0,0,0,0,0,5482
DA10100,0,0,0,0,0,0,0,0,0,1833,175,12,0,24,171,0,0,0,298,0,0,0,0,0,0,5,0,0,0,11,76,6,1,0,0,0,5,0,0,1,0,67,105,53,4,30,28,0,0,230,0,0,80,123,6,0,9,0,2,3,0,3,40,3,9,0,26,25,0,36,3,1,22,0,0,0,0,0,14,0,0,90,0,0,0,0,1,0,0,0,0,0,0,0
FMT35,0,6,0,617,3,24,2,6,0,43,2,0,0,0,1,0,0,130,13,0,2,0,0,4,0,29,0,0,63,458,225,0,0,0,1,0,0,0,0,1,0,149,3032,59,0,11,23,0,0,6885,0,0,20,6,0,0,129,0,0,0,0,12,0,2,9,0,6,19,3,2,7,569,10,26,12,3355,0,0,188,0,0,2,7,0,2,0,0,0,0,2,0,0,1,1
DA00943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,1033,0,3,0,0,0,57,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,1073,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
DA00458,0,0,0,0,0,0,0,0,0,1160,29,0,0,0,1,0,69,0,0,0,0,0,0,6,0,1108,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
DA00885,0,10,1,0,0,6,9,0,0,292,1,2,0,3,10,0,1,3,259,0,8,0,0,10,0,1,0,0,0,6,0,0,0,0,2,0,56,0,1,0,0,7,1152,582,68,0,0,5,0,0,2,0,1,503,0,0,4,0,0,0,0,67,2,5,5,0,86,1,4,103,0,49,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,27,4,7
GSVY1IH02.MID7.pool2-7,0,0,0,0,0,0,0,0,0,1634,24,18,0,0,141,1,0,158,15,0,1,0,0,30,0,4,0,0,0,1,0,0,15,16,0,26,0,0,0,0,0,0,11,73,2,60,1,0,0,0,1,0,0,36,0,0,0,0,0,9,0,11,0,2,78,0,11,2,1,1,0,50,0,0,24,37,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
DA10188,0,0,0,0,0,0,0,0,0,1033,0,16,0,13,174,0,24,1271,72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,5,6,6,1,11,0,0,32,0,0,17,16,0,0,6,0,0,1,0,1,0,0,21,0,8,1,0,3,0,5,0,0,0,19,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
DA10161,0,0,0,1,0,0,0,0,0,2717,69,21,0,43,269,0,0,0,385,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,20,22,54,3,128,16,1,0,163,0,0,1,3,0,0,1,0,0,19,0,10,5,0,82,0,51,17,1,9,0,0,0,0,0,0,0,0,3,0,0,2,10,0,0,0,0,0,0,0,0,0,0,2
DA00638,0,0,0,0,0,0,0,0,0,1722,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,19,12,129,13,0,0,0,0,0,0,0,0,9,0,0,2,0,0,2,0,4,0,0,0,0,10,0,0,0,0,40,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DA00236,0,0,0,0,0,0,0,0,0,920,1,0,0,0,42,0,0,0,163,0,0,0,0,16,0,8,0,0,0,1,18,1,0,0,0,0,0,0,0,0,0,3,19,11,2,0,1,0,0,108,0,0,2,65,0,0,1,0,1,0,0,2,0,0,5,0,32,0,0,0,0,6,0,0,13,0,0,0,23,0,0,11,0,0,0,0,0,0,1,0,0,0,0,5
DA00678,0,0,0,27,0,0,0,0,0,834,0,0,0,0,368,0,0,0,358,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47,37,41,0,0,0,0,3,0,0,2,127,0,0,0,0,0,7,0,2,1,0,0,0,18,0,0,30,0,46,0,0,0,0,0,0,11,0,0,97,0,0,23,0,0,0,0,0,0,0,0,0
DA10104,1,0,0,0,0,0,0,0,0,4344,426,0,0,69,399,0,0,0,387,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,16,35,36,7,133,1,0,0,76,0,0,7,136,0,0,10,0,0,2,0,61,1,1,4,0,9,1,0,0,0,109,0,0,0,0,0,0,0,0,0,60,0,0,5,0,0,0,0,0,0,1,0,3
DA10017,0,0,0,0,0,0,0,0,0,2725,0,0,0,6,271,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,36,92,76,0,18,169,0,0,882,0,0,57,88,1,0,5,0,1,40,0,45,0,2,8,0,9,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DA10138,4,0,0,2,0,0,0,0,0,842,248,4,0,23,179,0,0,5,561,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,47,46,22,6,29,5,0,0,227,0,0,36,292,0,0,0,0,0,13,9,16,12,8,84,0,174,1,0,3,0,2,2,31,32,7,0,0,0,0,0,25,0,0,1,0,0,0,0,0,0,1,0,1
FMT27,0,3,0,1227,0,142,0,1228,0,705,34,50,0,14,184,0,0,4083,54,0,2,1,0,0,0,2395,0,0,0,14,551,0,0,0,3,0,5,0,0,0,0,18,760,530,7,825,548,2,0,228,0,0,2497,136,1,0,106,0,0,90,0,235,0,49,170,2,116,3526,92,1,0,967,1,0,2644,1104,0,0,2,0,0,9,328,0,55,0,0,0,0,10,0,0,0,1
