,fold,average_acc,macro_prec,weighted_prec,macro_recall,weighted_recall,macro_f1,weighted_f1,auc,baseline_likelihood
0,1,0.5674418604651162,0.6018035636679704,0.6064087403858787,0.581379190550634,0.5674418604651162,0.5502800206922921,0.5449680226673703,0.581379190550634,0.5302325581395348
1,2,0.4604651162790698,0.4664426353653919,0.46767609168479174,0.4692113948236929,0.4604651162790698,0.4530701754385965,0.4492248062015504,0.4692113948236929,0.5302325581395348
2,3,0.4930232558139535,0.4953947368421053,0.4962484700122399,0.4954490291262136,0.4930232558139535,0.4923203570113299,0.4915295958583784,0.4954490291262136,0.5209302325581395
3,4,0.4604651162790698,0.4827956989247312,0.48867216804201047,0.4859649122807017,0.4604651162790698,0.4457777777777778,0.4352868217054264,0.4859649122807017,0.5581395348837209
4,5,0.514018691588785,0.5192307692307692,0.5197699496764917,0.5178321678321678,0.514018691588785,0.5067375886524823,0.5050573341287201,0.5178321678321678,0.514018691588785
5,mean,0.4990828080851989,0.5131334808061936,0.5157550839602825,0.5099673389226821,0.4990828080851989,0.48963718391449573,0.48521331611228913,0.5099673389226821,0.530710715061943
