,0
batches_shannon_pval,0.10434354062524134
biovar_shannon_pval,0.7120521456020901
rf_baseline_likelihood,0.5009310986964618
rf_average_acc,0.49906890130353815
rf_macro_precision,0.4989754098360656
weighted_precision,0.4989773178251977
macro_recall,0.4989839371913666
weighted_recall,0.49906890130353815
macro_f1,0.49798084408362986
weighted_f1,0.4980243663724262
auc,0.4989839371913666
batch_aitch_r2,0.006443932851972082
batch_bray_r2,0.006424502454593603
batch_aitch_pval,0.724
batch_bray_pval,0.7
biovar_aitch_r2,0.0009251668361747726
biovar_bray_r2,0.0009331358668627262
biovar_aitch_pval,0.533
biovar_bray_pval,0.45
