,0
batches_shannon_pval,0.08510149097145307
biovar_shannon_pval,0.8827121500761954
rf_baseline_likelihood,0.7022132796780685
rf_average_acc,0.710261569416499
rf_macro_precision,0.677536231884058
weighted_precision,0.6915613765408185
macro_recall,0.5232420816231704
weighted_recall,0.710261569416499
macro_f1,0.4690170940170939
weighted_f1,0.613763779256737
auc,0.5232420816231704
batch_aitch_r2,0.004017157723182764
batch_bray_r2,0.07316918856826558
batch_aitch_pval,1.0
batch_bray_pval,0.001
biovar_aitch_r2,0.0024470158371286944
biovar_bray_r2,0.00472028210079959
biovar_aitch_pval,0.117
biovar_bray_pval,0.014
