,fold,average_acc,macro_prec,weighted_prec,macro_recall,weighted_recall,macro_f1,weighted_f1,auc,baseline_likelihood
0,1,0.5517241379310345,0.5222222222222221,0.5356321839080459,0.5196078431372549,0.5517241379310345,0.5148005148005148,0.5378777792570896,0.5196078431372548,0.5862068965517241
1,2,0.5172413793103449,0.7407407407407407,0.7675606641123882,0.5625,0.5172413793103449,0.4361111111111111,0.4139846743295019,0.5625,0.5517241379310345
2,3,0.4642857142857143,0.4391304347826087,0.4391304347826087,0.4642857142857143,0.4642857142857143,0.40256045519203415,0.40256045519203415,0.4642857142857143,0.5
3,4,0.6785714285714286,0.7083333333333333,0.6994047619047619,0.606951871657754,0.6785714285714286,0.5902439024390244,0.6310104529616725,0.606951871657754,0.6071428571428571
4,5,0.39285714285714285,0.3125,0.35267857142857145,0.339572192513369,0.39285714285714285,0.32290184921763865,0.3695387116439747,0.339572192513369,0.6071428571428571
5,mean,0.520935960591133,0.544585346215781,0.5588813232272752,0.4985835243188184,0.520935960591133,0.4533235665520646,0.4709944146768546,0.4985835243188184,0.5704433497536946
