,0
batches_shannon_pval,1.8604873980834622e-19
biovar_shannon_pval,7.781653650730285e-16
rf_baseline_likelihood,0.4053497942386831
rf_average_acc,0.6090534979423868
rf_macro_precision,0.4751509663317175
weighted_precision,0.5076969093057517
macro_recall,0.4965023948570247
weighted_recall,0.6090534979423868
macro_f1,0.46894242610837444
weighted_f1,0.5443644331934562
auc,0.6741473661498846
batch_aitch_r2,0.022465775027295833
batch_bray_r2,0.04217523877075958
batch_aitch_pval,0.001
batch_bray_pval,0.001
biovar_aitch_r2,0.0873317900953649
biovar_bray_r2,0.11336633836359764
biovar_aitch_pval,0.001
biovar_bray_pval,0.001
