,A16,A18,F-057-C2U,F-018C1A,N14,F-023C2U,F-048-C1A,N08,F-058-C1A,F-037-C2U,F-036-C1A,F-050-C1A,N01,F-051-C2U,F-033C1A,A14,F-025C1A,F064-C1A,F-037-C1A,F-053-C1U,N05,F-027C2U,N17,F-042-C1A,F-031C1U,N04,F-039-C2U,F-030C2U,F-026C1A,F-038-C1A,F-030C1A,A15,F-062-C2U,N13,F-060-C1A,A06,F-005C1A,F063-C1U,A04,F-019C2U,N18,N02,F-021C1A,F-028C1A,F-003C2U,F-009C1A,F-027C1A,N10,F-035-C1A,F066-C2U,F-054-C1A,F-002C1A,F-042-C2U,F-021C2U,F-019C1A,F-043-C1A,F-029C1A,F-008C2U,F-024C1A,F-050-C2U,F-013C1U,A02,F-024C2U,F-022C1A,A07,F066-C1A,N09,N06,F-008C1A,N03,F-015C2U,N12,F-010C1A,F-044-C2U,F-017C2U,F-057-C1A,F-061-C2U,F-016C2U,F-058-C2U,F-047-C1A,F-012C1A,N20,F-006C1A,A10,F-029C2U,F-017C1A,F-022C2U,A08,F-034C1A,F-003C1A,F065-C1A,A13,A17,F-061-C1A,F-032C1A,F-039-C1A,F-045-C1A,F-011C1A,F-051-C1A,A01,A09,F-041-C2U,F-020C1A,F-002C2U,F-062-C1A,N16,A12,F-055-C1U,F-052-C1U,F-009C2U,F-004C1A,F-007C1A,F-056-C1A,F-004C2U,F-015C1A,F-007C2U,F-040-C1A,A03,F-016C1A,F-023C1A,A05,F-059-C1A,F-014C1A,N19,F-054-C2U,F-046-C1A,F-044-C1A,N11,F-028C2U,N07,F-020C2U,F-041-C1A,N15,A11,F-049-C1U,F-014C2U,F-025C2U,F-046-C2U,F-018C2U,A19,F-001C1A,F-001C2U
A16,0.0,0.04385177735280986,0.03388442815888121,0.08004684969030025,0.05623308618447792,0.05378018827508938,0.04958452910599623,0.018761786221395325,0.037400807744972,0.053160122532949876,0.0783874060446148,0.052426424513730946,0.028247417900824752,0.06377880590788387,0.06697256651570485,0.022788975032634412,0.04160696894903748,0.0787325756753824,0.04206051231032194,0.0444494211102446,0.013556383798510567,0.0792626995786766,0.028683516181900626,0.05342290028944977,0.11059667362039693,0.018503385851588807,0.049693284171602375,0.08174719037103662,0.04855512647372888,0.07899232171178869,0.0554205476583853,0.054413067535705094,0.12072997767974405,0.05185910756755485,0.04501567156786409,0.01696634746488492,0.07880756753980143,0.04332929666553465,0.02112717051781682,0.060115800722547,0.04997255584918193,0.0505136494088473,0.07838885184919299,0.0926348254892668,0.07080179160863606,0.055540034564033426,0.09821647100674476,0.02036475356600257,0.07304666921303642,0.09469307480762577,0.05843896926918399,0.11637657464374934,0.04379717355055249,0.053802960809828104,0.05407094227597185,0.053775683545510176,0.08748471639881326,0.04699201986861248,0.08305242777290167,0.08401032664387258,0.053731667584606554,0.05815389188997659,0.09857588778628416,0.06582559616466944,0.01384545860688505,0.03984970369942908,0.028412551218798796,0.019028298757347337,0.053856567238856144,0.043293566809974635,0.051709826763372116,0.04131194708782471,0.04773735270773561,0.06687712856548826,0.1102271540638947,0.07036309913638324,0.05678654491091168,0.06559775408771024,0.05330478408287854,0.04813087702625834,0.08932963377600225,0.04908962717967956,0.045486221288723455,0.08242170019564449,0.06562341378964408,0.12789538755629162,0.05258615565996721,0.015164831608703952,0.08207310234756769,0.11534812385081827,0.036437959194507576,0.04507186890992925,0.062075871830517014,0.03943915349822975,0.10922928554469728,0.06113424816773849,0.0971892474124616,0.1356798413186268,0.0568047445394766,0.061155100608863394,0.03818536269897319,0.054529800304395686,0.06430196904764486,0.0738259696461423,0.057139896752061735,0.019978828302069814,0.07053320974215199,0.11852506671160552,0.09629924576356966,0.03813178423285541,0.10842552371070219,0.03991375143439576,0.054061004725021546,0.06745611259074802,0.05594286953501885,0.10067892563845592,0.06615142839669214,0.012886522828259472,0.05615692672274152,0.0885490814147861,0.07382544050126776,0.08390924884448513,0.07017027648375548,0.052106733695161604,0.04786534498336319,0.06303130553531132,0.07715718199579448,0.04738974780288139,0.05656178745003164,0.029946883059011522,0.10384418047001127,0.04317937442906824,0.03450368666017292,0.052183519621313415,0.06379096961005061,0.09741138955845792,0.072961343049751,0.10164820792246926,0.11310163427290032,0.06705959798512715,0.09469323583432178,0.10216604679782043
A18,0.04385177735280986,0.0,0.03699974899646295,0.08839417972044405,0.061790542286168655,0.05355381573074793,0.04247342833138078,0.0467432220200806,0.04135925936158826,0.048199813405787745,0.06896964040495743,0.05359572831425118,0.059869794056080464,0.054220181048855724,0.061047036448563935,0.04603592563206836,0.048098773150483595,0.07924521084929632,0.030318343989727676,0.048024420437748495,0.04662637623126144,0.07860926159330557,0.06282214707563258,0.05733779051744806,0.11084784672185097,0.048704045537429304,0.04981316233155866,0.07667662751186671,0.055495721881003164,0.07368347515116745,0.07986579181548645,0.05518840523370173,0.11791616658499154,0.04324386298121367,0.042557581814984514,0.043650744242105396,0.07768091415389414,0.04172040889869388,0.05386563664871506,0.04318973393687545,0.04992171061144208,0.051142365855959396,0.08584717743005138,0.09400976914614458,0.07233361083168913,0.04875276758899139,0.09906894420542536,0.05203625370129597,0.070616893116535,0.09302752922351419,0.06454125910306638,0.1409658966532874,0.04207972995450819,0.05243229131884679,0.055020415030584316,0.05861035436105139,0.09963741898140935,0.05475903799343651,0.07674496553249885,0.07204885011871463,0.04357666708617314,0.05338185251429378,0.08641823020417011,0.06839721137317993,0.0396199472193843,0.04651069656767726,0.05259489710914079,0.04632910954259212,0.049755377462128464,0.04149937654782058,0.0447389295827236,0.049001007924522465,0.04683325955471949,0.05303224628145417,0.10583426735167825,0.06951223948497326,0.06433523812652209,0.05965743716562493,0.05368543271492962,0.038262734075334225,0.08577183103573771,0.05645318902365575,0.0480807660629268,0.05097290769788093,0.08027348024449148,0.12639570897340582,0.05747832773931398,0.03637624456082388,0.07393171852910199,0.10168088919219892,0.051659930721616405,0.0435313127545573,0.0577928593912218,0.04716385253610121,0.10405881646296947,0.06855059176108008,0.09658770024128828,0.1395725316689589,0.06436856338898143,0.027370230999362127,0.057974871334813945,0.04649465838651687,0.06663848530209375,0.07520297317196857,0.06761454711784061,0.047611855362062326,0.08006784347626626,0.11824972575516533,0.09039102833939319,0.03613606449093778,0.1148081502013522,0.035358509395620144,0.0591790096203422,0.06858193220863579,0.07809117025572526,0.08182689459078904,0.06926614279071028,0.04005887872234995,0.07879979853589596,0.1020819728313274,0.0797365578769458,0.08682404351185469,0.06819083185412342,0.02184473949538662,0.051364660578667315,0.05202225567983811,0.07863737039215338,0.022900601967891777,0.07820013691122916,0.055053737602050574,0.1276515106854124,0.036433496029115595,0.05988274135837241,0.053482547410446495,0.0683662127421026,0.09733351913085889,0.07168457635127072,0.09574438748805209,0.11154502000878898,0.07367079726931425,0.11772167877941729,0.10644446301429118
F-057-C2U,0.03388442815888121,0.03699974899646295,0.0,0.07278522351665696,0.05756268048651387,0.05317283865633625,0.04185002907067143,0.038971122552128167,0.030751878152485736,0.04351442018675857,0.06953509091192475,0.04167132590019937,0.04828486762431496,0.05221129111304626,0.05815186944966817,0.03939681578905128,0.044009962033095776,0.0730426708178429,0.030439198112542615,0.05239932945624386,0.03920439570259807,0.07261036998915277,0.052159467126601,0.04499801640870171,0.10496131474848437,0.04327657869139433,0.04074385007297045,0.07799145884520968,0.05129304357655418,0.07027856307774644,0.07425951407795785,0.052432935179968956,0.11482929825563253,0.05081232311239565,0.03953611563646352,0.033689425452781384,0.06928168086122492,0.03406396302630348,0.04241089391103386,0.0427135534769188,0.04785121168927581,0.04834979229914842,0.07721599806917216,0.08679451731075977,0.06360014252755365,0.04759332421132769,0.08948140166917994,0.04427742366618602,0.0640885552779722,0.09424589703818165,0.055344072014018725,0.12902631718152033,0.03579911605543177,0.04117449044478807,0.04536155497151704,0.04666281307200464,0.0864776626157265,0.047494344739035174,0.07611359799361393,0.07952863916728657,0.04729532501067217,0.05658028174848738,0.08770927085147893,0.05888746750938145,0.0320916754580632,0.03878139540795861,0.045451708507984835,0.04036249417048939,0.041754855902824774,0.039828551117099764,0.04187753099962977,0.04777855278227484,0.03935618310901526,0.06035052698409869,0.10225191529908913,0.059778501010965546,0.05714153501804858,0.056275019697935406,0.04330815011160441,0.04381165792121966,0.09254995483483566,0.04854332815710475,0.039630239711730894,0.08003178446211184,0.07056877769622841,0.11462555511233657,0.052172054346062716,0.032701258385131673,0.07932388016360409,0.10370920550615498,0.04042603331652618,0.03936951290365939,0.06205309284552277,0.042526107461440976,0.10495438736949635,0.05958027287003976,0.08867206334328834,0.13160487063777296,0.054351515521160854,0.05274189880179461,0.053224274967196505,0.045521217672775276,0.05652429740147721,0.06189467984929428,0.05712665138675737,0.034602852563534986,0.07207021172375806,0.11096824103658483,0.08861700127158437,0.03187806573401373,0.10309490000309757,0.028587305354324594,0.054088110076460034,0.054731015776589634,0.0735238482997934,0.09587567164207002,0.050860081938578744,0.03089175100792233,0.07252568996740796,0.09393487332061141,0.07171120580662163,0.07279797315381166,0.06403813285953745,0.04554437558665346,0.046198836446334345,0.05531592020691857,0.08120348419762341,0.04776915782064215,0.06765067806043928,0.05018899556170396,0.11981154216585368,0.03363540833396149,0.05103544556006608,0.053770444203304096,0.054613823960085045,0.091514005814175,0.06600646370906531,0.098389776204369,0.10818027637749032,0.06854250016691976,0.11612328826997846,0.10527300134254725
F-018C1A,0.08004684969030025,0.08839417972044405,0.07278522351665696,0.0,0.09206765061421972,0.10410578229548574,0.08944615950175464,0.08407094200596035,0.06690856576012813,0.06775495675374822,0.03800972370721283,0.07383303567176139,0.09414191212963388,0.06537737169626172,0.06392069535165515,0.08975178674101979,0.0687352203741861,0.022451726054792388,0.0785751246660552,0.08634715292362662,0.08711085996376614,0.03990218310255447,0.09870267879224129,0.09183001591469488,0.058935635245223564,0.08946833072137665,0.0820216032512818,0.053514639271182905,0.07700777576171756,0.034998227499964264,0.05980199998444819,0.08763708934365287,0.15218283389334747,0.05623148244182356,0.08334120115421398,0.08075188459478544,0.041985826661944135,0.07379351372752956,0.09229964103572488,0.08832115013628782,0.08678560026340978,0.08815018617297461,0.04756374002313387,0.0323646974306795,0.08220624197791139,0.05538369732807158,0.043665535940576955,0.09111544313625089,0.061929574970314316,0.051501153664489645,0.0642038558552865,0.16672205640603774,0.07232489180578065,0.0831060529603719,0.0856125118599043,0.06886027755369467,0.03353164464471986,0.08520601768319074,0.1195067722737305,0.1216011578832732,0.0937827032707054,0.09457789521936107,0.07887996798148496,0.05215410509926919,0.07917392423897206,0.07948143558793944,0.09455525378654035,0.08705677917142035,0.08205520510547681,0.05427591828812201,0.06083577839333705,0.05416867908439224,0.05570490685238506,0.08870839898009145,0.048002197483276686,0.03729978946019843,0.0869125571282155,0.09345341132320242,0.07811264138835933,0.08545080912122416,0.11136420620420115,0.08922430122480363,0.07921742310622738,0.12492220602516028,0.027356495228298316,0.059919653361742785,0.0688257192937373,0.07733292357527434,0.1157253615814238,0.06876145373715262,0.0759442758730174,0.0579238553182563,0.10773503851892985,0.0811078956866861,0.052936450865390595,0.07128891875386212,0.03842215313317064,0.07746568261312228,0.06864810584697245,0.1058509618814297,0.10111660674719126,0.0826375364390832,0.0640755795585402,0.11193980401112961,0.09355984400450328,0.08279528429167415,0.1134360908101767,0.0603762069721042,0.048257825226112806,0.07651665789621527,0.04887457796454893,0.07223325000578126,0.07496917896782437,0.0443559729187602,0.10720749624794979,0.1328905230544883,0.09013826665611617,0.07917983942482257,0.11086551558504766,0.03611292308696061,0.10632839434856034,0.023974398223993047,0.07605715697004564,0.09657490112832758,0.0528764355189186,0.08169498848362863,0.0338594300031004,0.09885635290447926,0.03912648685715846,0.09375093309602048,0.15585122748313338,0.07397417840962824,0.09841748262101659,0.09401481954785046,0.09566881762907038,0.04022855576028962,0.07316318837715034,0.05372187222958844,0.0576399296772175,0.1083793024818585,0.15056375275343928,0.0641562845883918
N14,0.05623308618447792,0.061790542286168655,0.05756268048651387,0.09206765061421972,0.0,0.08118795707701343,0.06858366998754198,0.05683937862978497,0.057367552669922224,0.06530928166380899,0.09228011736106562,0.06659251987351957,0.06607934198914456,0.07717017322737914,0.07633629563484405,0.06227751571975126,0.06425179858435205,0.09283694865608633,0.06124807313633212,0.07343621892431927,0.061017719169643395,0.09288342390139567,0.07202459035311094,0.07800816704020538,0.1256778416335501,0.058691435443530025,0.0384260652616389,0.10024971875047625,0.06927520221463312,0.09123176082275739,0.09102420870145743,0.02311738915422248,0.0968436543716551,0.06569490927658325,0.06691893229429179,0.05957907467218853,0.09273710838432564,0.06243702864165376,0.06420608949224255,0.0724245253709999,0.03128142025219683,0.032917221681042115,0.10109487020017982,0.10309816478039391,0.08588936563829981,0.0671025640138138,0.1117754998540548,0.061373513024349624,0.09127704674253148,0.1135874393388863,0.07533814656768388,0.15331607010816886,0.05846544942850649,0.06654758092384261,0.0767577087077759,0.07037001839864297,0.10844055691327596,0.03797229068290564,0.09928902481674297,0.10421671770790619,0.07245931072985387,0.013929671407394678,0.11448382535025038,0.07842204460102205,0.05596533156091038,0.056898924006614164,0.06919196830703543,0.0654608210712208,0.06718890811613917,0.057516270595995005,0.06686314882757954,0.06182838794528165,0.05706576609747953,0.07883940707154367,0.1182665298968638,0.08216261342719712,0.07314514304150549,0.07745338978183239,0.06530263778093397,0.0637775383208244,0.10479596776776653,0.030519956456740282,0.06442592611649758,0.09662361391320122,0.08882820698490174,0.13427693533917628,0.07397437797676547,0.05159258401105226,0.09915777615536732,0.13193015878532138,0.04878391012670124,0.05867179652979946,0.07055724871176514,0.05997309150359295,0.12029942307027841,0.04220995496353413,0.10923399152771054,0.14832549060579622,0.04128397579006767,0.08118845282324068,0.07874597432183644,0.07000545022635517,0.0804614983113387,0.08613725194882448,0.08214776407844704,0.05680528838135136,0.036539565428056586,0.10076720599486035,0.11466664167551407,0.05922200540320478,0.11942028866127,0.060996443389083534,0.07676381812420116,0.07837902546867093,0.09041657094446223,0.11904755114977453,0.07553316632560313,0.05648158248161862,0.09216933018074332,0.1079182341822441,0.026548334704962016,0.09691860529290543,0.0860220395518941,0.0714322870097995,0.06505766773975548,0.06568237064909695,0.0996535870480372,0.06495798205150763,0.08712937665604539,0.06576093154666722,0.1418590889579213,0.059209481037858495,0.0731968971162321,0.018354188072365676,0.07987474555090905,0.11122901338875686,0.08092128050967705,0.11654874188186626,0.12296952388282224,0.057675003135334406,0.13624440533389834,0.12875348575355472
F-023C2U,0.05378018827508938,0.05355381573074793,0.05317283865633625,0.10410578229548574,0.08118795707701343,0.0,0.04388866921620624,0.05414999484281239,0.05128152921088922,0.05752888906010401,0.0952749124719903,0.06307135173654503,0.056718704626707965,0.06711000999432076,0.07869604231593814,0.04431739206705435,0.06283694186209139,0.10348994212549903,0.04843389775150148,0.06430798590030898,0.05979602035929284,0.07972526175813677,0.0689287199414231,0.06912856553178245,0.12625568503306037,0.059239088521912335,0.060113412368609544,0.10157393884586916,0.06273694207432917,0.08741859952939021,0.0937267683042208,0.07894495403993587,0.11653036077305005,0.062218962611119116,0.061438832017175385,0.05736455101362303,0.08657835730401856,0.06256877814385446,0.05949161076864192,0.06742530691208755,0.07570093662524535,0.06587254065977345,0.08319121241888594,0.11196479011209734,0.07677373130365842,0.0719582793976976,0.09993139243917229,0.05015808112658992,0.07933503514106147,0.11324148214002766,0.06395296986879812,0.1459104938334705,0.06130524853820399,0.054194854941487146,0.07375546837223301,0.06839634230845429,0.10520230575737441,0.056444807689770705,0.07311358093156708,0.06794622846433127,0.0661681768174731,0.07425358995818139,0.10837755893784819,0.07965721275468557,0.046634432673224264,0.05278742959978585,0.046096368321440054,0.04912393248513649,0.04916334427302512,0.06397877742296644,0.06559182496463499,0.0630312833114462,0.05817319028650982,0.06289861305379219,0.12222362941169278,0.08883906623015145,0.06326495862847045,0.07732390557285428,0.057831708410027695,0.06332074633681127,0.09492040587168983,0.06006740559081734,0.062337714549032176,0.08510585897206288,0.08507211099739845,0.13452744058554764,0.07453245497904756,0.05093367829682069,0.0733649205576561,0.12409855925298896,0.06292950754915404,0.06355434360542614,0.08121636713259785,0.05930711319097819,0.11878575363421137,0.07976200260450597,0.10700961748214027,0.1559337362759184,0.08073295361248867,0.04966837704487672,0.05515349883238621,0.04159280648965881,0.08058779710381508,0.07704477169147793,0.053976366999206236,0.0496325832876449,0.08725219342231715,0.13401855159195572,0.1101992050542754,0.0451482765181831,0.13027505416100862,0.06408250376597516,0.0767037203255832,0.07821180905076662,0.06455732028978577,0.08284328612475486,0.08063337618606037,0.048055068473062346,0.06835057726350897,0.1060194464665091,0.10022381450129739,0.10607446494034846,0.08501882979076464,0.0613277022295939,0.06434090870493536,0.07497555599612768,0.09783595388887412,0.05117457102884072,0.08751677523907095,0.06654794324629285,0.11111493837385547,0.05551884744745111,0.05132627730950555,0.0708727297428846,0.07874716592044004,0.10670501622153818,0.07531355078387585,0.11926466959011642,0.12873179299292944,0.06980244873469169,0.10481533345338395,0.10695578698285652
F-048-C1A,0.04958452910599623,0.04247342833138078,0.04185002907067143,0.08944615950175464,0.06858366998754198,0.04388866921620624,0.0,0.048555461359126834,0.04494150380439208,0.04658627521135001,0.07361345320314552,0.05235751953193873,0.045955017599081625,0.050111990859755914,0.05628446686990715,0.04666161525093471,0.0523092613435852,0.08673310592464231,0.044777499036535655,0.054276748609461266,0.05587683710605853,0.0654829514135374,0.06747777791267007,0.06172755812135233,0.1101008992339789,0.05961713756121314,0.05323828088815375,0.08841587532580925,0.059866106034123026,0.07394892499881137,0.0855385405805704,0.06427047826116548,0.11511852184578865,0.05360571381864055,0.035962023234095405,0.05204952503729814,0.07243732127454332,0.0439349495888211,0.05690146033134251,0.04444337785410853,0.05859429381241161,0.05482363373771668,0.07258358443058485,0.0961144494566677,0.05688260614388442,0.055885229561066695,0.08891186513997601,0.04551497225194767,0.06699500601594634,0.09909059665932718,0.05018914098905162,0.15137425946068897,0.03971364236523448,0.032106946119088826,0.06614129642867096,0.05548125948814846,0.0987510868281088,0.05158014402637688,0.0575486578864888,0.08486075616166099,0.054472514724851706,0.0671782623817108,0.08726585405120486,0.07216168459118114,0.041735122223231697,0.049490771921626174,0.03938117917436089,0.04957795125099449,0.04523785022611395,0.04883659665304616,0.04465182238590878,0.05470983732523621,0.04464376325146339,0.06616424454030402,0.1057839039908451,0.07117156631051298,0.046906563488406244,0.0681683456496411,0.04208502427226815,0.0502750762560693,0.09706576720006214,0.05526004590159848,0.05415204463751415,0.08370077952900865,0.07807840925173089,0.12090870605357147,0.06699569061293753,0.04332593276050489,0.09060676571844975,0.10517602425926374,0.05646560150631492,0.048273934123021736,0.07297207792736239,0.0523109802626578,0.11608243363828835,0.07298000941785845,0.08962557037481124,0.14047277014121431,0.06809187820104083,0.04907923048181731,0.049471384090443375,0.03473611099975497,0.06742125352985408,0.07384831490671624,0.05313059868591963,0.04610827460728103,0.08662745660497102,0.11797988619138644,0.09844375737153584,0.03605457644314021,0.11743623514544319,0.04557798527559016,0.07281473168478546,0.06308606924455368,0.07025459609847522,0.09918473784570285,0.06981016129615014,0.04411936868609085,0.07653699139773094,0.09880854735164282,0.08746849524391175,0.09054021575167355,0.07342785403848694,0.05247584829086153,0.05106703973646272,0.06133840191905143,0.08837484848165175,0.05739631283522643,0.08327756464049234,0.0579843312606507,0.10812655859221569,0.04325780351706314,0.04608706683074537,0.06365509005130958,0.06685706366201041,0.09190755659711794,0.05490998181462845,0.10418436101478583,0.11139604887955941,0.060944970647183454,0.1021139953618643,0.09835237377818878
N08,0.018761786221395325,0.0467432220200806,0.038971122552128167,0.08407094200596035,0.05683937862978497,0.05414999484281239,0.048555461359126834,0.0,0.039212992120470885,0.051357841177580264,0.08476023964321149,0.05490073960932011,0.017914110158888802,0.06234892907022868,0.07177942204976596,0.01688263875156627,0.049071219193592655,0.08252503046569523,0.04643873450517962,0.04136525766712214,0.016902080171029222,0.07651916983289023,0.02345148624772572,0.05958129529869992,0.11687002504602988,0.02322307458398822,0.0558160747105024,0.08863690209356989,0.05358452074041389,0.08031242298199993,0.06573604617024018,0.05754760500058905,0.11778052697408047,0.05212007552655913,0.047876665289845084,0.017617789113585646,0.08325860461666908,0.05447067213013479,0.015316260654003691,0.06047485567954364,0.05129460551026389,0.05037087527182651,0.07962070720429502,0.09809250033827595,0.07172520854362412,0.059272913328904095,0.09977322355756855,0.013116081476396335,0.07545163535195615,0.10180884854267647,0.05466113877274318,0.1215226514633938,0.05075952866737203,0.052437862273380445,0.056088757515228585,0.05714356594049835,0.08386409380078248,0.04411477370094435,0.08031342013656184,0.09099692196814553,0.0570378322237995,0.06323441486629112,0.10343795828155705,0.0669523803722691,0.015289600605916293,0.03761159306923323,0.02210332146188483,0.014903767685448602,0.052145159824477524,0.04551661745702547,0.052882210979937325,0.042157766913623794,0.050995602338792655,0.07336205422374055,0.11208633285520297,0.07502334365297823,0.05355499813563195,0.06644488093645372,0.0498742281644352,0.05089093337261481,0.09644171743461423,0.04223849471503948,0.04661264741470457,0.0801788791822605,0.06772310170148592,0.1265459579635651,0.05696660740569474,0.016019866007624745,0.0890980690559977,0.1198458280348267,0.04305221234766843,0.043135751546414046,0.06254677174562312,0.0418741617424226,0.11703739013005088,0.06819803742299434,0.09834621512738248,0.14416942930495846,0.062145368228849446,0.05741353958048981,0.03249403527050255,0.050635614840927295,0.07458764103237515,0.07078572215036723,0.054182959592885674,0.014639433519562197,0.0723496926117405,0.12289943402381083,0.10209099438437996,0.044431497514650684,0.1180267371389612,0.040902475539717646,0.05983668627805144,0.06355730462674836,0.04956521487792092,0.1057974852939683,0.07042483082203689,0.01287536316183981,0.05806866367236438,0.0963936222408583,0.07300869292599065,0.09128241411569157,0.07502657604874205,0.05613642556504429,0.0519693927840915,0.06062893476145029,0.08314579351522176,0.055375250700887294,0.061857691396241477,0.02865175524842847,0.10843361849537136,0.048575913981675316,0.028565957350958026,0.060915536041358874,0.06126819451871541,0.0976121594309777,0.06868307679343927,0.10858163997334322,0.11787364025966014,0.062346947337051824,0.09867446496136167,0.1015249317766973
F-058-C1A,0.037400807744972,0.04135925936158826,0.030751878152485736,0.06690856576012813,0.057367552669922224,0.05128152921088922,0.04494150380439208,0.039212992120470885,0.0,0.043395409300382916,0.07904807099060937,0.04882504387173501,0.050808188746242204,0.06024778986186275,0.05955521094302619,0.04584714446266892,0.04714528762502905,0.07392126560698097,0.04168122262784709,0.059564081913999464,0.04044684293922078,0.07960885134010173,0.05411503820938048,0.04471323920910641,0.11033283649012597,0.044650245044369416,0.04809634004379569,0.08094058618354777,0.05781906379709903,0.07526498199654805,0.07300791771180708,0.05339946873535419,0.10697640624285874,0.05430499567487912,0.0407332597179922,0.03584136548086134,0.07127859388411208,0.0428889626373763,0.04908794970793925,0.054657369999872925,0.0492634692129511,0.05131409493659367,0.08440179217190626,0.08750828521811806,0.06596887292725173,0.0513612953111717,0.09338208678131822,0.046329541557593966,0.0751025421517229,0.10072748910385654,0.05376971307829707,0.1298961336920395,0.036639775408269196,0.048071554111859524,0.0469262467517638,0.0528216018887916,0.08771541831033026,0.04915160374603138,0.06796618961483517,0.07006732673493703,0.05123950186527371,0.057815318025583796,0.1000387597456419,0.06094185518341161,0.0363319824983747,0.0448260773246853,0.0499692108666186,0.04037684582206264,0.029884686112782652,0.043830832576984995,0.047390956780344204,0.04894787221499141,0.036369351511938916,0.06023852577604054,0.10045429716291879,0.0659624331790049,0.051754715052259787,0.05939271365798899,0.03867062311183912,0.04693243009607519,0.08379686727230896,0.05224507949248415,0.028908088418934,0.08139112215010916,0.06793873968957442,0.11310588161951889,0.06277678907188035,0.03351672001028567,0.08734830213224398,0.11643473002798305,0.047159054964986305,0.04622951873589195,0.06673763072418694,0.046023373750550295,0.10531876301122454,0.06020084279769519,0.0890864069614407,0.13152138158428894,0.05438992318026899,0.06093759629634329,0.05721302815039888,0.0321774184189675,0.06306346329019112,0.06949190052237819,0.04093316036861335,0.042565182043293764,0.07788210834383749,0.11067271762634653,0.09832872667363932,0.028990312854627637,0.1017448989265489,0.031230347988663497,0.05462952453582091,0.05430477250042282,0.05418929222578366,0.08408483741891258,0.05959205221670653,0.03402846011377954,0.05733612312838256,0.08777304853216192,0.07358557743763028,0.07745791128139222,0.06771297323101486,0.04960885804766094,0.04707906233378589,0.05724719483004443,0.08691197575373848,0.05523922402892305,0.06565502658025162,0.05161143992431018,0.11530301400059392,0.0429110869175479,0.05331303283963469,0.05651949216947196,0.05873805394287803,0.08936744650461483,0.067247127866546,0.10379316369793384,0.10728842327800565,0.07310457974645239,0.10360589894396531,0.11722799342601993
F-037-C2U,0.053160122532949876,0.048199813405787745,0.04351442018675857,0.06775495675374822,0.06530928166380899,0.05752888906010401,0.04658627521135001,0.051357841177580264,0.043395409300382916,0.0,0.060140890858744966,0.0342855595581098,0.062146396458818365,0.03378861258772682,0.050448120186532344,0.04881231974743587,0.024915720129698254,0.07045138120019186,0.04624500553086598,0.04223481300879844,0.060180225774763015,0.05418663295269781,0.06794539368022924,0.06452531234634754,0.0869501434570249,0.06206835358562806,0.04472300940085936,0.06526318712540359,0.04299209845969855,0.056574904277666684,0.06129475236786699,0.05892009032095081,0.11593360108104912,0.03289932426986878,0.04460720036772392,0.05509435772508027,0.0446327920708735,0.044316252874257854,0.0565954658675168,0.045869123015474376,0.05723937645814059,0.05307506045624684,0.06701982093114472,0.0741533679778472,0.039467369521259774,0.039815797448641436,0.06952740388303386,0.05593004728520562,0.05248786928475107,0.09354403051781228,0.030069880270889172,0.14448088408454193,0.03925487663020126,0.03655161868029912,0.06933588561705839,0.02988542533667979,0.07018399922344723,0.04506206238511049,0.0737354868691125,0.08863018283187903,0.06746284157994034,0.060127866392762346,0.0730648089327755,0.05569467457731081,0.04259044909075756,0.05143247390451259,0.05932549548348324,0.050761416610289135,0.047741099588876845,0.02985541621265914,0.03295988929694827,0.037795865735015,0.02479737876592894,0.04654409734870373,0.08472486621423048,0.04758516820014043,0.05115446916153778,0.07120071752626846,0.04113716531242164,0.05291262568759672,0.0807161987042643,0.05080686047508996,0.053756439900369685,0.08893046763252573,0.05984442242994333,0.099569665604222,0.0472354645897673,0.045028711707852644,0.08129571202469331,0.08787170728530505,0.04958857339232502,0.03014634614451628,0.07751320468071535,0.05804313501972902,0.08017063830481808,0.050933209091178586,0.0688880779096737,0.11882601094695319,0.051692632211132294,0.05809960000797351,0.06189633416933756,0.03958111461288476,0.0370014767911373,0.07202759326177131,0.06233579765842228,0.04773606520607923,0.08152852137699731,0.09952603035927217,0.07354412085278317,0.04628000681508017,0.09087849692438763,0.05258693149848537,0.05643218254737435,0.039380444613632,0.07344623288502887,0.10860081501050058,0.07054510916867168,0.046013453581016925,0.07844381032885832,0.08225003780752874,0.08327846802508435,0.06490335626297744,0.04945254711557289,0.059198463286592014,0.030802356575258646,0.056449176065278286,0.07268857352968475,0.06423442031839173,0.06566743770109507,0.06717217228511287,0.12039014312515385,0.03251873597382371,0.06165247515768014,0.05841843067161516,0.07188087903921064,0.06951550518586802,0.0420841484771416,0.09282173993374868,0.09359933753176827,0.0709059309737343,0.10660206487254044,0.08834407294057305
