,0
batches_shannon_pval,0.4000344151079802
biovar_shannon_pval,0.9500521956259929
rf_baseline_likelihood,0.5522388059701493
rf_average_acc,0.6567164179104478
rf_macro_precision,0.6780024509803921
weighted_precision,0.6737452443664033
macro_recall,0.6308558558558559
weighted_recall,0.6567164179104478
macro_f1,0.6193181818181818
weighted_f1,0.6317842605156038
auc,0.6308558558558559
batch_aitch_r2,0.011438750285312193
batch_bray_r2,0.0012010707283651454
batch_aitch_pval,0.052
batch_bray_pval,0.996
biovar_aitch_r2,0.01472317346905725
biovar_bray_r2,0.006653282260414145
biovar_aitch_pval,0.005
biovar_bray_pval,0.454
