,0
batches_shannon_pval,0.23825148924058812
biovar_shannon_pval,0.35641438366198336
rf_baseline_likelihood,0.4053497942386831
rf_average_acc,0.3868312757201646
rf_macro_precision,0.13205944798301486
weighted_precision,0.19985496229893493
macro_recall,0.23948888499912482
weighted_recall,0.3868312757201646
macro_f1,0.14547155688622757
weighted_f1,0.23319256548631134
auc,0.49170915041136265
batch_aitch_r2,0.004215510642126938
batch_bray_r2,0.0040161454815870684
batch_aitch_pval,0.378
batch_bray_pval,0.496
biovar_aitch_r2,0.006264081550951299
biovar_bray_r2,0.006920503660516136
biovar_aitch_pval,0.426
biovar_bray_pval,0.205
