,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29
Glcikman_MDR22,-2156.04361266432,-1671.9236994737548,76.45418905418137,-2084.944312283476,4506.680217095001,-780.2326088653996,-79.32937912479917,-5646.630285984663,-1415.4717894894002,1076.7617470297137,6754.065586724642,-862.1998310535884,-2996.2677473925164,-1161.2939983439283,-985.0420072894563,1319.7358125090286,-2330.945808484555,193.90199460223752,-67.96220132594044,-622.101506330635,459.93765907510544,-58.30765940225146,320.8311772879896,-175.78838760870207,52.379800233862056,87.63953654140802,4.080996753040083,-116.10394112206887,-167.9472654581205,188.30598691614858
Glcikman_MDR73,-3189.12203717347,-4314.071606579195,3867.064587271796,1002.6895891712893,-3227.988830419497,-134.09815994796895,3657.611384317829,-489.68723310179394,871.2729515980569,3057.1070558102206,7130.78724854311,329.5806101473156,-2191.033764814388,-1700.7527511529433,-1256.483845341484,-813.1352991494564,172.49176524489081,98.15740897189445,-1204.3833340350475,-955.0707017057371,845.2436765960882,294.28236863485137,203.50168523517965,-30.402019906328704,49.71295532804851,112.16207303597179,-18.787884604905965,-194.38214694622624,1.9302479891518374,123.70774429915394
FEB016P3.01,6060.705516643916,-172.24141330121952,621.7472219071237,-1581.353710133625,-897.4289983970139,-1873.229223577489,1843.28510331611,-1136.7940907816233,-5759.402681240003,3085.517914132853,-163.4803721010329,-853.5749187436335,6653.56548853021,-6071.751805566648,3965.131113493902,-1643.6818010348393,-219.73206378472605,-99.94632609115915,8618.973787021072,2217.9849913258013,3634.493123991647,12161.76729534383,1950.2134678132652,-635.4807617661467,878.1287693876895,-521.2225473344072,18.287056029863642,225.31518650573895,-958.5180012644802,998.9129861731967
Glcikman_MDR29,-841.5145019700144,-2001.1518422570746,-1071.0321322211603,1604.9889954124133,-4619.451108760649,-299.18535658397394,6969.848756806892,2684.6602841842086,-1144.0995184107044,793.721151897639,-1090.2310328860026,-1121.6781726144775,-1700.3210326389399,-627.1130685594723,-1124.8805953090755,-262.5733232909831,791.7701640509216,234.60778769376287,-1984.8811230118454,944.1865601833331,-104.58379138135906,1059.701770266958,-208.81916785016165,-236.1749359766853,540.9633742364272,656.9081220616043,-162.5837111976494,-64.11577322474685,225.5745282953546,-307.94415363883775
X0094QH00,-1942.2269928707688,404.3268371329462,-2948.58428005873,-315.8967138278807,-2059.10328336758,-1784.1243261165764,-754.045873942368,-268.5133187575459,-1035.1958447430382,-964.0296352461596,-285.68455101924394,-1026.1368038052797,-461.6942867034068,396.1887466571526,207.20708260631403,-464.3972609885229,203.93721298039725,-142.24155641184183,-142.5024730601881,-84.07592050042588,-231.77693078006874,397.32256285943544,-211.14415436103658,582.4580099826263,-94.28860031009096,276.1944102508202,-180.14611287749545,-27.964324812400488,-87.5663254278873,-566.8669722960228
Glcikman_MDR38,10602.893786598797,-517.0799990352908,2125.5764529852654,-292.76199868379166,-40.836141509113205,-825.7695211691677,3394.610398969853,-1231.1206016320848,1512.5061788162536,-2043.376495739046,-2115.0214503983448,-500.83486506281184,-2570.7051214720996,1362.527772586171,110.6885432409529,-1008.5743577860522,445.3343586790019,-869.7989247484279,706.5714118820557,88.79834037051944,231.1420353739548,1077.8096527832072,-325.55040620169336,-156.25197749135128,80.31096487240389,239.58363429788062,-40.48990286015186,120.00128016254001,-130.04549018877702,229.03938417972128
Glcikman_MDR70,5844.666233708542,-492.46436820408843,-1250.8034879580334,293.6586115330901,-1164.5107613510468,-172.22262455375628,2077.943067419218,-1931.6543896866335,-1413.1691421331652,-977.9363594256939,-1389.6139984113809,-1073.6074638713328,-246.82958935197578,-509.5367645966606,-739.3805210945416,246.71479475008422,338.21730398845057,-17.077268968958517,-745.311596784975,493.01669680742214,-213.41125683103851,1087.1746501672026,-283.7911587505902,138.90667546940927,421.73717334500753,406.2806990397376,463.3882415614516,-89.76686292525248,329.52785154185364,-244.78785920601368
Glcikman_MDR72,2897.0276020126707,1331.6804469207848,-1007.9585828212146,-1192.1286129204077,-687.0351606354271,-3114.3423304488188,-1729.7042588507934,1274.9224381548981,1699.8645463703542,-867.2429532054042,159.6501640468513,-119.2137361497731,-521.738212765562,485.15410366499356,116.20489023749312,-1007.0479671965012,160.10481431987026,-900.0159535991579,1411.924337550464,-302.9796541263411,288.9618653964298,-630.3711849789674,-79.48618358851954,-497.3090442482952,102.99952215404315,189.651397463283,182.42925024394034,72.1259744481429,5.583082382352539,230.05182935142486
Glcikman_MDR85,-5739.193146728066,-7527.17348642173,10046.283987986379,1198.8604051268005,138.96292847052405,-5.8075595783235485,-3611.674277788888,-8478.97050488864,20.699972476153846,2587.518367884995,7508.10993057092,779.5167030600885,-2078.9907754987935,-1939.0631236360528,-1220.8076800513911,-1301.4735623020483,689.2150407047675,176.0576539046719,-1455.8967183716316,-1011.6125202158962,1041.8720683638317,252.76316403884857,310.7465317401046,-85.36755791070003,-47.382226953347164,35.970739223654114,4.276214358398121,-202.605001921113,-20.952580484268054,199.39726285356474
Glcikman_MDR33,-2464.3533746791904,373.8294109256424,-3795.8117818485966,-792.3539903942517,-1722.2191843010594,-1651.9261336774407,-1413.3348205551088,481.260643176388,-1139.90876361424,46.1909168404945,-227.57566688132505,-558.5443935181894,-709.6854117089512,978.2777214213997,71.29487408200761,-967.8982176866995,-110.3728054263509,-866.1370711940742,524.6171468145942,-182.493854768608,450.34683683322015,33.94450115121,325.02353040975385,-469.7662385425603,-70.91838841881052,833.4907878121824,-441.8717318792124,57.05110348239391,-320.50934481967806,-209.6470839370024
CEB015DP.01,507.9171536377824,11910.59463848455,5142.06109595684,-337.167477365393,683.8779205910308,-664.2886714652265,-549.2003808042466,2195.6753968565727,-1232.486047179704,-228.93308934198944,1319.0489960084515,-281.30024963944516,179.94035236354156,495.97949657922317,654.4938243212666,-496.1405803049295,-312.58317842542385,-236.691802274764,703.9295233222456,-289.4947110944633,-123.45779785610416,414.9256229617317,273.371058344342,-139.61132338670853,-78.41902886312788,415.3918601267593,-622.9057988712167,1857.686913231903,648.1021477450613,-1067.9325405067268
CEB01751.01,7966.313478332763,-1050.2236246048656,-938.9702923227857,1450.513857502086,-1721.3208193650441,513.8888608152779,8544.829811946609,-9069.199570471523,-5326.8787142321835,5591.035697978459,-1796.990924570039,-3887.020878549184,9444.712913406753,-5122.681164686523,6300.461486906967,-3376.838967512019,-2070.29694315445,-2711.708636890869,2503.552451653453,-3272.2656812979903,323.77103708750127,-4293.221154742539,78.97405599237027,231.53439764389222,-1033.0677707205837,320.9898297845543,418.92143569613324,-387.6869236877783,52.908637684728454,261.04470441537154
EEB010Y7.01,6712.149549050702,-263.5073787710679,2301.599474241444,-2418.735924288839,125.24139087762161,-2788.251137704805,-1481.9251569077335,3283.0182974807376,-3364.4120253143615,48.068816041285274,-1190.2448853741553,-2830.4275018182016,136.74484108448803,-1899.4841891574058,-2139.222631427967,763.3198004646413,1374.2014797907427,847.2582698374949,-1087.5654731406812,2263.952047323335,90.1333453396581,-1579.2558404417518,-552.3998628337649,126.80898547866879,214.5636951544065,354.52076904122697,680.5177916057432,-440.1945864618778,-323.4386782136242,-213.15893156737906
JEB0150S.01,-3119.959502163813,-597.0384393511775,-3559.6141969935807,-1138.1212977115945,3110.6411968127973,-1645.4832364574006,1465.869318300301,-67.59486772626487,-326.73289485049753,2070.2139676745624,-2986.0330069064294,-998.8268384879093,-1510.598834109448,-515.6968906042378,-354.4227158389886,-3842.1504305942094,1490.4575108908039,14074.930207240006,2082.2564768976486,-1801.8134417680637,-1741.6493587408006,-1097.7333005659787,923.9671220881304,1.1055059312050934,132.12163126708344,-0.17951118840557612,664.806393486332,785.4909897665685,-1557.659854298665,527.1212552156235
X009DDC00,-736.3018629773727,234.21391511533147,-2635.205168965947,327.9664007465177,-1730.4968424770025,-1480.5178031125351,-502.650975432442,-357.0391840992746,-848.4728389943383,-1177.5434379280268,-875.0877916678029,-971.4912157024079,-585.8650265991873,282.2113569036646,-95.06802901439042,-78.0429216303623,256.31603428098055,-428.7606383384029,-688.6016042067643,205.434542975592,-231.44172520544365,579.9176913140338,16.628975710214434,636.0668923988161,54.00761939194163,559.0011307791934,98.23574177750824,121.19740654362752,-328.02153137445697,-131.595637685131
CEB0106R.01,3324.453378720789,-639.8602423783096,-3134.6714112811305,9703.596606179448,2411.7125677746453,-968.3028728350448,638.1303106145424,390.0321423830709,-2837.890502194754,410.2348802879061,-3135.7847182335586,-1808.2856996301318,-2791.579080550109,776.2205756883458,-1598.0829914983456,14.841672805983327,358.22527009287387,149.87062576009748,-2744.959549550916,1680.975362966659,-421.91562924801303,2170.067087812129,1101.2260980919668,-373.09542784930136,156.7061591744956,588.9532002437768,-205.06873911933477,131.4847618478696,259.29913734993437,342.9294939406259
Glcikman_MDR45,622.7680391018441,8396.630036801,1444.303906173371,301.19065014755404,-1610.06178620279,1559.3721235509236,790.0093765362909,-317.5638533292167,-2450.9037464098415,-938.7506906955724,-536.3774166325115,2899.9483050201084,-73.52885415438486,101.56689426709346,-751.1160449190501,1135.0979645872098,-404.6034706623636,312.90708679811956,-184.30660388430664,819.04198910691,1992.7573522052242,-1099.6979698164291,3071.6913393113086,119.42356332896459,-2627.569177939408,1768.7849271917755,-1153.5531937605208,-1770.2490759430839,-589.3924983461898,1196.3389252573274
Glcikman_MDR35,2752.9710079961924,-983.0805237859922,-707.206061521199,674.1703281226089,-1732.1317884053303,-522.7814708617899,5770.214487597433,-4937.585636544633,-2772.176332596029,1933.1493996967445,3151.0368084599063,-2703.910145173871,-5347.1887843295135,-1765.7116006211354,-1172.5773359453221,5832.358381006004,-4692.122014205649,1567.26073034835,-83.44860643334749,3026.2349932199472,-1498.742394464097,138.80559008398353,724.138193611922,-96.89916059833396,48.07804970410544,311.7426476357435,-108.39638374236773,-179.6650277137892,403.9093034108756,-121.63162417621223
Glcikman_MDR19,-3108.233771731216,88.39669829821268,-3432.354754650166,-934.2076645094945,-1020.8634115059843,-4371.4145180375235,-1224.9715240377645,-58.41362085323081,5835.597009295274,9472.504501006602,-5548.203493155981,1589.8335035134585,-1302.889486689575,-52.88888675686693,240.50317628565486,-721.7938031430419,-234.54300460774078,4568.337832682269,1076.7606028777138,196.51952468577835,119.34155423777966,-341.0068633009064,-219.707211236731,3431.749306607255,-671.527038789111,-173.24099909728324,23.988781938052526,903.6321173485119,-225.21859549915075,856.5791242919131
Glcikman_MDR110,6000.620025015665,1585.5837080332205,-175.6956720930855,-1664.690471702916,-392.79427569034993,-5046.104236120724,-1849.0007757554358,933.8806178852454,4128.154457681025,-1527.2967662396502,1720.396825422581,652.0332179018661,3754.2494259400014,2068.5496830391444,-1552.604897506367,1297.5703157369985,524.655232936894,784.1671717086014,-348.18927163462814,1234.2703171390779,214.604462429007,423.21456434501624,575.7602384065569,-331.6918045421974,-666.3059808340216,226.5426888806386,-517.1963741142989,128.13193843556584,-352.3944005249896,412.87802837835864
Glcikman_MDR79,-3453.8515765229317,-708.0515502110795,-2828.0309582417913,421.9871395569082,-1854.9609708178218,-1407.7902944832038,-1372.449143122141,-769.3319923468385,-1228.136347541832,-232.17313255889457,316.8287668596343,-731.4179300519799,-843.136288424252,183.57056678908484,-942.3017222265806,-1114.5923855931499,333.2793930582877,-1192.3880139664236,1256.3281538027738,51.472831003223966,-70.01131029947318,810.8947236913557,-2889.8271144777996,10592.029840706022,-1473.3044751052262,-146.98573285388045,-256.6379580744193,1136.3022031687804,-160.41490928379923,1076.5008668536802
Glcikman_MDR111,7210.021247560313,194.8623571051656,-33.836507509261715,-165.7655928454375,-677.7319893099378,1887.0427993984054,-46.38899834265932,154.73896251301306,-360.9501905594669,-336.7604391614048,-54.72169109516897,-830.6754402575378,278.89275280089925,36.85437355838236,416.6264118835195,-127.01825165888273,-309.62680358795603,-282.3231543953418,-66.63980806681396,-370.24540967167377,93.69106982856333,774.0553765848568,-205.33679282784496,-188.57128361232242,131.73455537942075,-673.7385855646437,233.01996920120328,516.7990773294665,458.4272521340571,-47.668782744995
DEB015RL.01,-2338.931956179878,-494.99990596129857,-3633.3007806549567,-1510.1969931931862,1185.4535868744176,-1878.9662784264608,795.3213668401379,-1725.3555581463538,5303.312910404918,53.166141171594774,-784.1619977399964,2146.97819440309,-415.12554220904235,-83.4684959403599,1527.5458846829683,-1390.9606747691817,-322.8344900272213,555.8546224582512,1044.63007039486,-818.3712654301576,637.9213645063114,-309.42168517087106,-146.13605325777596,-414.173896505806,-889.6366853376577,-321.1866389462255,-974.2872604766208,-975.2291329420711,1823.708963661299,-1151.4136925900743
Glcikman_MDR107,-349.1031670004113,778.7462318131785,-2488.934708000481,-1059.8894786158794,-61.04950644674307,-1923.2028895428648,-765.9243636674673,-4444.158208925126,-1848.936488217028,1220.968529658072,5049.940684086396,-1746.4935921201954,-3893.659929130282,-114.50860439001394,-192.11694919685374,4411.363412138101,-5693.495018608206,239.98003609565262,2537.8885935880044,924.5064779156232,-1023.6599780699632,-988.3581433860717,544.7440888478519,-336.20056209674624,106.577269019283,-103.58094658800174,-16.522022801588054,25.490907906426983,-283.87201769204285,184.27741341502545
Glcikman_MDR74,-719.5841351811132,-1201.089224620312,-383.04192708167784,-745.9307221695174,-889.5314162347325,-1729.8787645179507,-959.2243267945623,-4481.201191395019,-252.6389607082412,3590.449781229932,5722.811318163509,-464.73615773551074,-2970.3166643919735,-1211.5949277630807,-1265.8935313209972,-722.6137367135457,-226.34350162032555,341.28601778507317,-700.9551973615091,-704.9453275118068,427.558289056485,204.36059033740315,250.9990464745897,-273.73709660227826,115.09470771539186,157.005187056954,30.924908693386357,-47.338155011618866,-230.8274840260542,103.03664804843254
X009CZF00,-1345.292926935513,293.6512703352137,-2679.6994148523236,-121.10254807335329,-1855.6816777502083,-1406.9214807147835,-401.3417940250373,137.69018302232442,-1359.472245992408,-519.5916734122504,-390.79381454107283,-1331.9819441277152,-468.5669376997277,314.22889906782933,-63.480078534692865,-519.5135783739067,75.35441832106534,-559.7102478841167,-375.2144995171176,-346.62694907661546,-349.48349283423113,161.9722951820574,-425.49371313129706,-137.24486921843564,-209.35784376422362,70.65827999137615,247.7004986729165,45.10139732130477,-51.58850469188921,-95.89158281022775
CEB017KB.01,1112.4692652081285,-2175.092357030142,632.1893513892901,-1055.8621184688564,-1581.318287714482,994.7971000437893,1754.8019549621065,-5273.613053568161,305.7805957503902,5331.851960482236,13011.804878081995,-1090.4879561750363,-5852.539141901587,-2777.417596203495,-1839.996849355924,1492.8687767878737,485.7419034684393,749.5520991669745,941.301320656321,426.7536894907866,841.706462413849,858.6128597279348,-478.06057135482337,978.3135640501418,439.02596638313764,-492.5846971858231,627.6688341360227,-2392.4490119920106,607.3026374853288,-1552.8100883090608
Glcikman_MDR36,-2.340666301024612,128.95644479870703,-2525.915802476632,-1133.9768274668709,-1463.4433119262194,-847.6889398446215,254.38503101940728,-3053.647688070915,-1026.595674069049,2045.0129140932333,6715.039659970428,-1584.7910545750503,-3885.870358428294,-420.1286473137843,294.93990633717567,3874.6725768303477,-3989.580732448828,93.0277008829459,2074.8175604500266,568.1976478028545,-853.5133001599621,-939.8270660913983,584.6902683822549,-53.18513282011456,5.0994288872124685,-126.04688585332255,-86.55817775962225,-30.058932559055947,-259.97855321708136,211.61288392971548
X0096YA00,-2205.419299646836,431.07703819559083,-2831.9641057955446,-342.36845503386667,-2024.2547267718885,-1742.0929175142162,-928.8744458083648,70.85685761222454,-1453.090320369488,-817.6610469753422,-469.97856929169126,-1268.9637727413278,-719.9200501672808,706.9536244110284,0.8651748756953264,-375.1940995719843,320.1073865382519,-586.1992431661666,-204.95322360932727,71.8990060231363,-192.86191281555818,499.3236717536204,-162.89661800655225,492.873336477086,22.070693777824253,355.4545106776722,37.070732016989595,105.21992957133669,-378.05572608425774,-295.8515623279338
