,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29
DA10028,24.67912224584483,-371.6659831968798,1202.1686430357809,-302.64790966204316,848.269820047656,-1340.2422731278214,3255.325458890736,456.730565347926,420.12931638384043,115.23180482516733,-177.12544626662213,190.1402779077283,32.17164616694166,-26.114189469922444,33.45768808302993,80.1692673142768,169.6836063774867,28.628355845793507,41.299139864253796,35.488434987371,43.65919757718822,-67.40336660040383,75.9492201788264,-129.83802439185393,55.586782566715726,-162.12305301961135,-13.01756414118343,-71.87803435269004,-45.68726114442777,42.3362999248611
DA01380,4320.164946406912,-245.32147391316605,-140.32922018246776,238.12941781289913,-60.469585378645405,-131.13666568857602,128.1547990482484,30.44254773472796,-109.75134650800523,-103.60400336194802,-71.30211297777389,-119.00073376056496,-131.60270202299932,14.081618095660785,-160.8391454807437,35.76323797566404,-99.05491343861861,31.27043262527255,-48.52801669559371,73.98065041913605,-58.35260972499423,35.789197870595885,1.486111567206751,36.27792192058125,-39.56707733729871,98.13140330760656,51.38508737829111,-18.107852718550678,-0.8456099051988601,34.5380223679758
DA10095,3891.8092962583905,-140.53126609449387,-207.39871981868683,144.36929662392612,-158.10180485969556,-224.5373833581713,75.38741182246267,-47.92701304402896,-101.90812360570034,-59.73838058589952,-36.22654122728536,-44.47130112713991,-70.39169472023615,-75.27801558323648,31.259759960237165,-45.39768154880673,172.24984095371633,-123.09159508298212,110.03645519562339,52.903750189837446,-11.779758537982802,-27.005094295855127,70.54207583496658,-20.76723805247629,-17.27459927647492,37.53242000071551,46.48667429984299,-46.12584658226271,-12.763721395317225,-11.389917889960236
DA10023,-754.9938771268844,1932.8342797242979,1690.7961357569795,214.2065217532229,-274.57630888916214,-224.60570419202728,-383.1839329332998,-75.36958923498312,11.893934968143455,-165.59765465454905,-185.2747411576061,159.588605100069,6.3378096100311945,37.92300571273809,-149.62565532212963,-28.217091422283595,122.874202209777,299.1041112682818,91.94892635045782,48.74747259387002,265.05603591387717,-140.81387903693212,59.06445357617167,-59.83254344912384,57.101395813700435,-83.79945608794534,27.996307576600348,-130.76284359411608,-90.33605561338854,-18.791303213284763
DA00735,-1668.2752323950947,88.39026861180494,349.31043778482376,-524.6905405337565,-27.4962048547959,-58.34533221058829,-114.82650073631031,-151.53639287925398,-98.648747303969,-59.30560649047621,57.15944051308384,-131.10873150729535,-212.18417499932923,314.688592624911,258.9009136831059,-148.2836022158119,543.9099499320578,-470.36100352623953,124.32882528507291,26.540174324253563,-46.314066108017514,-135.8772803951845,234.97114377291692,-100.77917873205404,-97.45958006019612,-98.72598051982443,-82.50242652369735,35.95444259174363,11.47178574341436,113.10586569892934
DA10091,475.3791941023252,-325.6445159777345,1165.6865387755593,-108.86768463314796,711.7869869157704,-836.1150089239029,1971.1198286627287,276.46095181933856,215.60202629371386,31.628240990011378,-149.1148351680911,168.9443663163335,-6.950548951286918,-18.872163805759147,-22.094262252636874,99.08129078989022,175.1001821069845,3.057350872734614,32.82125139261598,-1.3460145089933429,-20.733811595019702,-95.85669825197753,102.46857631437172,-161.06870922890687,18.12162840671075,-136.6059432585819,13.95699716201965,-48.27456904934146,-53.621250917243806,48.805224419425606
FMT05,-2053.036460846326,-298.6781416505117,-820.2613841521514,2169.7849608127412,-39.624716593112,26.795800083559474,-9.732744253476328,866.6485085702199,146.97490951620543,-633.0986973038289,-41.67195826326316,62.8015111629029,-1296.2986801824459,1995.5874604334797,1107.642330961248,63.252098038269814,-105.47947513894643,-46.08937731457494,-504.50180806794407,108.82682341085408,168.60979077328196,-290.45199602219424,-157.65309734841333,17.859529090963058,17.233055542299592,69.78010518939243,-197.06134088268993,157.02367618255582,246.35147783234942,254.01413004676587
DA01203,-866.6607400807569,-368.44007458422936,-18.70105668455483,-574.4980310974383,-58.40728827946367,-202.5316456507864,388.4404389533034,-171.42406270428538,-181.29658134505678,62.31248733105434,27.858734522771694,5.665230797838034,-82.97267379016057,78.9155124486631,-122.12776160331492,54.58639610352281,-127.47243959407375,-32.0486534236987,49.32406947768723,31.903750506965597,-43.43026267137276,-42.24733226043118,51.374847097120565,-95.44775965940697,-55.3654921499686,43.73023274313448,12.29736468835312,22.978624205340818,-8.30295518182236,75.41160623349377
DA10073,4544.344095672313,-166.5771682698047,-179.50466459821456,243.7642437319853,22.99042686005515,-154.53071371214423,181.8276589812806,25.889021934778196,-67.74617379798467,-114.50630711963815,-98.57731175782672,-143.13880463930394,-81.4889241544729,21.28553453951864,-231.88502877292208,-21.99033091506312,-95.71812527962636,-59.23038908052549,69.31303381658137,23.58297565796125,7.740342941621964,-14.961913251896645,-116.66199440038208,-14.849295628507384,-50.88255998876962,49.4975197311499,151.79175534799364,-82.21447484258383,-92.07888215138244,78.74551763583318
DA10134,5241.691775221515,-354.51553537733696,-68.73445352964578,337.4476342744587,85.00290284535455,-98.91845235046503,172.47466644423554,80.14692770080201,-84.34351323232387,-134.61662846255933,-102.59709443559103,14.014305173709056,-113.44908425193347,-126.12119307149011,48.82069933590405,-9.114018061958761,213.53993823063362,-136.18169926229197,49.595684919449226,19.850227963361508,-104.64192004247289,-48.020517554563334,42.61286281276241,-17.203166114924983,-45.22418882648083,-2.9513456406784973,50.83495421373656,22.21783444683499,3.0806405064371583,-50.704033861723765
