,N01,N02,N03,N04,N05,N06,N07,N08,N09,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,F-021C1A,F066-C2U,F066-C1A,F065-C1A,F064-C1A,F063-C1U,F-055-C1U,F-056-C1A,F-057-C1A,F-057-C2U,F-058-C1A,F-058-C2U,F-059-C1A,F-060-C1A,F-061-C1A,F-061-C2U,F-062-C1A,F-062-C2U,F-039-C1A,F-039-C2U,F-040-C1A,F-041-C1A,F-041-C2U,F-042-C1A,F-042-C2U,F-043-C1A,F-044-C1A,F-044-C2U,F-045-C1A,F-046-C1A,F-046-C2U,F-047-C1A,F-048-C1A,F-049-C1U,F-050-C1A,F-050-C2U,F-051-C1A,F-051-C2U,F-052-C1U,F-053-C1U,F-054-C1A,F-054-C2U,F-008C1A,F-009C1A,F-009C2U,F-010C1A,F-011C1A,F-012C1A,F-013C1U,F-014C1A,F-014C2U,F-015C1A,F-015C2U,F-016C1A,F-016C2U,F-017C1A,F-017C2U,F-018C1A,F-018C2U,F-019C1A,F-019C2U,F-020C1A,F-020C2U,F-021C2U,F-022C1A,F-022C2U,F-023C1A,F-023C2U,F-024C1A,F-024C2U,F-025C1A,F-025C2U,F-026C1A,F-027C1A,F-027C2U,F-028C1A,F-028C2U,F-029C1A,F-029C2U,F-030C1A,F-030C2U,F-031C1U,F-032C1A,F-033C1A,F-034C1A,F-035-C1A,F-036-C1A,F-037-C1A,F-037-C2U,F-038-C1A,F-001C1A,F-001C2U,F-002C1A,F-002C2U,F-003C1A,F-003C2U,F-004C1A,F-004C2U,F-005C1A,F-006C1A,F-007C1A,F-007C2U,F-008C2U
F-052-C1U,0.0911687295180584,0.07611229021590174,0.05156947909320836,0.08662624276293955,0.08345648848826276,0.08240185908996969,0.09208450293309946,0.08322569857010544,0.08720313979371302,0.08608534678744967,0.08035071244154865,0.05258198050864928,0.052946294594764215,0.08881279368178904,0.0914242940489382,0.07959799836478386,0.0926763777400684,0.08551262600337453,0.07754870827950189,0.08418039395247519,0.08024713710419747,0.08683051817217065,0.07681633853169077,0.08696097819523328,0.10123231850232955,0.08038924399196691,0.07510763775176192,0.0759179401080288,0.0856355503946536,0.10227343620860872,0.08206230492682122,0.10057615710889647,0.05519029905531488,0.08367752023086966,0.08413172743518635,0.07795164424789745,0.09086862614047657,0.07211793347664452,0.10053876292715051,0.04342514701216152,0.0446262860476224,0.07572757467478486,0.07461281908188255,0.03647999196518531,0.06833637758819221,0.06647075332311847,0.07051704372430607,0.03926193223212232,0.07183927290112493,0.0783754637030173,0.07812080395243771,0.030704483961817644,0.06821546961287318,0.0812053967801059,0.08552702376131435,0.09111888987155635,0.1351545281699579,0.07365678185306136,0.0749776195760194,0.09105842903058145,0.05848928325357843,0.08177885505596398,0.09274483876305262,0.07277036821400241,0.060484040594073675,0.031262966009875104,0.08239014226077077,0.027197721091228866,0.07972275428625678,0.03033901931562662,0.07738876998089962,0.0791147205783799,0.09659808489116069,0.06795106973798933,0.10177492071133978,0.06903929415622931,0.048833089901159484,0.0,0.06283808886805643,0.06284216534527359,0.05312018333434599,0.08668891478229662,0.05323012493508384,0.07179182452848917,0.057365560342689456,0.06352509309809345,0.1057919703900814,0.08018942570973642,0.06907486854542595,0.033049572745397784,0.10240621787556128,0.05740336936099067,0.09884582042855335,0.0823946377857605,0.0567515594460009,0.04247798235211671,0.03872239514692041,0.04857364309648018,0.08165251742579548,0.0633800864059826,0.045044291645786494,0.13200092652762527,0.07264718849039803,0.05592733443724082,0.06069870847684417,0.03986421071327229,0.08651980764796208,0.09728695350259489,0.04459604049268359,0.05759474951184899,0.06714977336340122,0.07419860882344448,0.03333599613382826,0.035088215791466426,0.03364300006334154,0.05249870334894095,0.04412775870851016,0.035656531095194566,0.055576432078246085,0.03783949921249945,0.0356776145419662,0.04202791545653277,0.06593296280247196,0.08884802644674002,0.0483226037169729,0.03440482823631745,0.0714981942846302,0.05876138889704402,0.03150644972862472,0.11597254930567862,0.03635163539492276,0.14826279640031848,0.09316502342328646,0.034274882887134366,0.06692685113865071,0.04033922763068375,0.053677814192949834,0.03437154404767286,0.08541079342083945,0.07707086456227172,0.11360320078185487,0.08032941250614671
F-053-C1U,0.0426459905553179,0.039301619393296426,0.03650466569114065,0.04241422973468473,0.03916940169078017,0.03401989069350486,0.04693081967521345,0.033633491378635264,0.037758677890782265,0.03756045669002675,0.044160111859955685,0.03695240066179038,0.04151722703157399,0.05444879211293067,0.04322813466912923,0.03138438303825828,0.047400842339208014,0.050612561544173255,0.04246573595932589,0.04621194354973929,0.0423333716458774,0.05394709503668224,0.03039665802023657,0.03961658794536914,0.0689340696967349,0.03542727803379658,0.02910263010713614,0.030881854925494636,0.040860304474770896,0.06708436947275545,0.053282935605866034,0.0663586613088899,0.03672123339432426,0.03535585995049751,0.04932316014471989,0.03578491296261727,0.05243574413433103,0.0352539949224803,0.05417260424225442,0.06091124673978319,0.07196495382626668,0.03404351448543533,0.03478468477140686,0.06274712567302174,0.03902383114285031,0.09361106488733768,0.04044728288696529,0.051733307802045596,0.04169251240640812,0.04647982659861795,0.042602568065960314,0.0683506051409963,0.03835671054101148,0.03466854216971116,0.03942842841812807,0.05555637260897389,0.10307478049917368,0.05484949789634074,0.042400184583442115,0.0601769846315765,0.025388516796532395,0.046639055830125675,0.05770483761024502,0.0422040588936699,0.031966805600308276,0.05282840938666684,0.054045822428124765,0.06928904680169487,0.04340940963780147,0.0748352510234405,0.0326548994280643,0.04288535108018098,0.062447387559235616,0.040205747657773384,0.07642825733179409,0.05536958679780117,0.03644588699438726,0.06283808886805643,0.0,0.04020276094558125,0.03824838341051043,0.05341537917105133,0.03139343643779799,0.039826646107014516,0.03638927606396234,0.10697678231754383,0.07960565457056178,0.04257437504141289,0.04536771839075825,0.07053497217791829,0.05268614027054184,0.035100457336426395,0.05746650666254128,0.05831313576274347,0.09698151583710728,0.08335148452152204,0.06995143734192814,0.0874633239523934,0.05701841556350971,0.03989148898844526,0.04820709571375137,0.09194844817446948,0.03888740199868487,0.05171207875814383,0.036185823954099194,0.07924093187338026,0.050097709828601025,0.0655824544108835,0.06275897566324017,0.030084113742697982,0.04108785519654344,0.029607419681152238,0.07396161008773149,0.05046227571374447,0.07130462612348137,0.051263340359771856,0.06516174859287208,0.05522236441312191,0.04591526886290149,0.05840057728781993,0.08273852454643162,0.0834463571486555,0.05293778873157489,0.055799552331467474,0.04788604848641488,0.05582994932998879,0.041565795277170754,0.03481884036984546,0.05338261280463003,0.07994428054993008,0.06996461777432385,0.1026902535266367,0.05216531723463681,0.08047421919957116,0.04978845329805354,0.08776307961613078,0.048969757671782944,0.058347492721006235,0.046955291925834294,0.040576201074904714,0.08834835645518063,0.04096667895204893
F-054-C1A,0.04250068293833473,0.051762745659816645,0.02449075091550532,0.05266279948911273,0.05089061202833214,0.04310942914505774,0.058802080138060916,0.043925431186045236,0.04356845810579141,0.04332290583711844,0.058717842362094874,0.026829245509437598,0.029514286904914543,0.056911675444418525,0.046048726696187044,0.040313102427366417,0.054995555290363436,0.053815864802384324,0.05580641852698647,0.04604651140126025,0.05156501059034295,0.05699371982194028,0.0411533539592639,0.049651438284059234,0.06884930430832796,0.04583256749916084,0.03988149024993959,0.04178578918302474,0.045333487866556124,0.07467204594136904,0.05533199964590899,0.070261235197242,0.02477916620132088,0.043174498965754766,0.05261595389163186,0.046631362131633505,0.06443442612782531,0.04868087761295329,0.056567419537755424,0.041838110276222064,0.06933790427191833,0.04436393010361161,0.04664687506891962,0.05014514355123966,0.04653583052657007,0.08012275176470733,0.04970312766519876,0.0377775196290742,0.04514113723919217,0.04269486238289216,0.039557971687287766,0.05059552063456159,0.04345766507551769,0.052865436437341644,0.03570026499872728,0.04327512888307056,0.10498537736109975,0.04236707381954164,0.04705374881152498,0.06463628797106157,0.036293748409268516,0.04064945631860991,0.060791415430443925,0.03987692900413575,0.030386454624647646,0.05461490794154838,0.05510952719867366,0.05424419896276039,0.05306077709621887,0.0724749281643869,0.05295406462100898,0.040253832007469736,0.0663184308468244,0.03790813960806762,0.07947008987476692,0.04187341960674157,0.02818150661649913,0.06284216534527359,0.04020276094558125,0.0,0.023184951362663353,0.053836486168230446,0.03029669012923425,0.050456009099588285,0.028601791937765332,0.09374859107990945,0.07353326888547475,0.056323701656938084,0.0375104719785132,0.056192724368504074,0.057408585710690484,0.027365566984928175,0.07027359484983861,0.061565256478528244,0.07996867326293666,0.0706324897807504,0.05133928350548246,0.0773664711090625,0.05533961415783256,0.04681608360915799,0.03802749428919424,0.09681980374113862,0.033257239009675484,0.03688624042400642,0.03700436760008634,0.06477038345907328,0.05015398124559122,0.06158463692150493,0.06225253165464421,0.029207266059241732,0.030195878681221956,0.04007421223016538,0.055792285029785046,0.03444462018500405,0.060534928474394664,0.04544819820135227,0.052658557219897206,0.044813546393757245,0.0422396439363496,0.05249721910376895,0.07315386689069636,0.07145082906505995,0.04115344566074428,0.07267796818302572,0.04102260346715777,0.050691581696436804,0.04664198148884309,0.023866947076010826,0.04391233577266712,0.08176500667275469,0.06711704097011689,0.12110550584480759,0.06740301108343727,0.07913698851911084,0.03234110124370716,0.07498839115087119,0.031438066550096094,0.043326433258436756,0.04838397753507397,0.04711825537912812,0.09689443747478443,0.03970400071983775
F-054-C2U,0.05135490341618651,0.041606819751697784,0.011914238876398324,0.04821143980413956,0.044305845193119475,0.04257544390879955,0.05173039257577992,0.0420481248404867,0.0477583555304765,0.044577757983916326,0.04661933300570828,0.014912485278755792,0.017907997520999745,0.04828861181688368,0.05201892364595797,0.039738747860046816,0.053971315127881156,0.043483065556087885,0.04451036624942827,0.044089110839351256,0.0493024330935027,0.047736931919636766,0.0352685850984666,0.04629982310026486,0.0630178462174259,0.0405941990926404,0.03504156636498354,0.03509754045700401,0.05276434359804966,0.07119635767893022,0.04320505029743729,0.06199179121131491,0.014112395192726333,0.043989882786572905,0.04265050794707962,0.03853009596989493,0.056207017375573605,0.038606832594928836,0.06217141094520005,0.041156118223906434,0.05355375926364475,0.03742935288469674,0.04289162259350854,0.04467286890075995,0.033073592381489436,0.0699816835253767,0.044637976979016294,0.028684025067801197,0.0377166824931841,0.037205027262798396,0.03978772265413947,0.042932577879302214,0.036421061899234816,0.04480851444251841,0.042572125986882946,0.05056615748687624,0.09913421307407683,0.03153291881562518,0.04026275284999795,0.05846855609675492,0.030188331781255694,0.04225916268945011,0.0501543166943023,0.028592789325518907,0.021340302716556486,0.04209823018575409,0.04426950332534339,0.047880449153159976,0.050922524264055205,0.058596258271738005,0.048233830129265826,0.0408056084129365,0.06155018785050987,0.030182787316155472,0.07301185965710771,0.030609142726108415,0.02376662805185404,0.05312018333434599,0.03824838341051043,0.023184951362663353,0.0,0.047363724620150996,0.017887910547897238,0.03556306913539539,0.017043726135704818,0.08334358800779511,0.06625754132119341,0.04373497738428158,0.02995039011533366,0.04635282602474855,0.06146834775407435,0.019772116200709282,0.05916997990971121,0.05254503094076624,0.0725235285533128,0.057723212634412525,0.04226180049522262,0.06421332287970417,0.05360283056732994,0.04167019951841711,0.02555866580625321,0.0990906784869417,0.0385755894536691,0.032349227675425744,0.03517872013631395,0.05043233950035922,0.05074986013552665,0.06744565618444218,0.051332011800336655,0.019850435892250756,0.029463734933403055,0.03661741200247692,0.04940210750740486,0.03571059552996727,0.048373904502421745,0.03819139189255574,0.049134334316044116,0.032246321860898736,0.041531847662160656,0.0454564617632143,0.06195318819771773,0.06281274023365101,0.026341955235522702,0.06836215413088736,0.033209061831620965,0.034954302520334476,0.034932334338731504,0.02434717526211058,0.03353111790940659,0.09417530444459281,0.06878497233425908,0.12026342634968576,0.06663667576439344,0.06520722074600833,0.03553386960675341,0.06468592016493903,0.02626151888650004,0.033797777907362575,0.04464786820679379,0.03979185065325297,0.09047735246555438,0.03907936835219782
F-008C1A,0.05484449176537154,0.04799790363520914,0.04670421373302959,0.051209397831635355,0.050928473135322214,0.0471172016167691,0.05620509926311868,0.0457733316562936,0.05073171139748157,0.050184472813086786,0.056743442002885114,0.05179237435360595,0.053769284843185855,0.056302984196361434,0.05502274944144305,0.04500755871239458,0.05731250896038394,0.052375218397921475,0.049579619587175695,0.0527899969490496,0.05457429367719075,0.056922384378490225,0.041943784591120914,0.051235687536001905,0.07087960578385012,0.04619025073838568,0.04248808929633858,0.04173188845121816,0.05752633387249606,0.07804268464555612,0.056528312527728775,0.07367632860729023,0.04565498683941303,0.046930778715196304,0.05252052140658506,0.04778148584796816,0.06378501597083289,0.04520520156999699,0.06508425170231819,0.08005087810648642,0.09296652862225968,0.035509114476318535,0.05168914047428668,0.0725525916538977,0.04498954199974218,0.09647193166460663,0.06069211685593402,0.05918873947649231,0.03714467026238894,0.03058310427318218,0.028522116480902207,0.07464843147523616,0.03958046883929112,0.045134069081949814,0.05431279189565887,0.049202659136146944,0.08634216891854404,0.059500031809773785,0.04636339134111476,0.05248314368960258,0.040965829588165865,0.026790720989874114,0.03692924978928072,0.03878689561383579,0.048626131691550195,0.07952398743044972,0.05426290504925794,0.07697589524474766,0.05621583549174512,0.09579040979990215,0.05447847469171074,0.04042235706829893,0.05048235928741788,0.036759464931652885,0.06006480978230532,0.06220029766121308,0.05693494053219665,0.08668891478229662,0.05341537917105133,0.053836486168230446,0.047363724620150996,0.0,0.04893924527897785,0.025822122815532287,0.03832000008324272,0.11574762587967036,0.08005559319322426,0.05828174830781168,0.05955980199961016,0.08012940194987886,0.048581073511742,0.047578577405570276,0.04935772606989759,0.06361192342859251,0.09365495931328935,0.08467482226340281,0.06987153157451186,0.09499446239918874,0.06206522535000405,0.050609099962517314,0.059658108250383875,0.09334247244951116,0.041170635740003195,0.06036490948293122,0.05583524054166599,0.08590814314382327,0.04427407334886655,0.06045368012486873,0.08631751502356856,0.04626784808862585,0.05910982524480838,0.051769972780890135,0.08133634209503353,0.06999758525235657,0.07750415912262655,0.0727001146955601,0.08221354392416015,0.06938823413084859,0.07232742492851273,0.08165162018034403,0.09373056182305974,0.0949823466243553,0.0536157623575976,0.07414207325973012,0.06828058148852974,0.07124772049379177,0.05282626411455992,0.04424197847273317,0.06665090162602728,0.0907634239741941,0.1015573673690396,0.11794120930668338,0.0645751786533213,0.09870544675555161,0.06276698222015606,0.09773057058151492,0.054866069234756454,0.062243028132649765,0.03131161927388554,0.04390646410066587,0.08076968252966873,0.0433087824169485
F-009C1A,0.05865316590110135,0.04122826135577502,0.017074411083964788,0.05261076169121241,0.04935049218072406,0.0496597293010671,0.056739815952940004,0.04873749151610509,0.05326774467352586,0.05329030858162452,0.04749897111633888,0.021907383095574502,0.023730439146575414,0.05021865654183336,0.05921325577914567,0.047303836673143716,0.06102792098262462,0.04455687329951567,0.04176884231557038,0.050573449832612465,0.04879981497130356,0.04909815945341779,0.043199089185212106,0.05397502474664375,0.06629494424450447,0.04624729713365423,0.04286544865614842,0.041554670815947894,0.0600532904059516,0.07021962882028271,0.04922399039037473,0.06827758724282247,0.019252769853379616,0.051132484378406035,0.04362788162277608,0.04522694720762475,0.054676738221172666,0.03562270966706911,0.06946515587301015,0.045829028627278265,0.05321464417190968,0.0335882234356034,0.04197261188995507,0.041408650496148815,0.03449650821142629,0.07125558159429556,0.03536260476802363,0.031406452923630174,0.0380496297557293,0.040255624591253966,0.04434432239626612,0.04797837763904898,0.044308438987444305,0.03556599065460171,0.04685907912843719,0.0597971316189225,0.10307290104768602,0.03476584378912813,0.037260490837369535,0.05610526296537192,0.024548963050223357,0.043480358332903854,0.057645082945100394,0.03823467061864594,0.024348718155936207,0.03832056179035972,0.04958899271419207,0.05606365568853162,0.04601362956626259,0.05772022971516484,0.04221500282449242,0.04430548513582136,0.06322983612136175,0.038146175517520975,0.07318041717933464,0.03432517365412045,0.02403095572676871,0.05323012493508384,0.03139343643779799,0.03029669012923425,0.017887910547897238,0.04893924527897785,0.0,0.03395809481540816,0.018727363111064946,0.08963753355043465,0.0745527270095813,0.03885387693006657,0.034243318955357344,0.05377533078339846,0.0673309757633946,0.019940930239605963,0.0662199956455544,0.04583696125875537,0.07496571985394246,0.0600881602614249,0.044590080078502785,0.06651215329254231,0.048471588694283814,0.03787951282305751,0.030425827458271507,0.1059474978619955,0.044169677577545106,0.0290590708168305,0.028788679606024745,0.05792063503967937,0.054967216561714896,0.07200947898127835,0.05315098008369812,0.028199189598018266,0.030350774996789034,0.027652845877219938,0.0573948845847902,0.0385122768976211,0.04657170088214348,0.03601769435166099,0.055443174553122254,0.03992572294961381,0.04305041818734156,0.04266341803346596,0.06848990951736075,0.06340253649989806,0.027863131934481058,0.05874147031904815,0.03431688029195545,0.03597034701826674,0.03723289831208484,0.03128366764735074,0.03235183747930537,0.10196367701115192,0.07041708542743895,0.11717951555207883,0.06988228880349373,0.0677622347439272,0.042400828215189076,0.07228445537822964,0.03370306885845747,0.041566414356557016,0.04163889152868364,0.03471079267767751,0.08175233536814824,0.04471731721870733
F-009C2U,0.04673418451054294,0.03522482756680968,0.03376187511248159,0.03979367636126131,0.0375237095428771,0.03717729988856586,0.04526534727161657,0.03760215334064477,0.04096867267990296,0.04182737474800528,0.04102873597901143,0.038600216153230324,0.042298322737102,0.045936000256494684,0.045644976302831326,0.03632044723068369,0.04878526647977463,0.03986918195230097,0.034801904574976075,0.04403918865552544,0.043633559382542014,0.04491765865517754,0.03193395477859266,0.04375379326578121,0.06090637856413659,0.03385042107658708,0.032485908720206264,0.03185705289630709,0.048730148722045556,0.06653745226068095,0.04119886427573669,0.06254271703856665,0.03436638488234883,0.03844059270064518,0.04092124618934724,0.03249578918973075,0.04851436671864957,0.030770848131931598,0.057163494025461316,0.06253430415214986,0.0762870976857826,0.022593984849144558,0.03858876380367835,0.06295131602405701,0.028314873518686983,0.08741311864076703,0.04731116229149884,0.049331059401736356,0.025615786429463275,0.02536317940742426,0.026354207538928254,0.0648298343349024,0.02733965813131007,0.03198630679467592,0.04480832219681671,0.04398545847207611,0.08206588478240767,0.04636457698178527,0.031960090190763665,0.045844597578626065,0.029101632654932333,0.030228065050447298,0.036011047331656214,0.02851617371762039,0.03639982609216196,0.06336547671329804,0.04163972918870331,0.06962563478906465,0.04552484673440429,0.077920945486048,0.03867643065966271,0.028250586214255125,0.04621489552559729,0.03148629874759541,0.054484550617113714,0.04673084012676553,0.04285412945919941,0.07179182452848917,0.039826646107014516,0.050456009099588285,0.03556306913539539,0.025822122815532287,0.03395809481540816,0.0,0.02445836785922773,0.10308795086423482,0.06745201170671371,0.04576432054046779,0.051043931482378256,0.06702801357678684,0.044129393282025337,0.03379598111816481,0.0431371234874936,0.05044363967228937,0.09058871354035312,0.07495376023189855,0.06213005474876368,0.08223721466501464,0.051922438805410226,0.04086531148085506,0.04280026548627218,0.08165945896513077,0.03471241038460543,0.050267739729926625,0.0468074889711471,0.07309787405170182,0.035427628079595846,0.058329167525773044,0.07027502250475275,0.03348231800243927,0.05045758973890915,0.0408394826759556,0.0694263535221525,0.05836764086759868,0.06701704169759982,0.05714306005972593,0.07676401069487195,0.057490827269489474,0.061059495613245154,0.06324304573205612,0.08038452316764548,0.08630459210922457,0.04398506477807225,0.06035742918116406,0.0521480706174054,0.05385490281620576,0.03746382575494453,0.03800813008954813,0.05358647675295767,0.0817240687836131,0.09003196295516337,0.10864072480537385,0.057434317357889716,0.08240854402494076,0.0526532946781126,0.08474673145829165,0.048187023683796286,0.0537132114059418,0.027412230890552964,0.027774607800334042,0.06980510588290022,0.038528039778272793
F-010C1A,0.04948000425388423,0.040206179476215284,0.01781690490642082,0.04567343846575796,0.04311823333732329,0.04206615398693646,0.04995161710754209,0.04085261066072987,0.04784561219376173,0.045388641285653154,0.04621567105060776,0.02269146239341109,0.02522446673638708,0.042954157084638955,0.05030987907478664,0.03814333610038813,0.05345950349528746,0.03779982974897373,0.04260815125996681,0.043847649796959605,0.05016371777685353,0.041689185662703646,0.03562766315030397,0.04680329157588296,0.05766268060842819,0.03843262695021348,0.0348658118330163,0.03425863875007352,0.05294897100002051,0.07124012212082143,0.03949091513616088,0.06128252383368202,0.01874746687796586,0.044006724267950256,0.036536415216258465,0.038145889887967944,0.05561220164309808,0.035788727789516014,0.06160142764837088,0.05007899639916412,0.06279140958253072,0.03152666564389775,0.03685007153408783,0.04831105184548977,0.029466061302953997,0.06966640881675439,0.039173174345578356,0.0318963376984413,0.03236136424750565,0.028684682418490495,0.03191864688311874,0.045859083452262805,0.03300212018050418,0.03877862105006392,0.0403272796003033,0.04652983354800458,0.09024014883798279,0.03080819231686597,0.03087618551259144,0.04840719016996911,0.02535300316654352,0.03275042300933014,0.04911525746782958,0.026484391582392876,0.020012322509887052,0.04778811720484037,0.03742879261269093,0.052202866541151784,0.043115683957728995,0.06433723779807082,0.04494924595705209,0.035640283188370134,0.05553649136874277,0.027980038694867142,0.0635111764150139,0.03386021237264127,0.026968111277050132,0.057365560342689456,0.03638927606396234,0.028601791937765332,0.017043726135704818,0.03832000008324272,0.018727363111064946,0.02445836785922773,0.0,0.0877071192735702,0.06254432548290983,0.04091154036885038,0.03244584475824205,0.05046709867315635,0.05567247290132506,0.020300874957830357,0.052878093355004756,0.04340366069156671,0.07193897637159401,0.05665236095888327,0.044330307405046655,0.06615543801283641,0.04499342483100176,0.0355775555497527,0.026659578495804054,0.0938263572246562,0.033952235261098,0.03487239344822223,0.03294858763677397,0.05549682200607255,0.04419823684161684,0.06132715901522297,0.05810453952843048,0.020053910111904768,0.03180296516164236,0.02927495017843521,0.052786836199587475,0.04209985531419245,0.047659228826116756,0.04112139967401065,0.05589128493905532,0.039177985239348345,0.04409689522159173,0.047752406118083665,0.06686795479277532,0.06618766268795126,0.028369468784749788,0.06229474217235482,0.039504484755583755,0.04004136630846972,0.03290004103856874,0.01951996071521767,0.03637258220625597,0.09148874642981179,0.07452359879892365,0.11600920625869203,0.06543417355497011,0.07076644418633045,0.03371567387185066,0.06732105187079922,0.02863493397788814,0.03580979116922101,0.038195990917062446,0.034575008488346,0.07990056029181421,0.03583768321689929
F-011C1A,0.12363371739439892,0.11654248871870385,0.08640638505479073,0.11929403843022961,0.1177964814504615,0.1176511956046688,0.12333207008841973,0.1168576257650303,0.12287628413105264,0.12031801967913562,0.11703550156219486,0.08832812882420667,0.08860551350525164,0.11821812601711874,0.1243807551264445,0.11324376855017317,0.12702980568060002,0.11457750569024779,0.11702862634268885,0.11869333761384651,0.12323572089786794,0.11870204780605201,0.11110196164898459,0.12175444550592181,0.13037052393300383,0.11442586789650258,0.11109688471004284,0.1113511592996472,0.12084926332039353,0.14304603697942864,0.1138314892256816,0.13414907171901772,0.08895239847551614,0.11913347217648786,0.1128059937021952,0.10989038159057744,0.1287873406153948,0.11193296663182654,0.13512865903888013,0.08122241413698282,0.0850799186390599,0.10887901239289682,0.11105364405020088,0.06895382022687577,0.10419153893305885,0.08968057869957559,0.11391000956433449,0.07016674584845661,0.10729793726261097,0.10583660634346052,0.1103503399056954,0.05449244927068466,0.10258618445951939,0.11276918338627086,0.11658291594685312,0.12247040367276457,0.16130653202571488,0.09865544085581267,0.10897088895797355,0.12156459651517995,0.10449297502590955,0.1136620253024882,0.11901038333254876,0.10013218222416552,0.09127189346036735,0.06930013223399933,0.11308771401862223,0.04797006672144527,0.12059422379047051,0.05569737098782602,0.11998958824477816,0.11384521115758646,0.1294518564181997,0.09871639384776414,0.13405509196532403,0.0995037560464111,0.09435012959895415,0.06352509309809345,0.10697678231754383,0.09374859107990945,0.08334358800779511,0.11574762587967036,0.08963753355043465,0.10308795086423482,0.0877071192735702,0.0,0.1335823782396037,0.11461884561963114,0.09943871798106559,0.047347507904400774,0.13195042402445503,0.0953706604703827,0.12968310973107847,0.11890516514743893,0.029120870076972272,0.038146863602865594,0.06297564541791592,0.03246974049068539,0.1192379459200516,0.11273171810575555,0.08179180023587662,0.16093169862412696,0.11183731449066103,0.09142567567540778,0.10139317255362405,0.048949139017002666,0.12473383288976712,0.13074598334114526,0.09566663076296325,0.09107441626426088,0.0984834168040517,0.1065165723447744,0.05162758720492028,0.07517727707263493,0.05299163543391902,0.08418415686540347,0.07370169373273121,0.06896922823071955,0.09192838154422,0.08612790559873416,0.04355223652714272,0.05491555936856985,0.09887737177645688,0.13429007164244128,0.0857281034024297,0.0685463955342575,0.11256953487986622,0.095862764144039,0.0726176845733997,0.15048386798057511,0.08379900655513857,0.18057122949546783,0.1323762726397082,0.06989469607208917,0.09995208779370136,0.05287358224182212,0.080570191362185,0.06954884191315547,0.11296327564389637,0.11190957857301748,0.15466433481365802,0.11212332843587498
F-012C1A,0.08507378763257245,0.07598245469655743,0.06844264458886608,0.07624762064123386,0.07851193152866291,0.07494536126563754,0.0849087909988123,0.0784521516157777,0.08173131393909101,0.08053484368235975,0.0755488992273827,0.07129555306051853,0.0693959586021222,0.08201654996286485,0.0840365512541686,0.07553133896654214,0.08652255959542594,0.08121451033209261,0.07071073399761116,0.0782019974035865,0.0761698332043888,0.07795192640338439,0.07250193882508292,0.08403695291415877,0.09548729831860019,0.07409306975891565,0.07077331469019002,0.07190930773866705,0.08645808640628093,0.09681359946266486,0.07532145803668257,0.0957064918386957,0.07062057950695233,0.0760051619605149,0.07947343560108788,0.07293291365125154,0.08660097001144065,0.06760208852287615,0.09351923515046448,0.09379113777285189,0.10834387176210206,0.07280366016256795,0.07771495703087125,0.09426255539482777,0.06906885094824375,0.12247459315039651,0.07875768205315446,0.08493153650337593,0.0755913094444242,0.06630448479531535,0.06951976290293685,0.09554724979838583,0.07410019091077301,0.0798650864066553,0.07678197248540988,0.08084816490564725,0.1293641433984983,0.08027567875918204,0.07330253820658467,0.08603677221827964,0.06814359940291226,0.0727020701420669,0.08397989180291467,0.06586213978617478,0.07344460761184841,0.0987518147385609,0.04273354112980585,0.10059367427382528,0.07094831299967794,0.11112932205527128,0.0732121063437416,0.07615942323127804,0.09270956428411993,0.07079528702370053,0.09428535604796255,0.07792937174334574,0.07918664208278525,0.1057919703900814,0.07960565457056178,0.07353326888547475,0.06625754132119341,0.08005559319322426,0.0745527270095813,0.06745201170671371,0.06254432548290983,0.1335823782396037,0.0,0.07299230447750552,0.08023884506164468,0.10229484445197352,0.09015827272354017,0.0697321464263921,0.09147001104038291,0.08172729221384867,0.12202203719698562,0.11101112997896947,0.09104906501206866,0.11450044153162613,0.07477200784339823,0.07531630584035423,0.08042835892737471,0.1277985612802759,0.07522002871766786,0.08208484681180053,0.08151172808230502,0.10178923930691863,0.07566426287808502,0.10324836712391017,0.10591895668822088,0.06636195250630374,0.08624902228607675,0.07350198944753349,0.10333204653469938,0.09330820398465485,0.1035513080085558,0.08917942054974472,0.10415411320439764,0.08793229889374146,0.08931068334491879,0.09340807144106755,0.11459815242451257,0.10890664958591702,0.07877784709476585,0.09426521422401152,0.08989050916884175,0.09164889089919478,0.06476347511459833,0.06489072592404697,0.08969837574419688,0.12139123730308671,0.11950921811720756,0.14540914653615458,0.09913036149588321,0.1186027893713011,0.0849031894748225,0.11360674350718572,0.08014390051263133,0.08755186929090368,0.07554067826826857,0.073013071788455,0.10672873993698731,0.07510693096820364
