,N01,N02,N03,N04,N05,N06,N07,N08,N09,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,F-021C1A,F066-C2U,F066-C1A,F065-C1A,F064-C1A,F063-C1U,F-055-C1U,F-056-C1A,F-057-C1A,F-057-C2U,F-058-C1A,F-058-C2U,F-059-C1A,F-060-C1A,F-061-C1A,F-061-C2U,F-062-C1A,F-062-C2U,F-039-C1A,F-039-C2U,F-040-C1A,F-041-C1A,F-041-C2U,F-042-C1A,F-042-C2U,F-043-C1A,F-044-C1A,F-044-C2U,F-045-C1A,F-046-C1A,F-046-C2U,F-047-C1A,F-048-C1A,F-049-C1U,F-050-C1A,F-050-C2U,F-051-C1A,F-051-C2U,F-052-C1U,F-053-C1U,F-054-C1A,F-054-C2U,F-008C1A,F-009C1A,F-009C2U,F-010C1A,F-011C1A,F-012C1A,F-013C1U,F-014C1A,F-014C2U,F-015C1A,F-015C2U,F-016C1A,F-016C2U,F-017C1A,F-017C2U,F-018C1A,F-018C2U,F-019C1A,F-019C2U,F-020C1A,F-020C2U,F-021C2U,F-022C1A,F-022C2U,F-023C1A,F-023C2U,F-024C1A,F-024C2U,F-025C1A,F-025C2U,F-026C1A,F-027C1A,F-027C2U,F-028C1A,F-028C2U,F-029C1A,F-029C2U,F-030C1A,F-030C2U,F-031C1U,F-032C1A,F-033C1A,F-034C1A,F-035-C1A,F-036-C1A,F-037-C1A,F-037-C2U,F-038-C1A,F-001C1A,F-001C2U,F-002C1A,F-002C2U,F-003C1A,F-003C2U,F-004C1A,F-004C2U,F-005C1A,F-006C1A,F-007C1A,F-007C2U,F-008C2U
A13,0.04642328299097758,0.036642437821679474,0.0066071344588488545,0.045180996948996265,0.04065274716467186,0.037705954630943686,0.049464956900343214,0.03718547322618224,0.04341566268409987,0.0426024233403811,0.0451108836789136,0.012015498360331812,0.013228588131639416,0.044897962390095324,0.04629042432410715,0.03517179867347765,0.049631370469099115,0.03834708683951955,0.04017681894114704,0.040639223211556656,0.044250960069605196,0.04437370789044551,0.03287383244329194,0.04251768396737521,0.05800075915979149,0.037754035585235705,0.03252917751866854,0.03339750204620426,0.048059411032952595,0.067082518465484,0.04268437808214922,0.05818170082134252,0.0,0.03995757595832959,0.036350034196255154,0.038373145476231565,0.05204587880507915,0.032900386761781246,0.057355267840734234,0.04413007092770474,0.059506088274342624,0.03760254700448823,0.0400461705145596,0.04437071562555276,0.03346415863134272,0.07196919087960797,0.0440694813614864,0.030629346882446444,0.03374811159841527,0.03719613668148699,0.035864047760344346,0.0443018428264284,0.036210888229919504,0.04390803785130251,0.04407886533166745,0.052682557438493226,0.09732867138060061,0.030398145281860807,0.036216811814387434,0.05306706230534505,0.031095496253836768,0.042440188311441265,0.05181056493077494,0.03146309844570392,0.02208302443871131,0.046525701385439155,0.045222885697616434,0.050209030075919474,0.04847058335598344,0.06236858992224164,0.047588754698844576,0.03902163307002919,0.054368707127526894,0.028213286645826584,0.06967105380197211,0.029176805805824404,0.021747286555711173,0.05519029905531488,0.03672123339432426,0.02477916620132088,0.014112395192726333,0.04565498683941303,0.019252769853379616,0.03436638488234883,0.01874746687796586,0.08895239847551614,0.07062057950695233,0.04378102394687231,0.03558194281914733,0.051688999980038126,0.062070377532071355,0.01730247468526215,0.06298820785539962,0.052188400974957076,0.0740800285283595,0.06242811523328739,0.04567803068166629,0.06690551504190032,0.050340642688909136,0.03845782153607208,0.028954581563931284,0.10164701413601368,0.03580447593370492,0.03501556168687435,0.03205521800950345,0.058046980322375846,0.05193543142948583,0.06422458231292157,0.053134267306573106,0.02359173099645684,0.030035762264915875,0.03552877845640724,0.05306093992775878,0.03735373081637101,0.0505820057461125,0.039602073993172456,0.051907396795371645,0.03659780207698274,0.041971980092684075,0.047572094087339895,0.06471457640628125,0.06703714026413284,0.028580693021800784,0.06766873231281989,0.03282934756898896,0.03745535705368694,0.03420022131962287,0.023881782719263434,0.03847429414044666,0.0956993956548948,0.06941837879314461,0.11800141049260485,0.06461261882341218,0.06677886879749265,0.03583459220835575,0.06844611078726627,0.02607250405977897,0.037342578911751606,0.04210424487777703,0.03894069792325373,0.08898681876053088,0.03832301880561597
A14,0.02005621422138295,0.0374549800760717,0.04090922037262439,0.019820398260529844,0.021048808293271572,0.01288178031107228,0.02672282174182302,0.013455976172002265,0.017765785840092616,0.014221389377954726,0.0422478504722533,0.03925591040288153,0.04280386623566652,0.046961328285528375,0.020913692457518646,0.011521010853883266,0.024904581449814236,0.04781799309885858,0.03811229209190388,0.03267824967371781,0.038667766263671785,0.04833590774135256,0.011605076805163348,0.019098837033343866,0.060957945447092744,0.016947492858151295,0.01183620548367101,0.015314738878462983,0.021486370425667752,0.064992832494571,0.04532180723983245,0.057410983498110496,0.03995757595832959,0.0,0.04636074528415433,0.01816531114994164,0.050972257187416756,0.03601905073166602,0.03319886786819917,0.06395203177148868,0.08483306937726377,0.03536258051601632,0.036993946201611234,0.07106067076880658,0.044884417429371125,0.10251153517468255,0.05098068482185161,0.06186415636368727,0.032818114010851086,0.036381487671853015,0.041032901622488696,0.07425798779314689,0.0408921827330706,0.035797057484653554,0.042738725006189526,0.03924820656493717,0.09694179304963614,0.056572385034978086,0.047178852216993486,0.05549500596536663,0.039766558534466964,0.037616313253937814,0.04663849632179913,0.042800120576689284,0.04679616036826743,0.07023967740094648,0.05656027487462711,0.08119462855475872,0.043404118595894825,0.09067866763644068,0.03685765260037589,0.037847431781403,0.053067922137835156,0.04473766868197576,0.0673937503144517,0.05548249148627406,0.049247566235717445,0.08367752023086966,0.03535585995049751,0.043174498965754766,0.043989882786572905,0.046930778715196304,0.051132484378406035,0.03844059270064518,0.044006724267950256,0.11913347217648786,0.0760051619605149,0.0540018647998031,0.06100668362388731,0.0804250038514396,0.03976947917459937,0.04487064552450612,0.048142870234929316,0.06329303902781867,0.10476739326397187,0.09373950981792925,0.07203880708800615,0.09723042420229626,0.05630383280441652,0.05265597796845968,0.06067797094427095,0.08303189883218616,0.0368255118452607,0.05698590734144295,0.046424786807428724,0.07991934835746971,0.038348314726210336,0.0630034737316548,0.08410797791568522,0.04023130297691829,0.05517398079353463,0.04049781296402206,0.07869328791242725,0.061707146485409724,0.08175400429075041,0.05487777743958205,0.07044639857537971,0.05685528756541993,0.05614879298569849,0.07288955825366573,0.09547517614306314,0.09269997719967153,0.05979814189149889,0.0675701518845507,0.059690656906722574,0.07107445538562285,0.04178606913284966,0.03919328659165442,0.06685844915945087,0.07523136554678159,0.07868337679660878,0.09735729336544599,0.05151254655224359,0.09787000986816861,0.05696209527912492,0.09736033081591774,0.051336202481576804,0.0673639319813596,0.040334727693568266,0.0362143072275979,0.08646570197099669,0.037397665186077
A15,0.050438054267946314,0.039626040880426074,0.037457697727744356,0.044162652998471864,0.04436239404492202,0.04202592888738769,0.0521313187326418,0.04337920275144588,0.05151131104263216,0.04803364059402332,0.0442613262310526,0.04248246428874546,0.044699493879827294,0.01838515929708457,0.05159167405365196,0.03924460501119185,0.056194138001572816,0.014217676477885117,0.04299935448044723,0.024429929427507147,0.05378892366400084,0.01644975689271445,0.03994689602506433,0.04896224126196949,0.03443061574682077,0.041529706895262725,0.039182615769620906,0.03623198776230498,0.05456754363696099,0.07307137733703789,0.017068917226458463,0.03665686771992574,0.036350034196255154,0.04636074528415433,0.0,0.041194334612746596,0.05769054648562056,0.03839616542377685,0.05863566931346004,0.07416078789038404,0.08386618019311821,0.04150149694859978,0.031257422952685694,0.06731282410576188,0.038543720279809436,0.07342925224709435,0.05307622262477298,0.055987301547303574,0.039939807184248985,0.03951283723441358,0.045276761946179654,0.069985051657992,0.046085617877499624,0.04683879654630873,0.05208916820881793,0.05806593894962387,0.0790831050722582,0.028079516630030017,0.028378239348656863,0.0525528185243635,0.03754604940356343,0.04935311031112121,0.05480321216150981,0.03943245370365252,0.04604655459854211,0.07059470653523833,0.05472661950455642,0.07940565448824,0.054846680755354434,0.08732613944896986,0.05477609311492747,0.0500862031900619,0.05888158715603911,0.04586556234221907,0.07323479987232984,0.03600930800082062,0.05137258329958366,0.08413172743518635,0.04932316014471989,0.05261595389163186,0.04265050794707962,0.05252052140658506,0.04362788162277608,0.04092124618934724,0.036536415216258465,0.1128059937021952,0.07947343560108788,0.0585935993476068,0.060588658680835884,0.07977495814733888,0.06911380849339038,0.044209485880800176,0.06951209951192447,0.06632094206723868,0.09940811987606839,0.08571087779207548,0.06728356151014746,0.09021924858125618,0.05935277306287672,0.05579638564588372,0.05521372832485852,0.10818155512624321,0.04684219494939206,0.05934971625359796,0.05366577676601915,0.08046368586011814,0.060871802134117615,0.07223815525785161,0.08288251711494417,0.041929871604657824,0.05822167203626631,0.046339363881817155,0.08045708941141332,0.0663640762201934,0.07254302133007155,0.061740604657369275,0.07752956151597294,0.06322191568571112,0.06673289868348933,0.07350666286107811,0.09231308039245795,0.08879787733492253,0.05255909914617542,0.07114771361214063,0.06264002511404755,0.06486299427600002,0.046511379028641935,0.04384671896777384,0.06500151369989161,0.10408185618770482,0.10025423817108887,0.11887777126744707,0.06796032091959048,0.09560031980898376,0.060120287351935725,0.08646713913649694,0.051266050243649205,0.0660058664708363,0.04291671769179827,0.042048591436204284,0.09209028935226532,0.02945631816549809
A16,0.0225443531657654,0.03851008196048806,0.03669774965966311,0.01476102868590841,0.010794217712303012,0.015155670213505088,0.023875569386247047,0.01492789414298434,0.022666293355823285,0.016235241392577534,0.037592172610659294,0.03583984178139739,0.04388265405590177,0.042847454091919965,0.02754988493220964,0.015913155318018526,0.022911228073037512,0.04098563487321272,0.039234295996864836,0.04040549286265032,0.04687797245028683,0.04450262152909013,0.010248818925419236,0.016841842505794347,0.05697830990509094,0.013503541048229815,0.011015014202344362,0.01205288751094014,0.030490520530951918,0.06533533609291071,0.03923781525065665,0.05753750308484704,0.038373145476231565,0.01816531114994164,0.041194334612746596,0.0,0.04698449542536648,0.03386796149216403,0.03843326323565543,0.06394557426389774,0.07718205428108997,0.03568510166924841,0.030411750092031967,0.06390133904131627,0.0352032129759393,0.09570858237366049,0.04381917184444094,0.05619987575711244,0.029255924799713645,0.029712199514175086,0.04382855278399222,0.06770681788830839,0.035391660722464434,0.03299619709721177,0.044919700250410234,0.04334757205652033,0.09875459300602045,0.050906158618941044,0.04225614081129891,0.054449910328043194,0.034916504652954,0.04321419778333946,0.04319773474709148,0.0347978226945547,0.04285591176914803,0.06326057391391535,0.05493158721302792,0.07811818543018532,0.04677950228822738,0.08316569984857655,0.03663227038839418,0.04062162834196805,0.05498180000951656,0.043619892233007156,0.06558912675710814,0.048736184083140364,0.05171671751713763,0.07795164424789745,0.03578491296261727,0.046631362131633505,0.03853009596989493,0.04778148584796816,0.04522694720762475,0.03249578918973075,0.038145889887967944,0.10989038159057744,0.07293291365125154,0.05463476435278477,0.05582477640642843,0.07835034264852445,0.041936721645701266,0.04244699276305578,0.04211139783522992,0.06448177491972776,0.10322080431231603,0.08856766929796332,0.0644521006371837,0.09123736458204516,0.05428732567228301,0.056616754406294864,0.05170180978838705,0.08096235782316123,0.04089073815769047,0.05366154954495432,0.04325738047976917,0.07160894751770464,0.04548444393131289,0.06611822603323105,0.07968693586359557,0.0330152945001473,0.058881916226209856,0.03978978392372506,0.07905164044414105,0.06461637442470837,0.07465422031458713,0.04685177648538564,0.07059031710636504,0.0529300208363061,0.04405604045686283,0.06650335209538255,0.08956293513407827,0.08862168634442631,0.05478210363169222,0.06580571476023912,0.05956121558964451,0.06408737407598203,0.044593546056388156,0.042633948335290266,0.0640810082026841,0.07292902401853334,0.08374599737543204,0.09315440389171382,0.057313767951222706,0.0940742712340898,0.056648853755657466,0.0877902733696061,0.0542758578796765,0.06311245687289714,0.03657679522143246,0.032720971532178116,0.08422226726482779,0.03920962988809054
A17,0.058554801422750144,0.031077404534471945,0.05241460890568777,0.053097722442235915,0.04784630605861495,0.047550892259552356,0.05760695932475816,0.048082664250179145,0.05132465283614213,0.054123344593700565,0.04090101767831016,0.050687206360785025,0.06006091571419396,0.061163430569806485,0.05758776443418445,0.049096950031443896,0.05871660171707176,0.05603085320018033,0.02850007101690878,0.049407067546400465,0.04056611848931479,0.06376129314503953,0.04584340874081869,0.0548198655326603,0.07429453413522681,0.04617171187020293,0.046818649562883716,0.045704443637322095,0.0548689322490786,0.06531754236051814,0.062295907878690375,0.05695770910651412,0.05204587880507915,0.050972257187416756,0.05769054648562056,0.04698449542536648,0.0,0.03485700349765228,0.04532720186649521,0.07880619125166753,0.08700521941070573,0.04560793461219635,0.05212477628304443,0.07590474340353866,0.04986145560816922,0.11154475728112921,0.056524824118744314,0.07364300891323852,0.04706379917376346,0.05043781970921912,0.05778817353718311,0.08499969343650456,0.05747121577289899,0.0490347256888661,0.061701574117902495,0.06605125003741924,0.11514127803000816,0.06785130995274467,0.056188845028086784,0.07115196368839624,0.045122735902475876,0.06245537059099934,0.06255173643235741,0.052505228240849425,0.06504526667966558,0.07562178274405021,0.06684394792312023,0.09643694171163529,0.054879028702128574,0.09106312226786588,0.04751006084439728,0.056433213926413275,0.06888693321549247,0.06014626040647143,0.07801700926271903,0.06525895804386656,0.06164641013913129,0.09086862614047657,0.05243574413433103,0.06443442612782531,0.056207017375573605,0.06378501597083289,0.054676738221172666,0.04851436671864957,0.05561220164309808,0.1287873406153948,0.08660097001144065,0.056051042904040484,0.07179773680267393,0.09568756715985655,0.07096261342171574,0.05280059879123158,0.07454234990449346,0.06988076349406379,0.11879901273579473,0.10335989553005372,0.08262780703233347,0.10745085519026344,0.06621316850778325,0.06361985633107606,0.07248054191218725,0.11354757523615097,0.057958735417074476,0.06460213372584167,0.056971696676497575,0.09168041459728556,0.061624526623019496,0.08616261405730777,0.09085726324155219,0.05317645356087399,0.0741310696316187,0.05908725883190107,0.09768898893523349,0.07908690504768574,0.09128312497948557,0.06957989295810102,0.09091791330019286,0.07446664119942044,0.07541795842492063,0.07599234753773382,0.10847895348288727,0.10497951244158428,0.0663545562570483,0.07049984126890262,0.07509814692520837,0.07321214533422997,0.053157669820103594,0.060299157649279025,0.07547024507718028,0.10774977696011588,0.10207086647172865,0.12267283273396665,0.0763491837769168,0.10310867795436851,0.07615222312760221,0.10858031963655704,0.07276187054334089,0.08266281709696846,0.05366103876123774,0.045023234085129274,0.08989047901807129,0.055119260991888165
A18,0.047032171096187056,0.0209233821099539,0.03195347692577273,0.038171934576394666,0.036479415877691594,0.037861785496337876,0.042822387552230785,0.03673106139386852,0.04187741403928683,0.0414236133951198,0.018154096947883464,0.03780208540982982,0.03301552611817003,0.04183832465778373,0.0480534908414701,0.03574337980743489,0.049069291581161016,0.03844636938558722,0.017299442408506043,0.041179097923392645,0.021726387192365477,0.03718799302100946,0.03225841703293259,0.042088981546564506,0.05699589142455446,0.034313970970176286,0.030713624877239904,0.028564790779901164,0.04865005198120241,0.040588214485782696,0.03756169636992079,0.06146557181031676,0.032900386761781246,0.03601905073166602,0.03839616542377685,0.03386796149216403,0.03485700349765228,0.0,0.05901711478174307,0.06589723701033616,0.07294523576636497,0.03257136824003628,0.03685948849129972,0.05976515300232811,0.030920036140770674,0.09356918674709383,0.04314234869065777,0.05345407243203343,0.028938544371538925,0.03427020484761089,0.0413793900280469,0.06810915483835188,0.03634124286555147,0.03552776681884268,0.04715444160695987,0.052475737851927946,0.09839298690972938,0.05165967646146838,0.03892963820201762,0.051514243168127145,0.027404251006847326,0.039856057574079624,0.04605066949421624,0.03257845672605793,0.04421421335754866,0.06088850556540677,0.04225483961133701,0.07640703813962618,0.0381892902410731,0.07634491699983396,0.031733195406459726,0.03579961346935693,0.052233324297871475,0.0412585877738491,0.05724461172057193,0.04976928945869198,0.04174474407711044,0.07211793347664452,0.0352539949224803,0.04868087761295329,0.038606832594928836,0.04520520156999699,0.03562270966706911,0.030770848131931598,0.035788727789516014,0.11193296663182654,0.06760208852287615,0.035836538092260686,0.05239581438231637,0.07745277562829618,0.06075165516495676,0.03406946348065078,0.06170319934023188,0.049297551064039935,0.10007157421224608,0.08475150068202089,0.06639174980369285,0.08857465341914539,0.046463976128686774,0.03844943460924549,0.05279524660015365,0.10168305391543601,0.03816981605641998,0.05103820811496197,0.041932422554290055,0.07904222968822801,0.043127403799582596,0.06490119524532106,0.07022398149965123,0.03558932133532492,0.05412598462868709,0.040639064827031696,0.07810188567718553,0.06055057819098933,0.07338362274651591,0.05816168478995331,0.07609199342845807,0.06080754104407733,0.06168455576171009,0.06124329790684351,0.08872493514059325,0.08015051961081752,0.0476978110912242,0.05316456538438697,0.055616256661006,0.055404133110403826,0.030517134642798132,0.03712804019412683,0.05687882980539426,0.09554040203992954,0.08404987984868563,0.11251191004883161,0.06314761751985701,0.08294397325283841,0.05676811288874914,0.09078181086613393,0.051964958742811644,0.06204204272166735,0.03868363519905435,0.028170858588443426,0.07092904944801424,0.040584871888518205
A19,0.029651850651960455,0.05327554477473967,0.05908707368005203,0.039132476656678,0.04145428705368883,0.029773919790665758,0.04966649782438581,0.03437453479820763,0.026934566048241626,0.03397790279929514,0.0614820105399117,0.05623366075056479,0.06377634171560692,0.057441192787498936,0.028775841122341692,0.03249054487086427,0.045767361149865675,0.06463987181494757,0.052437321074500345,0.05060421892166737,0.05393268393053624,0.056564188616708026,0.03259602979479025,0.04034410455586454,0.06939189268906645,0.036520957208134634,0.032806919957283485,0.03513342071444612,0.02813880205906706,0.08765858455509105,0.054432820551906964,0.048519923731139475,0.057355267840734234,0.03319886786819917,0.05863566931346004,0.03843326323565543,0.04532720186649521,0.05901711478174307,0.0,0.07749986248413039,0.10111177338428193,0.057509876023493715,0.05441023743210599,0.08811016102484837,0.06239806616572269,0.1185977532639503,0.07067998860406531,0.07830920387036171,0.05401701483629371,0.055320119298317816,0.05785079877117674,0.09268210652415738,0.05836366434589821,0.0595047274371897,0.05382781173270491,0.05044159428015806,0.10400215289482759,0.06450147363526564,0.05517754160116057,0.07227747013588581,0.057662567315313114,0.05583503044816956,0.06642215705333225,0.06114477004333183,0.06534594595756994,0.08679414574231573,0.073453027843495,0.09753961980442019,0.06619288893006849,0.10759782198643626,0.055438669257245624,0.04941934170767344,0.07127019701624045,0.06292988624836987,0.08437578886429067,0.06329721493636332,0.06644249734698268,0.10053876292715051,0.05417260424225442,0.056567419537755424,0.06217141094520005,0.06508425170231819,0.06946515587301015,0.057163494025461316,0.06160142764837088,0.13512865903888013,0.09351923515046448,0.0733557311792136,0.07925700217903262,0.09790091812120692,0.058003404963544586,0.06174485432566806,0.0659006764133095,0.08438186728109463,0.11978376046632207,0.11025468876925797,0.08947014641483943,0.11335523922359726,0.07523370374634836,0.07207621797164089,0.07944280463564166,0.09087618990792726,0.046199838219782005,0.0788096941811017,0.0677725306467566,0.09711273065612665,0.0529940564652813,0.07164482055340904,0.10156025086685845,0.05916225740078404,0.06716235056761546,0.06089632813326735,0.09359450431646688,0.0718891335033695,0.09919382927298936,0.07395090730278461,0.08765424915769385,0.07528433982299317,0.07207205465629987,0.09090298932518347,0.11192506163074666,0.11122147825066313,0.0774368920219833,0.08419952432985664,0.07571001695023503,0.0877365152403014,0.059338999788437326,0.060384479555576104,0.08482798738175026,0.083045268069396,0.09063334270334154,0.11355190107966329,0.0631638719064788,0.11429566117723192,0.06668904894212561,0.1098225158422729,0.06965554282256511,0.08621968579142869,0.05735195248845561,0.05656041058766712,0.10308695885164812,0.04593610645786533
F-021C1A,0.06592644577925598,0.06789219412192284,0.04249180126605588,0.07249372165775425,0.06847480591395912,0.06436953934948134,0.07935108013911323,0.06507537711953555,0.06238888415647131,0.06224968910400445,0.07210474705784277,0.03965951216621306,0.041870848976953194,0.0778265351456332,0.0664923456244752,0.061238706021172984,0.07676865677554852,0.07569681192140293,0.07208678599091918,0.06591176044563275,0.06840440740124111,0.07827660604398484,0.0619874447049999,0.06895476631131486,0.089363533630447,0.06581146722270499,0.06021926958120115,0.06400342350225621,0.06869803073741992,0.09312446936309232,0.072215608453577,0.08632124585421125,0.04413007092770474,0.06395203177148868,0.07416078789038404,0.06394557426389774,0.07880619125166753,0.06589723701033616,0.07749986248413039,0.0,0.04372547862598739,0.0630188558609361,0.06733053449545019,0.035318400525006406,0.05434451317647999,0.06903777237038283,0.0625991747134354,0.0349491516638224,0.06261690827304041,0.0672500158914165,0.05998088476329663,0.039254462256608905,0.06343072341068907,0.06801969613908605,0.05810025911894862,0.0675654005398327,0.12563620502000167,0.0630341005178131,0.06486469202912136,0.08421852177641773,0.053125557417892065,0.06633377259500375,0.07853449691596044,0.06288624821475228,0.04976607301430944,0.030426873350371392,0.07741961897456705,0.045180594354744134,0.07053669981886491,0.05053472816248785,0.0711606725184591,0.05826254427100651,0.08326880385939292,0.05877083132469334,0.09487925050722676,0.05699538305220157,0.03778442167516136,0.04342514701216152,0.06091124673978319,0.041838110276222064,0.041156118223906434,0.08005087810648642,0.045829028627278265,0.06253430415214986,0.05007899639916412,0.08122241413698282,0.09379113777285189,0.07024971661388409,0.06460196043719442,0.03888897405540377,0.07981395121495836,0.04154335566554717,0.08646626583081657,0.07800488280623027,0.0689214332204277,0.056445473734006595,0.038418059207413174,0.061097259599881236,0.07474995271259013,0.06292386511024116,0.04848531501404682,0.11085051026158488,0.052508347387532434,0.04145925506543324,0.056063563909148004,0.046065401977181765,0.06563474123009004,0.08144565869815526,0.05273393138397948,0.04984322122834213,0.05065297689499309,0.061562827676992206,0.036719204216282775,0.01976655903888974,0.043992650459321624,0.03497418115913637,0.043639971727627444,0.0237486588966333,0.053285722684466984,0.04168737027966205,0.05643259219639171,0.060147663986494564,0.05337241638154807,0.0912662585511065,0.03131684415411297,0.026693746234079222,0.058381309818272664,0.0535210113842449,0.024248109884513987,0.10365587562844226,0.04842036813749892,0.1372323036139965,0.08565871561620805,0.044327357055117166,0.05560664636646428,0.06232606492282708,0.04422646619341305,0.0321303200678482,0.07321413435967968,0.06491297448121248,0.11184242027228933,0.06472900836526184
F066-C2U,0.09078064440550294,0.07566026909322636,0.057557999648313055,0.08514103148124533,0.08287223703005334,0.0837999485632688,0.09045952368490563,0.0831049177661542,0.08683728516559074,0.08497555029519897,0.07586938051897094,0.05368978688498509,0.057923700127957334,0.08867897512033761,0.09153151043576745,0.07842973281046599,0.09416356123675532,0.08581462261142683,0.0773500881015674,0.08931435069045905,0.08401065362989658,0.08897206666174917,0.07782367704991702,0.08766808843021123,0.10216525803447174,0.08052790206490602,0.0766980965283608,0.07682129762834107,0.09324347369366909,0.10427416451637744,0.08583381937553775,0.10125479746739466,0.059506088274342624,0.08483306937726377,0.08386618019311821,0.07718205428108997,0.08700521941070573,0.07294523576636497,0.10111177338428193,0.04372547862598739,0.0,0.07101959143386663,0.07285002371591996,0.03919427124670326,0.0642921688587114,0.07006033898696187,0.06135429132165643,0.044185363959171095,0.07587832351505974,0.08017799064284352,0.08441642538304396,0.04545210178204291,0.075593127181677,0.0751304108495736,0.08730608844267021,0.09324055909429703,0.14118545157748513,0.07409331114754274,0.07908527364904103,0.09065313713646611,0.06273791281823246,0.08925743799024921,0.09144778660277993,0.06347280328765839,0.06870277448276099,0.031594012921878016,0.09037045402273727,0.053287877496741666,0.07717839232458046,0.04036266727683016,0.07905432884500459,0.07946578556042971,0.09956549796662448,0.07070837748039008,0.10660860740909173,0.06960786718121055,0.05906922129529206,0.0446262860476224,0.07196495382626668,0.06933790427191833,0.05355375926364475,0.09296652862225968,0.05321464417190968,0.0762870976857826,0.06279140958253072,0.0850799186390599,0.10834387176210206,0.07425305199365333,0.07259876379954665,0.054504744791347065,0.10350524892972669,0.05727710020175977,0.10007390970129261,0.08698651843899786,0.07371913841492689,0.06338875913311064,0.04221228004000592,0.06701273203074799,0.08625173581369265,0.06273833622582317,0.06639604406704472,0.13728334962594577,0.08103009770278273,0.05694329851385465,0.06569643424651242,0.04855438326932017,0.08939404801420982,0.1096320051631055,0.053766789493181304,0.06385355247696659,0.07558347770967316,0.07151009451153924,0.05722789570228856,0.042714417950485556,0.05019222592937399,0.048496080908411204,0.04987512164269148,0.03438815995590867,0.06685854367233808,0.051894246887800415,0.06584261543617266,0.06514839411216798,0.0550532832816874,0.07793019579431243,0.05794233354312264,0.03392309737393787,0.07257911488857824,0.074713158255384,0.038464836519927256,0.1342044254479636,0.05275149463651943,0.15096285319321262,0.10517897882590217,0.058932672732285155,0.08277978697936006,0.06684417791406452,0.05609600846157341,0.05233715217737139,0.08711784714933246,0.07383251739352269,0.08920481148180034,0.08392799570210316
F066-C1A,0.043802262376584654,0.03351306247292403,0.03656109910730426,0.036128260298610174,0.036840378824244686,0.03828214657559494,0.04289280222875437,0.03418003606527864,0.04111301618110299,0.03903616584143788,0.03858765183663214,0.035524581660560516,0.044172020994887644,0.0429235911231834,0.04603776286206576,0.0350710724866755,0.04442741696477348,0.04209332303256323,0.03705834855064014,0.04021159758100101,0.044289987929680544,0.04626643173084165,0.03311702141775769,0.039489228730902375,0.05969605016976577,0.03486251803172818,0.03350575994930504,0.032149597876513586,0.04984993262452087,0.06549086274254096,0.04611548965689123,0.059165424996368225,0.03760254700448823,0.03536258051601632,0.04150149694859978,0.03568510166924841,0.04560793461219635,0.03257136824003628,0.057509876023493715,0.0630188558609361,0.07101959143386663,0.0,0.03333376226080547,0.059659099166444365,0.03317252622248228,0.09195232305625925,0.039995987877252184,0.053714831597975035,0.032075232057326084,0.03650167459334834,0.03196007589282972,0.0668986832801812,0.04439541855578274,0.026076885047640188,0.04425298563684873,0.05271153181085036,0.09280651261047512,0.05041813807236417,0.0329341057933626,0.051039797772968944,0.025657252992145982,0.04113474720093099,0.04607132749515099,0.03533192611262082,0.04435294590022856,0.05747183780416883,0.050497811160013326,0.07718022203114949,0.032275485795669766,0.07820879930381193,0.037172046817487495,0.040463437817923054,0.05317968895339501,0.03836122168338559,0.06691437004927016,0.05073822048814242,0.04784308437947974,0.07572757467478486,0.03404351448543533,0.04436393010361161,0.03742935288469674,0.035509114476318535,0.0335882234356034,0.022593984849144558,0.03152666564389775,0.10887901239289682,0.07280366016256795,0.043712767983974235,0.05293538360416369,0.07481761943917212,0.04195643697627719,0.035002995041390296,0.04579771879827958,0.044582291398932314,0.09430850853467736,0.08154291007980256,0.06326929306713854,0.08860063282067457,0.05049380540789462,0.046302386709375684,0.05378512138003591,0.08754053941248253,0.040758038928827116,0.04129295359714571,0.03685686435684732,0.07184965101883156,0.042273431446267454,0.070369200582301,0.07819478664195684,0.03450591058143893,0.05181356626266631,0.030074909220814912,0.07734331159107459,0.05852558663360121,0.06940577073994673,0.05158577627054793,0.07003656731165259,0.05564656943117744,0.05722916001342322,0.06509351402933945,0.09031003033754206,0.08553265052386551,0.043536486093182926,0.05633104124021988,0.05758819669930174,0.058083120505996316,0.038594783861432905,0.0408934500133073,0.05336078711039296,0.08629297416014425,0.08375141838835028,0.10688544633263651,0.061720678008124905,0.09118057810327114,0.05696629759392403,0.0923359031547892,0.05410680250841127,0.06281078469515718,0.03707974438482369,0.03361803552981563,0.0798220679781385,0.03451114689167398
