,0
batches_shannon_pval,4.991353126300706e-16
biovar_shannon_pval,0.612774792472318
rf_baseline_likelihood,0.7022132796780685
rf_average_acc,0.6921529175050302
rf_macro_precision,0.46152094717668485
weighted_precision,0.5582997071683287
macro_recall,0.4967281034616278
weighted_recall,0.6921529175050302
macro_f1,0.4213410040408191
weighted_f1,0.5814386352358379
auc,0.4967281034616279
batch_aitch_r2,0.023748561107945643
batch_bray_r2,0.1288000018756453
batch_aitch_pval,0.001
batch_bray_pval,0.001
biovar_aitch_r2,0.004190395562738097
biovar_bray_r2,0.006813395924444488
biovar_aitch_pval,0.001
biovar_bray_pval,0.001
