,0
batches_shannon_pval,5.5959937898092855e-06
biovar_shannon_pval,3.29758019289296e-11
rf_baseline_likelihood,0.4229934924078091
rf_average_acc,0.6442516268980477
rf_macro_precision,0.5601593145311508
weighted_precision,0.5650139591011244
macro_recall,0.486013986013986
weighted_recall,0.6442516268980477
macro_f1,0.46231389420207486
weighted_f1,0.5656611408486478
auc,0.6719683591884039
batch_aitch_r2,0.04552406198825095
batch_bray_r2,0.08970330316306306
batch_aitch_pval,0.001
batch_bray_pval,0.001
biovar_aitch_r2,0.15424529135209428
biovar_bray_r2,0.13953813226555833
biovar_aitch_pval,0.001
biovar_bray_pval,0.001
