,0
batches_shannon_pval,8.935090876045133e-18
biovar_shannon_pval,6.846902860143481e-15
rf_baseline_likelihood,0.4229934924078091
rf_average_acc,0.6030368763557483
rf_macro_precision,0.45592210976826364
weighted_precision,0.5026417894764299
macro_recall,0.4783799533799534
weighted_recall,0.6030368763557483
macro_f1,0.45284258053185417
weighted_f1,0.5398950790010789
auc,0.6628049569138305
batch_aitch_r2,0.03415434702876657
batch_bray_r2,0.0466505379683796
batch_aitch_pval,0.001
batch_bray_pval,0.001
biovar_aitch_r2,0.09216827264524988
biovar_bray_r2,0.10267019396335701
biovar_aitch_pval,0.001
biovar_bray_pval,0.001
