,0
batches_shannon_pval,2.703010981591632e-05
biovar_shannon_pval,0.5414522270415997
rf_baseline_likelihood,0.7022132796780685
rf_average_acc,0.710261569416499
rf_macro_precision,0.6625492925075389
weighted_precision,0.6833522592292329
macro_recall,0.5271335088670333
weighted_recall,0.710261569416499
macro_f1,0.4793085385018334
weighted_f1,0.619554940960588
auc,0.5271335088670333
batch_aitch_r2,0.014852863432028903
batch_bray_r2,0.0766109962673495
batch_aitch_pval,0.001
batch_bray_pval,0.001
biovar_aitch_r2,0.0023683607223718654
biovar_bray_r2,0.005207065832802668
biovar_aitch_pval,0.209
biovar_bray_pval,0.002
