,0
batches_shannon_pval,1.0879974244424743e-29
biovar_shannon_pval,0.4299030429066034
rf_baseline_likelihood,0.5009310986964618
rf_average_acc,0.6461824953445066
rf_macro_precision,0.6517248569209974
weighted_precision,0.6517797317880913
macro_recall,0.646358125728236
weighted_recall,0.6461824953445064
macro_f1,0.6430882677030387
weighted_f1,0.6430263831502094
auc,0.646358125728236
batch_aitch_r2,0.0626052450841331
batch_bray_r2,0.26264140426708904
batch_aitch_pval,0.001
batch_bray_pval,0.001
biovar_aitch_r2,0.0036919854182794237
biovar_bray_r2,0.0037528402766773402
biovar_aitch_pval,0.001
biovar_bray_pval,0.001
