,0
batches_shannon_pval,0.06811582700277637
biovar_shannon_pval,5.243422466088046e-18
rf_baseline_likelihood,0.4053497942386831
rf_average_acc,0.6358024691358025
rf_macro_precision,0.5600001860326673
weighted_precision,0.5531008813048807
macro_recall,0.4777787502187992
weighted_recall,0.6358024691358025
macro_f1,0.4424303457536086
weighted_f1,0.5494939197150976
auc,0.6674109735020773
batch_aitch_r2,0.06650889097362558
batch_bray_r2,0.06657987790680431
batch_aitch_pval,0.001
batch_bray_pval,0.001
biovar_aitch_r2,0.16867710709147946
biovar_bray_r2,0.13518944954413184
biovar_aitch_pval,0.001
biovar_bray_pval,0.001
