,fold,average_acc,macro_prec,weighted_prec,macro_recall,weighted_recall,macro_f1,weighted_f1,auc,baseline_likelihood
0,1,0.5862068965517241,0.5462962962962963,0.5542784163473818,0.5122549019607843,0.5862068965517241,0.43506493506493504,0.48544558889386463,0.5122549019607843,0.5862068965517241
1,2,0.4827586206896552,0.7321428571428572,0.7598522167487685,0.53125,0.4827586206896552,0.37589670014347204,0.34918122000692625,0.53125,0.5517241379310345
2,3,0.4642857142857143,0.4391304347826087,0.4391304347826087,0.4642857142857143,0.4642857142857143,0.40256045519203415,0.40256045519203415,0.4642857142857143,0.5
3,4,0.4642857142857143,0.44791666666666663,0.4724702380952381,0.446524064171123,0.4642857142857143,0.4466403162055336,0.4678147939017504,0.446524064171123,0.6071428571428571
4,5,0.5357142857142857,0.46212121212121215,0.4897186147186147,0.4732620320855615,0.5357142857142857,0.4509803921568628,0.49719887955182074,0.4732620320855614,0.6071428571428571
5,mean,0.5066502463054187,0.5255214934019282,0.5430899841385223,0.48551534250063666,0.5066502463054187,0.42222855975256757,0.4404401875092792,0.48551534250063655,0.5704433497536946
