"","DA01227","DA10098","DA10184","DA10151","DA00568","FMT81","DA10136","DA10067","DA10104","DA00720","DA00165","DA00498","FMT02","FMT99","GSVY1IH01.MID7.pool1-7","DA10158","DA10168","FMT85","GSVY1IH01.MID6.pool1-6","DA10175","FMT17A","DA10096","DA00170","DA00595","GSVY1IH01.MID9.pool1-9","FMT88","DA01242","DA10051","FMT93","DA00721","FMT44","DA00381","DA01384","DA00619","DA00383","FMT32","DA10009","DA00470","DA10189","FMT10A","FMT103","DA10143","GG349S007.MID13.1327","DA10017","DA10166","DA10065","DA00818","DA00318","DA01468","FMT21","DA10172","DA00804","DA00108","DA00729","DA01205","DA01161","FMT16A","DA10119","DA10167","GSVY1IH02.MID4.pool2-4","DA10073","DA10084","FMT59","GSVY1IH02.MID12.pool2-12","DA10055","DA01335","DA10022","DA10156","FMT100","GSVY1IH01.MID5.pool1-5","FMT72","DA10160","DA10093","DA10181","DA10053","FMT18","FMT19A","DA01106","DA10038","FMT108","GG349S008.MID13.1328","DA00581","DA01408","FMT16","DA10162","DA10083","FMT21A","DA00555","DA00675","DA10164","GSVY1IH03.MID4.pool3-4","DA01547","DA10061","DA10123","DA10188","DA01231","DA01324","DA10050","DA00904","DA10142","DA00280","GSVY1IH02.MID9.pool2-9","DA10154","DA01128","DA10033","DA10150","DA10011","DA01073","DA00228","DA10079","DA00815","FMT58","DA10145","DA00603","GSVY1IH04.MID3.pool4-3","DA10091","FMT11A","GG349S005.MID13.1325","FMT26","FMT102","DA10015","FMT04","DA00575","FMT29","DA10152","DA10058","DA10178","DA00397","DA01235","FMT28","DA01119","FMT11","FMT22","DA10110","DA00896","DA10149","DA01071","DA10003","DA01109","DA00927","DA00884","DA01291","DA10141","DA10002","GSVY1IH02.MID2.pool2-2","DA10081","DA01068","DA01588","DA00491","FMT97","GSVY1IH03.MID6.pool3-6","GSVY1IH01.MID11.pool1-11","DA10169","DA01467","GSVY1IH04.MID6.pool4-6","DA10054","FMT62","GSVY1IH01.MID4.pool1-1","FMT20","DA10146","DA00282","DA10042","FMT10","DA10056","DA01030","DA10016","DA10108","FMT67","DA00778","DA10112","DA00886","DA10029","DA00988","DA00691","DA00299","DA10012","DA00154","FMT33","DA10121","FMT77","GSVY1IH04.MID2.pool4-2","FMT109","DA01134","DA00953","DA00369","DA01259","DA10183","FMT92A","GSVY1IH01.MID10.pool1-10","DA10027","DA10177","GSVY1IH02.MID8.pool2-8","DA10039","DA00621","DA10127","FMT23A","FMT14","DA10035","DA10028","DA10113","DA00236","DA01267","DA10048","DA00955","FMT15A","FMT106","DA00563","FMT105","DA10006","DA00638","FMT12A","DA01380","DA10026","DA00380","DA01005","DA01040","DA01213","DA01582","GSVY1IH03.MID7.pool3-7","DA10008","DA01255","DA00578","DA10018","DA00687","FMT05","DA10090","FMT69","DA00984","DA00673","DA01311","FMT66","DA00556","FMT13A","DA10115","DA10171","DA10131","FMT71","FMT82","FMT78","DA10025","DA01571","FMT15B","DA10062","GSVY1IH02.MID7.pool2-7","DA00550","FMT35","FMT25A","DA01190","DA01441","FMT53","FMT03","DA10049","DA01129","DA10155","DA01563","DA10165","GSVY1IH04.MID4.pool4-4","DA00605","FMT47","GSVY1IH04.MID7.pool4-7","DA10069","DA10070","FMT15","DA10100","GSVY1IH04.MID7.pool4-1","DA10148","DA00283","DA00897","GSVY1IH03.MID8.pool3-8","DA10138","DA01381","DA10107","FMT23","GSVY1IH01.MID4.pool1-4","DA00632","DA00908","DA10117","DA10147","FMT19","GSVY1IH01.MID12.pool1-12","DA10047","FMT41","DA00600","DA10059","DA00153","GG349S004.MID13.1323","DA00850","DA00346","DA01167","DA01245","DA00530","DA01320","DA10135","DA01339","DA01193","DA10170","DA10030","DA01143","FMT95","DA10095","GSVY1IH01.MID2.pool1-2","DA01018","DA00812","DA00740","DA01157","FMT3A","DA10161","FMT110","DA10174","DA10019","DA00989","DA00926","FMT64","FMT37","GSVY1IH02.MID10.pool2-1","DA10076","DA01203","DA01076","FMT39","DA10066","GSVY1IH02.MID6.pool2-6","DA10139","DA10068","DA10041","FMT4A","FMT75","GSVY1IH04.MID11.pool4-11","DA10106","FMT50","DA00703","DA00065","DA00874","DA00659","DA10032","FMT30","FMT56","FMT84","DA01072","DA01223","DA10130","DA01211","DA00943","DA10133","GSVY1IH03.MID12.pool3-1","GG349S001.MID13.1320","DA10045","GSVY1IH04.MID8.pool4-8","DA10088","DA10187","DA00889","DA10037","DA00962","DA00997","FMT17","DA10024","DA01146","DA10180","DA00430","DA00735","DA10040","GSVY1IH04.MID9.pool4-9","DA00755","DA01041","FMT51","FMT27","DA00678","DA10082","DA10103","DA01555","DA00580","DA01110","DA10129","DA00658","DA01501","FMT12","FMT25","DA10125","DA01138","FMT2A","DA10057","DA01044","DA00918","FMT01","DA01313","DA10176","FMT98","GG349S002.MID13.1321","DA10120","DA00949","DA00458","FMT101","DA01482","FMT55","DA01270","DA00375","DA10124","FMT43","FMT20A","DA10114","DA00382","DA00331","DA01370","DA10122","DA10109","DA10173","FMT80","DA01024","DA00502","DA10005","DA10134","GSVY1IH03.MID9.pool3-9","DA10116","FMT24","DA01556","DA10186","FMT31","DA10094","DA10137","GSVY1IH03.MID12.pool3-12","DA10097","DA00810","DA10077","DA10157","DA00461","DA10101","FMT13","GSVY1IH03.MID3.pool3-3","DA00912","DA10159","DA01495","GSVY1IH03.MID11.pool3-11","GG349S006.MID13.1326","DA01210","FMT14A","DA00821","DA10023","FMT1A","FMT6A","FMT49","FMT06","GG349S003.MID13.1322","DA10092","FMT34","DA01026","FMT74","FMT96","DA10007","DA00565","DA10075","DA10071","DA10126","DA00885","FMT92B","DA00210","DA10085","GSVY1IH01.MID3.pool1-3","DA01089","DA10034","DA10182","FMT5A","DA10036"
"sp44",0,11,32,17,0,310,40,9,36,35,122,292,156,0,9,99,14,83,20,9,1000,70,51,11,16,977,26,3,0,101,169,3,1,0,240,804,39,17,8,0,0,25,5,76,24,386,13,10,0,314,33,7,0,11,75,55,3065,7,27,22,37,39,176,2,19,1,217,13,380,13,3,5,9,86,222,183,414,0,11,386,26,16,5,778,24,39,0,48,0,20,0,129,28,32,6,22,11,103,183,22,24,1,36,84,120,52,120,75,1,28,27,0,30,68,0,12,92,55,227,956,84,67,1,240,2,16,14,4,0,139,19,156,1190,25,10,35,17,42,0,848,33,19,22,44,5,11,75,7,3,277,3,4,16,22,9,232,254,117,0,17,13,62,0,40,1,78,20,93,2,28,4,309,0,10,13,54,0,1047,103,195,60,0,18,28,12,40,15,519,18,23,30,11,30,7,51,2855,217,149,10,53,11,16,182,15,58,1062,2,1180,68,129,74,27,63,0,15,0,0,1,15,74,10,0,18,2,1,26,0,10,11,4,112,7,178,22,4,42,74,0,0,240,16,3752,39,73,0,59,239,0,8,638,331,69,0,9,0,12,0,6,406,82,11,27,3361,53,2,17,0,0,25,22,32,13,4666,2,10,2,83,22,677,16,180,626,14,28,7,268,0,41,16,0,32,3,18,415,90,18,95,1,0,18,4,19,0,0,20,312,54,877,8,74,2,25,40,940,1,14,11,78,1147,148,24,87,87,21,189,0,0,23,1,42,6,0,19,16,187,5,186,23,9,65,42,0,24,23,80,59,36,71,8,0,248,0,7,701,171,0,28,20,0,45,7,58,2,1545,530,37,67,30,693,14,0,15,1,2,165,245,40,0,102,17,263,0,378,0,25,44,289,10,4,0,0,3,641,1392,0,17,146,0,10,2,7,90,19,20,33,7,50,0,26,24,10,10,158,11,26,289,353,24,3,82,4,82,71,6,25,177,19,0,96,34,0,41,1,134,14,154,481,504,135,1427,30,31,542,28,30,511,72,17,28,63,242,582,380,5,143,9,3,12,151,1,134
"sp45",0,0,4,9,0,0,5,1,7,0,55,2,3,1378,0,27,2,4,0,4,1,11,0,1,0,0,0,0,56,50,12,0,0,0,9,2,9,0,0,0,0,7,1,0,0,18,0,0,4,0,13,2,4,3,0,383,0,6,0,0,6,8,0,2,5,0,1,1,1239,0,41,6,0,3,2,0,0,0,4,33,2,7,0,0,2,6,0,1,1,11,0,0,8,6,6,1,1,28,0,0,0,0,3,16,21,6,1,0,0,2,5,0,4,0,0,1,0,5,10,0,0,1,0,53,6,1,2,73,0,22,0,0,3,2,0,7,0,15,0,6,11,4,0,9,0,0,4,20,7,25,0,0,4,0,2,3,0,0,0,0,0,10,0,1,2,41,0,0,1,2,1,0,0,5,0,1,19,13,27,4,0,0,0,0,16,7,3,3,4,0,9,3,5,1,9,761,0,2,0,8,2,0,2,0,0,0,16,34,3,13,0,90,42,0,8,0,0,0,0,13,1,0,10,0,0,0,396,30,51,0,0,0,0,6,1,2,473,0,0,3,0,0,11,2,0,0,28,0,16,55,3,0,0,1,0,9,0,0,49,0,3,0,0,4,0,13,0,0,0,6,4,14,1336,0,8,0,0,7,0,0,4,167,0,4,0,0,0,74,0,0,0,0,14,29,0,50,0,0,10,2,0,0,38,0,122,5,3,0,7,1,0,1,0,855,5,2,5,0,345,8,6,53,74,0,4,0,0,10,0,0,64,0,0,10,9,6,5,3,24,3,81,0,3,5,10,0,0,16,1,0,6,0,21,3,48,0,41,17,0,2,1,8,0,38,7,41,6,4,7,2,0,1,0,2,0,10,7,0,1,1,0,0,211,0,7,15,0,0,0,0,0,0,143,0,0,3,22,0,17,1,12,90,5,4,8,0,0,0,9,7,4,24,17,2,3,25,0,5,0,0,2,1,1,0,5,0,0,0,3,3,0,0,0,0,0,4,216,734,28,1089,35,13,8,0,2,0,0,38,0,0,91,68,0,0,11,0,0,0,144,0,5
"sp46",0,21,78,42,0,0,17,8,133,0,162,10,311,1,21,10,22,482,0,7,41,14,90,4,16,17,725,3,0,36,147,0,1,0,16,3,7,0,31,0,0,8,0,18,170,16,2,0,0,0,10,0,0,2,1,158,0,57,90,0,1,251,0,1,21,0,1,65,0,34,0,218,13,67,165,71,159,0,3,1044,0,0,0,41,50,0,0,13,1,421,0,12,0,100,1,3,2,37,48,154,0,0,11,5,0,0,1,95,0,22,0,0,15,1,0,21,1895,23,1480,18,31,176,0,1426,3,2,6,29,0,219,0,3604,1226,3,0,3,7,17,0,1,10,16,11,0,3,16,0,0,0,0,0,0,0,0,0,57,3,1,0,6,32,18,0,5,15,8,24,214,3,104,5,47,0,1,0,1,99,5,9,100,42,0,2,28,0,30,22,130,18,0,34,12,61,27,15,0,1754,21,0,43,0,53,37,0,591,4,0,0,28,0,675,11,0,1,1,0,0,0,17,9,0,0,6,1,1,111,0,1,0,6,111,21,0,1,0,140,41,0,0,272,0,0,28,60,0,11,231,0,8,88,287,112,0,7,0,1,0,2,162,47,74,36,0,30,0,64,0,0,115,29,0,17,0,0,2,2,5,48,161,8,41,201,0,20,2,0,0,20,0,0,32,0,2,0,199,0,74,0,1,2,10,3,0,0,1,314,128,0,0,170,71,1,87,60,2,99,7,2,712,63,0,30,149,1,268,0,0,143,0,5,1,0,0,2,421,1,1071,0,4,30,11,0,208,4,0,28,15,0,17,0,172,0,1,110,55,0,9,0,0,47,2,0,1,0,825,0,162,0,5,0,0,102,9,30,1353,139,10,0,278,17,0,0,364,0,44,0,1,7,1,0,1,0,361,136,1,46,1777,0,19,4,11,0,15,77,6,0,3,0,56,12,0,65,258,52,25,444,22,24,12,28,2,27,92,0,9,1266,0,0,18,6,0,0,3,330,0,41,405,160,759,396,15,14,0,2,341,0,5,91,3,22,212,0,97,15,66,0,0,43,31,0,37
"sp47",0,28,7,3,0,1,10,10,1,3,0,0,491,0,3,21,9,417,3,3,137,0,0,6,14,4,29,11,0,27,961,0,145,0,1,733,14,0,9,0,0,18,0,169,11,147,0,1,0,1956,3,0,0,4,1,4,5,6,18,0,5,0,5,1,4,451,6,11,0,15,24,9,5,71,145,312,540,0,16,820,41,0,1,245,2,2,0,0,0,5,0,77,1,42,11,50,83,32,0,38,0,2,12,23,0,3,41,0,0,22,2,0,180,0,0,2,2421,64,1142,10,66,111,0,412,19,10,2,0,0,186,0,3396,3909,14,0,11,0,35,0,13,27,0,12,1,6,3,0,0,4,51,0,0,0,3,0,384,75,1,0,7,0,0,0,3,0,16,5,578,1,14,7,110,0,0,0,49,0,364,41,631,59,0,0,0,1,12,30,688,2,0,7,5,105,2,10,2024,2124,14,10,3,1,0,135,0,337,585,1,17,64,0,488,15,76,0,0,0,0,0,0,44,13,0,59,5,0,140,0,38,0,45,398,0,1321,19,0,5,92,1,0,58,0,0,3,1,0,23,722,0,0,526,195,18,0,5,0,0,0,0,312,0,3,9,0,28,0,40,0,0,4,5,21,0,4681,0,41,0,2,5,368,17,102,49,0,113,0,0,0,0,0,4,0,0,38,415,0,0,92,0,0,9,9,2,0,0,10,519,16,354,0,51,0,0,170,691,9,3,5,0,148,7,63,13,38,19,296,0,0,15,0,0,0,1,0,50,593,3,786,0,35,15,60,0,6,0,1,95,0,0,1,0,267,0,3,269,63,0,2,1,0,73,6,0,0,5,548,0,30,38,165,0,0,9,0,0,1665,639,19,0,758,8,9,0,87,2,22,43,0,4,1,0,0,35,534,13,0,30,786,0,37,4,0,420,10,23,5,0,14,0,0,5,5,16,926,0,4,612,45,3,5,53,1,88,3,0,14,2729,0,0,13,2,0,170,0,2507,1,100,99,62,1378,140,16,19,412,21,99,0,48,4,0,43,7,0,516,0,90,0,0,201,7,0,45
"sp48",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,2,0,0,0,0,0,0,0,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,25,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,8,0,0,1,0,35,0,0,0,0,0,8,0,0,26,0,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,13,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,13,0,0,0,0,0,0,5,9,0,0,0,0,0,1,0,0
"sp49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"sp50",0,490,135,99,0,1,92,178,76,0,1,2,428,0,5,223,154,247,1,78,103,0,0,6,1,2395,5,30,0,6,289,0,0,0,2,1280,48,6,45,1,0,45,0,882,299,468,0,2,0,39,77,35,0,0,0,33,1255,8,191,0,2,0,204,3,216,0,13,249,7,27,0,71,98,657,166,27,97,0,64,1937,0,31,0,209,295,368,0,8,0,183,0,62,3,594,32,70,27,627,0,275,0,0,104,175,72,71,418,446,0,141,0,1,438,1,0,19,55,62,441,3735,18,98,0,1280,206,37,152,0,0,388,0,64,1505,269,0,62,0,119,0,0,20,0,56,198,1,43,0,0,19,924,3,0,0,733,7,285,272,0,0,596,10,522,0,69,1,30,31,132,37,575,26,360,0,4,0,9,0,1492,160,93,3,0,1,0,2,51,365,850,11,0,107,3,187,41,233,536,50,152,16,164,108,0,197,0,10,531,1,688,230,0,16,30,6,0,0,0,0,0,0,297,8,0,44,0,1,290,0,80,0,1,54,0,10,90,75,144,4,1,1,199,5,861,72,0,1,6885,416,0,23,65,155,162,0,7,0,20,0,0,155,1,21,518,883,230,0,366,0,0,45,227,41,77,1662,0,11,0,363,111,91,156,318,1618,0,218,0,0,0,50,0,0,0,0,179,0,5,1,113,0,1,242,1,0,47,0,257,293,163,1586,9,182,0,0,132,4664,4,37,3,24,1829,913,43,260,132,29,155,0,1,138,0,0,0,2,0,48,711,37,291,1,7,337,80,0,312,0,0,44,0,40,57,0,281,0,0,267,285,0,261,0,0,399,1,0,0,1792,228,3,383,192,30,0,0,110,0,0,39,229,64,0,381,181,154,0,600,0,347,908,445,91,2,0,1,0,101,0,0,143,127,0,124,44,0,1,112,197,40,0,9,0,106,285,1,316,942,0,23,706,0,268,38,81,14,61,193,0,341,13,1,0,182,35,0,165,1,7,3,218,669,387,1066,833,458,386,667,0,537,0,114,19,20,54,129,0,517,2,190,0,0,267,374,0,123
"sp51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0
"sp52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sp53",0,30,156,110,0,0,70,86,7,0,0,11,371,0,0,449,16,2354,0,11,16,2,16,101,2,2633,0,5,0,0,60,0,0,0,1,0,10,2,21,4,0,141,0,57,5,0,24,12,0,2,45,359,0,1,1,0,1,253,41,1,88,441,4,0,33,0,4,27,0,29,0,1,5,96,27,1,13,0,5,2615,0,9,0,54,37,39,0,2,0,495,0,3,32,72,17,2,6,1,0,61,0,0,25,0,0,94,0,3,0,7,0,0,136,15,0,10,2,6,1411,0,5,345,0,4995,21,0,18,1,0,2348,1,7,2940,7,0,6,0,18,0,0,24,0,14,96,19,20,192,0,99,0,0,0,0,1,0,73,221,0,5,21,0,132,0,20,0,2,20,72,34,68,21,3,0,3,0,15,0,0,116,489,153,1,0,81,4,19,73,1691,4,564,115,4,6,0,205,2025,871,13,1,53,2,0,0,11,139,1,0,6,35,0,164,29,49,0,0,0,0,0,0,34,0,0,47,0,0,32,1,10,0,0,126,2,1,117,41,15,19,1,0,56,1,0,240,0,0,20,1322,0,0,988,1560,63,0,0,0,624,0,1,702,0,30,183,2,80,0,51,0,0,1,36,0,6,3315,0,56,0,202,213,3,2,4,2682,0,7,1,0,0,1,0,20,0,0,20,1,54,6,0,0,0,30,39,0,20,0,0,2561,1,1,168,1,0,0,193,71,12,24,15,23,1689,90,9,32,528,14,1334,0,0,21,0,2,0,0,0,13,3003,4,218,0,24,72,3,0,37,1,23,17,0,54,91,1,8,0,0,47,14,0,59,0,0,38,1,0,0,1,2497,2,31,87,0,0,0,14,0,10,788,1522,6,0,467,123,23,0,659,0,68,1,6,19,2,0,1,245,1376,99,0,3,1675,0,14,0,0,138,92,46,27,1,2,0,418,8,0,52,143,0,17,1418,78,0,22,113,2,12,141,0,2,74,0,0,4,2,0,202,0,46,0,54,1401,578,1362,1147,30,96,0,0,314,0,9,31,7,8,29,1,1346,0,4,0,0,13,161,0,1
"sp54",0,15,106,23,1,0,13,24,136,25,175,41,356,1,22,51,76,278,11,21,87,35,20,54,21,22,6,6,0,333,232,0,1,8,321,200,9,119,5,1,0,33,98,88,40,3,48,44,0,59,83,198,26,6,59,1483,0,38,38,13,26,125,644,9,29,0,87,57,0,52,0,13,1,10,138,52,148,0,25,334,41,21,617,129,41,62,0,119,0,3,0,574,18,23,16,211,220,28,26,185,0,3,23,1349,76,67,561,201,0,29,276,0,22,108,5,25,1981,212,287,0,97,63,0,496,42,28,15,264,0,103,0,3918,917,16,12,9,3,294,1,418,8,98,44,861,10,4,112,21,133,260,2,0,26,120,11,242,7,30,1,25,0,106,0,12,10,62,34,605,41,40,86,69,3,2,89,37,34,133,83,120,88,0,402,24,34,251,15,354,13,216,29,19,115,164,15,203,990,24,58,192,65,0,157,0,220,133,0,191,56,9,206,12,16,2,37,0,0,0,4,57,298,0,20,75,0,136,0,89,20,0,107,100,24,127,252,23,51,0,0,76,296,0,104,36,0,6,378,0,25,298,117,8,0,84,2,17,0,19,72,22,68,15,0,123,1,60,0,1,28,292,124,162,296,0,53,2,49,4,152,92,127,368,35,19,352,4,0,26,14,0,365,0,0,1222,84,113,31,1,0,54,18,17,61,0,93,237,3,114,21,71,76,6,201,2025,24,37,43,87,626,97,230,65,124,33,130,0,0,0,60,251,5,0,1,59,328,12,638,1,99,19,19,0,44,43,173,147,148,62,38,0,172,0,15,114,28,0,62,21,0,96,75,24,32,58,136,127,48,11,797,25,0,77,6,0,863,306,92,0,268,59,240,0,91,0,29,542,4309,101,3,0,0,60,680,90,0,42,1118,0,109,230,77,72,6,29,42,0,19,0,44,46,109,22,489,278,13,412,20,100,56,98,22,18,34,0,79,777,8,0,21,23,0,344,0,429,0,164,193,223,1223,542,7640,79,236,2,144,1,41,6,0,84,57,503,250,5,204,79,0,32,64,0,90
