,fold,average_acc,macro_prec,weighted_prec,macro_recall,weighted_recall,macro_f1,weighted_f1,auc,baseline_likelihood
0,1.0,0.5172413793103449,0.405,0.43172413793103454,0.4534313725490196,0.5172413793103449,0.3958333333333333,0.44252873563218387,0.4534313725490196,0.5862068965517241
1,2.0,0.4482758620689655,0.22413793103448276,0.20095124851367419,0.5,0.4482758620689655,0.30952380952380953,0.277504105090312,0.5,0.5517241379310345
2,3.0,0.5,0.5,0.5,0.5,0.5,0.4555555555555556,0.4555555555555556,0.5,0.5
3,4.0,0.5714285714285714,0.5043478260869565,0.5267080745341616,0.5026737967914439,0.5714285714285714,0.475,0.5232142857142856,0.5026737967914439,0.6071428571428571
4,5.0,0.5,0.42857142857142855,0.4591836734693877,0.44385026737967914,0.5,0.42690058479532167,0.4707602339181287,0.44385026737967914,0.6071428571428571
