,F-011C1A,F-040-C1A,F-054-C2U,F-003C1A,F-045-C1A,F-008C1A,F-055-C1U,F-058-C1A,N06,F-017C1A,F-027C1A,F-014C1A,A04,F-008C2U,F-037-C2U,F063-C1U,A11,F-007C1A,N15,N12,F-028C1A,F-002C2U,F-044-C1A,F064-C1A,F-016C2U,A15,A01,F-061-C2U,N18,F-047-C1A,F-049-C1U,F-029C1A,F-022C1A,A10,F-021C2U,N09,F-023C1A,F066-C2U,F-050-C2U,F-062-C1A,N01,A05,F-061-C1A,F-051-C2U,N10,N17,F-015C1A,F-003C2U,F-017C2U,F-016C1A,F-030C2U,F-057-C2U,N04,F-035-C1A,F-042-C2U,F-026C1A,F-033C1A,A13,F-046-C2U,F-059-C1A,N13,A17,F-046-C1A,F-020C2U,F-039-C2U,F-014C2U,A09,A06,F-028C2U,F-048-C1A,F-009C1A,F-042-C1A,F-024C2U,F-027C2U,A03,A18,F-062-C2U,F-018C1A,F-009C2U,F-036-C1A,F066-C1A,F-039-C1A,A16,F-022C2U,F-013C1U,F-025C1A,F-004C1A,F-010C1A,F-025C2U,F-012C1A,F-044-C2U,F-019C1A,N20,F-038-C1A,F-006C1A,F-041-C2U,N16,F-060-C1A,F-019C2U,F-004C2U,F-015C2U,F-018C2U,N02,F-054-C1A,F-007C2U,F-024C1A,F-053-C1U,A19,F-052-C1U,F-030C1A,F-001C1A,A12,F-005C1A,F-029C2U,F-031C1U,N19,N14,F-037-C1A,F-001C2U,F-041-C1A,F-032C1A,A02,N08,A07,F-002C1A,A08,F-057-C1A,F-023C2U,N07,F-058-C2U,N03,N11,F-056-C1A,F-043-C1A,F-050-C1A,F065-C1A,F-021C1A,N05,F-020C1A,F-034C1A,F-051-C1A,A14
F-011C1A,0.0,0.8398579054081046,0.7725101578269944,0.933847235333554,0.7414088711208993,0.907851449816638,0.9310761972369995,0.8320343091974476,0.9084843683519142,0.7539394842385005,0.7206954264616836,0.821599651186382,0.8264387951586378,0.876170183039034,0.8573340037371804,0.8408149543264076,0.8794813372198432,0.7807501324018093,0.8828266862803836,0.8118676433825486,0.8409721521866362,0.781812830445273,0.841346422130224,0.8180982174967475,0.8305543438925348,0.9624006907766871,0.9136298579180977,0.8748585273473757,0.9402737079935037,0.7945658755703641,0.9253818994224872,0.7703258292826185,0.8976471369608662,0.8902900440675882,0.857326856140489,0.9498752936408007,0.7931758623243783,0.7864893536855486,0.9300477757628209,0.8705497210297961,0.8065407151792591,0.8945567196052409,0.8588808672630718,0.8556620882903387,0.8334804108918338,0.8610016970685631,0.7490556406609153,0.8384322177505252,0.7673693720965157,0.7957985010646416,0.8383081249795913,0.8201128807132866,0.7966449174817976,0.8785808410158717,0.8453301186836325,0.892106709610004,0.8771061107106155,0.8836170971076899,0.827324025613854,0.693743976128178,0.9291300011147419,0.9250763528508097,0.9204547208735936,0.8726812390098694,0.8754623609761052,0.7554083336785506,0.8778621964594002,0.8637041481616204,0.7855481582541545,0.8851574759196433,0.8262158211916418,0.8748091586554609,0.7891427575075747,0.7688345004632112,0.7292114593443109,0.8894476482676236,0.9232726032129988,0.7176345502123546,0.8073159129140817,0.9028917918483075,0.8243130892896947,0.8486096590436105,0.8440908466812235,0.8144961411806683,0.7503252266335886,0.9079845270024777,0.701506842007713,0.8262472152403566,0.7652142297119171,0.9413459957827623,0.9109770158497746,0.6812907859315367,0.8653014204107502,0.8241574542792116,0.8034440015263361,0.9612033383020604,0.8459407876530136,0.8698296600677928,0.9271928910678952,0.7251206704714364,0.7809805093461963,0.8200524197708443,0.884278037927205,0.7358973567514221,0.9720547435390295,0.7920266096110846,0.758983346076292,0.9076420823872791,0.5455463242109388,0.7717328952831868,0.772858298792566,0.8949628168771051,0.7828332356402715,0.6823684481356942,0.7326350237916903,0.9340067272704216,0.8298667313981732,0.8339220778463217,0.8333464630805301,0.8379387334875128,0.7958894018862225,0.9295048693861113,0.9305544860014122,0.8950842256172742,0.8697998644197344,0.8702985018560861,0.8593227063737676,0.84739064738748,0.8929161787917455,0.8055715552658608,0.7821374231024489,0.8802167004342724,0.9077477571210912,0.7886653419513995,0.7666576907762019,0.8166533862110208,0.8448223586010014,0.9006809542863231,0.7837221553334065,0.8980950267039008,0.8265266289302147,0.8670087534104672
F-040-C1A,0.8398579054081046,0.0,0.885270815637329,0.9351972431878091,0.8765059147481473,0.9300351351559695,0.8192797642877288,0.8902743228730233,0.9130516242986244,0.8975670287647836,0.8915146818836761,0.9026643408158445,0.9296860028202709,0.8825911213376149,0.9284156130580529,0.9051394353294886,0.9485190847897872,0.8572908937959155,0.9116462075668699,0.923001161251154,0.8964644544419408,0.8197805444311849,0.9043052644467143,0.9132141315696993,0.9087512193555807,0.9477393675814552,0.9575907660055182,0.931348399986408,0.9882620327326941,0.8551742940155314,0.7853224107128904,0.8903604138152978,0.9268903656806353,0.8634195999107572,0.8916109698318975,0.9514256970551639,0.8695376510469842,0.9057875841507926,0.9216684199161745,0.8626407123397234,0.8693264215911408,0.8868044941852044,0.8594904894216094,0.8366588959434429,0.9207322293767947,0.8948053710947587,0.9166964133517826,0.9020025715510227,0.9438819444894327,0.9206464108290827,0.8815745035317495,0.8314165437516065,0.8815139647580962,0.9024019814233855,0.8995921563617637,0.9138037958099968,0.7617276330837408,0.9443806218710774,0.8521915767607836,0.8596219218635763,0.9546415310556063,0.9535418029502359,0.923957634921539,0.9323571654097657,0.8703917379521555,0.9319351880794727,0.9274852475307687,0.8638935195831026,0.8852255481578286,0.9026584078339626,0.9210765359447706,0.773336849289554,0.8812778620323415,0.8766236501297092,0.8621659965390567,0.9248814655416171,0.9335863445633418,0.8379870441661774,0.9031111904648979,0.9497493905758929,0.9280231497071237,0.8178121201609891,0.9157108855297642,0.8857682046302237,0.8384743272853157,0.9462901199449769,0.8695893905086621,0.9403067712871612,0.9110026902972295,0.9390616147822886,0.9439999679465376,0.7726611480804374,0.9218582692628681,0.9218526975716311,0.8246254986970589,0.967387628481506,0.8710522964989278,0.927019390069229,0.92982314005671,0.8686038912518832,0.8990936148379428,0.8964376680740859,0.8844586169366997,0.9068002315513627,0.9651704748844312,0.8873413938743541,0.8741102940858477,0.9216185199992368,0.891473483958672,0.8702445423089303,0.9328127207011285,0.9137020935897008,0.8874097347093894,0.8720045070355444,0.9121570179471017,0.9462965425474786,0.9093968824102018,0.8775896009506322,0.9084272217963983,0.9034695567226135,0.8967021818863408,0.94920452182602,0.9464278920486383,0.9350599966003983,0.8988957282128484,0.9338989023508671,0.9218608724666039,0.8742090088810952,0.8809121816934148,0.8579366349599007,0.9269620419230611,0.9214040428524979,0.9132065352133615,0.9003512613254516,0.8337573424658772,0.8202856695740309,0.9158320896281635,0.9258957213325802,0.9153173572698043,0.9298077673927084,0.8571932234181618,0.8866450962271986
F-054-C2U,0.7725101578269944,0.885270815637329,0.0,0.8377614322630589,0.5874569028289723,0.682195111120052,0.8372596966794972,0.7915775200036979,0.8599189091207049,0.7223305301851758,0.6676556093651386,0.714856022669535,0.6191258207169152,0.6966147598630883,0.620668314451335,0.7642428551245489,0.8275759839086176,0.6887737025348926,0.8572445294589278,0.8252604883225113,0.8661762566603548,0.7647485471002349,0.6982903167823962,0.862252143942415,0.8256320643084962,0.9563486045963533,0.8058905513576871,0.8596448645802763,0.974710737230475,0.6240771532305571,0.8408739544543544,0.7312101643559502,0.8413570906956258,0.8851839302143178,0.561434017403139,0.8458562934821993,0.6853887396345248,0.775906378033554,0.8335329116791163,0.8381078739380641,0.7766772648872766,0.8634101323779663,0.8379404481508255,0.7329592742808128,0.783880933402532,0.855654467190482,0.7437450821950028,0.7061865464760946,0.7314449436228738,0.8160515375637526,0.7775906292709506,0.6059478571694595,0.8151344707556291,0.8376147333123075,0.508153470344953,0.7869267890641588,0.8050323023365048,0.8012622022554018,0.6537923489193516,0.6620176589659025,0.8785411559926811,0.8837000503391963,0.8741827963333374,0.8225092869441127,0.710569438358829,0.7116476859927005,0.8523291876889607,0.8027495348620114,0.7636431907436868,0.6855191910941185,0.6636397344446081,0.7954752170421734,0.7301645642741451,0.5460738189843904,0.6524613185119651,0.8540629628391792,0.826828375513123,0.7304607511802285,0.6937539115493743,0.7401676334248547,0.8042010038887286,0.7410153991602638,0.8256711002617236,0.8541837290323528,0.751364615798335,0.8647202839002609,0.7806569094953038,0.7325480861777872,0.7737364852500824,0.8172963013963237,0.7168195192252488,0.829578765765022,0.853518309278742,0.5796220053863207,0.6772456594285138,0.8703686103118765,0.8118035222988358,0.7967953363552044,0.7714400386693283,0.7228038085093642,0.6794819969963908,0.6612421120249713,0.8252551420186657,0.5349827628490958,0.9119103759650128,0.7731573741756153,0.7348478565663247,0.677698343134029,0.747777949803142,0.7843006667325702,0.8550866110291339,0.8765438307391737,0.7181314307162572,0.6599549215498451,0.621915257183587,0.8992535616888511,0.8584088314297605,0.6506276365071988,0.800980318545608,0.5959578249991456,0.7186616952625563,0.9065247510890574,0.8657886445298233,0.8210529987130222,0.8765975863114122,0.850832437176307,0.7754015365486403,0.5759403262696469,0.8965030314556774,0.5238784851639695,0.7850031967394122,0.8698740030223854,0.9012320175189873,0.5960803766127606,0.5450413739427454,0.7380443284542703,0.5970788225785768,0.8388414007427826,0.5558759060754991,0.8786094417831907,0.653487455671031,0.6857827375454366
F-003C1A,0.933847235333554,0.9351972431878091,0.8377614322630589,0.0,0.8837848272730084,0.893183015907914,0.9381345336363232,0.9238254226983496,0.902030724293116,0.8888043584954662,0.8701515785462832,0.8724435586657936,0.8998733902560638,0.9009129136373862,0.8162533981627799,0.8396746218275151,0.911263611200239,0.8930351187765034,0.9523008506518522,0.9258276231775465,0.9186215207680228,0.9110279025306881,0.7635944882708929,0.931016364767271,0.9363889487654508,0.8572723122325772,0.6771251287519285,0.919086436989255,0.8745922230527504,0.8522490671548301,0.8894914450021499,0.9080268433045873,0.9356038800796863,0.9315065162798329,0.7630050207301796,0.9247195385769387,0.9248394226956194,0.8797882578735507,0.6874373418052974,0.9337077374475024,0.9519715176673301,0.9371704835324393,0.8503541239135969,0.7167235956927455,0.8922794873794672,0.9236144732385019,0.9305856098492642,0.8632767633910561,0.9268615155917777,0.9292534681111757,0.848851781089543,0.8650640976462459,0.9051580298934229,0.8702894235348251,0.8191798168658414,0.9210264976157653,0.8704939738545066,0.939184937976623,0.8310882734002272,0.8673457935408906,0.921578632367189,0.948153412018716,0.9435248865902672,0.8879245380196302,0.8642794624792589,0.8762018004578266,0.8757193774792177,0.9258703167460328,0.9133198274911275,0.8343669182328263,0.8987146240844948,0.8708071639122689,0.7367976093912109,0.8302003228939262,0.922377627518349,0.8390773108712206,0.8926752153106915,0.9419652299013409,0.9166886535601173,0.6968820484617111,0.9468360840594297,0.9024296931549112,0.8383528870746363,0.8420129281635791,0.8416668812252245,0.86960574989352,0.9024825711214415,0.9236808391704651,0.8823401552858154,0.8619018770497824,0.8319132865631097,0.9111755082982439,0.9259634162742738,0.8215867964129012,0.922331763924912,0.9297515341994232,0.9131267044979994,0.7099900964258914,0.8017698579896395,0.8976305062456446,0.8520575234261132,0.8299147453770946,0.8893219898272438,0.8484359360430109,0.9531984651234334,0.7635775155807062,0.8629574158200318,0.7952372380320349,0.8298050594719314,0.8520879878181943,0.8472425521505568,0.8753983017699156,0.8763867858547943,0.8896689111423265,0.8201872689398239,0.9347389396766523,0.9529646125406236,0.5880694070075041,0.9096466251217092,0.7996533391150114,0.8644121676888267,0.8885850128636297,0.9695166020150177,0.9213212850271469,0.91069148704474,0.9485718571568698,0.8666044901523556,0.8856678357384968,0.9645543534795642,0.84898724082047,0.8980496661025594,0.931781452429264,0.7872737031806643,0.7743949031805993,0.8745905876588757,0.8916692837624015,0.7962657809000306,0.8942157403206914,0.7956575795825074,0.9131202844671925,0.9131836446934798,0.8983021243528504
F-045-C1A,0.7414088711208993,0.8765059147481473,0.5874569028289723,0.8837848272730084,0.0,0.7846400405581189,0.7592572972963836,0.7891941839090039,0.8887472639100413,0.7190069072577698,0.6223069398700668,0.6666477468225707,0.7861076870944395,0.7733366120781712,0.7737026181584363,0.76972168680693,0.8681726664592617,0.8567329500386797,0.7973452020328304,0.8261855985294903,0.8300482653462925,0.7384990111279642,0.7195562568939909,0.8144137359564083,0.7812793886345709,0.9698757292897817,0.8907492546534127,0.8758972384170687,0.9490352980521108,0.7008395184022533,0.8872050574412259,0.6822394165914651,0.8557907762622907,0.9135322004487709,0.6395331275388683,0.8991883546950654,0.7250749670029051,0.8454471157328799,0.8869249264233054,0.8801312109838361,0.8078642139450318,0.9005503980091837,0.8750038800865603,0.6097694405062491,0.8621397890703936,0.8596747783588485,0.8388690474635507,0.8092987137847546,0.6956219522341592,0.8219395664967281,0.746643743891463,0.7666041282705366,0.8137561252690558,0.7831992008205476,0.6532726410293065,0.8850742316219689,0.7590709952046083,0.8832438849177298,0.6135502329522118,0.697035745186884,0.8954323786264453,0.9443704129432,0.9129867225683882,0.8588365195067205,0.6673284713573739,0.7099662226853525,0.8365551857765572,0.8014084364354922,0.7774281382763547,0.7055653805856885,0.7214684779126848,0.8562098407001044,0.5940286714426061,0.5415056050862918,0.7596543676386618,0.8523580184653627,0.8506034479741721,0.7716698419272977,0.7375870097565127,0.7990143557593689,0.9112739908637755,0.656577701391414,0.8170917858359793,0.8267151690231408,0.8493331114310311,0.8950896976526278,0.7075417130507871,0.7303321316490903,0.7693368940663248,0.8873358283050798,0.7509227628784835,0.8763243927821275,0.8431722950447335,0.6677425674180049,0.7878163177862586,0.9139187872393628,0.7810625964535899,0.795299928813647,0.7935043552226451,0.6867167100629468,0.6964885218863495,0.621391082707851,0.7499615736179593,0.6774388996071391,0.9782264885959018,0.6829267318856184,0.6694504223269728,0.7461221873466743,0.6297727623251336,0.6667763534474856,0.8449202022191756,0.9285603530803984,0.5138237222156221,0.6570060841131742,0.5570431280358237,0.9055032936205376,0.8520548825243627,0.7931942488554556,0.8264173227717058,0.6845928282262895,0.6992802550900882,0.9276049356493333,0.9152043759176229,0.8226463294368866,0.9103667454120582,0.7495199308413405,0.6952672509539989,0.6149812582504058,0.7715266596551025,0.6240127279390641,0.8066196322685729,0.9249140125974874,0.9225067628656186,0.7084467505320902,0.6631106288902937,0.5233213241520166,0.6307766979382351,0.8722926788598611,0.583936632072845,0.8895830700777889,0.6322049998521081,0.8212940670073006
F-008C1A,0.907851449816638,0.9300351351559695,0.682195111120052,0.893183015907914,0.7846400405581189,0.0,0.9566838131034787,0.8095704527456962,0.9077450035561329,0.7897200420075098,0.8055369990259162,0.7736379369253479,0.7326906676005293,0.7411810969894737,0.531844689875416,0.7913744499919079,0.8997952636673627,0.8183999343586108,0.9124223230051686,0.8996978007520241,0.9033428494446193,0.8274542665799481,0.8049342113581304,0.7335633396405391,0.8514475213482829,0.9762361967953596,0.887824268849244,0.8928276298802852,0.9730609781882925,0.5694089148040341,0.8745324451870142,0.7611583026810587,0.7464639714637498,0.9406836951311549,0.6286910093815163,0.9014523591668833,0.8245115415218195,0.8379670354071619,0.8541504952798313,0.8924691217440871,0.7789200562501959,0.9189139372068388,0.8687310077995168,0.773369957028649,0.8602576838387437,0.8814946636051478,0.8560109106848761,0.8360320185237712,0.8702504466851748,0.8424720118151713,0.887640992917124,0.6854631110825313,0.8724697281717462,0.7521711392973487,0.5941495905610749,0.8215645855150835,0.6702848338480126,0.8799113299146928,0.772487277395344,0.7843202211897461,0.9363884247657854,0.9200577727441772,0.8747355619344943,0.8908211575602788,0.7950110756548447,0.8966709312695021,0.8931453012704226,0.8596979412258825,0.8762574418756021,0.7474975909394351,0.8081665244728876,0.8285175314560751,0.8603041026081946,0.7461475144324453,0.8093775492745479,0.9109125431461377,0.8872489215684126,0.843305561888733,0.8470530199145211,0.8126920087113206,0.8345270321591416,0.8499983409731696,0.9024377360001617,0.6773327051782169,0.7437159244009134,0.9128576151349707,0.8848504047057686,0.8462488724177658,0.8576029915106176,0.8749712286321457,0.8395513433606943,0.7347412010749598,0.8626732563177153,0.728969001098004,0.6796394556098485,0.7126450772567806,0.86286732470161,0.8957591311501297,0.8303156696478835,0.8445406344845953,0.7615464672121678,0.8120600258673247,0.8631539219197548,0.7003175536372507,0.9379868342806311,0.8041359811852256,0.8394739178673457,0.7843084483277286,0.7903718147585118,0.7564678311902727,0.9113751765393973,0.9061305356437153,0.7070888980100377,0.6370442829088059,0.8111014010640398,0.909884304351506,0.8297499625624288,0.8335609515460521,0.8852291828321329,0.5726251583621997,0.7954552291953645,0.9312386918127884,0.9072065228045654,0.8869969822306173,0.884060537716326,0.9166678441699242,0.8469764054550294,0.6719383578671553,0.9096029266987025,0.6763426792892835,0.9107742804113426,0.9268599897380385,0.8999628795709275,0.7509566852679368,0.6876400020883816,0.7214650760833075,0.8225020506920883,0.8397723141139677,0.7772793633659998,0.8554503722697674,0.7865939086077902,0.7710533301534285
F-055-C1U,0.9310761972369995,0.8192797642877288,0.8372596966794972,0.9381345336363232,0.7592572972963836,0.9566838131034787,0.0,0.8038784214878884,0.9297560628745514,0.9239353713938403,0.9104106741201028,0.9094420559445339,0.9341081912675103,0.7941260518966686,0.9037709170601576,0.9319197175331795,0.946103928236201,0.9441665797265947,0.7472659954997809,0.9388941189471973,0.9254032477420192,0.7868236168259236,0.9219811242616448,0.9106091493939449,0.8973724589259724,0.9521048732733169,0.9146462144209077,0.9484064965168686,0.9856976383436381,0.7922084978977322,0.4667336761649213,0.9051120652710408,0.9500773482739527,0.8738099539272628,0.9043098021817711,0.9017001957452271,0.9014525374642995,0.8972548814030703,0.8589278421363508,0.9324688561570983,0.8844545691838804,0.9223343948198317,0.9196850411108181,0.845343688064915,0.8908408422068538,0.9410477308576379,0.9601440641611384,0.8277863161679684,0.9190634446999141,0.9258157986979784,0.8918317213191324,0.908278474771336,0.9106820404527987,0.9297540122185495,0.9080847849852163,0.9402241547518634,0.8791492555803012,0.895656836391008,0.8841255623641858,0.9072083316996478,0.9422369373777226,0.971232572098063,0.9320681062340342,0.9485081294120992,0.7564027727329358,0.9272800284767625,0.9547969018671272,0.8962534091490784,0.8936693632431535,0.8688648839061137,0.9163822718095163,0.6868973621357584,0.856356548200996,0.872722239827035,0.951690826772855,0.9224373193045582,0.6909713580736632,0.90326047898983,0.9261432132191654,0.9271656901671671,0.885391030553774,0.6443172922833516,0.9429522232861209,0.9071884918219861,0.9537630700565751,0.9550036027531275,0.898486527647822,0.9423323377269905,0.9205989256657321,0.9587983016534902,0.7912118588220904,0.9148182020817788,0.9374236010956484,0.9078480486415419,0.9315841825704796,0.9775181100688434,0.896892604261654,0.8559462236664616,0.9221081211044481,0.8893854674948858,0.8969477460997688,0.9104378667731104,0.9165426941562898,0.9071776949831312,0.9883491099186664,0.8597194156542465,0.9004711652054346,0.8784711433983469,0.9022657403116802,0.8799178825354117,0.9174802335265568,0.9599782195588151,0.8764421392021975,0.9210572839180553,0.8529376086900177,0.9677061140281619,0.9303435032171821,0.9053888622955458,0.9082252068964063,0.9289840015619975,0.9082659808214769,0.9605469686041703,0.869789548389301,0.9359958171221298,0.9357799996857269,0.9211499732437551,0.8966200184051056,0.8435304984639412,0.8635376323231,0.8841792723522246,0.9418966815570498,0.9598934840386465,0.9624255540360488,0.9250142880501523,0.9130871147334367,0.7847826130684108,0.8562778525023993,0.8196289756130352,0.861954217624003,0.9393379015025654,0.774079595688648,0.9141170913740505
F-058-C1A,0.8320343091974476,0.8902743228730233,0.7915775200036979,0.9238254226983496,0.7891941839090039,0.8095704527456962,0.8038784214878884,0.0,0.8304339306484938,0.8120711311714371,0.8127890424066754,0.8707290341859298,0.7705730872529374,0.7510247999087122,0.8325577785097918,0.8331250056290415,0.8535806357783314,0.7780430989637143,0.48778548751996376,0.8814257001649286,0.7523893522700055,0.6898417976412732,0.8122772774158926,0.7142032181969983,0.7484503188280752,0.9750142556158706,0.9112942523694049,0.8856341451197596,0.9653435507328394,0.7641005316368695,0.8182808348063966,0.796801235046753,0.7285913478284792,0.885914425456506,0.7722697245045014,0.8948384685119923,0.6996852108886422,0.8240991194503248,0.897095564893836,0.8393389569366551,0.6396468708954269,0.8707771421102483,0.8294276506797702,0.8473600664988279,0.8797586909247761,0.7496334135206625,0.7675536033915246,0.8324352974662365,0.8890102572917992,0.7697122877983464,0.7002265027300965,0.7608960689615806,0.8313612355728602,0.7552750635557659,0.7824110860514247,0.8852483778963681,0.8285495840666083,0.9056249327352184,0.7500971015300251,0.7224634209095384,0.9344219715820716,0.9146637740404847,0.8290083390422303,0.8920838350959485,0.802686125724981,0.8300029360751645,0.8977300447991812,0.8307418666714372,0.7367066377104815,0.8391437381946641,0.8539327838701799,0.726339194897343,0.8468005019268893,0.795480837195211,0.7736448327973425,0.8916593183317193,0.8851280138122494,0.7723390088309044,0.7629784006863627,0.9132879842165603,0.7753048078572782,0.8042099799720355,0.8490433501670428,0.875975877672142,0.8157610045555338,0.929832610967677,0.6901520895586715,0.8319151522097373,0.8474549675935885,0.8882010837379724,0.7350334436528755,0.7834331687738264,0.7671889186495607,0.8141812789289256,0.6981314822210608,0.9182515467040158,0.867439660458987,0.9050656793477618,0.8744290832032701,0.7798698672857067,0.7708555405357331,0.8177242084152894,0.690261017946546,0.818999136340017,0.919663203979525,0.8431098720298478,0.8301104550677916,0.8602141770516971,0.8150202484587743,0.7485923793438317,0.9251160518901221,0.8950202636102362,0.7862507493561116,0.6783688214218652,0.7990476786323109,0.9060980012383941,0.8068835216479979,0.8263651446272412,0.8044681299470537,0.6467476711380721,0.8303010431536015,0.8929056196038045,0.8274986547526846,0.8833784415902538,0.8819305066384578,0.8847405635216472,0.8460254183943112,0.7713297700854888,0.8944618580175056,0.6646436164716438,0.8605281783442587,0.8761444212219486,0.8463875894695408,0.8125909639901581,0.7103776551439372,0.7805039220654257,0.8133485660394857,0.6865579271283566,0.842820851042143,0.8954223507753487,0.6984356479086548,0.8234042676254831
N06,0.9084843683519142,0.9130516242986244,0.8599189091207049,0.902030724293116,0.8887472639100413,0.9077450035561329,0.9297560628745514,0.8304339306484938,0.0,0.8724568397452056,0.8110157175867394,0.8663788938360351,0.8413105674700356,0.8161048582898734,0.8640630738243129,0.8661437663655002,0.857049316224979,0.8654542685394826,0.8708326466621901,0.8834407818733112,0.8574127705048666,0.8445603316742175,0.8733165045833623,0.837957811935169,0.840477290248251,0.8553363405599906,0.8856194529861223,0.9039865645413603,0.9420821865176502,0.8133976802947005,0.8657775543221914,0.8920859831453469,0.8618613727679267,0.7844885678130641,0.8060016975397041,0.8918162990211502,0.8610850049127577,0.9139627839690292,0.8513467562979544,0.9133031568392066,0.8574275389692959,0.8706289812481866,0.8016426315929158,0.8475289044814442,0.8874438771406252,0.823427273199746,0.8482468620859217,0.8473624507393254,0.8863036778156492,0.8691205045574651,0.8517855451040783,0.8283351258537948,0.732121956626691,0.8559439997349408,0.873982567894208,0.8220171032512528,0.8912567359536685,0.9389947768908334,0.8301649767892476,0.8243297349157017,0.8629227937150921,0.9118172945689561,0.8474677027662197,0.8299694908436698,0.8914806133469642,0.8647824159250737,0.8976626434275973,0.7684716475175254,0.8093370517153108,0.8826240584107449,0.904845885316948,0.8771671064171542,0.8730705998901724,0.7676194040253316,0.844166272193584,0.7976087288819808,0.9314139437221811,0.758779022593354,0.8534573281102869,0.9103003810181414,0.8885231337765715,0.911909049492898,0.7712599821381764,0.8475908735575668,0.855366357427559,0.9064912212893348,0.8280245203455996,0.8678347448595574,0.847182788197561,0.9071819917325429,0.8759731688956839,0.8549840960497076,0.7889738179734419,0.8409219856728782,0.8187502534701068,0.9394396005314887,0.7453687988005708,0.8906881317925637,0.9027973511823709,0.8110566107491421,0.8270207971610353,0.8222326794589632,0.8748029097545053,0.8604165986871533,0.9272211576857354,0.844414641334039,0.7867628772726032,0.8156049461336322,0.8646308837238523,0.8079575290193667,0.9084213070799724,0.8833508202044253,0.8455728738408446,0.8425681610628515,0.8616443286907011,0.8716674003970775,0.8452139044191457,0.8559148411646578,0.4875895942109834,0.8259688121779849,0.7858525957533391,0.8931478125471244,0.9198512232510497,0.8292323907239555,0.8700499303317728,0.8569485196523523,0.8752410455994409,0.8508278063229255,0.8681494720428553,0.7697455679001926,0.86018251708195,0.8390463712942307,0.8439092713567484,0.7956871927524364,0.8096345251515448,0.8445026262687546,0.8267454145913186,0.7509479262968597,0.8350945153141752,0.8879518606956324,0.8597028605224288,0.8139660748641359
F-017C1A,0.7539394842385005,0.8975670287647836,0.7223305301851758,0.8888043584954662,0.7190069072577698,0.7897200420075098,0.9239353713938403,0.8120711311714371,0.8724568397452056,0.0,0.6177763359458485,0.7989442146506549,0.7140503159331192,0.8035775705061787,0.7791165675581809,0.8209104948959662,0.816424638758737,0.811171314968679,0.8738829232560491,0.8542101532599505,0.7322591927662562,0.8589162054321423,0.7228501824955497,0.8772883556714026,0.8285810172048175,0.9347511556098274,0.8891593558061113,0.8997193359405012,0.927640109616212,0.7833106106479387,0.8854416817500641,0.7422992281251535,0.8281569764192768,0.8967244706569768,0.6747203684678711,0.9401772315399666,0.7816676457962225,0.8402793587230021,0.8866339007954378,0.9025329664212244,0.7967682602410951,0.8381060819843809,0.7980439545493151,0.8561890854395173,0.9090772544257962,0.8169985704684615,0.785416494037182,0.7321524049010719,0.7321283126059507,0.8507544812860806,0.7523587261570311,0.6806597077138975,0.7757113376472868,0.8411020003502857,0.6687497517435563,0.7944406138725527,0.8449398498659138,0.7780651518311968,0.7261634019008245,0.5288293369239813,0.9267509075861315,0.9063460774885905,0.9090943558064786,0.7954561311216779,0.7844008577902579,0.7360556913787987,0.8601976892114912,0.7711475691340236,0.5992021156781909,0.868278800465937,0.7504175754900808,0.9039247384483257,0.7826942679466673,0.6591222407319495,0.7416912285997163,0.7939860163809613,0.8978112730712632,0.7540168519291328,0.7421120258446277,0.8776629743368404,0.8664759961125114,0.8375370909782134,0.8201717574693494,0.8580237941358894,0.8267795858013084,0.9010106435231889,0.7284571819160256,0.6873645311370802,0.7836580328578555,0.941845101606436,0.8834267596313353,0.8073833382228953,0.8340164124592413,0.655663211453083,0.7412245858511709,0.9122374731841092,0.7639987944308073,0.8758803090997093,0.8529368689391845,0.5848351511804294,0.7344885398868423,0.7413894933762041,0.8568166234740432,0.732209968519833,0.9706493810382888,0.7938295343188959,0.7364175847503098,0.767829935027014,0.6843743879591135,0.7603630442956086,0.9196106095885596,0.8928536177800874,0.7061403713260997,0.6599455676627463,0.6127347912864349,0.935124358857129,0.8229683335024708,0.7879019612642023,0.889152722625711,0.7241261289904368,0.6837810918560511,0.8484252576965328,0.9355042268809648,0.823968944687517,0.9373162208622624,0.7808355475333321,0.7775602801004745,0.8062417712168397,0.881291805584049,0.6977734614022497,0.8363041322315088,0.9176318115951067,0.8778022058540098,0.6944842059555787,0.7219489363569424,0.7008885645998125,0.738632485845452,0.8422452916826637,0.7422417687489911,0.8342375530544375,0.8221813609595211,0.7941125444546379
