,0
batches_shannon_pval,0.03641689653999692
biovar_shannon_pval,2.719901550614232e-10
rf_baseline_likelihood,0.4229934924078091
rf_average_acc,0.6268980477223427
rf_macro_precision,0.5054456751054852
weighted_precision,0.5335419012054148
macro_recall,0.46535547785547793
weighted_recall,0.6268980477223427
macro_f1,0.4351574212893553
weighted_f1,0.5463879773779053
auc,0.6583658357288025
batch_aitch_r2,0.06054787006403443
batch_bray_r2,0.07370347751527456
batch_aitch_pval,0.001
batch_bray_pval,0.001
biovar_aitch_r2,0.15546516806148777
biovar_bray_r2,0.13290657158843824
biovar_aitch_pval,0.001
biovar_bray_pval,0.001
