,fold,average_acc,macro_prec,weighted_prec,macro_recall,weighted_recall,macro_f1,weighted_f1,auc,baseline_likelihood
0,1.0,0.40816326530612246,0.10204081632653061,0.16659725114535612,0.25,0.40816326530612246,0.14492753623188406,0.23661638568470866,0.5,0.40816326530612246
1,2.0,0.44329896907216493,0.17405335628227195,0.28101211916886987,0.25106837606837606,0.44329896907216493,0.19375,0.3301546391752577,0.5028026062357048,0.4639175257731959
2,3.0,0.32989690721649484,0.11832865168539326,0.16074944978570602,0.23627450980392156,0.32989690721649484,0.13917415489944374,0.19296039949005023,0.4899981883300584,0.35051546391752575
3,4.0,0.3711340206185567,0.16781411359724613,0.21878382454708378,0.25400457665903886,0.3711340206185567,0.18628545901273175,0.2584757373885771,0.5020595489800004,0.3917525773195876
4,5.0,0.41237113402061853,0.19556025369978858,0.28508532943920145,0.25833333333333336,0.41237113402061853,0.19163763066202094,0.2959876432343116,0.5064578423671118,0.41237113402061853
