,0
batches_shannon_pval,0.16408436487469255
biovar_shannon_pval,2.0342228971449138e-08
rf_baseline_likelihood,0.4053497942386831
rf_average_acc,0.6152263374485597
rf_macro_precision,0.51960840606339
weighted_precision,0.5870546642697411
macro_recall,0.43510178835181734
weighted_recall,0.6152263374485597
macro_f1,0.3821814231088526
weighted_f1,0.5221555300573228
auc,0.6411393701410035
batch_aitch_r2,0.021349702350047756
batch_bray_r2,0.028047720876376313
batch_aitch_pval,0.001
batch_bray_pval,0.001
biovar_aitch_r2,0.03215105959420907
biovar_bray_r2,0.09336113469186963
biovar_aitch_pval,0.001
biovar_bray_pval,0.001
