,0
batches_shannon_pval,0.07409826070094336
biovar_shannon_pval,0.7473353442202928
rf_baseline_likelihood,0.5522388059701493
rf_average_acc,0.4925373134328358
rf_macro_precision,0.43696581196581197
weighted_precision,0.4464536292894502
macro_recall,0.46013513513513515
weighted_recall,0.4925373134328358
macro_f1,0.4178379759775108
weighted_f1,0.439625282735314
auc,0.46013513513513515
batch_aitch_r2,0.10326582038278267
batch_bray_r2,0.12056301135996464
batch_aitch_pval,0.001
batch_bray_pval,0.001
biovar_aitch_r2,0.009275060826633624
biovar_bray_r2,0.008576430975015373
biovar_aitch_pval,0.194
biovar_bray_pval,0.336
