,F-016C2U,F-043-C1A,F-037-C1A,N01,F-040-C1A,A05,F-030C1A,F-027C1A,N02,F-003C2U,F-061-C2U,F-024C2U,F-023C2U,F-024C1A,F-003C1A,F066-C1A,F-051-C2U,F-053-C1U,F-038-C1A,N15,F-028C1A,N16,F-050-C2U,F-015C1A,F-007C1A,F-019C2U,F-011C1A,F-002C2U,F-005C1A,F-021C2U,F-004C1A,F-014C1A,F-029C2U,A06,F-031C1U,A12,N20,A01,F066-C2U,F064-C1A,F-050-C1A,F-058-C1A,N08,A14,A19,F-028C2U,F-018C1A,F-015C2U,A02,F-047-C1A,N04,A16,F-060-C1A,F-014C2U,F065-C1A,F-039-C2U,F-044-C2U,F-027C2U,F-061-C1A,F-021C1A,F-008C1A,N12,N18,F-041-C2U,F-017C1A,F-020C2U,N09,F-044-C1A,N10,A04,F-054-C2U,F-017C2U,F-004C2U,F-042-C1A,F-057-C2U,F-037-C2U,F-032C1A,F-006C1A,N07,F-019C1A,F-036-C1A,F-059-C1A,F-025C2U,F-016C1A,F-034C1A,A11,F-013C1U,F-041-C1A,F-058-C2U,N14,F-045-C1A,F-056-C1A,F-042-C2U,F-008C2U,A03,F-048-C1A,F-046-C2U,A17,N05,N19,F-001C1A,F-009C1A,F-025C1A,F-049-C1U,F-046-C1A,F-035-C1A,F-057-C1A,F-009C2U,A09,A15,F-020C1A,F-029C1A,A13,F-007C2U,F-012C1A,F-055-C1U,F-010C1A,F-052-C1U,F-026C1A,A18,F-023C1A,F-054-C1A,A10,F-022C2U,N03,F-062-C1A,F-018C2U,N17,A08,F-062-C2U,F-039-C1A,F-022C1A,F-030C2U,F-001C2U,N13,N06,F-051-C1A,F063-C1U,A07,F-033C1A,F-002C1A,N11
F-015C1A,0.04496428137798909,0.048145900079708454,0.04028122823167569,0.027344322577505364,0.045319038540590634,0.06144675853589658,0.04523214328862051,0.06579637493364657,0.03089632034170694,0.058940563315184276,0.04925163682622051,0.07713349526442768,0.03338504050125157,0.061828745642446815,0.07410793049418184,0.024626197778275356,0.05254951567491811,0.04359229287218146,0.05618990701313894,0.03687826397990767,0.060320207817824455,0.029690269387211882,0.06751884398210486,0.0,0.040175912142053745,0.0543829601115537,0.07923494354420044,0.0454677472649431,0.05474877150486777,0.044310581765964516,0.07335132008915554,0.05791508876019223,0.05192849534115508,0.031986133915546534,0.07036465621033514,0.051626467009152896,0.028003459504281222,0.040633101560781225,0.07464441338055419,0.05694622759195062,0.03493116366717996,0.03255596224723708,0.026168080113765712,0.028201511293569948,0.04099906573734663,0.04500634232331826,0.056643327515653,0.04728865955456248,0.040860941561666024,0.03540065921341236,0.02225348555077284,0.027835056995289757,0.04039149587227888,0.0634277566631842,0.043561752236713845,0.045299856602145715,0.04990261920339302,0.05792884707823321,0.034213238633253304,0.06015472410512716,0.027519887976249255,0.02925580427829657,0.032551706703771714,0.041566217595000315,0.07448943876256317,0.054933103948758624,0.031683934392257945,0.05752755125126614,0.022185403770590414,0.023585863436033173,0.04445200140083655,0.06581334377761051,0.05263036742579021,0.03551797721953788,0.03944514071301269,0.04309544210010645,0.07200277878535175,0.029536862610253165,0.03764518198059952,0.04412185403750309,0.05754843664995025,0.055527081545138295,0.05463248301125149,0.012366159886959589,0.0703008097806793,0.03965914739868368,0.043804605935367884,0.04544895347686933,0.028825900661260433,0.04073832436074621,0.06224267252214539,0.049138118486810135,0.03995619919896934,0.04166502336503291,0.029014805716982645,0.04518355555535392,0.07203218738812567,0.036948806207386074,0.02369826217831077,0.035763729229111696,0.04877786818759343,0.04924642309059428,0.04125772884633953,0.04279025638463261,0.03199725283913337,0.05798785256978514,0.053468758977169906,0.027294329039466277,0.035687257735004474,0.03662454107065485,0.05119520514034158,0.06110938631519448,0.032712735274151195,0.06395164053732205,0.07215251726800555,0.07404900343004694,0.04241645558769015,0.06911576499477017,0.04209393570702705,0.03505845191104445,0.060365583838340287,0.04649377664229337,0.06017731841292762,0.04529312923096681,0.032815373288719155,0.0344217538893137,0.06951322243831717,0.02261271717593861,0.03073588090551797,0.07654722884874207,0.05130624729714797,0.049266296323149474,0.061650993168698744,0.066075850124838,0.0324929435344059,0.028274812797755875,0.051277294809664004,0.04843967088021086,0.029851916046626972,0.052219814184350226,0.06765112862185413,0.03642066521809368
F-007C1A,0.031968129949250405,0.031121648487025724,0.014820484699344126,0.028696261349964065,0.026070310370210924,0.0476943251388119,0.04154834295378423,0.05013086128836824,0.018994733919130216,0.041400291945172044,0.02844182298259428,0.05509559863168026,0.02607463224050708,0.04205129146871613,0.05611810028950776,0.024579676011684287,0.029887574944584355,0.03229704888998933,0.036627529980624324,0.03308119326685462,0.044754818595038146,0.023227899647307093,0.04670546003340639,0.040175912142053745,0.0,0.02687471760493443,0.06974115691166394,0.03964240203022046,0.040468397153354284,0.023607541478525524,0.055078826083086396,0.043959513085294985,0.0387968437040168,0.02288539322859149,0.05620401019816271,0.042469670609291944,0.022975399847671604,0.03365484314497029,0.05118349841810146,0.03740235129784393,0.024116697098553894,0.015075274545043595,0.025490401267072006,0.023808247109368345,0.03960295697905133,0.033054581661639736,0.03942188511462681,0.025780833810514943,0.025769468546006386,0.024946527122997674,0.023108164480036903,0.02505050896488589,0.022793618390671257,0.04897427487213649,0.027272545195583104,0.024005129382602096,0.03024408541652817,0.04288199245082892,0.01740884779691282,0.04575221721707417,0.026431585317427002,0.02234399391971175,0.021858800803327947,0.021740187578737573,0.06201531339142425,0.07746400038201531,0.030385055459226797,0.04127551935687872,0.029049674170028836,0.03199085012244767,0.029755187855189238,0.05258727810976259,0.03221317132702758,0.027785930493260835,0.011657248596865923,0.028868563916983003,0.06135518952471863,0.02637344117764817,0.034743222353076045,0.020359421512304573,0.03703233759608515,0.04256809467945878,0.03986875215163545,0.04593874832391813,0.046839750344061674,0.026569971762517436,0.02444051812204134,0.024415995043526633,0.02107721950031333,0.028398053166481016,0.04881781008394686,0.027871636084098584,0.02236229983205424,0.02523239859911821,0.023600949055582656,0.022734353073760812,0.051760679668457946,0.03840137226877154,0.026613839085351542,0.027715501562031973,0.06502752008432014,0.027939739247774473,0.029310088209246413,0.03426550753085891,0.024077784012279477,0.04154880560731643,0.03647353248368492,0.024504292863699515,0.031043838153686137,0.022460908056089673,0.034956575057238634,0.05001970180885261,0.023081366964715987,0.056989472800355136,0.04984814137180026,0.05624856296207999,0.02406103604734084,0.04879004332237076,0.029270698094286132,0.024768419325127012,0.05007702121654693,0.0329934145746618,0.054490446270884764,0.03152575961944207,0.02165120819247126,0.02499137953456381,0.057109331709945046,0.034575337982868,0.0228233326963952,0.06343675197791845,0.029869822803504274,0.035365048456601975,0.04421416899828729,0.05975101929793672,0.020144572838653188,0.025135229757227658,0.024818495174213674,0.024830266144922782,0.023402126877448987,0.03138323605421671,0.07524089585505968,0.03007733197313274
F-019C2U,0.040453752256398946,0.029022719871368466,0.02114596764173635,0.037091214420667255,0.03987057431260815,0.05883032951527946,0.041963420933302624,0.04826107685023499,0.0324454324304665,0.031822949760649206,0.029557843342856185,0.0370315041442244,0.02972354217308989,0.04317402008020627,0.04536174730020013,0.0357698560143381,0.022359899388433017,0.02427904044258117,0.03573415113188482,0.036496877152961814,0.04791511839873407,0.03197320957636783,0.04240170365270306,0.0543829601115537,0.02687471760493443,0.0,0.07278313175173932,0.05402824053050263,0.040024625180040733,0.020971278193163048,0.06070804211147236,0.04127800060918531,0.04176144295880397,0.03483256911685064,0.055286360266268084,0.05255859944987446,0.03318509484932218,0.040218596393011334,0.034867051953985435,0.04158704511397891,0.033063821879416616,0.030528808337722615,0.0361564718610223,0.03364905856885944,0.043083262884075706,0.03934935707124891,0.043936954427855376,0.02130904998832927,0.03365214899204022,0.028021319892129953,0.03631144625697309,0.0358275231949832,0.03129804795153002,0.050346805657988394,0.023307906190162438,0.031953335452871476,0.037771348279965054,0.034215172340007004,0.029825513779148962,0.0402098785148103,0.03882612981730454,0.03443298740489569,0.03301920927258712,0.031175029797329133,0.06251297507917723,0.07767463171776141,0.03359110213704386,0.03883230591555135,0.036998817144403895,0.04179435155453946,0.029575283325053582,0.05479644535736299,0.03272815580835498,0.045875641206365884,0.02433788867221602,0.02659120281728423,0.06197032740713171,0.04278528095675626,0.04595192191658113,0.03486348129503069,0.0352744241339602,0.04567722965795659,0.033280181813817,0.05573422904283787,0.04189104948264894,0.03437779548973557,0.028792542448664922,0.015692645734131927,0.03394844199575675,0.03775314828004594,0.047954788985597976,0.021865718918789377,0.02933750372252097,0.03498189094563407,0.03225839509418944,0.023710581912902286,0.04408194717401251,0.05156489695081492,0.037581912712643446,0.0390094448453288,0.06819830195415354,0.024581612570465074,0.028453522495612442,0.048537092219066554,0.029000857110387728,0.03795875962448397,0.03347023392141004,0.035702559801459983,0.036846968924729814,0.03273116196596764,0.03362664632880413,0.056203560508829735,0.03345551691396926,0.054032356204455574,0.06178049941910872,0.05704987712174213,0.025301395929700488,0.03848869495495922,0.02897039184488208,0.033288577298809637,0.05302836155637017,0.030058304255950203,0.06611517291183489,0.027087053068452948,0.031891267755622135,0.04271712427992088,0.05745056532698664,0.047537533426881114,0.03229952243206906,0.07185291469288595,0.03348256262617638,0.037975043136947884,0.038118242404154706,0.04753666823308342,0.03020377075718344,0.03520477323080937,0.03197870457841644,0.021053447132629622,0.031206783905625167,0.03049979728669563,0.08534249228626108,0.03876157513510464
F-011C1A,0.08206407597579841,0.05841411283762542,0.07460795358014996,0.07564002443811758,0.08059827948412338,0.0984241139983233,0.05714809950566449,0.03250314684332696,0.06780242916906758,0.0687831151728726,0.0744918892307962,0.06952431101468558,0.07892266621628936,0.09522174351799832,0.043866444496450996,0.06984540999444361,0.0568696106797538,0.0643582906163563,0.04209752898440672,0.07949583593050227,0.032805704173995524,0.07005358054004977,0.08559828991957699,0.07923494354420044,0.06974115691166394,0.07278313175173932,0.0,0.08911261488135123,0.04278266421394738,0.07263967068929232,0.03682474319104741,0.06559881257677783,0.03951073694988615,0.07146829641071924,0.02826407529018905,0.08788102259234301,0.0680468748934034,0.0767868060035132,0.057553609400152236,0.04025019393952618,0.07078982872536511,0.06599285055218998,0.0715522758006383,0.0682608720209911,0.08249510851391839,0.04785130668717856,0.037757654562053974,0.05543636721644597,0.07737674787436628,0.0751725727868041,0.06918770250753963,0.07217515768354459,0.06740280385370426,0.030626591106737846,0.06496489034016174,0.0736232973132721,0.08261661308520682,0.04579857846443402,0.06414170098095688,0.04777723722215201,0.07491263786006032,0.0706636559921174,0.07350800856880221,0.07100927394931462,0.01853023159398491,0.11479210945736248,0.07544258413504884,0.04157460496307084,0.07167828271684801,0.07548174364332329,0.04944923171496512,0.023893803094607022,0.050268490950850266,0.07932948081434094,0.06809403757964591,0.05633485747297212,0.035739305002875685,0.0780123348861688,0.08031967618289064,0.07948925994346621,0.04198372018092938,0.03472757390630733,0.06076362411455003,0.08431716430096393,0.0966130562845953,0.07532805943642247,0.07407798843054236,0.06114670326872017,0.07147236625952604,0.07882893975889742,0.029160505150442082,0.06476257582882373,0.06528163021960418,0.07180792130013547,0.07012993102189916,0.07239798521125353,0.03621812766834401,0.08247580750156934,0.0737849097338247,0.0739410230814962,0.1071403592306657,0.054465910219329346,0.05594762673790159,0.0855999658601437,0.07349298979772713,0.05214406231297246,0.04488168280491469,0.07281422830341777,0.07402274791089919,0.07358805413362741,0.054699491868418125,0.048978081490262,0.07216128515107532,0.11237499302126236,0.10036411932808467,0.05516719837818195,0.05407508682122699,0.04265728903721368,0.05881759902030287,0.07351494237209186,0.028710978878872872,0.05572176870802261,0.09774680816819499,0.057321703800738665,0.0710761019966143,0.08215583725951711,0.01916893730135266,0.07904406797193538,0.07190938318076771,0.10978184722455468,0.06912487961846636,0.05465394166500679,0.05397871608826398,0.05141284602682434,0.06867511601285202,0.0711629650409282,0.06738465010366257,0.06436583238272005,0.07022718420885152,0.057838361750897814,0.1179172951109382,0.07429914600960892
F-002C2U,0.05397178463603198,0.047509267776602984,0.03751391981774417,0.04169549547207368,0.03813146331633405,0.06160444948887643,0.06644522369568934,0.07043013399755699,0.032770215230809155,0.061402458052982584,0.05240107423139741,0.07577479056910298,0.03660006889773236,0.060991502396635484,0.07330179120759357,0.037881781015945436,0.05060235011175456,0.04818362443140949,0.059671321947017665,0.043688624028290095,0.06552636359660982,0.0339501523535725,0.07176186352896115,0.0454677472649431,0.03964240203022046,0.05402824053050263,0.08911261488135123,0.0,0.05939656373012745,0.04703254592001559,0.05955102681346444,0.058791483629653044,0.0599314537098782,0.03377767995804623,0.07532099602852468,0.050930052917202165,0.03336275713675809,0.043251843244229315,0.07651815190205988,0.06391221977876074,0.03799360374998582,0.040838544970348015,0.034607997150635145,0.03392201235149864,0.04629011173467575,0.05929981229469439,0.06127943991282898,0.05019359874824988,0.043168371332340735,0.04038939281980932,0.03536542922107545,0.03597643795981994,0.045810454600809965,0.0689501286499273,0.04314246213086045,0.043231557370814584,0.050916501914405984,0.06153244028083672,0.042874855224837166,0.06591740659682893,0.03952001992545654,0.03849948926983037,0.03497500049170773,0.04608768713938773,0.084432056675647,0.07362274538946836,0.03954547168044967,0.06576119011517144,0.035142214196507655,0.03603862114393127,0.049018624182966326,0.0741338669722696,0.05164485492804453,0.032829989917544315,0.03873880495459279,0.04740790086060722,0.07500305654350034,0.037075129431602225,0.03985483764006133,0.03168032019127945,0.06072005215917072,0.06549845599627263,0.05604920500241488,0.04483758215973368,0.0658109404502752,0.0418646084175976,0.04470825022029507,0.046507905674264674,0.04003499176910589,0.045642643994860496,0.06785012329415269,0.05326176845182492,0.049150608833813045,0.04117784869016324,0.03303509284907641,0.05146594935921033,0.07550634500339984,0.04395529761245417,0.035759113404235286,0.03896695114813832,0.06899623429339213,0.04979478212364252,0.047214510782030365,0.028314750999890358,0.043491997015911964,0.05782965588410718,0.0563773022913061,0.03516792226903539,0.039254402674506715,0.04141047355479622,0.052463729432944244,0.05333090673038886,0.0351198930594863,0.07050213207125267,0.07354787225109258,0.0784118705275878,0.047460415474555304,0.06918031158122002,0.05105758392380546,0.03781298447851942,0.07215627347881004,0.05458969767960013,0.0627984856231702,0.05491698465786056,0.03495982784804242,0.03759488663671992,0.0780159599903794,0.04132260404587843,0.03403428851319757,0.0748861319150494,0.047003682319965684,0.061576078714557905,0.06763745556067996,0.07796653877313735,0.03823689952059622,0.03423186697839385,0.044527126181821884,0.04697196767221267,0.03360309120828517,0.056586320106405505,0.07574421625538558,0.04089228346146444
F-005C1A,0.05448151982069853,0.02515824690862349,0.04111599855202894,0.04630193476486318,0.05450016578991632,0.07380784053321082,0.02868390806510081,0.021668770392976145,0.03831203950451698,0.0372932873666259,0.04320836457310273,0.039786007062298616,0.045334546826424404,0.06334835229659222,0.02858555865889657,0.04421676130735499,0.02220531502152432,0.03544104330985564,0.01632928993596807,0.05017022069160621,0.02230665561088929,0.03976873324299263,0.054348549874855365,0.05474877150486777,0.040468397153354284,0.040024625180040733,0.04278266421394738,0.05939656373012745,0.0,0.038362626642322935,0.034198569238440564,0.0383098279904975,0.015276151604059148,0.04190544041661668,0.026163234100655464,0.06265964273083359,0.04087663200763125,0.05050099379718475,0.036420595948918714,0.02011787477837583,0.03758875062010864,0.03637892138508582,0.04218741626023653,0.03909222473969719,0.055087889947933885,0.021589971835816145,0.021542569983142763,0.02454612600797134,0.0506516281463665,0.04655811048533022,0.04113188261539079,0.039910305842005805,0.038652005147576815,0.018766161735930282,0.033649702377610426,0.039261421279921424,0.051113210700384694,0.01742314360050226,0.03921620799259156,0.021727282674707353,0.04567810984885392,0.039994190746226524,0.0399697312234817,0.039328366908064676,0.03902481229987202,0.08884069668430644,0.04685431349671311,0.021877522717145517,0.042616463634612134,0.046792454807820724,0.018589719161343277,0.028651938039867778,0.019184368224454237,0.05014768007210207,0.03558549254465431,0.019428654820108384,0.03190271639724609,0.049120607922034806,0.05050232224957576,0.049037255249472826,0.012982884879568762,0.016454502662364805,0.029623095153334302,0.05843071274301237,0.06961998176200854,0.04629549916414589,0.04712189751937146,0.028543971718169393,0.037988792279545165,0.05289547476517762,0.019127904847227692,0.035948591832102354,0.03678116777821705,0.04110089345863063,0.0396090375270933,0.04047858981743407,0.033430130249549606,0.05339805388984498,0.04387230660755672,0.045503444509422404,0.08052057854545086,0.02434071728694329,0.02269650579721269,0.058427725242206366,0.04491319733261471,0.021406219977402666,0.011573726149855766,0.04169482714996546,0.045907885759270184,0.04566562792738052,0.018348503913904878,0.02958251306497717,0.04117803630686023,0.08300440464227413,0.07720496275154368,0.03483530098836187,0.020505082564493304,0.02490472151920085,0.03126621320952715,0.04226575824276572,0.026772790819582514,0.02582176322818508,0.07400226091213263,0.024936289403718583,0.03960499506914012,0.05056405378228562,0.03375137740486331,0.05276729412575509,0.04018286197154131,0.0831786817374129,0.03843420616325266,0.025505503819580392,0.021702848012632142,0.03481819196386228,0.03793941059480274,0.04189446791245207,0.03717207573325071,0.029654515066365572,0.03846229853680741,0.02523147646699102,0.09597506542572808,0.047118855902844176
F-021C2U,0.038176649228046054,0.030288659633937957,0.020703511317458602,0.02642445085215299,0.0368403838976345,0.05382578075651067,0.04676918210775242,0.04494752634178694,0.025103220968424628,0.03186435657968084,0.02026063014095019,0.054901661929165506,0.02420200671130183,0.03257318672907246,0.04849840155678343,0.030580838400895025,0.02622409547408344,0.028683839143537542,0.04080563869904959,0.02476523727824822,0.05181868782762001,0.0222112369923144,0.04973974521227472,0.044310581765964516,0.023607541478525524,0.020971278193163048,0.07263967068929232,0.04703254592001559,0.038362626642322935,0.0,0.06466878022092337,0.04442364877027612,0.04339747513814906,0.02747302730100343,0.05566253456722885,0.046541516490966856,0.025497217462329132,0.03202903600174737,0.05290039503650807,0.0481279246251167,0.023118820906068885,0.02017748718592158,0.027589646263022467,0.0238550911664589,0.031082202656515557,0.0463567572157455,0.0480376585935601,0.023905297007237113,0.030074133278392517,0.028559142612765598,0.029072960295360425,0.028717667531676292,0.02152235327790238,0.0471623077553003,0.031324976378672854,0.026725878634290896,0.03400239504361936,0.03430796706063203,0.02511832303996296,0.039469326419229324,0.02795066877193139,0.027856021983280094,0.02773340596632686,0.01705006168002696,0.06190250460994171,0.06646690637943432,0.024130793738252682,0.046105387790649426,0.026533618373545263,0.03383815505527825,0.03021362213753907,0.056962558767090825,0.032538954076315414,0.03699685954556523,0.018279561123023563,0.02455144227668962,0.0625708793319438,0.03518689326943675,0.03823552085682637,0.035193579738765926,0.03936824080274802,0.04691550991159805,0.030748113411459877,0.048795901486791415,0.04976722957230386,0.029763511727712903,0.028105198138346797,0.02177670329467003,0.021497728145344727,0.03436318379692206,0.04693248300721956,0.033775172038567926,0.02442707963088786,0.02410394802488011,0.02412021658301848,0.014385044826264067,0.05755545546842066,0.043833549299142946,0.030803976798329375,0.03182683897672264,0.05822945065878129,0.03098470870114879,0.02866665647633345,0.043314653891742966,0.028261286470823224,0.037412518583251814,0.03510560757152442,0.029527179435506125,0.02676075329158137,0.027672793392855694,0.035510445519805006,0.057904828352969874,0.02598319455369983,0.06096986272831705,0.05982931778877776,0.06080342381047368,0.02691681112531215,0.04791253601222462,0.03318915763295129,0.026076063594211024,0.05617215457104796,0.026872593551682172,0.05858689380247362,0.033219132474147886,0.0255803379680527,0.028606247329406267,0.0602144913856053,0.04025004988119736,0.02463712677515276,0.064047462469299,0.03579541508209599,0.04227425326211412,0.04683166922310223,0.055569543268355566,0.023571591128017006,0.025809299207145524,0.03620396322449627,0.025707102971910475,0.022207419972159123,0.03513141722685862,0.0849927763795414,0.033427525000658764
F-004C1A,0.07330089934201695,0.04766958635201913,0.05999360520324507,0.0676033241804294,0.06499074518979907,0.08183896554288053,0.048811111562695735,0.0243092011969536,0.05882763929681865,0.05976828684087107,0.06725831927659545,0.05777644279233733,0.06932380830482077,0.08236321191423843,0.031075966920344953,0.062200897535962835,0.04375085323030729,0.05467402185007689,0.03252463398357838,0.06987311568272872,0.02437787294120531,0.058794177960433736,0.07403754437288708,0.07335132008915554,0.055078826083086396,0.06070804211147236,0.03682474319104741,0.05955102681346444,0.034198569238440564,0.06466878022092337,0.0,0.05436391299018376,0.030380508153371965,0.060817203194061274,0.027760722153586697,0.0728290998766646,0.0579508136470884,0.06951533136602485,0.04482284931413439,0.03145304669101331,0.05799311008527133,0.05641863773037564,0.06043655559571039,0.0603117216417348,0.07394968924968298,0.038088848109139185,0.024436510374910066,0.0477784521545643,0.06404930752454564,0.06883659496327697,0.059537648240304136,0.060983327299287404,0.059992756843274896,0.02454691998156476,0.051928521200160956,0.06484937437542022,0.07128973209012711,0.03656583096596017,0.057052408344977226,0.039602915969226424,0.06766889380819822,0.06024983748989568,0.06074514738391199,0.06555026866397114,0.03563458472474735,0.10683672914145345,0.06632383390137837,0.03359434663028414,0.06270493404981309,0.06322925640670714,0.04052946707369013,0.025667641806279576,0.03719027863382135,0.06167205526782034,0.05625290567794898,0.048064890298376524,0.03089965596997241,0.0676796756481295,0.06658057889469199,0.05204486738290554,0.03356749219704261,0.027762458936743346,0.05243968277258801,0.07219954819571457,0.08648687776495925,0.061834778068001896,0.06899394698655698,0.052415533363638266,0.06469707243676612,0.06587570581768833,0.021917692099258545,0.05525554450886099,0.057791927810648694,0.06535139483047797,0.06004624222117477,0.06550861652342857,0.029717259825788545,0.07105107060062688,0.0627890791648056,0.06539467296350764,0.09549018291383939,0.04660809587525141,0.046601165240654344,0.05958663824170944,0.06453590605360655,0.04232259136514343,0.03481895325033493,0.06309438237101815,0.065740589275404,0.06317496387811887,0.042321339888421704,0.0216715483970777,0.06015853768217411,0.10091860967245417,0.08731839263582222,0.04950169147375671,0.043985705565729775,0.03247508627831238,0.052502788115728276,0.0638221057886119,0.02114788972038978,0.049373201330708626,0.08271639025914349,0.04848014623203698,0.05913257759872302,0.06735215939380947,0.029802877339027506,0.06820899903475601,0.06050486166545794,0.10273776679640985,0.05750999179661583,0.047818259632811624,0.044079291502500326,0.04179268338318844,0.059107504368186604,0.06049652126892172,0.051945937296855774,0.052006311259948604,0.059364882252749634,0.047875718166079606,0.10732486138573949,0.06309428766331392
F-014C1A,0.05316748194895803,0.02043188570443756,0.04573403970850355,0.04748646345836449,0.056086560721335305,0.07233476464927983,0.038581801382279644,0.048499634348889716,0.040982430809532906,0.04088010150708023,0.03851235178460432,0.05044786921885421,0.05427716475798103,0.06884065402469475,0.05223309140136372,0.04606004370605683,0.030979498223828113,0.032137183676412405,0.03856046876655019,0.05214297601048833,0.04508996001159448,0.038602382714985936,0.04775560034037474,0.05791508876019223,0.043959513085294985,0.04127800060918531,0.06559881257677783,0.058791483629653044,0.0383098279904975,0.04442364877027612,0.05436391299018376,0.0,0.03594338866623948,0.0411290125550962,0.05114691294870609,0.06287802983541359,0.04120432438763021,0.052181652868877645,0.050861989233592614,0.039816285492962275,0.0404986463187633,0.04379404109862192,0.0405565096044975,0.041887255815196395,0.053960862501571706,0.038097880263690334,0.03881742963351307,0.026291747212773494,0.04968042452336633,0.04599191946935648,0.04205693332660108,0.04135224728583863,0.04019114882577875,0.04489194075497565,0.03472772358203887,0.04613216243777101,0.05554416537359843,0.03989160349908632,0.03903930007563158,0.043497580018381034,0.0505401758747035,0.03939080146985552,0.040339401412782944,0.04675082274774481,0.06004883118118707,0.09470695879957294,0.04859554815765473,0.043675128239477334,0.04348070559397706,0.04300956121331858,0.022935577439617164,0.05411995099311005,0.02939611823229313,0.05120215692665459,0.0412260126771528,0.029243053104724307,0.05528494508766504,0.04876769802469872,0.05005347254872669,0.05637936261151736,0.03852083946355445,0.038274833729347604,0.025837102051135985,0.06111543445199213,0.06785606202041618,0.04767235871549886,0.04078865911365625,0.03382566381928579,0.04639504447654011,0.05229477155343974,0.044708073471220126,0.036137887192705276,0.03739304132228693,0.0438391420780785,0.03923481115687986,0.04799227286465681,0.05455183173443206,0.04988516656979763,0.04339859233890168,0.046412573578405926,0.08022124822843209,0.02566273679861533,0.02348205206526767,0.06010035826185129,0.04856708117834971,0.03316982436658571,0.030776394963184517,0.046953256288668394,0.04913245025585018,0.044549079631775394,0.031032763510788396,0.04958756354382953,0.03885712542648798,0.08444437162246793,0.07709956436883426,0.057643819181876825,0.026755552591552868,0.05080372251592576,0.027031603431325546,0.0433775663312623,0.04925130600632341,0.02672509422032147,0.07479079744705547,0.03113106080797081,0.038352583227168474,0.05723682155609349,0.056542165947362916,0.04613291141454863,0.03867034250374831,0.08818629106869086,0.04119635979391666,0.035891819182418495,0.03894276041267818,0.05653731647413936,0.03592473647746605,0.04192705856924684,0.03968842100576952,0.03356951935413036,0.03812444112031075,0.030618762585600014,0.0933696941021068,0.04818765823588129
F-029C2U,0.057212794405779074,0.027567613356200622,0.043091806641730304,0.04237661346603407,0.054798651930813694,0.07342577971001546,0.02872987793004569,0.01832400644266988,0.03919708078359751,0.038725863425576164,0.04432196970203309,0.044059448673515675,0.04956919458621739,0.06835414892230596,0.029978130198680276,0.040205762816315944,0.02637176541086936,0.03413287164918277,0.014608920812341965,0.04647124070925054,0.018669555238565,0.038480387929788785,0.0604321154860643,0.05192849534115508,0.0387968437040168,0.04176144295880397,0.03951073694988615,0.0599314537098782,0.015276151604059148,0.04339747513814906,0.030380508153371965,0.03594338866623948,0.0,0.04120644167297484,0.02625959975423208,0.06364151644024839,0.0387748429735695,0.05212181050665627,0.026620781583892538,0.013465662495845911,0.043255435060903576,0.03752174846734863,0.03991051126305516,0.03858559599283904,0.053192601144790116,0.015406634264565325,0.013401799424986108,0.025262655856335955,0.05169158749077719,0.04674532943416043,0.03793386235647937,0.03847965675762115,0.043519497721720486,0.01696034106789432,0.03245704724733959,0.04437548960452459,0.055413366665315385,0.014231996546310062,0.040823844785894375,0.015495667739323944,0.04943043013655306,0.03815471225367441,0.04376613707945924,0.04415635773653755,0.032866107143903645,0.08783098234622307,0.042655570968221486,0.014113160328457764,0.04017775553569622,0.04560288135319972,0.019686001742140843,0.0263454786904461,0.02080793529825256,0.05213343523810221,0.03770981044699461,0.02841114394496939,0.03166972383900078,0.04934023062761139,0.05206033405926861,0.05195831169826136,0.01435623092064087,0.015958278478482687,0.03242545047099161,0.058872208249493775,0.06888839248032304,0.048157206065826026,0.04779462654013068,0.03395431443948907,0.042810762388829825,0.05319254305459279,0.018047644474802917,0.0320449477017016,0.03968959788889645,0.04159348494973208,0.03889832850176749,0.043883010013898244,0.026216684702965964,0.054122063837345996,0.04089626050620633,0.04803591796024144,0.08073349203316807,0.02525184375701148,0.025896375915515142,0.057079548534302166,0.04583199279249176,0.02349661098327317,0.015620890279352165,0.04482381144260955,0.04630539574890516,0.04716204918702528,0.028411396598614025,0.021513401878983842,0.04287607278870313,0.08450401991516816,0.07575497127165863,0.032570815177132686,0.023235686246174943,0.024294540876616,0.02798482158076251,0.04342782436336213,0.016803849279425492,0.027014988151803115,0.07497028435799007,0.027960941795429798,0.04170839884373618,0.052287113246865885,0.029002755562038157,0.049343119068725655,0.04146786750380947,0.08353397638683877,0.039163384637972,0.02447628636297739,0.027549986412638977,0.030280546534920287,0.038412637902448775,0.03882825665907308,0.035944674420012,0.03359253230994671,0.03863958932204321,0.028976203662357036,0.09265606647912818,0.04812618830256277
