,F-016C2U,F-043-C1A,F-037-C1A,N01,F-040-C1A,A05,F-030C1A,F-027C1A,N02,F-003C2U,F-061-C2U,F-024C2U,F-023C2U,F-024C1A,F-003C1A,F066-C1A,F-051-C2U,F-053-C1U,F-038-C1A,N15,F-028C1A,N16,F-050-C2U,F-015C1A,F-007C1A,F-019C2U,F-011C1A,F-002C2U,F-005C1A,F-021C2U,F-004C1A,F-014C1A,F-029C2U,A06,F-031C1U,A12,N20,A01,F066-C2U,F064-C1A,F-050-C1A,F-058-C1A,N08,A14,A19,F-028C2U,F-018C1A,F-015C2U,A02,F-047-C1A,N04,A16,F-060-C1A,F-014C2U,F065-C1A,F-039-C2U,F-044-C2U,F-027C2U,F-061-C1A,F-021C1A,F-008C1A,N12,N18,F-041-C2U,F-017C1A,F-020C2U,N09,F-044-C1A,N10,A04,F-054-C2U,F-017C2U,F-004C2U,F-042-C1A,F-057-C2U,F-037-C2U,F-032C1A,F-006C1A,N07,F-019C1A,F-036-C1A,F-059-C1A,F-025C2U,F-016C1A,F-034C1A,A11,F-013C1U,F-041-C1A,F-058-C2U,N14,F-045-C1A,F-056-C1A,F-042-C2U,F-008C2U,A03,F-048-C1A,F-046-C2U,A17,N05,N19,F-001C1A,F-009C1A,F-025C1A,F-049-C1U,F-046-C1A,F-035-C1A,F-057-C1A,F-009C2U,A09,A15,F-020C1A,F-029C1A,A13,F-007C2U,F-012C1A,F-055-C1U,F-010C1A,F-052-C1U,F-026C1A,A18,F-023C1A,F-054-C1A,A10,F-022C2U,N03,F-062-C1A,F-018C2U,N17,A08,F-062-C2U,F-039-C1A,F-022C1A,F-030C2U,F-001C2U,N13,N06,F-051-C1A,F063-C1U,A07,F-033C1A,F-002C1A,N11
F-019C1A,0.03681528486079304,0.04289417625506721,0.022460573245257593,0.03840367137012681,0.030797311639272722,0.05236233576303083,0.05156961214128575,0.061537323226282005,0.028396281401829933,0.05399330114950831,0.044665044572515945,0.06265482091569818,0.033904877022459125,0.05088245251565649,0.06552910672275368,0.03044583477592307,0.04028644450924191,0.04328617208717816,0.04751924139705658,0.041299539384181065,0.054530157925502115,0.031197723521470107,0.05753890055432489,0.04412185403750309,0.020359421512304573,0.03486348129503069,0.07948925994346621,0.03168032019127945,0.049037255249472826,0.035193579738765926,0.05204486738290554,0.05637936261151736,0.05195831169826136,0.030990784965270222,0.06706671983737243,0.048381111934076106,0.032029866551422884,0.04026202356628515,0.05858172744499666,0.046757977619806504,0.02918767751532686,0.024391995993348573,0.03298715383281983,0.03156699738824571,0.04746451760272047,0.04439779203272085,0.04799078371881949,0.039120276511803255,0.03347941087931235,0.03150802679396318,0.030078909721693706,0.031014013659438847,0.03563489903493836,0.06141656579849371,0.03511284001450404,0.03585243591535198,0.03774106643224487,0.053053289998492306,0.029331062823933815,0.05833410692269462,0.03333166270733083,0.02948882102591237,0.028223266508569753,0.03096192780616985,0.0702057450955617,0.0799036585225043,0.037720075519298346,0.05175787232567009,0.03609372145332498,0.03606144059792357,0.04068009419957015,0.0615734812358286,0.04214009978145148,0.032282948378463384,0.023873164435954112,0.035993050029375445,0.0668706958169065,0.03249041191554303,0.03930550755144115,0.0,0.04823809492588788,0.05321967479609332,0.051811307828169326,0.04623821791694776,0.04977670100616548,0.033779047885702,0.030869785113951456,0.03159583315838702,0.032047661964591696,0.035984777719932255,0.05889083415737742,0.03685381279610566,0.03406092746641778,0.03702187446780608,0.030668972075158722,0.03597611154936727,0.05743372674477989,0.04454215408791551,0.03338292300058476,0.033884069643368674,0.07336080242827112,0.038507809623225434,0.039919520300946906,0.02755433081976552,0.027172110135594854,0.054146641651341046,0.04647073647293228,0.030780792871995415,0.03731735204473448,0.029403531923254886,0.04308650382033788,0.04512844443167263,0.02945622431531949,0.06509413288322423,0.056329650782055034,0.06774771295547073,0.03507985153351696,0.056200117913953906,0.03988466655630767,0.03205492574856066,0.0587980395520514,0.04552523752899984,0.056513436887190224,0.03930536166089559,0.027955805890803986,0.03467726098287151,0.06590211191707805,0.03954800109044109,0.029666580801111883,0.07385764484808505,0.041587521791330025,0.04548900975962717,0.052395626464353966,0.06898164314187777,0.02786869194715029,0.032570220748322214,0.038042310227252255,0.03191866903395074,0.030768948873841365,0.0440258362863815,0.07824761781026364,0.03531473317436839
F-036-C1A,0.052793268113903884,0.028395980696079747,0.03633238988125367,0.04962957376786858,0.05279235973611923,0.07187988229834806,0.030610055328328632,0.020944330345812202,0.03781836206516178,0.04023375195799997,0.04516600011973785,0.03701520235509877,0.04474643312642556,0.06441969983368563,0.022447113354604663,0.04065499071326851,0.021540165411205833,0.03239225277706035,0.0078095135875255834,0.05247789369873014,0.018849523966198368,0.0406667623731359,0.05084928592917531,0.05754843664995025,0.03703233759608515,0.0352744241339602,0.04198372018092938,0.06072005215917072,0.012982884879568762,0.03936824080274802,0.03356749219704261,0.03852083946355445,0.01435623092064087,0.03974542489759,0.026210037834325274,0.06379286841652342,0.0411652718475921,0.05173613550842305,0.026694085299579156,0.015086146271906277,0.04162092104232125,0.039468546732166675,0.04259456999170237,0.04082211436173595,0.0570258424817351,0.019488219068504536,0.017670140573801014,0.02085765946599348,0.04773323433102317,0.04363074571637139,0.04079304358201257,0.039815265530377945,0.040366022585917406,0.018574152862910084,0.03381903902360878,0.03889331484124555,0.04924160771602525,0.016648459108188254,0.035516400520834664,0.018437033447964695,0.04812359200031199,0.03846471097050514,0.03790268796540253,0.041512426484690515,0.03614449954542222,0.09199064465614758,0.04764919237861681,0.0109778056845114,0.04430492777331761,0.04766666484699664,0.01923027982549845,0.025266569803565255,0.021979798961351122,0.052929525164777606,0.036757440330494134,0.025900349074195406,0.0324587310622427,0.05013904606358638,0.049519786371508404,0.04823809492588788,0.0,0.015091236197158207,0.03310156372343349,0.060261961437883156,0.06769086730552565,0.04586703489188533,0.04306962870450038,0.02508971068380078,0.04186120695129719,0.04932083510049611,0.019812920706914552,0.03304461415891332,0.03848214569483263,0.04260800381661935,0.03900709231179255,0.04239609343096169,0.02737297898806057,0.05518435943443116,0.04206733102448649,0.044361679072832415,0.08354723752176357,0.01870643255883913,0.02610782866070578,0.05777781176867937,0.04067222017167786,0.024395045669975798,0.012564751873007847,0.041159586550633384,0.04933728272975869,0.041778543946654534,0.023596235176219775,0.02854923737375109,0.03876368504591872,0.07978808688221443,0.07344570056196945,0.0308100090109709,0.02137620815453671,0.021421977856999914,0.028153516831316627,0.04035269704962168,0.024041015294554137,0.02899767625207182,0.07708719100193376,0.025156935712454247,0.03707265179667768,0.05373577308958392,0.029068252347180138,0.05260396202850135,0.03930160521007758,0.08160456576393252,0.03864057590718831,0.024907465820364846,0.02149740103008258,0.03392138845763442,0.03694770408725656,0.04240962440893903,0.03577211076125506,0.027430787858467913,0.03933162246036635,0.021736488834823996,0.09512884854089673,0.04733858229050355
F-059-C1A,0.0575854029138948,0.029894887133952094,0.047919210610444685,0.0515845704133118,0.05638527304941464,0.07282555508160868,0.02943574018468808,0.021036623411097626,0.042636396439150584,0.04400782786922751,0.04928589069519756,0.04561536755359404,0.05362859604444923,0.0721020542705506,0.02791288730976837,0.044150039883972876,0.031073535340109638,0.04009927427720932,0.01842867819989871,0.05682287096105464,0.012605292711578583,0.042165368720661546,0.058584423075785604,0.055527081545138295,0.04256809467945878,0.04567722965795659,0.03472757390630733,0.06549845599627263,0.016454502662364805,0.04691550991159805,0.027762458936743346,0.038274833729347604,0.015958278478482687,0.04434327451443652,0.023595083100007182,0.06330736243654556,0.04462804111552265,0.054787733298304296,0.03394094658475784,0.014910120288018896,0.04096779025090603,0.03922860851403978,0.04419754258145589,0.043413727404113964,0.06000243410896172,0.02196319686070161,0.01154287304002946,0.02866798179413204,0.05167994952075749,0.04943742605769775,0.0426727632119088,0.04399471600280915,0.04435804627130839,0.01784502225836406,0.037984900594954574,0.04498855438443428,0.05548540205999129,0.023103273202003467,0.039330099383678284,0.026961903712325652,0.047898994775206594,0.04248973246891748,0.043256441424698304,0.04794106630665367,0.028900291557936674,0.09711730077697203,0.05297316482517517,0.017935261311978142,0.047077509554943074,0.049676558433469936,0.022514848259211472,0.020656368756034944,0.023886406360989862,0.05230654534426082,0.039226061473766664,0.028715058136564824,0.026594763548329677,0.04753277228298597,0.05451558915131465,0.05321967479609332,0.015091236197158207,0.0,0.03689709971664885,0.06095164759636756,0.07555505219753703,0.049773762196736036,0.052013702266213054,0.0360445920730794,0.04375217010673668,0.05324827073685669,0.01582747664918193,0.040997232019376564,0.03825021282100816,0.044737119866579945,0.04296068916481729,0.049802231015795374,0.029256053237908086,0.05536344632086772,0.04648596968470463,0.046880907353928226,0.08742516765555718,0.02813634420244457,0.026835252717858048,0.06089388770186211,0.04660738535439268,0.029921932922665474,0.014433417521878175,0.04486047464869576,0.05165747372969677,0.04630776787061897,0.025955849451764212,0.026242098129418075,0.04323653186272413,0.08764178348627256,0.07653355597752359,0.031277413462278865,0.02534066542989722,0.023355031314121935,0.032484083383163026,0.04620334291137078,0.01913849742910291,0.03047230280992973,0.07502435686540054,0.03142516780062342,0.042746118388263456,0.057245768225290664,0.025113290453968803,0.05363012589679751,0.04327849475136573,0.08650511982272711,0.04183010591626631,0.027963330670718194,0.026673437028254823,0.028846131753038698,0.04115644699169211,0.04454190033495584,0.041225228357985276,0.03726006506606145,0.04208164440097061,0.03111743263736039,0.09678376594206782,0.050167383437283414
F-025C2U,0.05264807335560668,0.02065799398787014,0.04115077550408711,0.03529452736839939,0.05484706556782482,0.07021342372105913,0.03846888660938083,0.037021812356681706,0.039706075165543864,0.022088039211028605,0.02027614754515193,0.04073728949109811,0.04576629145607328,0.0501796112149045,0.04303777477902309,0.04639996426294041,0.01780004758647509,0.026459566417946664,0.032880802243256936,0.03508755240181808,0.03864937832934983,0.03767483917340217,0.05344569143688304,0.05463248301125149,0.03986875215163545,0.033280181813817,0.06076362411455003,0.05604920500241488,0.029623095153334302,0.030748113411459877,0.05243968277258801,0.025837102051135985,0.03242545047099161,0.042279485137329174,0.04662187227128051,0.060330854460242694,0.038792808317583694,0.04568932389389316,0.04401413477627231,0.03813406661822933,0.042550985973449765,0.04053414950545657,0.03975915952991278,0.03847586100567352,0.044241896690124974,0.034418112740883106,0.03807556712688936,0.022718620383529755,0.046871711564553185,0.04098229886274765,0.04308705962134766,0.04412696690758789,0.03978981608707064,0.03592058299206062,0.038327864472407346,0.044494474946715,0.05288342371071336,0.025750663678818224,0.03569493738632247,0.031273908737864425,0.04924926244066857,0.04164322928089971,0.04286467279018601,0.03695180283424633,0.05358747470853552,0.08443430053414218,0.03428172285263569,0.038314723883338446,0.03904962194239997,0.045304326043798235,0.021378011656438527,0.047490682731829596,0.024000502800850664,0.05222189514235005,0.03934436950225831,0.022352374136338282,0.04749287549474286,0.049591514681277385,0.051630663278055274,0.051811307828169326,0.03310156372343349,0.03689709971664885,0.0,0.06288879423941135,0.057457395665886875,0.04612337714001528,0.037788668838535315,0.02901120349248441,0.043897982605281174,0.048693727029083235,0.03986044931419882,0.03074266039505727,0.03952084261972966,0.04059253112188536,0.039355221577640764,0.033687392734003715,0.04744820418444852,0.05670725689259342,0.044582017323647256,0.04808187170744616,0.0681297482151792,0.020550019047272227,0.026566832881173282,0.060968109129367336,0.04543626660400491,0.02374713894701032,0.030251054476100072,0.047134640829957886,0.03594900856882082,0.043150017676415686,0.026227917648287757,0.0458249742714425,0.04040751679310137,0.07278066008190474,0.07569188865332357,0.055132515707398445,0.024503061629057233,0.04025912823383,0.025266636341743927,0.042564752792497995,0.04720162676072001,0.018051073412794,0.07369200890164455,0.030337050377281526,0.03984912906470759,0.046000526369640846,0.05038279054757618,0.050617864411614984,0.03882181287322759,0.08076863664651254,0.04074951521010161,0.033937435786044114,0.03404080357094342,0.04312658718934905,0.03811295871816367,0.041301935006744506,0.03911476810862556,0.03464733145803998,0.038908942064599675,0.027350742061081776,0.09481800815623526,0.04689821073565967
F-016C1A,0.04751801993082456,0.052377172899260215,0.04198265031293046,0.036492275114385936,0.04555218943212403,0.06431804714957991,0.052384779402695064,0.07178723428456799,0.03443290619926695,0.0650203414444277,0.058690707296267006,0.08146428349810295,0.034749038741014,0.0669275518557392,0.07290243813852641,0.027180708203413985,0.054478413851788574,0.04670574612384472,0.05989309732649324,0.04416953938585302,0.0645889750910831,0.033314337163779226,0.06979555112628737,0.012366159886959589,0.04593874832391813,0.05573422904283787,0.08431716430096393,0.04483758215973368,0.05843071274301237,0.048795901486791415,0.07219954819571457,0.06111543445199213,0.058872208249493775,0.03518175764680859,0.07322225836330627,0.054898865649000456,0.03531366841895099,0.04784342743427728,0.07693800037971985,0.06385514459797044,0.037359400435198344,0.03721419981886848,0.030042186191912304,0.03321130211183348,0.049675739661730264,0.05181640114170896,0.05934916821451237,0.052303234820432976,0.042582455720757646,0.040738153730762,0.027046458920573512,0.02858628031045177,0.044168889445017866,0.06946782011752202,0.04365154767367042,0.048064422524851415,0.05208496275232193,0.06389020628272844,0.039127180794726324,0.06502573362032789,0.032167884292893155,0.03148793854177787,0.03477082569057668,0.04753389327461386,0.0812287414958658,0.05816778104725004,0.03857630008701293,0.06063572687700974,0.027487423325684757,0.025960356894153828,0.04872954491420758,0.07322016925071703,0.05742442516538358,0.037754479450136456,0.041038916192432204,0.04832246969321746,0.07456442112042708,0.03455163418513179,0.04008599578226442,0.04623821791694776,0.060261961437883156,0.06095164759636756,0.06288879423941135,0.0,0.07181391338000952,0.038870522449853055,0.04931902129579468,0.046538663948815256,0.035991382782879534,0.042897452725747215,0.067465534444984,0.05531602539222129,0.04535753882770747,0.04839334676851906,0.031565460460868514,0.051839607758197494,0.07548650797447061,0.039775462681295407,0.026081977908784578,0.04012833843731821,0.05546877115890337,0.05273555542123979,0.0434885962582069,0.043423869300793796,0.037043710124590054,0.061287687190939515,0.05683350860555538,0.027926054367715426,0.044038194898574363,0.03982720681682637,0.05315899020855353,0.06441498682302525,0.035363162751028694,0.06743682707182097,0.0747541280839953,0.07758668561678132,0.04611147902292083,0.07093697058242217,0.04694821594971032,0.0381283252820518,0.06362417942876444,0.05602476800682842,0.06599050374195334,0.04975520105158463,0.0355090350497461,0.04192338243228384,0.07564656200864325,0.027945143072661098,0.03375212662037255,0.0824416650406792,0.05306554697979515,0.05739763230026611,0.066578565246683,0.07200159003566235,0.035638480267376545,0.032529508990917444,0.05346706760747096,0.04816586952401045,0.032427411279848384,0.05638444788384061,0.06565887840257133,0.037300311956532196
F-034C1A,0.05221377642590545,0.05652742767361147,0.04271058481821075,0.05431434717815926,0.06321552814010334,0.07173418509749004,0.0707351334047746,0.07592075040450501,0.051707710422165404,0.055500527267134364,0.050630580132130246,0.06656933605184087,0.04648837814146334,0.05240009460166551,0.07700743580662292,0.05092463188238575,0.05291649179349168,0.04966826456288742,0.06411150842327423,0.05008379359219933,0.0759150218706361,0.05083869159937975,0.071137011086724,0.0703008097806793,0.046839750344061674,0.04189104948264894,0.0966130562845953,0.0658109404502752,0.06961998176200854,0.04976722957230386,0.08648687776495925,0.06785606202041618,0.06888839248032304,0.05331320902037567,0.08285635785980672,0.05979248316567686,0.04904210960823113,0.0529724859495621,0.055317780317629836,0.0650312029629352,0.056426512394727714,0.05273932564512787,0.053828380391550565,0.05059685433553691,0.05422720740356422,0.06583745400057876,0.07264529044463083,0.055741930728362844,0.05061977242908022,0.04018882120112024,0.052900079884503966,0.05365842048922347,0.05354733447905387,0.07781215204188514,0.0549730433868901,0.05755506444283247,0.05324859378584232,0.06342125781669114,0.04639002137104388,0.06741964471911702,0.060605100799202,0.05257093727095314,0.05343312769939575,0.049904166869836016,0.09013028380557979,0.08900785268463382,0.048372617554190554,0.06746983939048465,0.05480635703318658,0.05888688644904527,0.059410150902330115,0.08206423229293562,0.06462400076859456,0.06529244283714786,0.04630557149762317,0.05735676807708452,0.08383630060379516,0.059574742763037564,0.06352844169207045,0.04977670100616548,0.06769086730552565,0.07555505219753703,0.057457395665886875,0.07181391338000952,0.0,0.050951064678461944,0.04111157045832917,0.04646122584710455,0.05710305302941556,0.05295181623525416,0.07744068035668338,0.04244683700268612,0.058427895393777345,0.05654482264083886,0.05089443636020125,0.04703907070926028,0.06677480244882357,0.0640033405881942,0.055768704126613666,0.05397881156163917,0.07252667982677868,0.05216324856393919,0.0574934382292295,0.06853375142249539,0.0457789055870372,0.0618100937243186,0.06802405839854796,0.05333199837282405,0.051032766441588044,0.05248503406335844,0.06228895386996625,0.08351305453505918,0.052121436978068494,0.0463818725471239,0.07456585325558608,0.08764170409168374,0.056428915631752556,0.061848275565402205,0.05254923019142556,0.05146322774002207,0.08038323126643714,0.059562834408511754,0.0796823496296652,0.05859423263045856,0.050783515781302746,0.06229642371161058,0.08639545390824761,0.061946832048892925,0.05089797413117165,0.09026045636201409,0.06480236844366132,0.06218263593975465,0.06449870519205987,0.06682273005367899,0.04701617474741106,0.052602342387340476,0.06327784079260923,0.05224562000603301,0.05048638592181952,0.06518155827311474,0.09778636912350672,0.052072952331842705
A11,0.04039545058827431,0.035768160051501977,0.023631795489174844,0.02647416598508784,0.031357356915049026,0.0339432411827833,0.05129067181940199,0.05641900277636873,0.021340579802301692,0.04401678425244889,0.03623666786950385,0.06119858470158547,0.02385378863258153,0.041381569448824554,0.058977310395439124,0.023609681350462396,0.037582064818156104,0.03808055348921511,0.049283456354085965,0.030203327416929087,0.05655175370808872,0.022127677598297146,0.05565707109563889,0.03965914739868368,0.026569971762517436,0.03437779548973557,0.07532805943642247,0.0418646084175976,0.04629549916414589,0.029763511727712903,0.061834778068001896,0.04767235871549886,0.048157206065826026,0.023229514538400962,0.060016656011495036,0.028488077744147248,0.019894174767353102,0.030881343023363633,0.05694960206882855,0.052365917280378226,0.024288576756461053,0.02343650453998527,0.024569001597071167,0.026074569008534183,0.03145447879713114,0.04957420346624539,0.05015324336479917,0.03513768968468544,0.007978134754231187,0.025034411348075023,0.02326681712479643,0.020380701131376522,0.029779726671600084,0.0551774765850051,0.036947665361009865,0.03449593051851324,0.0303313710222114,0.0506146439843555,0.028265618459281616,0.052140050375120275,0.028070666854684845,0.02575577722483588,0.020010894523217512,0.03285338012051344,0.07042135295134454,0.07078187146918309,0.02906561776960622,0.053182851842747875,0.027671094217985696,0.029696204223192812,0.03499378795274406,0.06359314545343214,0.041869660742207986,0.026114544129176125,0.02376062744464514,0.035369419627508177,0.06533568359755464,0.027186106131997137,0.03440908742595626,0.033779047885702,0.04586703489188533,0.049773762196736036,0.04612337714001528,0.038870522449853055,0.050951064678461944,0.0,0.030246730754904274,0.03289953341783198,0.023008610980230444,0.011220204102146839,0.05607124605947317,0.042187315243013945,0.03074885897053337,0.03472495518754753,0.02230451828780187,0.030709826368971637,0.06085855954341277,0.0371690483813639,0.024843586291170623,0.02746282277871693,0.057143336778914505,0.038329472959169074,0.032626535088671006,0.035223522166153175,0.028244471281195685,0.04465541085815156,0.04415666301311301,0.01853738302536592,0.030137620350436604,0.013585699494741806,0.041526606311617864,0.06213762525396312,0.021532617225892902,0.05746250481865401,0.0507889594163963,0.06551108847881731,0.031113040862469972,0.0550321485393895,0.03726885141813382,0.021370849454812463,0.05798941363007782,0.04292901025413667,0.04750307677693552,0.041321486581532986,0.022250829693351244,0.03295615141516016,0.06691019790735361,0.03458112370299542,0.021771558138397124,0.06677011902919491,0.04098590480343388,0.04846645370822983,0.052451509421653726,0.06467761044423961,0.02475820308487854,0.0263423271344234,0.040141736857407545,0.03116749326269878,0.022274750084034664,0.04257523102916631,0.0758018814343131,0.01863188832725296
F-013C1U,0.03290150015156704,0.031081596953710385,0.017949885040971815,0.0355608936616007,0.03772562717286144,0.05460442310436307,0.05183362841953079,0.05595641434991347,0.0273720298921919,0.0496890837798859,0.026648791519556955,0.050939543288679605,0.027363551261820676,0.04872740131109822,0.05828209290353693,0.027693107905458095,0.039554728862399496,0.03144345452119383,0.04663235845342393,0.03720297822084517,0.05404734329488132,0.02793782603274509,0.047315450019813694,0.043804605935367884,0.02444051812204134,0.028792542448664922,0.07407798843054236,0.04470825022029507,0.04712189751937146,0.028105198138346797,0.06899394698655698,0.04078865911365625,0.04779462654013068,0.0282685822912703,0.06202271217658362,0.04529921770903957,0.025369775269230833,0.03579020883142082,0.05444764557766149,0.04672513711360908,0.029599080644553757,0.024394068177940435,0.030562532443745252,0.02840297295010252,0.038462927748931626,0.04590668728748503,0.05234379321090228,0.030934982591716804,0.03146425961860144,0.01851026328203407,0.02862105529510838,0.028662096152627287,0.025819029151379694,0.055047677215308885,0.03625203407805802,0.03207596289189475,0.034264425571762715,0.049952927246177434,0.02115578376191925,0.05264985606729477,0.03107998340662771,0.026691194680130686,0.02634244458012804,0.024714508869117732,0.07055916931837111,0.07542752703025098,0.03446895761023266,0.048340514235315164,0.03253217465890491,0.034541276978236946,0.034144556931292716,0.062802794841086,0.04386906989363359,0.03428469208102188,0.024762068754860308,0.034870413309872554,0.06589904433221057,0.03481300569446015,0.03883112653843129,0.030869785113951456,0.04306962870450038,0.052013702266213054,0.037788668838535315,0.04931902129579468,0.04111157045832917,0.030246730754904274,0.0,0.029443646649755167,0.02781833105750544,0.0340974249210997,0.056397144571842105,0.02979461504198539,0.02718302296680325,0.029514528335007267,0.02630530479813617,0.025931835978665843,0.053476189103815616,0.04192241476163178,0.03122277889131385,0.029703671098256165,0.06851314542191812,0.030376235594305658,0.03491815333010579,0.046408625748632915,0.023727852776430722,0.044911363375898516,0.044847541219688085,0.028307143266303025,0.036262247795826014,0.02508392581578694,0.04168444314185866,0.0655316753441417,0.026107272909117626,0.0512687735075236,0.0571154239137265,0.06534380308116301,0.03393337634042344,0.054322256752987526,0.029262775419797337,0.026876010043940385,0.05923140197088565,0.04047302478597778,0.060501621599476245,0.038456331169087705,0.024945304923737276,0.03961505093357164,0.06582715997495689,0.03819261218459674,0.026291110871270305,0.06593414880587617,0.03836774926994609,0.04500524668604778,0.04691384485613528,0.06747143343742153,0.023060574980933765,0.029010869740493998,0.039206679670322334,0.02729241442775369,0.02640940631112017,0.03594007312781694,0.07819567216099298,0.033394688768747675
F-041-C1A,0.037117737077364744,0.021051262621472697,0.020693336265058523,0.033515881538178804,0.038346406752598254,0.06007426920368337,0.03247075461013898,0.039957040835033125,0.024458532542553188,0.03208155384297791,0.032434564655663016,0.043289943307937194,0.027972224807076992,0.04886534756949491,0.039976411062171195,0.027052173880658503,0.015991245246957407,0.016219064935453685,0.025035474216511817,0.036093432843264946,0.038109518102094,0.025036187655568393,0.037139100487897994,0.04544895347686933,0.024415995043526633,0.015692645734131927,0.06114670326872017,0.046507905674264674,0.028543971718169393,0.02177670329467003,0.052415533363638266,0.03382566381928579,0.03395431443948907,0.025903381776897567,0.04592322185432001,0.05056714759752595,0.0271561711293529,0.03687425787740369,0.04180757490495487,0.03130695726611869,0.02784490036303486,0.02586334185403907,0.027574438294509108,0.025987397505967912,0.04093225589708132,0.029767959254751612,0.035640075715345707,0.014114373027559794,0.03379514380935682,0.024755229159565316,0.0273934330530686,0.026397328868585916,0.02735515873955925,0.039514125023661084,0.016166862103135126,0.02453643698100292,0.03478224081250741,0.029422880802717634,0.02379887711723272,0.03462950866424004,0.033527303151187765,0.025043779912091592,0.025163854257408483,0.02681166081741848,0.053828171870153076,0.07523951209822864,0.031974678278935506,0.02870073054603548,0.029551024180569683,0.03268080338597489,0.01883495249113838,0.04485132663107085,0.02739593397265955,0.0407185156667091,0.02138207587585406,0.01581798771500448,0.05106536729554779,0.03655571899410171,0.03714826357324686,0.03159583315838702,0.02508971068380078,0.0360445920730794,0.02901120349248441,0.046538663948815256,0.04646122584710455,0.03289953341783198,0.029443646649755167,0.0,0.027981261625313874,0.03726628551105536,0.03811931633398002,0.017324329881127656,0.02733107011370078,0.02869764617127362,0.023203279034961406,0.02852678663261726,0.040606099843874255,0.041958698938547236,0.028406989750327495,0.03238344250352051,0.06722192890324116,0.014096950413738436,0.017324516967487318,0.04585464687391481,0.026553029496899402,0.030107663365920946,0.02543683979359308,0.027769490816171322,0.03380639864780082,0.02894798462405284,0.02348485704693956,0.048903695874282054,0.024110927308952795,0.06581999862994264,0.060511357131989234,0.05108654667276681,0.01536031741600487,0.032303834100785384,0.019171075910112044,0.028074476441826594,0.04433063843158609,0.02126402842768588,0.0658233071567085,0.016576447403348453,0.022861457272231808,0.03884494050867208,0.04820479767360702,0.03857633967623651,0.02342019941711208,0.06946203076930012,0.027046269535193544,0.027663300433972443,0.030963117617061817,0.05027958866930196,0.022543737885769386,0.0263366040919296,0.024837273243185198,0.013242046662975635,0.022488218616193316,0.023625696880272565,0.08163495380860877,0.03346307958013653
F-058-C2U,0.03843293819817511,0.03106072887534138,0.02003898556001433,0.02263109174164676,0.02944835120892935,0.04696952506434305,0.041443168628932804,0.05159428428721988,0.017194869278289306,0.04674064549232626,0.029634130792590235,0.06230326388016459,0.020730181456864977,0.04349877737922571,0.05881563490174196,0.0189239163079256,0.035867584478487785,0.036157077503548345,0.04334504799106456,0.028532819123993323,0.04969590913039354,0.01732491785599196,0.05272999436489098,0.028825900661260433,0.02107721950031333,0.03394844199575675,0.07147236625952604,0.04003499176910589,0.037988792279545165,0.021497728145344727,0.06469707243676612,0.04639504447654011,0.042810762388829825,0.01773840919086397,0.05720965080334903,0.0382465982358006,0.017342623303363308,0.029065700365730123,0.06340606473583035,0.043916540993704616,0.018164259774146423,0.013058181778106843,0.019423304002248645,0.018418008131006487,0.03106221610289376,0.04156139677754177,0.046124017064828604,0.027986910592501,0.02442249469137705,0.021011340933922484,0.01766138464379568,0.017352930036858883,0.02199453243523829,0.050353496018983444,0.031043869690508305,0.02623537257225215,0.03223089868644748,0.046332012112366615,0.024354771478285294,0.04770100882857854,0.016236462316307498,0.01918772700196485,0.016323540438862298,0.0216332863442473,0.06367919937705116,0.06637931485184242,0.024571640213047422,0.048162506067646355,0.01982792383367551,0.02384083101515003,0.030722003389398886,0.055518359879443445,0.03670501686495456,0.025075644976360417,0.01914915753096907,0.0270383599815752,0.06558618292132992,0.019394339015102378,0.028078395230609156,0.032047661964591696,0.04186120695129719,0.04375217010673668,0.043897982605281174,0.035991382782879534,0.05710305302941556,0.023008610980230444,0.02781833105750544,0.027981261625313874,0.0,0.027836146035084653,0.04742705775364535,0.036009732817444975,0.023746529121669066,0.02529485458201782,0.01618062638726372,0.026614579707526172,0.06185597859199359,0.029106293672019737,0.019404712842266348,0.022431861794600935,0.057907793245689676,0.03336611673706268,0.02866048954861335,0.034915952540381746,0.02528699853794836,0.04357335238273859,0.03607753574273969,0.016769948503362827,0.025763383776963602,0.020456811385833204,0.03714792056962136,0.0598207506789169,0.018223249404468542,0.05864023114044779,0.05848626015944822,0.06226183120732008,0.025390630980660484,0.05708597904446534,0.03412566102798289,0.019347965968042263,0.05390219432877255,0.03166722553084664,0.04799988464185368,0.03314481806471237,0.017586340434971797,0.02067853992351269,0.060036253661495266,0.027847733809795813,0.01722709132907836,0.06318286646458127,0.03484941009692479,0.03695268084627168,0.05126426334506879,0.06545015645725574,0.019775867362504782,0.017781403224057083,0.03512294408767503,0.028117568567570677,0.01579630358627493,0.037837111722591445,0.07775697473574045,0.025422366933248453
