"","BCN-01_1","BCN-02_1","BCN-03_1","BCN-04_1","BCN-05_1","BCN-06_1","BCN-07_1","BCN-08_1","BCN-09_1","BCN-10_1","BCN-11_1","BCN-12_1","PRIMM0001","PRIMM0002","PRIMM0003","PRIMM0004","PRIMM0005","PRIMM0007","PRIMM0008","PRIMM0013","PRIMM0017","PRIMM0029","PRIMM0030","PRIMM0032","PRIMM0035","PRIMM0044","PRIMM0050","PRIMM0059","PRIMM0060","PRIMM0062","PRIMM0064","PRIMM0068","PRIMM0069","PRIMM0077","PRIMM0078","PRIMM0079","PRIMM0080","PRIMM0087","PRIMM0088","PRIMM0091","PRIMM0094","PRIMM0109","PRIMM0111","PRIMM0113","PRIMM0116","PRIMM0117","PRIMM0123","PRIMM0129","PRIMM0137","PRIMM0140","PRIMM0143","PRIMM0154","PRIMM0155","PRIMM0159","PRIMM0162","PRIMM0166","PRIMM0168","PRIMM0171","PRIMM0178","PRIMM0181","PRIMM0193","PRIMM0197","PRIMM0199","PRIMM0201","PRIMM0204","PRIMM0210","PRIMM0215","PRIMM0218","PRIMM0219","PRIMM0220","PRIMM0232","PRIMM0234","PRIMM0240","PRIMM0241","PRIMM0242","PRIMM0256","PRIMM0261","PRIMM0264","PRIMM0266","PRIMM0271","PRIMM0276","PRIMM0278","PRIMM0281","PRIMM0287","PRIMM0300","PRIMM0301","PRIMM0308","PRIMM0310","PRIMM0325","PRIMM0328","PRIMM0331","PRIMM0352","PRIMM0353","PRIMM0354","PRIMM0357","PRIMM0361","PRIMM0365","PRIMM0378","PRIMM0380","PRIMM0381","PRIMM0383","PRIMM0386","PRIMM0387","PRIMM0391","PRIMM0394","PRIMM0398","PRIMM0399","PRIMM0403","PRIMM0404","PRIMM0411","PRIMM0417","PRIMM0421","PRIMM0422","PRIMM0423","PRIMM0424","PRIMM0426","PRIMM0427","PRIMM0434","PRIMM0435","PRIMM0445","PRIMM0447","PRIMM0455","PRIMM0460","PRIMM0461","PRIMM0467","PRIMM0473","PRIMM0474","PRIMM0475","PRIMM0477","PRIMM0483","PRIMM0498","PRIMM0511","PRIMM0513","PRIMM0516","PRIMM0521","PRIMM0525","PRIMM0526","PRIMM0532","PRIMM0536","PRIMM0541","PRIMM0543","PRIMM0544","PRIMM0546","PRIMM0549","PRIMM0551","PRIMM0557","PRIMM0559","PRIMM0561","PRIMM0563","PRIMM0565","PRIMM0567","PRIMM0569","PRIMM0571","PRIMM0573","PRIMM0575","PRIMM0576","PRIMM0578","PRIMM0589","PRIMM0590","PRIMM0594","PRIMM0597","PRIMM0601","PRIMM0602","PRIMM0610","PRIMM0611"
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis",5798641,7450887,905573,1296417,2809515,467658,458380,4508473,1400986,3989025,762223,1962639,942370,269991,351888,2026541,367864,1709015,599865,757086,31648,518496,79923,2396069,2004096,16553836,583722,738262,1446879,73950,1058,47099,1211775,59333,141400,922296,405195,310381,1452618,719423,1235882,1744,595366,493982,1951270,123825,0,223347,146138,69196,54223,239208,13942,67246,13767,58127,110550,1877587,129315,138360,1483776,23559,7147,154643,505391,597323,1242075,420995,176604,11466,241096,118667,2941279,148389,2805,901322,168721,418,1515930,203250,31648,83040,2405652,1692,83215,283908,47470,2213,238,46813,2238,85352,4613,110468,0,63103,1706624,6153,33519,20257,849908,196611,190038,474863,8696,64463,11376,243001,55771,67998,1328,65707,185018,2719,0,11747,5817,20318,9004,1524,0,2299,354969,3133,10560,220742,537,3825,29841,4000,2026,118188,514,60515,246845,493,408,623350,74081,1727121,1567056,62097,1138089,63099,505413,1893810,2063626,7525,168791,1315166,725755,764721,270233,13776253,1046289,1300252,333172,16249,50775,439408,36355,147743,380307,3060495,1918009
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bicirculans",3371395,1089854,445,243881,0,330150,548564,0,0,206353,58428,18654,77980,5034,80327,108814,37287,2108794,1779,38338,160116,14107,0,45284,225550,1317,13541,522038,0,0,15252,0,0,62646,0,0,526595,0,0,114681,327543,29436,12238,202295,716252,10294,0,18785,223748,0,0,233724,0,9951,17325,0,0,940522,0,264525,21777,7039,0,0,0,5182,20193,0,0,0,18253,155771,0,43144,0,458217,2235143,0,74016,32919,0,9797,0,4460,455653,6410,0,0,0,0,50943,212469,5553,0,0,0,79604,0,0,0,857858,0,29632,187186,0,3765,0,12739,0,15425,1412,11090,0,0,0,0,7278,36073,23636,0,0,0,122,0,0,17630,20255,0,0,0,12184,2008063,0,6548,77321,0,39,23471,19781,0,0,57750,0,590216,0,180656,350217,0,90814,0,10831,1858274,13134,0,75550,164278,844529,9158,1809,272904,1895,25004,0,43410,902868
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus",1853893,3692127,0,1799234,685209,7300434,692260,3221856,413022,1258296,0,0,668286,0,0,2381096,408,2517,1630741,206480,5253,38632,14578,1317364,467316,588209,211187,201110,4103,109727,162,8284,861,52885,92771,367131,93531,183845,4317,77542,212238,552,3213486,305,210350,9713,0,9664,4653,48664,4604,130,3404,12724,21113,6230,70030,191490,58341,0,670782,102891,0,7932,135010,837921,83358,142090,68037,2625,53820,25416,231971,70829,473,624996,108258,0,1149,789,2306,25844,0,977,58284,211901,3871,600,0,9253,883,64854,65,1208628,11432,8117,863237,544,0,13311,257174,53239,42736,3126,392,30000,13013,620674,56851,88339,0,3405,267,1616,0,0,1318,7655,41882,0,0,941,0,0,23718,147439,1118,0,18641,0,17635,427625,0,62500,1214288,19627,0,448428,111025,0,2613234,205158,3966284,161266,4245523,496720,1344077,201810,684717,0,358710,1002442,1364722,0,524016,0,273924,15573,181060,545015,4862,556550,328017,2328352,1853536
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei",1454557,140434,2661323,336687,0,0,26934,784998,1256963,136041,4296521,0,69105,31334,174433,2643,2788812,514547,202981,183124,780,450397,0,49269,1365,2469865,11029,2444,1719266,1993,0,0,1409214,22670,34596,20596,1632,0,256523,666000,359213,2167,113989,38311,712574,2416,0,0,47748,354,37640,29242,0,439,6193,6493,37657,47013,0,112694,519262,0,0,132586,2329,0,0,281054,0,0,93270,13078,16638,0,444,583645,60255,0,810896,202534,3476,0,394026,782,71219,3407,10420,607,0,1377,227,0,84,758,0,39304,201795,0,0,11738,433593,0,0,39825,1171,20336,0,48260,1621,0,0,0,29037,1131,0,0,6466,0,27050,12516,0,39554,117491,0,0,566,0,4067,4209,285,0,55316,612,6527,0,5487,730,49187,8054,8062751,0,9232,158528,10212,0,799524,123927,5135,0,3444013,358582,23469,533125,7170193,1121806,174611,2361,0,0,0,7919,0,2311738,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii",1196026,730276,984592,281326,4161,1712615,1274716,1667979,155140,660834,971189,13894,82586,297533,1730274,815464,1043418,1194192,228578,517282,380442,341318,56137,430944,219170,169274,217217,1361878,960970,25304,21636,29240,1747306,440523,14374,831492,131796,380404,836187,794247,617504,3181,1300818,518739,903835,450684,3010,105495,1123614,22560,6498,479501,32190,202821,319226,19059,0,3835441,152013,284465,826160,68993,13607,384890,41078,205504,153990,887876,18619,224286,205513,647978,7528,31915,87782,5360256,12320998,7469,1734558,40560,45694,181947,844151,274330,1141374,4959639,2130570,174707,1283094,129756,3900,1375378,429236,61839,0,206842,1139819,42682,190344,1962144,4999161,219885,179910,237249,1430312,284528,752215,499408,103433,106670,3586,381943,31161,744646,0,396675,68328,428772,1205431,155818,3070,671,800473,575312,4288555,387668,477649,50662,2023204,17386,550619,2204557,268124,1489155,1945139,14869,58003,3354945,1068542,4625817,1109477,184542,534614,990452,1173991,1277810,1066725,1065329,825433,506816,862588,1090068,689031,9324,2382154,350677,350773,607777,514618,805411,17301,3661641,1783113,506408,1245648
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_plebeius",1011513,7870373,0,2025093,0,0,0,7205217,0,4265843,0,0,0,0,13440,0,0,0,0,0,0,0,376,0,0,0,14109,64181,0,0,0,0,110156,0,0,0,12239,0,0,0,0,1373,0,3006,0,0,0,0,0,0,0,6326,13540,0,1522,0,0,0,0,0,0,0,0,0,0,0,0,3745,0,0,0,64500,12821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52081,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5334,0,0,10828,0,0,868,0,0,0,0,71782,0,53591,18791,0,0,22088,0,0,0,0,0,0,0,0,0,0,91601,0,0,0,0,0,0,0,0,371831,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae",992065,236089,185960,0,63397,0,0,30333,81052,0,1707041,0,0,0,0,0,423372,0,366020,0,0,0,0,211998,0,0,691,0,0,0,0,0,0,0,64101,0,0,0,0,0,0,0,1005997,0,0,0,0,2109,18993,0,0,0,0,0,0,0,0,42916,0,0,0,0,0,0,0,0,325022,0,0,0,0,0,841,0,0,199899,535,0,85709,0,0,0,0,0,0,0,0,0,0,2417,0,0,0,0,0,0,0,0,0,0,0,866,0,0,0,0,0,2099,0,0,0,0,0,0,0,0,0,0,3084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9989,0,0,0,0,0,0,0,0,0,0,0,20166,0,0,17723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris",979471,2027031,308674,0,0,13628937,0,5868051,584911,0,2198870,0,8369,0,46631,302776,0,0,321649,252272,326,826,6491,582296,0,560,1851,448161,709,859,0,0,0,5996,0,0,135,47116,0,206744,0,0,374410,7298,340845,867,0,0,2615,1570,0,5959,682,0,3895,0,10843,0,0,0,0,0,0,613,0,0,0,0,0,0,2467,11838,145677,0,0,318309,485,0,0,0,0,0,0,0,0,25353,0,0,0,8496,0,12091,0,55968,0,0,216974,547,0,5235,392832,166,0,0,0,0,4787,640436,0,19098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264146,0,0,0,0,4858,451846,0,0,210358,0,0,20907,6462,0,0,43790,0,0,505660,1121620,1188718,37372,0,0,0,191872,388176,0,742890,0,0,0,4509,0,0,185733,234727,2645008,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens",978374,15714,13155,21081,33524,5373,455519,152822,2974,0,0,990311,72443,37,0,390359,0,156724,4696,5633,1075,1346,0,15937,6994,3392,1158,14707,0,17773,5349,0,9625,6892,0,3246,6109,0,1105,10309,10110,1981,55162,0,13522,13679,0,115,15958,1291,0,29074,839,3990,16694,0,0,0,0,11026,49655,2234,0,2155,0,25912,9723,5748,0,0,490,9260,0,8109,0,2861,821023,9834,520114,1622,0,0,2675,0,37395,590683,574,2023,45115,0,0,6810,0,0,0,0,20933,0,0,1205,194402,2609,2267,10433,29177,40,0,0,0,298,0,907,1186,796,0,0,2949,1872,0,0,0,0,0,0,80135,1860,0,0,6450,0,0,35005,0,0,0,2788,0,169681,24934,39666,46006,108992,0,136633,49810,0,584734,5385,34513,37271,39084,206390,39279,0,170074,32625,5168,2282,0,28752,0,23753,52713,0,105201
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_279",879205,1964255,0,0,0,4941032,1841306,3786388,0,0,0,0,0,0,0,0,0,0,0,0,0,78862,0,0,0,0,0,0,0,0,0,0,0,120003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2342,273599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23444,146649,0,0,522,0,0,0,0,0,0,0,0,0,45958,0,0,0,0,0,870,0,0,0,0,0,20295,517271,0,15071,0,0,0,287821,41262,0,7866894,0,0,0,0,0,0,122437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron",714752,19273,166985,280958,261120,486562,62450,627316,73985,590093,144552,0,591269,0,14539,123861,6374,39076,3575,15341,1525,0,0,0,0,8370277,41774,17582,118172,5698,0,9192,0,18364,19988,59616,39531,22615,16916,305536,228268,0,51718,16960,328573,23413,0,14139,9146,0,0,11962,453,6900,5495,1733,3407,1041142,26896,37301,19560,4076,758,5635,12192,228312,1668763,14775,11613,0,12665,0,0,0,850,81555,832,0,0,13438,0,0,116420,0,25406,19765,1427,0,0,4547,0,5550,0,88806,3706,0,24265,0,0,0,87706,2643,67159,8293,2694,1199,1067,43362,54312,5365,0,566,159,782,0,0,0,0,6026,0,0,12640,1309,0,1708,0,0,0,599,0,0,83132,0,0,64885,0,0,235029,19562,49855,0,0,606379,9555,36090,66270,5387,2150,29160,155285,6810,0,432816,0,0,28682,0,2698,3574,0,0,88439,0,159160,349724
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae",686649,747345,1190986,583411,159613,1198172,405258,1083695,290112,0,240364,1417959,323878,0,37139,199937,288,0,211994,103391,13273,121351,11276,192709,237582,2582,143674,92572,298472,34296,567,0,419351,58438,0,138015,39721,0,8374,59867,0,363,482101,61027,88809,15215,0,21378,19869,81882,0,32950,6563,6577,27940,34,3214,0,79646,0,436727,0,0,22134,4551,881096,103450,26267,0,1053,22926,12931,209896,345227,2125,182,39358,0,326689,25859,426,14057,26011,0,8674,51377,1811,0,0,10123,0,54781,0,45073,4969,0,743274,439,0,455,108380,11653,0,160812,23435,19982,0,9459,15555,0,0,979,21254,0,0,194,7119,5772,7700,0,0,0,5414,0,5080,41074,0,0,2933,0,2242,60808,0,48926,792205,1318,0,121997,32935,794395,0,22973,257111,34221,831235,10240,539767,65255,38566,292703,0,133169,222436,0,0,117190,41211,2989,0,156507,7878,0,0,60794,59721
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae",646945,119186,365290,17772,113512,561452,46671,872546,138801,0,0,1702745,0,48913,19782,1061816,0,187225,122640,19807,15522,767309,946,208368,0,0,136021,37739,0,1795,0,2371,95084,15701,0,772901,168609,37913,7762,0,124751,2972,43631,97838,0,0,0,31658,27989,9305,19901,0,15476,10882,23496,0,0,2294333,15491,34171,320284,516197,16029,1061,10177,0,481409,67782,14054,2523,54414,90047,41867,352900,115,189,6685,0,272814,270753,0,19995,0,0,34122,151903,1716,0,0,12294,0,77051,1678,2186385,0,0,481327,0,0,18676,178898,81032,0,86257,2108,37266,0,17234,25338,0,0,3497,5027,0,0,150,17698,0,0,3747,0,6966,176858,0,9695,26901,0,525,247,0,22514,328906,0,19314,92806,4494,0,98127,1282,15218,0,170372,276867,16372,0,97650,936480,998,33331,248741,80987,120488,490895,21256,0,144909,0,4150,0,0,6514,0,485145,316768,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus",613245,31507,4417,85905,655,148965,0,35802,208087,0,237278,781919,1041,0,1413,0,0,556011,0,0,0,1365,0,0,499463,758,16409,0,2181720,0,0,0,0,0,14429,121977,0,0,0,144022,0,0,0,6452,0,0,0,0,1488,289,0,0,9071,0,0,0,0,301364,0,40012,18614,7536,33269,0,0,0,157010,1435,26445,0,324,28960,126354,38443,607,218250,5843,0,0,14423,0,314,0,60,122342,6158,0,0,0,0,0,33576,0,0,0,0,0,0,0,0,861099,6849,0,5270,0,9521,0,0,19188,630,0,0,0,92,0,70,0,928,0,0,0,0,0,0,589,0,0,0,0,0,0,0,0,1759,0,0,0,151407,12013,0,694053,318,0,0,0,110113,130028,4471,0,0,78917,0,0,0,0,19715,0,0,0,0,532,0,49776,0,151122
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus",443652,0,0,0,0,0,0,0,1023,0,0,0,0,0,0,0,0,0,128614,0,0,64586,0,12114,0,0,0,0,0,0,0,0,0,0,0,403472,0,0,0,0,0,0,0,0,0,0,0,0,0,927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20181,0,0,0,0,29512,0,0,250304,0,0,0,0,0,0,743155,17437,79086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3421,0,153559,0,0,0,0,0,2402,0,0,0,0,0,0,0,0,38876,0,0,0,99047,75601,0,0,0,0,0,0,0,0,0,0,0,0,445661,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii",426997,1241,6130,374929,12094,1624217,12311,229820,81199,0,138195,0,172867,0,187861,756410,350697,391367,19397,94453,0,163528,5257,20286,27761,131588,96583,33889,88458,0,0,244,28883,0,27286,6463,21230,658,3576,30595,33720,0,111548,29841,0,59353,0,54869,5154,0,0,6923,9919,0,10149,0,0,188627,0,7605,0,217306,995,34935,4355,0,65840,96985,17717,3113,29015,32342,830,5945,0,61933,23888,0,67738,90388,4195,42,0,0,36825,36985,8589,0,0,2682,0,28467,3498,30806,0,13465,57704,0,0,3487,162867,8719,16447,18315,10549,9011,0,160784,13669,4019,0,12711,0,0,0,1357,2172,12311,5736,0,0,0,0,0,683,230632,0,0,51,0,7474,116965,0,25255,15796,109,0,35355,13515,31,871777,23938,31121,29365,134003,41198,139560,2084,23085,10565,48288,30168,28674,0,0,11032,5630,0,0,0,5996,47797,27214,429,46463
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus",410613,3810,7839,86782,0,0,0,0,7151,0,0,33063,305,0,0,0,0,0,283363,102013,77040,0,0,284353,0,0,395155,0,0,0,0,0,143578,41463,0,6019,0,0,0,0,0,0,254895,654787,0,2539,0,524335,0,12238,0,0,12012,123363,0,0,0,1111,0,0,0,3319067,4182,2812,107,0,0,0,100555,92835,7347,242591,0,5284,0,11640,2101145,639396,74456,81301,0,0,0,0,105675,0,0,0,0,40495,0,1862,0,718,0,2912,120549,0,387,27088,0,77945,0,196672,8939,4921,0,0,884,0,0,19666,0,0,0,0,0,179637,0,0,0,0,133476,0,17704,17171,66934,0,170402,0,175246,1829305,2928,0,0,2673,0,186369,267524,0,693108,4549,0,1470987,0,0,0,316108,0,0,1271676,2897,76680,0,3281902,370614,0,0,0,0,0,0,11161,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila",329043,209312,0,143558,0,0,9743,378582,0,0,0,0,44549,0,3456,240501,0,0,95441,0,0,14558,0,114997,0,89891,44850,0,0,0,0,0,0,13135,0,0,0,0,0,0,0,0,0,0,0,4348,0,0,0,3788,0,0,8546,1052,442,0,3123,7269,3612,0,478136,0,64,3720,9453,0,0,2352,0,536,8039,63889,0,0,0,51258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11368,118,3976,0,0,125063,0,0,0,0,8950,0,377,0,0,0,3654,605,0,0,0,0,0,0,0,0,820,19866,0,0,0,0,0,0,256,0,0,0,0,816,29676,0,4118,888,0,0,37055,5381,211859,0,746,124903,0,119041,65664,0,19870,0,0,0,25548,12034,0,0,6348,0,304,0,0,0,0,330849,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus",296346,35004,33988,36066,0,61353,0,61115,3148,0,4203,0,60270,121746,79322,667183,288007,637185,75128,5247,194938,31213,89397,396668,0,316,12045,34182,1711,1380678,0,103810,46641,44222,391255,14942,1600534,190237,237899,3115775,291941,405534,337490,270077,98546,127197,0,1381694,171778,495669,1061918,128621,15771,462489,200341,310455,17373,8489,139205,206363,126226,39347,193628,1041724,483283,8884,367,70667,48508,0,3991,83909,3838,356182,0,715812,46092,6328,136203,18303,47462,32106,24534,303416,553511,837540,184135,78624,895079,138462,0,29760,106004,286855,0,6233,401718,80845,3128453,319415,143225,12254,110713,15846,4966,14912,1136332,13293,13780,66416,0,17412,259059,120788,0,3170,100154,13092,31439,466292,9702,64,109555,70884,708179,39111,22863,159172,4568,0,16949,127074,20588,96055,53143,68403,35204,5842437,622415,587363,380597,57186,0,61317,214723,458832,406745,31049,138768,70732,38124,679632,0,683749,143845,222467,222575,120055,513602,2769436,30816,396881,443920,61631,113260
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus",252872,518171,256520,427632,12842,924891,157292,920772,133383,195822,328666,0,21283,0,3899,112243,74925,172903,29109,74047,1812,178492,614,12538,220684,71459,17797,20189,73515,0,814,0,259998,25180,10304,123330,38925,29413,6723,22948,6703,0,101027,9906,23612,17147,0,5195,296,0,0,850,2153,6215,3014,91,446,37672,0,1670,3487,0,1683,1586,808,0,39079,55173,3137,813,15196,23358,42883,4546,0,149270,11171,0,201001,24223,0,13549,23645,0,8563,17675,3737,0,0,1442,0,17118,0,3468,0,1032,162043,0,0,3341,150612,3167,24329,15959,313,12901,0,3275,13598,1078,0,0,3269,0,0,0,178,1202,745,0,0,0,0,0,0,1687,0,0,0,0,0,51921,0,4125,13359,509,0,24841,2849,16905,244869,19620,148681,13476,234876,20498,69006,16182,19192,28125,30038,70475,129729,561637,117142,65190,9532,0,0,5640,0,5855,0,389219,77830
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_sp_CAG_409",241785,0,0,0,0,0,29771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668455,0,0,0,0,0,0,0,0,0,0,30545,0,0,0,0,0,0,0,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866,0,0,0,0,0,0,222518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15156,0,0,0,0,0,0,0,1162,0,0,0,0,0,0,0,0,0,0,0,0,88137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii",233068,31665,0,348503,1420319,0,2189,580308,27269,502535,15183,0,1144,618588,0,4708,0,160151,0,1714,1345,460328,263551,2128,1218,8755128,55749,6010,6538,2788,131,0,1636017,0,1399,1277216,2444,0,234533,1298970,2192404,1358,9089,626,2522,1647668,0,487183,14759142,1154,145,1554,1938100,2345651,7158302,0,0,10313660,1777,7436116,0,7624390,0,5921605,10878108,0,0,54505,352178,0,203962,245356,0,0,0,10082,1317281,3185232,3429045,1333853,175,0,0,0,4015144,908396,5377343,80301,0,32949,2549,157463,454,5712099,0,22095,2982866,0,5536,323009,19092,137271,497763,1980446,106252,3510,93,0,155192,1537,325931,0,743566,1272,272,9149,0,50326,0,0,1489,0,3354663,229913,120528,630353,201076,0,280131,0,243524,4471334,63745,0,4677593,257042,557489,312249,83210,128194,617282,0,0,986023,0,6048798,1141669,813749,23140,2722358,4135463,0,230764,9357403,17205398,6383589,2360142,0,2008788,0,996158,302733,0,0,1064116
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans",216162,184892,24976,82179,4785,32722,21068,243211,1758,10404,13690,13277,242239,315123,72576,2346241,18661,208475,157184,58588,239426,224682,15890,652783,45088,33661,26810,997429,159680,637972,18950,180713,1215665,124605,89074,175801,108294,0,22267,1491186,0,124786,3493619,138790,262390,1002107,0,573537,2277004,125735,105286,232823,78006,1176973,264327,163827,0,78297,65244,183528,311360,30231,66746,4803,1630536,37960,75770,88235,62732,179736,84441,270829,0,731,0,471366,1519279,310029,41423,8637,45270,402933,1405,196104,1597102,284910,355955,117926,0,58139,1652408,156752,1034,838225,556035,4896,732760,171740,3712448,575342,2919,7932,158794,412178,42076,135662,700358,178308,41534,30513,20126,56901,576995,1283918,0,5631,35067,9153,58732,1966076,3987,0,837493,448060,247654,12948,262933,92310,51480,157209,15067,1578588,21105,161279,618545,19082,69836,1722875,549879,1834393,291770,79807,0,349011,334857,36477,235294,392058,332148,169469,1149584,439402,18120,0,338778,334177,0,589176,826625,455453,1216,2177124,0,95318,585613
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis",206228,15036,0,40721,0,0,0,58076,11278,0,225349,0,2861,0,0,1903,0,14685,0,0,0,0,0,0,0,96715,0,28684,0,295,0,0,1334,0,0,5358,0,0,0,0,0,0,9836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,3529,1339,0,0,0,6952,0,3327,0,0,0,0,0,860,0,0,0,0,0,0,23567,0,0,0,0,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,195,0,0,1597,0,0,1009,0,11360,0,0,0,893,0,2659,25621,0,0,9393,17673,297,99058,0,0,4420,4990,0,22731,4477,0,15093,0,4779,6758
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_885",186309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260637,0,0,0,0,0,0,0,0,0,0,2729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
