	CSM5MCVF_P	CSM5MCVV_P	CSM5MCVL	CSM5MCVN	CSM67UBX	CSM5MCXH	CSM5MCXJ	CSM5MCXL	CSM67UE3	CSM67UE7	CSM67UFV	CSM67UFZ	CSM5MCZ5	CSM79HI3	CSM79HI7	CSM79HK9	CSM67UEW_TR	CSM67UEW_P	CSM67UEW	CSM67UF1_P	CSM67UF1	CSM79HOJ	CSM79HOL	CSM79HGH_P	CSM79HGJ_P	CSM79HIF	CSM79HIH	CSM79HIR	CSM79HIT	CSM79HJ4_P	CSM79HJ6_P	CSM7KOLM	CSM7KOSV	CSM7KOSX	CSM79HOX	CSM79HOZ	CSM7KONK	CSM79HQX	CSM79HQZ	CSM7KOKT	CSM7KOKZ	CSM7KOS7	CSM7KOMH	CSM7KOO9	CSM9X1ZO	CSM9X21T	CSM9X222	CSM9X215	ESM5ME9G_P	ESM5MEBA_P	ESM5MEBU	ESM5MEC3	ESM7F5AM	ESM7F5CB	ESM718TF	ESM718T9	HSM5FZBZ	HSM5MD7J	HSM6XRSI	HSM67VDP	HSM5MD7Q	HSM5MD7S	HSM6XRST	HSM67VHQ	HSM6XRT6_P	HSM6XRSZ_P	HSM6XRTA_P	HSM6XRTC_P	HSM5MD41	HSM6XRTM	HSM6XRVC_TR	HSM6XRVC	HSM6XRVK	HSM6XRS2	HSM6XRVM	HSM6XRVO	HSM6XRS6	HSM6XRS8	HSM7CYXE	HSM67VF9	HSM7CYYF	HSM7CYYH	HSM7CYYP	HSM6XRUZ	HSM6XRV2	HSM67VHB	HSM67VHD	HSM67VHF	HSM7CYZL	HSM7CYZR	HSM7CZ18	HSM7CZ1A	HSM7CZ26	HSM7CZ28	HSM7J4NE	HSM7J4NM	HSM7J4MY	HSM7J4OP	HSM7J4OT	HSM7J4OB	HSM7J4OE	HSM7J4OZ	HSM7J4K2	HSM7J4K4	HSMA33KE	HSMA33KM	HSMA33KQ	HSMA33KS	HSMA33OL	HSMA33IS	HSMA33QY	HSMA33R1	HSMA33LH_TR	HSMA33LH	HSMA33LJ	HSMA33MS	HSMA33QM	MSM5LLI2_P	MSM5LLE3_P	MSM5LLE9_P	MSM5LLGF_P	MSM5LLGD_P	MSM5LLHO_P	MSM6J2J3	MSM5LLHC	MSM6J2KC	MSM6J2IE	MSM6J2LN	MSM6J2LR	MSM6J2MB	MSM6J2QH	MSM6J2QP	MSM6J2LV	MSM6J2SE	MSM6J2RM	MSM6J2RO	MSM6J2RQ	MSM79HC8	MSM79HFW	MSM79HFY	MSM9VZF7	MSM9VZFF	MSM79H9W	MSM79HAL	MSM79HAN	MSM79H98	MSM9VZEK	MSM9VZEK_TR	MSM9VZEU	MSM9VZEW	MSM79H7G	MSM79H83	MSM79H85	MSM9VZGW	MSM9VZGY	MSM9VZMI	MSM9VZHX	MSM9VZKE	MSM9VZKI	MSM9VZIO	MSM9VZLB	MSM9VZLD	MSMA26CV	MSMA26DK	MSMAPC66	PSM6XBSU	PSM6XBT1	PSM7J1C8	PSM6XBTF_P	PSM6XBTH_P	PSM6XBV4	PSM6XBUG	PSM7J1B7	PSM7J1AM	PSM7J1AS	PSM7J1DF	PSM7J17T	PSM7J158	PSM7J16U	PSM7J17V	PSM7J17X	PSM7J12R	PSMA263M	PSMA264K	PSMA2659	PSMA265B	PSMA267R	PSMB4MBK	PSMA269O	PSMA26A1	PSMA26A3
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus	0.95761	0.15918	0.02268	0.03895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01577	0.01348	0.0	0.0	0.0	0.0	0.01632	0.01892	0.14174	1.30248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74998	0.5641	0.0	0.0	0.19227	0.18934	0.0	0.0	0.16871	0.17076	0.0	0.03144	0.08429	0.0379	0.05365	0.14711	0.0	0.0	0.0	0.01103	0.08286	0.36618	0.06765	0.0	0.0	0.09236	0.16807	0.42484	0.26636	7.52111	5.29752	0.00344	0.1535	0.14275	0.03619	1.07499	11.37509	1.33296	0.50756	0.0	0.0	0.00857	0.0	0.0	0.0	0.0	0.0	0.0	0.01498	0.00111	0.00427	0.05695	0.03437	0.0	0.0	0.02068	0.03214	0.0	0.0	0.0	0.50477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2126	0.32956	0.0	0.01671	0.0	0.00837	0.3705	0.20116	0.22646	0.0	0.0	0.01041	0.0	0.0	0.15764	0.25446	0.58344	1.73214	0.0	0.0	0.0	0.01668	0.0	0.0	0.0	0.0	0.14482	0.04091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02835	0.0117	0.0	0.0	0.20451	0.28377	0.0	0.0	0.5508	0.0	0.0	0.14117	0.12566	0.0	0.06519	0.04614	0.05359	0.13563	0.0	0.0	0.0	0.01718	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18522	0.0211	0.15288	3.10094	0.0	0.36843	0.27494
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bicirculans	0.0	0.00287	0.0	0.0	0.0	0.0	0.0	0.0	0.01109	0.04068	0.20494	0.07837	0.28062	0.0	0.0	0.0	0.1843	0.21236	0.18284	2.5094	2.71723	0.0	0.1825	0.0	0.0	0.0	0.0	7.17413	7.28427	0.0	1.8583	0.0	0.0	0.0	0.69351	1.62094	0.0	0.01707	0.05924	0.41169	2.06099	0.0	0.0	0.0	0.79233	0.0	0.0	0.0	0.0	0.0	0.03535	0.07491	0.03549	0.0	0.10803	1.18274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2507	1.0918	0.0	0.0	0.00785	0.44973	0.54805	0.7108	0.09781	0.0	0.0	0.0	0.0	0.0	0.0184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8401	0.05817	0.21263	0.0	0.0	0.0	0.2018	0.13611	0.0	0.0	0.0	1.35031	1.7304	0.0	0.0	0.0	0.0	0.0	0.57736	1.13943	0.0	0.0	0.24136	0.0	0.0	0.0	0.0	0.28431	0.3227	0.0	0.21827	0.0	0.20713	0.11217	0.22118	0.15811	0.0	0.0	0.0	0.0	0.0	0.0	0.07641	0.00865	0.0	0.0	0.0	0.16445	0.0	0.85479	0.0	0.0	0.81123	1.38357	0.66671	0.21279	0.28978	0.0	0.0	0.0	1.10986	0.14025	0.3856	0.17604	0.0264	0.26381	0.01557	0.0	0.0	0.24671	1.03844	0.94578	0.17555	0.13306	0.50349	1.15365	0.00831	0.10931	0.03802	0.04788	0.12057	0.15383	0.0	0.0	0.0	0.0	0.0	0.33202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24253	0.04641	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_CAG_257	0.14181	2.9201	0.05068	0.00514	0.0	0.0	0.0	0.0	0.02545	0.0	0.0	0.0	0.07304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00651	0.0	0.0	0.0	0.0988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02865	0.0167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01373	0.05474	0.0	0.0	0.0	0.01936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11473	0.24211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5778	0.06184	0.25993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11309	0.02468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00886	0.0021	0.0	0.0	0.05813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02764	0.07904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus	0.01425	0.6971	0.0	0.0	0.81957	0.03775	0.01442	0.00135	0.0	0.0	0.0	0.0	0.30895	3.91901	8.1988	0.00157	1.1642	1.13228	1.21405	0.04937	0.04392	0.0	0.0	0.0	0.0	0.14366	0.08172	0.0	0.0	0.0572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1829	0.02513	0.0	0.0	0.0279	0.45534	0.0	0.0	0.22838	0.07771	0.01747	0.0	0.0324	0.0	0.01517	0.0	0.00183	0.0	0.0	0.06644	0.12864	0.53496	0.77775	0.0	0.45657	0.39515	0.32534	0.0	0.0	0.09439	0.01624	0.02387	0.00898	0.2492	0.41789	0.15843	0.51331	0.04768	0.12059	0.0	0.0	0.0	0.0	0.28387	5.45642	0.02643	0.0	0.0	0.0	0.0	0.0	0.12088	0.0	0.23248	0.06119	0.00463	0.03515	0.0	0.0506	0.0	0.21166	0.0	0.02453	0.0	0.0	0.0	0.0	0.02754	0.32464	1.07486	0.99442	0.08843	0.16448	0.0	0.0	0.0	0.0	0.0	0.00066	0.0	0.0142	5.91352	14.39279	0.0	0.0	0.0	0.0	0.0	0.0	0.00982	0.89932	2.16166	1.30096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00946	0.00044	0.0	0.0	0.0	0.00598	0.09879	0.22459	0.05707	0.26424	0.0326	0.00095	0.0	0.0	0.0	0.0012	0.12684	0.01243	0.0	0.11801	0.0	0.0	0.31743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00185	0.02855	0.10691	0.04372	0.00454	0.12711	0.0	1.59786	2.90014	0.52001	3.05528	0.01664	0.0	0.0	0.0	0.00164	0.24459	0.00407	0.00348
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena	0.23587	0.23777	0.0	0.39701	0.63614	0.0	0.08741	0.01411	0.00688	0.15352	0.07268	0.01341	0.0	0.0	0.0	0.00125	0.22749	0.14799	0.2885	0.29694	0.45384	0.09404	0.53195	0.0	0.0	0.17488	0.10735	0.0	0.0	0.0	0.0202	0.13432	0.0373	0.13499	0.0	0.0	0.0	0.0	0.0	0.0	0.01459	0.34993	1.2839	0.0	0.01305	0.71771	1.02414	0.0	0.0	0.0	1.31226	0.52721	0.03423	0.0	0.54841	0.08612	0.0	0.00818	0.0	0.0	0.0	0.0	0.23718	0.41123	0.92714	0.16148	0.1048	0.01066	0.21285	0.49172	0.04919	0.07758	0.64164	2.62717	0.67238	0.38754	0.0	0.0	0.02212	0.0	0.42957	0.12085	0.09897	0.75831	1.37183	0.01697	0.13958	0.02956	0.11743	0.0822	1.96147	0.40146	0.42228	0.53901	1.01019	0.30475	0.03962	0.0	0.09294	0.0	0.0	0.0056	0.0931	1.81873	1.79743	0.20006	0.0	0.0	0.0	1.20164	0.09006	0.00155	0.0	0.0	0.0	0.16151	0.99431	0.0	0.0	0.0	0.0	0.0	0.03901	0.06726	0.0478	0.02647	0.05735	1.38328	0.91541	0.89671	0.15806	0.0	0.0	0.0	0.66117	0.02918	0.02009	0.29662	0.06495	0.17733	0.0	0.0	0.47524	0.12441	0.42192	0.41349	0.73879	5.00203	0.0	0.0	0.0	0.0567	0.14375	3.19235	0.79665	0.0	0.0	0.01802	0.01849	0.0	0.46997	0.01699	0.1336	0.02191	2.67022	0.22315	0.18954	0.17698	0.17349	0.07872	0.0	0.00121	0.04536	0.0	0.0	0.09066	0.0	0.05868	0.10839	0.0	0.0	0.26622	1.66886	1.0426	0.27667	0.18813	0.0	0.0	0.12232	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii	0.27454	0.55316	0.0	0.00716	0.34302	0.0	0.0	0.00169	0.0	0.0	0.0	0.00845	0.0	0.0	0.0	0.0	0.04539	0.03332	0.09345	0.09076	0.09879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01211	0.0	0.0	0.01739	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.02512	0.0	0.0	0.06265	0.30506	0.02913	0.07885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00178	0.0	2.60436	0.00433	0.34655	0.04377	0.10997	0.04205	0.0	0.03361	0.6392	0.44347	4.22404	0.35472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05841	0.01289	0.02623	0.01896	0.00996	0.10871	0.17217	0.0	0.01628	0.15388	0.18077	0.13228	0.11418	0.0	0.0	0.00139	0.11763	0.09162	0.0	0.0	0.0	3.34682	0.58373	0.08669	0.10095	0.02247	0.11138	0.12582	0.00111	0.05995	0.0399	0.00241	0.01319	0.14477	0.0	0.0	0.0	0.08137	0.00571	0.0	0.02468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47291	0.38996	0.00961	0.03447	0.0	0.01446	0.0	0.01046	0.00738	0.02412	0.04912	0.03538	0.08293	0.04655	0.41488	0.0	0.6626	0.51489	0.0	0.0	0.00091	1.18939	0.06342	0.0	0.0	0.04558	0.0486	0.0	0.00315	0.0	0.0	0.0	1.71453	0.00381	0.01292	0.02129	0.04187	0.05911	0.0	0.0	0.0044	0.00816	0.06774	0.15188	0.00852	0.15545	0.03754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00875	0.17514	0.0	0.01429	0.05061
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_bolteae	0.10709	0.14287	0.0	0.0	0.00558	0.06223	0.00085	0.0448	0.41056	0.0	0.0	0.0	0.46429	0.0	0.0	0.02523	0.0356	0.0058	0.04439	0.02155	0.00247	0.0	0.0	0.00705	0.0	0.01724	0.08797	0.0	0.0	0.00657	0.0	0.0	0.0	0.0	0.0	0.0	0.03226	0.00692	0.04185	0.0	0.00367	0.00776	5.98131	0.0	0.0	0.08194	0.01265	0.0	0.0	0.0	0.0	0.00043	0.0	0.0	0.0	0.0	0.0946	0.03134	0.0	0.0	0.0	1.42484	0.0	0.0	0.16913	0.04501	0.0351	0.0	0.27613	0.0	0.00042	0.00507	0.07154	0.89319	0.80631	0.03465	0.0	0.0	0.00207	0.0	0.03248	0.02804	0.14056	0.0	0.0	0.06043	0.04666	0.04794	0.0	0.0	0.00769	0.00952	0.0	0.00038	0.0776	0.01266	0.0	0.0258	0.0	0.0	0.00087	0.0414	0.0	0.0	0.00689	0.3174	0.57899	1.41632	0.00519	0.0	0.0	0.0	0.03361	0.0	0.1251	0.0	0.00362	0.00218	0.18098	0.0	0.0	0.0	0.0	0.00801	0.0	0.0	0.5578	0.50821	0.24527	0.39361	0.0023	0.0	0.35563	0.26955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00266	0.0	0.00132	0.0	0.00985	0.0	0.0	0.05034	0.02903	0.0	0.00922	0.0	0.0	1.68948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0817	0.42491	0.01469	0.0	0.00881	0.0	0.19501	0.26457	0.0	0.06137	0.0962	0.0	0.60645	0.0	0.00566	0.0	0.0	0.0689	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_38	0.11045	0.113	0.0	0.0	0.53019	0.0	0.0	0.0	0.0	0.16975	0.0	0.0	0.0	0.0	0.0	0.18909	0.0	0.0	0.0	0.0	0.0	0.82963	0.66788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.02763	0.10879	0.0	0.0	0.0	0.03969	0.08811	0.0625	0.34804	0.1189	0.75145	0.0	0.23805	0.0	0.0	0.58552	0.05742	0.05365	1.45423	0.5481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85534	0.0541	0.26862	0.03018	0.0	0.0	0.0	0.0	0.81091	0.71531	0.91862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00805	3.42657	0.0	0.05266	0.0	0.0	0.0	0.0	0.1133	0.00501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35882	0.0	0.25998	0.53083	0.0	0.0	0.0	0.0	0.0	2.36713	2.54253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19576	0.53412	0.18678	1.01265	1.12456	0.0	0.033	0.06657	0.60821	0.0	0.0	0.0	14.86019	0.33498	0.27995	0.0	0.0	0.0638	0.09785	0.04425	0.09139	0.02559	0.00536	0.04159	0.07986	0.00836	0.00314	0.0	0.04876	0.3631	0.0	0.0	0.0	0.0	0.0	0.0	0.01622	0.03862	3.62557	0.65836	0.30334	2.0629	0.022	0.0	3.54642	0.00391	0.0	0.0	0.60189	0.0	0.0	0.04834	0.07084	0.0	0.06759	0.0	0.0	0.36237	0.0	0.0	0.02362	0.0	0.0	0.0	8.74657	7.08388	0.0	0.0	0.0	0.2705	0.10954	0.04529	0.65518	0.68099	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_saccharolyticum	0.00461	0.07642	0.69258	0.34179	0.02309	0.00197	0.01175	0.00902	0.0	0.0	0.0	0.0	0.19412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06904	0.33092	0.0	0.0	0.0	0.0	0.0	0.0	0.01202	0.00991	0.0	0.0	0.0	0.0	0.0	0.01546	0.0152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48337	0.02227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00624	0.00115	1.89629	3.408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04464	0.00133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00158	0.00389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3499	0.00993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0642	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens	0.13262	0.20907	0.0	0.0	0.0	0.0746	0.01491	0.10895	0.02032	0.01041	0.00286	0.0	0.01718	0.0	0.0	0.16955	0.0	0.0	0.0	0.0	0.0	0.0	0.02295	4.30651	0.52992	0.17454	0.21937	0.07991	0.48427	0.0	0.0	0.00244	0.00585	0.06617	0.0	0.0	0.0245	0.0	0.0	0.01846	0.06266	0.95494	0.0	0.0	0.00241	0.00713	0.0	0.0	0.0	0.0	0.0	0.0	0.00219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17521	0.47349	0.0	0.0	0.00505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.00929	0.01628	0.0	0.09458	0.91009	0.0	0.0	0.0	0.0	0.02129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00499	0.0	0.0	0.0	0.0	0.0	0.31282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49759	0.0	0.0	0.0	0.0	0.0	0.17198	0.84954	0.0	0.0	0.00685	0.0	0.00312	0.0	0.0	0.02969	0.0	0.0	0.00086	0.01184	0.0	0.0	0.0	0.0	0.3548	0.03117	0.0	0.0	0.0	0.0	0.0	0.01485	0.00089	0.0	0.0	0.0	0.0	0.00157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Clostridiales_bacterium_1_7_47FAA	0.00115	0.07744	0.0	0.0	0.00978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00085	0.00292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08212	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus	0.24865	0.33437	0.03826	0.08744	0.0	0.02973	0.15226	0.04924	0.01473	0.32633	0.45689	0.16	0.0	0.0	0.0	0.01589	1.36438	1.29128	1.80077	3.34895	3.6196	1.82871	0.28022	0.0	0.0	0.0	0.0	0.20619	1.04643	0.0	0.0	0.02814	0.0	0.06287	0.0	0.0	0.0	0.01003	0.07986	0.0	0.0	0.03695	1.27695	0.15063	0.02727	0.62538	0.06785	0.44214	0.06245	0.5029	0.68351	1.19548	0.03206	0.27235	0.06829	0.02666	0.08107	0.17561	0.0	0.0	0.0	2.37948	0.22085	0.01823	0.21833	0.0	0.57206	0.20928	0.05917	0.06825	0.16826	0.12147	2.72388	1.64281	6.08725	1.08097	0.0	0.0	0.05615	0.0	0.65585	0.95368	0.0608	0.59721	0.24675	0.25938	0.6178	0.30151	1.40463	0.55856	0.15141	0.27714	0.2884	0.39628	2.64974	3.0177	0.0	0.0	0.10254	1.71964	0.7701	0.30464	0.52457	0.84324	2.72476	1.84773	1.48847	0.64633	0.01028	0.04997	0.03213	0.00101	0.00069	0.0	0.0	0.08201	0.21501	0.11582	3.05076	1.95374	0.10432	0.00042	0.0	0.05268	0.0	0.0	0.35303	0.0	0.0	0.0	0.00058	0.0	0.47593	0.14252	0.05082	0.15183	0.00782	0.23745	0.03005	0.07509	0.24975	0.56753	0.05848	0.14122	0.16371	0.3479	0.48305	0.01704	0.0	0.0	0.59589	0.08063	0.07129	0.21448	0.0	0.18406	0.10996	0.22553	0.3937	2.55218	0.35592	0.04172	0.01601	0.01347	3.8313	1.33532	0.48963	1.12467	0.1335	0.09349	0.03691	2.7782	0.00776	0.0	0.0	0.00464	0.0	0.01376	0.78413	0.0	0.3171	0.0	0.0	0.0	0.08997	0.15437	0.1944	1.97792	0.11764	0.39762	1.57553
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum_lactatifermentans	0.03954	0.20828	0.0	0.0	0.0	0.02051	0.07806	0.11845	0.0	0.0	0.0	0.0	1.17838	0.0	0.0	0.00768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04757	0.30769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03144	0.0	0.0	0.27106	0.0	0.03533	0.0	0.0	0.0	0.01037	0.0	0.0	0.0	0.0	0.00795	0.01088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06598	0.0	0.0	0.0	0.0	0.47213	0.19644	0.00161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28901	0.05499	0.0	0.0	0.12711	0.20514	0.0	0.0	0.0	0.0	0.0	0.0	0.13531	0.0	0.51857	0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00292	0.02559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07624	0.09264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03551	0.0	0.0	0.00912	0.15603	0.00322	0.08533	0.03588	0.06585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02066	0.03074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11438	0.05077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04302	0.02242	0.0
