,0
batches_shannon_pval,9.379112659055871e-06
biovar_shannon_pval,2.412024486048376e-08
rf_baseline_likelihood,0.7373798076923077
rf_average_acc,0.7680288461538461
rf_macro_precision,0.8401767178343884
weighted_precision,0.8032138004364453
macro_recall,0.5620357367320715
weighted_recall,0.7680288461538461
macro_f1,0.5442519193381299
weighted_f1,0.6958675044019512
auc,0.5620357367320715
batch_aitch_r2,0.009313356985330732
batch_bray_r2,0.08106025336502794
batch_aitch_pval,0.001
batch_bray_pval,0.001
biovar_aitch_r2,0.002779355488118831
biovar_bray_r2,0.013455174061946008
biovar_aitch_pval,0.014
biovar_bray_pval,0.001
