"","frank_P10","frank_P14","frank_P16","frank_P17","frank_P22","frank_P23","frank_P24","frank_P25","frank_P28","frank_P30","frank_P32","frank_P33","frank_P34","frank_P35","frank_P39","frank_P42","frank_P44","frank_P45","frank_P46","frank_P48","frank_P49","frank_P52","frank_P53","frank_P54","frank_P55","frank_P56","frank_P57","frank_P58","frank_P59","frank_P61","frank_P63","frank_P64","frank_P65","frank_P66","frank_P67","frank_P68","frank_P69","frank_P7","frank_P8","SAMEA104335941","SAMEA104335942","SAMEA104335943","SAMEA104335944","SAMEA104335945","SAMEA104335946","SAMEA104335947","SAMEA104335948","SAMEA104335949","SAMEA104335950","SAMEA104335951","SAMEA104335952","SAMEA104335953","SAMEA104335954","SAMEA104335955","SAMEA104335956","SAMEA104335957","SAMEA104335958","SAMEA104335959","SAMEA104335960","SAMEA104335961","SAMEA104335962","SAMEA104335963","SAMEA104335964","SAMEA104335965","BCN-01_1","BCN-02_1","BCN-03_1","BCN-04_1","BCN-05_1","BCN-06_1","BCN-07_1","BCN-08_1","BCN-09_1","BCN-10_1","BCN-11_1","BCN-12_1","PRIMM0001","PRIMM0002","PRIMM0003","PRIMM0004","PRIMM0005","PRIMM0007","PRIMM0008","PRIMM0013","PRIMM0017","PRIMM0029","PRIMM0030","PRIMM0032","PRIMM0035","PRIMM0044","PRIMM0050","PRIMM0059","PRIMM0060","PRIMM0062","PRIMM0064","PRIMM0068","PRIMM0069","PRIMM0077","PRIMM0078","PRIMM0079","PRIMM0080","PRIMM0087","PRIMM0088","PRIMM0091","PRIMM0094","PRIMM0109","PRIMM0111","PRIMM0113","PRIMM0116","PRIMM0117","PRIMM0123","PRIMM0129","PRIMM0137","PRIMM0140","PRIMM0143","PRIMM0154","PRIMM0155","PRIMM0159","PRIMM0162","PRIMM0166","PRIMM0168","PRIMM0171","PRIMM0178","PRIMM0181","PRIMM0193","PRIMM0197","PRIMM0199","PRIMM0201","PRIMM0204","PRIMM0210","PRIMM0215","PRIMM0218","PRIMM0219","PRIMM0220","PRIMM0232","PRIMM0234","PRIMM0240","PRIMM0241","PRIMM0242","PRIMM0256","PRIMM0261","PRIMM0264","PRIMM0266","PRIMM0271","PRIMM0276","PRIMM0278","PRIMM0281","PRIMM0287","PRIMM0300","PRIMM0301","PRIMM0308","PRIMM0310","PRIMM0325","PRIMM0328","PRIMM0331","PRIMM0352","PRIMM0353","PRIMM0354","PRIMM0357","PRIMM0361","PRIMM0365","PRIMM0378","PRIMM0380","PRIMM0381","PRIMM0383","PRIMM0386","PRIMM0387","PRIMM0391","PRIMM0394","PRIMM0398","PRIMM0399","PRIMM0403","PRIMM0404","PRIMM0411","PRIMM0417","PRIMM0421","PRIMM0422","PRIMM0423","PRIMM0424","PRIMM0426","PRIMM0427","PRIMM0434","PRIMM0435","PRIMM0445","PRIMM0447","PRIMM0455","PRIMM0460","PRIMM0461","PRIMM0467","PRIMM0473","PRIMM0474","PRIMM0475","PRIMM0477","PRIMM0483","PRIMM0498","PRIMM0511","PRIMM0513","PRIMM0516","PRIMM0521","PRIMM0525","PRIMM0526","PRIMM0532","PRIMM0536","PRIMM0541","PRIMM0543","PRIMM0544","PRIMM0546","PRIMM0549","PRIMM0551","PRIMM0557","PRIMM0559","PRIMM0561","PRIMM0563","PRIMM0565","PRIMM0567","PRIMM0569","PRIMM0571","PRIMM0573","PRIMM0575","PRIMM0576","PRIMM0578","PRIMM0589","PRIMM0590","PRIMM0594","PRIMM0597","PRIMM0601","PRIMM0602","PRIMM0610","PRIMM0611","SAM_01","SAM_02","SAM_03","SAM_04","SAM_05","SAM_06","SAM_07","SAM_08","SAM_10","SAM_11","SAM_12","SAM_13","SAM_14","SAM_15","SAM_16","SAM_17","SAM_18","SAM_19","SAM_20","SAM_21","SAM_22","SAM_23","SAM_24","SAM_25","SAM_26","SAM_27","SAM_28","SAM_29","SAM_30","SAM_31","SAM_32","SAM_33","SAM_34","SAM_35","SAM_36","SAM_37","SAM_38","SAM_39","SAM_40","op146_M1","op147_M1","op151_M1","op152_M1","op153_M1","op155_M1","op157_M1","op158_M1","op159_M1","op160_M1","op161_M1","op162_M1","op163_M1","op164_M1","op167_M1","op168_M1","op174_M1","op175_M1","op176_M1","op177_M1"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans",263439,944,882601,3964,69566,26196,9197017,682414,632,1707112,11450,4849,144729,456084,1252419,208477,0,0,6926,0,763698,230511,4463,11820,3712,923033,71281,1545049,5195,2255142,992271,3019453,2145,1896066,3540,59013,977999,0,154945,55370,27037,3065907,13456,42633,491213,3334,14930,87,0,23774,0,279162,231578,84074,0,0,0,0,107577,0,23585,3531,0,0,25580,85423,157242,66761,0,74004,75088,658136,43769,0,171132,76906,89753,5341,846,876070,15181,2215,49348,2965,1619,170509,1276,559290,11692,0,55004,38664,9487,212,0,0,199361,0,1160,35569,16122,0,217,479030,544095,0,133487,4478,58915,14191,0,23255,76017,60265,0,28751,0,6843,15544,1325,0,111905,26456,37943,60011,11326,4582,18436,16487,47487,13742,0,1133,3268,4647,29137,0,0,0,313087,697216,165,0,0,0,2361,1885,3089,145822,25087,31200,0,11060,4182,0,28579,0,135581,0,7625,265357,4221,0,31869,823951,13356,0,633,3800,1711,1528,869,5092,0,0,1541,0,79340,0,5491,158750,8663,101939,0,0,0,0,2798,513746,6918,2499,15470,9920,0,4920,725552,1285,284752,144913,3996,0,14987,1934,37511,865,117890,51233,203812,427159,73375,3984,412607,32734,388478,7337,542715,51087,0,605694,213,109477,16497,226689,30318,12873,210271,350357,9835,117981,1402849,3479,209421,93236,708114,0,0,744483,25996,417506,1187175,403993,561154,120360,9503,384885,0,82143,10986,8649,0,0,59425,0,733980,0,373084,171886,0,0,703226,0,108360,0,158386,2686389,49467,91248,599632,0,398672,45786,467259,858933,34226,16882,292789,24773,795440,0,2403,10233,170456,394740,117587,188949,41276,546043,20264
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_CAG_317",254650,88321,1896,0,0,632364,10382,3498,4236825,187874,162501,56786,198609,156270,3111964,0,461,24090,1615616,43992,0,294,561375,109375,3313860,0,12238,2889,1869,1192929,203486,377751,60406,488586,0,12491,63796,0,84009,12221,4184,6569,0,0,2032,36948,186326,12750,0,12893,5866,0,0,0,0,0,25825,970877,0,0,0,0,0,0,0,0,0,0,635,0,0,0,0,0,0,0,99629,0,0,69308,3728,0,96,0,0,0,0,988,48107,2154,0,2558,526916,0,107964,0,5516,0,0,0,0,0,0,13566,0,0,0,0,0,0,0,0,0,0,100193,0,0,0,0,0,1291287,0,0,0,1705,0,62500,241024,0,0,0,0,7713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41808,0,0,0,0,1831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69778,0,0,0,23961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2776,0,0,0,0,0,655,0,0,0,0,0,0,0,8434,0,0,0,2311,0,0,501590,645,56459,114433,0,0,52656,0,0,846799,113565,1073,13674,0,0,0,0,0,1539591,267271,79469,150776,0,0,532,28298,0,89074,31304,29546,140417,0,400665,0,885655,15317,97593,381259,18648,1454139,11569,1870,1622319,7103,12209,3351,231590,4114,0,0,0,0,0,0,0,0,0,0,0,21481,826916,0,0,0,20417,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_pectinoschiza",253629,0,219722,0,952785,749243,23940,1251562,1170016,0,9669,9816,218405,8160,7238816,0,0,0,2087260,979,0,6010,0,0,0,0,120,0,267,762,2296419,541460,10964,0,0,0,0,468,1757185,0,373838,3086900,78157,44810,0,22356,0,0,0,215982,0,715022,0,96809,17644,0,868982,0,577800,258268,0,0,193124,0,356,2767,0,438390,0,0,0,616910,0,0,0,0,0,0,0,145247,0,0,0,1256,0,1484,0,0,0,0,8781,0,8258,14318,0,0,144548,423,0,95456,0,0,465,2491,11570,0,0,28359,37,13290,0,0,6141,45264,1646,10575,0,1233,17817,0,0,19044,0,31992,2502,0,0,0,0,0,0,0,0,0,371,14164,0,0,0,61095,703148,1207,0,13508,0,0,1563,0,26158,249830,0,0,0,0,0,0,0,4556,0,0,27230,0,0,0,0,0,0,0,0,253,7771,0,0,0,0,1983,0,0,0,328,0,0,30282,0,0,0,3833,0,46490,579,0,46183,15814,0,0,0,0,253,0,6205,0,5324,0,0,0,162217,0,0,1363936,0,133110,252171,52255,0,0,0,88560,0,71835,0,84842,0,71,5049,0,0,5487,7069,196121,2887,107095,70698,0,1144197,0,0,0,3677665,0,71915,0,199464,4936087,0,0,0,736559,448,1822656,94713,0,532201,0,0,0,1212858,547019,92827,0,0,2322407,8673,0,0,99243,1401737,43372,1500303,0,0,0,89696,17046,0,0,16170,6943,0,0,0,0,11120,42579,0,0,0,16086,38778
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_fermentans",239050,0,0,0,175669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89775,0,0,0,3981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1761,0,0,0,0,0,0,0,0,0,0,0,936719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60209,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis",233467,25133,15694,6736,15458,464723,1170597,265354,99506,7113,1062,2115,55449,1732770,108111,847398,205268,4947099,6795750,13786,2580,56417,20959,4659,6385,391661,1755162,1494120,7376,8219420,261310,2431263,4318,4446192,1169926,403080,2117,18945,9066810,17599,0,70788,716,5214,586000,21905,191081,145201,1316828,282002,432402,312553,0,40605,0,15836,0,183264,110287,1177001,0,588794,89919,0,0,56124,3113,46306,0,164749,32352,476261,35623,0,63267,2701,0,43267,0,196190,47883,63577,157338,18513,4653,39760,3801,58749,0,0,0,505496,139945,0,0,18607,112805,0,16398,16290,5356,0,7682,168251,55392,0,8755,4843,1673,29270,0,113940,196611,5839,0,10456,17271,19055,19311,0,0,361789,36625,144250,103,17431,0,191679,17438,1990,2543,0,0,0,0,6878,0,0,8917,670053,2067413,0,734,1888,0,0,0,18957,255233,54171,21220,0,1008048,2026,0,28306,2466,222484,0,4439,535108,124,0,13381,4507338,2661,0,704,52527,313,44501,585,0,15080,0,582,4538,2705,0,310,97932,1125,0,0,0,0,545032,127758,51060,160,9070,0,0,0,1112,625829,0,8522,29758,0,0,7246,9022,57255,18306,24562,813622,0,1083685,366614,89076,54956,146599,227964,4175,402891,9670,716025,369381,1480,327674,12549,6259,0,0,96455,215272,4350,342785,0,15336,362080,54629,1423102,0,0,68652,270462,0,1430473,608215,831702,1590703,29360,254215,428926,160549,0,292183,124537,3556,0,168861,0,0,283567,146546,171815,0,646936,0,2750,0,16343,676742,24701,304913,217539,0,177155,46049,120479,1157996,17533,0,6300,43978,46629,3308335,5369,0,26315,107219,11921,98675,32761,312577,121431
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus",206047,0,32426,0,0,379323,0,85503,607730,0,175078,13922,0,0,25694,0,0,0,0,5533,59440,67859,587057,7570,0,0,84761,10615,0,183369,287572,0,0,0,840631,0,101120,64260,0,0,159642,0,0,0,0,0,0,80410,0,0,17808,44423,0,0,10138,468871,0,0,0,0,12436,0,0,0,128409,28586,16512,28112,23181,0,194419,80045,5310,6420,10565,0,0,129,102107,1186697,6846,1095434,5013,13949,0,19974,0,16754,2312153,389667,67898,926,164247,5909,1120,0,31545,152564,125281,11406,0,104181,4417,0,8591,0,23895,7965,0,62772,0,14632,1493,0,0,1625,35714,3252,34246,0,0,9055,0,86428,0,0,134,85046,7361,0,4352,4336,19948,933,18960,4092,13896,300467,500,45420,1446,0,0,8503,0,0,13802,0,0,0,12903,0,0,0,0,605273,1213,435,0,0,917044,556,0,0,44674,24222,41881,14827,0,10772,0,5773,3220,34496,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227,0,95045,715,2053,0,0,0,0,0,0,0,13254,18904,7481,2255,0,19526,0,0,1843,38365,0,18394,0,0,1804,0,0,5174,0,2482,159499,0,0,1073,0,45049,144995,0,0,0,0,0,124229,786512,0,0,0,0,0,0,0,0,0,0,0,0,29187,0,0,0,5788,4636,275065,51258,0,0,36047,0,0,0,38857,289425,0,0,0,0,0,0,0,0,25436,20619,68199,0,0,60085,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified|f__Proteobacteria_unclassified|g__Proteobacteria_unclassified|s__Proteobacteria_bacterium_CAG_139",191479,294569,0,0,0,0,0,0,0,56287,0,379948,108,0,0,3917,0,288,0,0,0,254010,0,563433,14850,715,3607,831,8255,0,395717,81935,0,0,0,27470,0,33572,0,0,4788,0,0,12698,36319,0,8752,16633,0,35676,576405,0,71286,54908,1051691,0,0,114,30148,0,0,17738,0,0,13428,12538,0,406821,0,0,0,10535,63198,0,93025,0,0,0,0,0,0,23405,0,0,0,0,0,0,0,3735,0,4264,0,0,0,0,35201,0,0,3682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2352,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4228,0,0,0,0,0,0,0,0,1855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,1904,0,0,2931,0,0,0,0,0,0,1491,0,0,283,77045,0,9744,0,0,0,0,0,189570,111600,0,370,0,206,147846,0,3470,0,0,24800,3494978,0,0,44407,0,111301,823068,0,1988006,0,0,108407,2697,0,3408464,0,130659,147450,42945,68560,0,19398,6045,40643,421884,0,0,1407,0,17750,0,0,6785,55764,0,0,0,0,0,0,13652,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris",173131,0,202518,2578,5446,5173,891497,40067,38524,14227476,99312,2852,1872729,3469,403230,8070488,5771346,40591,8493,1599157,505046,282931,8824943,9415774,15314280,1974459,31875,245180,28625,21392,360185,11529743,3890481,24476,4661556,1095777,4948893,1364,1932497,0,166434,7850877,19611,218992,0,0,0,0,0,1810079,462313,1294967,2785886,3307558,6127461,0,0,0,2604537,0,23160,0,0,0,979471,2027031,308674,0,0,13628937,0,5868051,584911,0,2198870,0,8369,0,46631,302776,0,0,321649,252272,326,826,6491,582296,0,560,1851,448161,709,859,0,0,0,5996,0,0,135,47116,0,206744,0,0,374410,7298,340845,867,0,0,2615,1570,0,5959,682,0,3895,0,10843,0,0,0,0,0,0,613,0,0,0,0,0,0,2467,11838,145677,0,0,318309,485,0,0,0,0,0,0,0,0,25353,0,0,0,8496,0,12091,0,55968,0,0,216974,547,0,5235,392832,166,0,0,0,0,4787,640436,0,19098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264146,0,0,0,0,4858,451846,0,0,210358,0,0,20907,6462,0,0,43790,0,0,505660,1121620,1188718,37372,0,0,0,191872,388176,0,742890,0,0,0,4509,0,0,185733,234727,2645008,0,0,2509524,0,0,0,0,21673272,0,3771,0,0,0,0,0,414515,839805,8608237,0,293157,0,0,0,0,65317,0,0,0,0,0,6160941,0,0,0,0,0,0,0,213508,2216952,25127,8880,0,0,0,0,0,250,0,36139,0,0,0,211,0,0,447160,0,40927,23579
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis",169579,51654,881628,0,0,518067,0,62552,2716483,155854,0,0,0,129303,0,1773818,552,487,5625585,629177,1069,0,1522910,238841,902,10268,561210,0,0,0,1358,0,0,602,938,3211,566183,7796,7971,0,73743,312,0,0,1400478,0,31170,472570,0,424366,505798,601642,0,0,0,0,0,295255,398810,175682,0,473672,53592,0,0,29479,0,0,44491,0,3993,0,25816,190668,0,1145377,0,0,0,0,351269,0,0,2080,0,0,0,1871,28393,345518,0,0,0,0,0,7636,170107,0,18109,0,0,0,15681,68033,0,0,0,0,0,0,0,5916,0,0,0,17937,0,0,0,0,0,45998,0,1569,36448,0,22255,20296,0,10780,139622,3766,11474,3784,0,0,0,27720,0,195291,2654,243684,194940,0,0,0,70818,0,0,0,0,0,231113,0,0,0,0,1258,0,7427,0,0,0,737,0,5088,62650,96122,0,8602,0,0,0,34611,0,0,0,0,0,0,2121,0,0,2393,0,73877,0,0,0,20342,0,0,0,0,0,0,0,0,0,0,0,0,0,18664,293539,112475,0,0,0,19884,34659,0,0,0,5686,0,0,0,0,0,3710,0,31943,8456,0,131752,0,0,130390,422999,410974,0,0,0,0,0,0,147046,116517,0,0,463840,0,0,109399,0,0,0,788491,0,2015247,250126,0,0,3152116,16612,4163,3784139,0,661656,0,0,2490484,78,0,0,287103,15337886,0,0,0,34527,0,3044,6072,0,78665,0,0,277,0,0,0,0,0,0,0,40608
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes",163843,0,119633,183,776503,1595,1037826,419213,0,567433,713656,929524,2002,941833,12865,0,346013,1355139,105,351,763161,174572,4332798,724225,1358,1967967,449010,831473,3994,2594,4768,462481,1125,1306643,4124926,241,538,0,800183,0,27761,0,38664,8482,170006,0,97664,0,0,61594,0,176899,126089,81969,0,0,87794,0,82637,0,117028,26888,0,0,104694,69863,26429,80406,0,27389,80605,399484,3274,490140,6895,0,232190,146186,106128,2620487,99672,148541,210018,125579,2385325,679112,45520,302889,311883,731,137380,395650,621127,4767131,117897,177285,550535,102245,0,66592,1745924,0,41000,198527,308780,805,1249926,58324,473610,1245101,0,2911,556310,170176,4531367,216877,71905,2110281,75844,86691,0,1909,231040,60582,104267,48683,86850,1038693,1682196,159449,27430,223955,0,21263,126137,275371,0,5551,21327,364582,776773,0,3619,87648,0,203850,19321,21105,207608,295335,89569,51063,0,72956,0,5431,77381,2379,0,17762,224454,115761,1032707,93540,434665,15533,200665,255311,39080,285429,307976,112382,340084,906270,0,17042,43646,170735,0,11591,90027,14664,47705,0,0,3233,27001,981390,216506,112261,392293,104010,167593,0,83324,4333421,7658,649742,490790,0,781895,2651183,641323,606577,744640,325509,1033609,183698,631953,327943,1416788,290300,78402,187316,572675,163430,78422,0,369452,470767,394480,264926,85497,0,144187,266775,0,188994,171207,335255,187068,2703733,34239,131747,72447,0,0,144754,83139,0,0,0,0,0,389259,0,287251,126266,2334843,530777,0,95711,0,0,0,102942,46512,0,30670,1369053,0,40660,0,0,0,255374,0,1265635,562415,1613161,489708,607326,2141874,0,242792,783452,1344858,346020,0,1130187,1534429,803649,292203,254245,0,277411,1216241,702288
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae",136847,0,0,0,35764,0,0,475,1364878,204,0,0,0,0,0,0,0,0,0,58744,0,14272,0,0,0,0,0,121868,0,0,0,0,0,0,0,0,0,0,0,303042,0,0,0,0,1208514,0,0,0,0,0,0,78551,0,0,0,0,0,0,0,0,0,0,0,0,992065,236089,185960,0,63397,0,0,30333,81052,0,1707041,0,0,0,0,0,423372,0,366020,0,0,0,0,211998,0,0,691,0,0,0,0,0,0,0,64101,0,0,0,0,0,0,0,1005997,0,0,0,0,2109,18993,0,0,0,0,0,0,0,0,42916,0,0,0,0,0,0,0,0,325022,0,0,0,0,0,841,0,0,199899,535,0,85709,0,0,0,0,0,0,0,0,0,0,2417,0,0,0,0,0,0,0,0,0,0,0,866,0,0,0,0,0,2099,0,0,0,0,0,0,0,0,0,0,3084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9989,0,0,0,0,0,0,0,0,0,0,0,20166,0,0,17723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1481257,2011736,0,0,0,0,0,0,0,0,0,0,0,0,84017,0,375455,0,0,0,1460610,0,0,0,1331112,0,31795,15385,0,0,0,0,0,0,0,0,0,0,0,0,0,29156,0,0,0,0,3518,0,26138,0,0,0,0,0,0,27293,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus",135967,5191,0,29726,0,531403,2933,14852,179419,0,9325988,10870,19341,3593,253659,0,4014,47622,2303,0,149316,1875,70315,2023,721,1287,3498,51958,1371683,0,2004,0,12012,0,2536365,39409,0,903399,0,0,1820,0,1238,232,311,15912,0,0,20242,0,16589,0,11931,1648,0,306853,0,0,0,0,12698,0,0,0,0,14086,0,0,0,1506,0,36236,0,57427,0,126588,0,0,0,585399,4519,56431,7225,0,7879,0,0,11100,1209,6034,0,0,109025,4620852,64179,1079841,0,0,43260,73369,39481,885,0,23831,3876,460200,2079910,0,323086,327678,70099,62278,49230,0,215309,1116,0,51822,409728,165196,5965,76326,0,438170,21495,0,0,12112,0,0,0,0,0,0,1889,0,35945,6837,9519,14455,1703,26841,0,0,12342,254969,0,0,534174,154999,5390,0,0,0,110787,6980,234798,161411,64575,76279,6486,29999,4168,0,0,753,74123,79976,1221,592,210942,0,0,238,41539,0,604,0,0,0,17737,28597,0,0,10304,17137,24315,463350,13056,70991,8734,66081,5308,982408,0,0,94793,1611,791630,34308,2230,252408,22170,4409,0,125033,0,0,0,288,3192,59494,0,128813,2484,5595,0,27854,7454,70113,19904,0,1288053,5400,0,13834,0,123922,0,45271,49344,48717,0,6154,46874,23967,127107,12510,1732654,494,48579,7675,118574,181660,0,7456,7090,60418,0,109069,6581,7609,913128,645779,19567,117786,35720,10621,174682,541946,0,2454,13972,2816864,0,467,4306,0,1780264,15233,0,2083566,321341,2807,0,0,145791,0,0,0,380700,117732,9822,46814,0,0,207280,122306
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An250",133012,0,0,41344,74572,0,3724,231525,69905,10231,0,85404,70706,0,0,0,0,0,3844,4351,20630,16009,0,99019,0,18080,5100,1990,96777,122075,13934,70039,0,1990,731580,13735,0,0,6838,0,29353,0,28367,0,0,146485,0,0,0,0,0,0,0,0,0,0,0,0,9981,0,29287,0,0,0,0,0,0,0,0,0,432,0,0,1022,0,16838,0,0,615,7508,0,16388,0,0,848,86901,4355,0,89812,33681,0,10411,6552,9575,88,0,1403,3834,19849,8130,89934,542,0,3037,44,3307,13566,3319,5769,0,0,7305,3311,12745,106139,14480,26071,4865,465,0,0,18853,1764,5996,0,217,0,3457,1705,0,0,0,20606,149606,9586,13245,0,8776,0,1747,16777,27815,55965,0,420,7121,299,0,2000,0,18897,221,37958,737,16337,5673,456,7710,0,5518,52227,0,12768,24554,2181,6085,764,16372,6151,31630,10600,2238,1829,36326,0,7625,61188,0,0,735,0,0,0,0,0,0,17799,6972,0,126853,0,0,975,334,2761,27165,0,15798,7425,0,0,13433,5042,19917,0,1196,0,0,0,0,9626,905,0,0,33232,2076,11350,41859,33209,33460,0,0,0,0,960,25407,0,49844,0,4988,0,0,0,354,0,0,21258,0,0,0,0,0,12863,19699,2526,0,0,0,0,1761,2233,1404,0,0,0,2765,0,0,0,0,0,1805,64362,0,66358,0,0,0,6378,0,0,0,0,1750,1902,1010,121195,0,822,36689,0,2714,0,1876,16462,0,2277,3523
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae",130090,196914,293,220976,122708,282704,63507,309870,1358642,30761,1037281,263512,123907,175710,273218,30850,40081,91875,302918,33806,60259,1149,422511,146229,324051,21822,13099,74313,161168,413422,61576,87838,817,90995,822093,395625,217926,1010821,231893,0,0,3530,0,0,1708,9604,8986,0,1292,0,627,0,0,0,0,19558,214,10938,0,1125,0,0,0,75909,0,0,0,0,4920,0,0,7412,0,0,0,23605,191165,750101,108664,32680,26913,3121296,2726,204137,34355,146816,685788,29295,17197,67968,0,4786823,63579,637030,10451,52464,401318,51720,1211572,69922,701183,197084,577732,1876,333009,571323,1128884,37718,374301,5816,0,71144,567710,13636,2895584,1128091,11022,39634,10166,44012,2812990,486036,36391,243703,188013,161294,3593,421292,225062,21812,0,1971,139592,0,3628,4194,2316,1080469,7552,49032,4070,519735,4799,66224,1041940,7975,678984,187520,7870,11803,10213,47541,474235,14360,1661868,5669,51914,61032,461,449812,24144,259504,646924,3651,687057,3783,202538,11467,741,3233,476263,18794,0,23114,882,6553,415119,0,0,22075,2773,294004,0,698758,325,10569,437807,10422,2944,504747,585,74955,25656,405110,2909,31248,882,26103,2876,598987,1042,83013,115333,6131,98349,6413,18059,33657,29038,20639,2371,1036,7069,6479,102006,0,677,90659,119208,18832,0,116280,11675,213470,14281,173088,309153,2936,62112,44919,0,71636,17470,33400,270690,0,0,14610,158705,0,15871,17828,19052,64775,7392,0,17447,104356,136440,4301,33987,8181,85353,28561,26659,0,818,24405,673,257622,24273,7851,30508,98344,2971,4129,18423,5011,75865,363,13269,1216,11137,162064,28597,876,13401,1014,0,253731,1164,0,78288,5073,71721,2337,160,3757
