,0
batches_shannon_pval,0.0017363215322149254
biovar_shannon_pval,0.6685592835813792
rf_baseline_likelihood,0.5009310986964618
rf_average_acc,0.9906890130353817
rf_macro_precision,0.9906991260923845
weighted_precision,0.9906957550733835
macro_recall,0.9906855129556678
weighted_recall,0.9906890130353817
macro_f1,0.9906888838798051
weighted_f1,0.9906889484575935
auc,0.9906855129556678
batch_aitch_r2,0.020012615623657318
batch_bray_r2,0.07284870585285892
batch_aitch_pval,0.001
batch_bray_pval,0.001
biovar_aitch_r2,0.015911174152722994
biovar_bray_r2,0.02514640605115078
biovar_aitch_pval,0.001
biovar_bray_pval,0.001
