,0
batches_shannon_pval,0.7059871333804926
biovar_shannon_pval,0.09964655928798877
rf_baseline_likelihood,0.5522388059701493
rf_average_acc,0.5074626865671642
rf_macro_precision,0.4496753246753247
weighted_precision,0.4586644698584997
macro_recall,0.4720720720720721
weighted_recall,0.5074626865671642
macro_f1,0.42014162077104644
weighted_f1,0.44365113848538584
auc,0.472072072072072
batch_aitch_r2,0.007066048651268845
batch_bray_r2,0.005151306707942964
batch_aitch_pval,0.62
batch_bray_pval,0.895
biovar_aitch_r2,0.00831709035268602
biovar_bray_r2,0.008490215254259735
biovar_aitch_pval,0.258
biovar_bray_pval,0.289
