,fold,average_acc,macro_prec,weighted_prec,macro_recall,weighted_recall,macro_f1,weighted_f1,auc,baseline_likelihood
0,1.0,0.641860465116279,0.6462719298245614,0.647860057119543,0.6445475034674064,0.641860465116279,0.641363921925435,0.6408053108357352,0.6445475034674064,0.5209302325581395
1,2.0,0.6465116279069767,0.6501272264631043,0.6495887330611277,0.6431046431046431,0.6465116279069767,0.6408475470371021,0.6423160124478103,0.643104643104643,0.5162790697674419
2,3.0,0.6093023255813953,0.6144984048209855,0.6156006034475653,0.611919611919612,0.6093023255813953,0.6078686816050025,0.6070967194638681,0.6119196119196119,0.5162790697674419
3,4.0,0.5302325581395348,0.5458652792990142,0.5538411574416058,0.544078947368421,0.5302325581395348,0.5287645667411731,0.5257062513279196,0.5440789473684211,0.5581395348837209
4,5.0,0.6401869158878505,0.6775112443778111,0.6863512169149071,0.6562280084447573,0.6401869158878505,0.6334556779001224,0.6292776681146359,0.6562280084447571,0.5420560747663551
