,0
batches_shannon_pval,0.05125315835987229
biovar_shannon_pval,0.9379073912026072
rf_baseline_likelihood,0.5492957746478874
rf_average_acc,0.4859154929577465
rf_macro_precision,0.427536231884058
weighted_precision,0.4368238416003266
macro_recall,0.45492788461538464
weighted_recall,0.4859154929577465
macro_f1,0.4097819279166429
weighted_f1,0.4306813379279263
auc,0.4549278846153846
batch_aitch_r2,0.06350324525437369
batch_bray_r2,0.14029665845608336
batch_aitch_pval,0.001
batch_bray_pval,0.001
biovar_aitch_r2,0.007589530453215168
biovar_bray_r2,0.007528745370559227
biovar_aitch_pval,0.336
biovar_bray_pval,0.346
