,F-011C1A,F-040-C1A,F-054-C2U,F-003C1A,F-045-C1A,F-008C1A,F-055-C1U,F-058-C1A,N06,F-017C1A,F-027C1A,F-014C1A,A04,F-008C2U,F-037-C2U,F063-C1U,A11,F-007C1A,N15,N12,F-028C1A,F-002C2U,F-044-C1A,F064-C1A,F-016C2U,A15,A01,F-061-C2U,N18,F-047-C1A,F-049-C1U,F-029C1A,F-022C1A,A10,F-021C2U,N09,F-023C1A,F066-C2U,F-050-C2U,F-062-C1A,N01,A05,F-061-C1A,F-051-C2U,N10,N17,F-015C1A,F-003C2U,F-017C2U,F-016C1A,F-030C2U,F-057-C2U,N04,F-035-C1A,F-042-C2U,F-026C1A,F-033C1A,A13,F-046-C2U,F-059-C1A,N13,A17,F-046-C1A,F-020C2U,F-039-C2U,F-014C2U,A09,A06,F-028C2U,F-048-C1A,F-009C1A,F-042-C1A,F-024C2U,F-027C2U,A03,A18,F-062-C2U,F-018C1A,F-009C2U,F-036-C1A,F066-C1A,F-039-C1A,A16,F-022C2U,F-013C1U,F-025C1A,F-004C1A,F-010C1A,F-025C2U,F-012C1A,F-044-C2U,F-019C1A,N20,F-038-C1A,F-006C1A,F-041-C2U,N16,F-060-C1A,F-019C2U,F-004C2U,F-015C2U,F-018C2U,N02,F-054-C1A,F-007C2U,F-024C1A,F-053-C1U,A19,F-052-C1U,F-030C1A,F-001C1A,A12,F-005C1A,F-029C2U,F-031C1U,N19,N14,F-037-C1A,F-001C2U,F-041-C1A,F-032C1A,A02,N08,A07,F-002C1A,A08,F-057-C1A,F-023C2U,N07,F-058-C2U,N03,N11,F-056-C1A,F-043-C1A,F-050-C1A,F065-C1A,F-021C1A,N05,F-020C1A,F-034C1A,F-051-C1A,A14
F-011C1A,0.0,0.18723853380558103,0.1592222688940883,0.2408024413159937,0.13606149596540398,0.18901949362511405,0.19912844275892616,0.1688639704518629,0.21038290729876183,0.1427326284531531,0.1494308403178205,0.15053902554985507,0.1707556308873623,0.18629528897361106,0.18146149293898023,0.20062243087503387,0.16628644799957468,0.17143982544267847,0.17384005423484142,0.16725996077497435,0.15066101778842106,0.21171637904058666,0.17161262319961182,0.19884247715288975,0.17273438439005603,0.20357295884421994,0.2248236211989973,0.17823289797758815,0.1830824377302353,0.186801829929224,0.24107962315451448,0.14253970472250543,0.16977475621859647,0.21136426187490234,0.20070855919139063,0.19506955561027806,0.15475465408258318,0.17629778314530786,0.2529535259342949,0.21173226839673476,0.17504164318263446,0.17290311565889843,0.20709243468765892,0.19513607083678236,0.1847657326115785,0.18512665301535375,0.13989817382169079,0.16997144436427641,0.14635070133566022,0.14840974323392778,0.19106469661849915,0.19932846842358437,0.1955855552128611,0.1915473620507089,0.18565142770908408,0.21743245236660397,0.2209833874076213,0.16458649109474835,0.20016171226680046,0.13013248505442757,0.18038680267406446,0.19204575208719504,0.2513140046376997,0.14778578598646358,0.1601667844607567,0.128119661524879,0.21066520236483022,0.19093542533243477,0.1872783063716303,0.20112578717159282,0.14982270073496548,0.21839764508242304,0.17288438428454603,0.16573475419742623,0.14970823558246732,0.198169902693162,0.17777829664934894,0.13906383851980333,0.13149113801770027,0.18342103856335698,0.18124695004488567,0.15029246456267373,0.16356486453252705,0.23317858283545692,0.21237030699418719,0.192771151471138,0.1287759498207457,0.14354030269786403,0.1469793318437196,0.21106834794538762,0.20158271806857841,0.1970553560704684,0.17994036283693973,0.16981544745561253,0.18401391580451734,0.18873960371400908,0.162100779143319,0.175882099613753,0.20347420448625553,0.11905432174150837,0.18142943599023825,0.15139252791432808,0.17264504893871507,0.14483259096537218,0.21919971494448265,0.17542803972675358,0.16300928941700812,0.21800607645054135,0.1624085237821608,0.1932511658895184,0.2105473807024902,0.20705805463040705,0.15475165470088856,0.155838155858226,0.17037048593939108,0.19906140037743109,0.1536219238468626,0.1995536546128441,0.1962639512681338,0.18249915984438672,0.16151379798686327,0.17584347178118237,0.171280291771722,0.16974454291067645,0.22876276465334852,0.1660805942088864,0.1536405470648427,0.18211057192034436,0.18323170608822484,0.19142542689046496,0.1545405498637039,0.197063838896687,0.21597902233677663,0.1515681403502761,0.14638222448991126,0.2027723767690172,0.1915376176308382,0.20941056729061167,0.1601627485855667,0.2315633213746454,0.18970785346530045,0.19241563503239248
F-040-C1A,0.18723853380558103,0.0,0.18392709540131177,0.23105408089776633,0.1810783798408717,0.2113457933494269,0.17589342415332127,0.15354545482455753,0.1948473946869219,0.20353437173126418,0.1976146262064788,0.21430996488782514,0.20537797317867787,0.1611290150527444,0.2170744478825231,0.19221686439282437,0.19686144482704745,0.16145794556698687,0.18004576852127385,0.19085820278480278,0.18955060093146606,0.18428593310196362,0.19263265952617722,0.20343639476686382,0.19046415557679064,0.24284334580733366,0.24686405484423693,0.18219211211426,0.23177691112303425,0.18236312805864405,0.1489883814434789,0.18470725652148076,0.1824294592627406,0.19774134538479277,0.18814661013608894,0.18725223324505177,0.1498546269393308,0.2018526692523413,0.24259652677907073,0.15821286728132264,0.1808622546851324,0.18965234149640828,0.1915389146069621,0.16468048694570908,0.18129245405717848,0.19022189377188642,0.2073881083586068,0.18981376750683046,0.22849857444824911,0.20441903090123445,0.18219009625056148,0.18901410912697944,0.20266913459941105,0.19951506342957046,0.19280951895471266,0.22160693704757356,0.19889500692631817,0.22625037653311486,0.19319102743440691,0.1821675886530491,0.2083198634095357,0.22279103866471603,0.21498580332983733,0.211925958918539,0.16012655197112,0.20645075595436213,0.22376219313184584,0.17477898662485689,0.16297362498704604,0.19703460682084037,0.20144625936957314,0.17293985986399424,0.16751821201280295,0.17747563538523178,0.16806773987186904,0.21125336378857146,0.18555200243901016,0.15747481827076695,0.16206772000122424,0.22158004978998092,0.20622296303368406,0.15083925027476752,0.17638638928273245,0.22491347207626383,0.19427872152255912,0.21422195679353712,0.1826481138951836,0.20034820852640903,0.19577546153556946,0.19704060520365574,0.21607550197163294,0.1437792799252739,0.21634151696660778,0.19719017603650038,0.1655570075818484,0.20786417357576883,0.17731733861502613,0.18517763012402536,0.1983269000792,0.16387486605373405,0.1903578862419793,0.18405731614323423,0.17194411798243972,0.20725923724075865,0.23086517910301,0.1946441840583328,0.17484785754629123,0.21084970589599075,0.19342076913189882,0.1955522300194107,0.23176357095230307,0.20792198296771333,0.2050503932907157,0.15767642588957972,0.2081234835683557,0.21232721248434355,0.17645581356120618,0.18455717326761498,0.22070576794456243,0.1806648359451687,0.19049292853940733,0.18818973449386975,0.18708543329223265,0.19545888266660727,0.2055951283896595,0.19802023640544272,0.20357915473269642,0.16197557947487948,0.17058467307118158,0.18211909133221718,0.1904597139612954,0.21215823374437834,0.19585910330049772,0.18953567557068365,0.17939519787452146,0.14957602384526503,0.19694120922152875,0.21356418379874254,0.20626357648933363,0.22743229673243257,0.1763870022657119,0.19349102166933954
F-054-C2U,0.1592222688940883,0.18392709540131177,0.0,0.16213511450257145,0.1428056328190327,0.14189591295382645,0.20793175455491467,0.15377141804372815,0.165147285921966,0.1791531763743718,0.1360914430490195,0.1426249421213589,0.11925355201160774,0.13220786551038796,0.10323892484117948,0.1392729664446491,0.14782733626114838,0.1391026654773142,0.15873858066893842,0.14684010259106145,0.1684763208748131,0.17346058884720642,0.11763791873522882,0.1837521043936819,0.1567655713251242,0.20467367093561953,0.16471946714004632,0.12456885477332125,0.18948320388321432,0.1539497979143958,0.1948401329166871,0.12046939170248598,0.13825834246137553,0.182903173275704,0.11720408585503818,0.149181323265219,0.12459054044638596,0.14371203154245932,0.2128564665337634,0.1755072359042149,0.1641407266476678,0.16170462939529437,0.18918801383581052,0.13758254256430832,0.13405683441285582,0.1591671857064149,0.14343405980033497,0.13171750331787638,0.17410193081341516,0.18202245219464902,0.16210760357089915,0.14364125440682005,0.16837756399749132,0.1701764345512003,0.08587171631724942,0.17850574881572356,0.18234405403156795,0.14743934302154094,0.14932607364935813,0.1399029312242421,0.14857318812477305,0.15680395594160246,0.21306599949550184,0.16057282996723038,0.1372386734961448,0.14981785389986296,0.1693107225732436,0.15709276491606855,0.15798862526790672,0.12366868744919673,0.1223253930990138,0.17207276391065573,0.1324232698335558,0.10859526337039296,0.09547097660861906,0.16251051509054898,0.16726431211207873,0.13553996211759467,0.12492447640929473,0.10838610788515673,0.15653853074982269,0.1424513543080715,0.1459354170574998,0.20100425592760532,0.1588386246470267,0.13754511985647358,0.16785673604067014,0.14359693278218566,0.15822982568531221,0.11855661678793979,0.1162396353388609,0.18457723161191916,0.1698591734349032,0.11564313980261545,0.15855441819181965,0.14473593221222614,0.14770845486263026,0.1327956204141573,0.13708956022439336,0.1497426689446092,0.13013768645450388,0.13216513716504186,0.1513612762557384,0.0875553634362438,0.21699494215264076,0.17199140728700055,0.1422389987819471,0.1574064152577261,0.16066239193328297,0.19259812041056673,0.18603751853861825,0.17077139589399734,0.16202631609597629,0.1215578482553317,0.13177456047310862,0.16041205716524606,0.15554975302939977,0.13320752977163683,0.15803472017417983,0.10816090582847347,0.1359202391436138,0.16122184657425515,0.15181750036132968,0.13170307586152932,0.18789984550487315,0.15869143351416595,0.13383727920817068,0.1100781266207933,0.16650863961242687,0.14085550663650084,0.1421917803830712,0.17102485678535895,0.19714040907582936,0.10375171906675919,0.10175078632179743,0.1624484317889999,0.11269876552415799,0.17257075136127545,0.12999063251382956,0.19107018607515797,0.14961474400680214,0.12217190880204863
F-003C1A,0.2408024413159937,0.23105408089776633,0.16213511450257145,0.0,0.18853254520653331,0.2151029857714678,0.2440563729633527,0.212063171782623,0.198761582519777,0.2121599987405527,0.1872627813130806,0.22232321865648522,0.19266772157916046,0.21165701125536707,0.17407343039613551,0.17250397828906008,0.1952646558603369,0.20278977694210687,0.21755801584428047,0.1895373843881234,0.1996602891109176,0.24351555497252486,0.14047462087536863,0.23128647538686337,0.22659885879853348,0.21922283340289447,0.1601809166406575,0.1867440600664423,0.22717056848487793,0.19107192233249995,0.22180623692707163,0.20014288538961006,0.20792068251337467,0.22704156648179152,0.12163954864270865,0.1883252784935194,0.2116376403689023,0.17672241294599153,0.18303065527535314,0.23814003632826192,0.23038193430047096,0.20482267320516745,0.19669364975767242,0.14919373754988197,0.20246114798015544,0.20336649961823902,0.22437809390225688,0.17244927240117883,0.22694150269251487,0.2467018611552298,0.17533304763840318,0.19258286552807743,0.21514199125093655,0.1744168880989701,0.16253843043595456,0.2248928839129333,0.19896123495935436,0.21883367042274135,0.19400439075271778,0.19235753895686675,0.1957909842688624,0.23041049823748486,0.24578438537377892,0.2225508020063087,0.18653810624250378,0.2116162605335682,0.18054478250473363,0.20340075782858694,0.20584266359927436,0.17528824327676318,0.18585669692600493,0.2105368832191727,0.12755016285463536,0.1566893073129802,0.16785030338459406,0.17342670915595013,0.19568335355663513,0.23058469625406566,0.1910791552253904,0.13757087622255285,0.23050361282080323,0.21615744428740793,0.18149220281750486,0.20373571359227957,0.19943615235731196,0.1365484171539615,0.22778236715839642,0.1938002288165978,0.22153811555263309,0.20320955738631474,0.1566900044769318,0.2381193331548873,0.22321469818025555,0.1520672057727022,0.23365549610600156,0.22103816161960124,0.17964961999377316,0.15717625475597125,0.14727544359414632,0.21342489887140528,0.15904730770098535,0.15443267921390744,0.19203318127219243,0.1963846341087024,0.27950754107118503,0.14939228792928858,0.17717428548264436,0.19693262497465516,0.16939802551799138,0.19247851699278407,0.19950530819311124,0.18329425176815814,0.21026326699232056,0.17951847314381408,0.16089604564439228,0.19768314020128291,0.22638805180405638,0.13500895607524113,0.20591124222272503,0.13904824291897744,0.17640161519209377,0.1889255880726728,0.22382807660444112,0.18413786932208118,0.2386611314233034,0.2152712968146352,0.1821732999926338,0.1848180156615282,0.23554561116079675,0.1891141695949379,0.19500788463430346,0.2020261014655318,0.22021283387609955,0.15210872594764951,0.19842381097666273,0.2003817371571702,0.1454664487746362,0.18978390655124555,0.1534875826323053,0.2116722524830651,0.22661806981322385,0.1725826236144845
F-045-C1A,0.13606149596540398,0.1810783798408717,0.1428056328190327,0.18853254520653331,0.0,0.15892203574348465,0.13583702366045802,0.13925222293138903,0.1758522841145581,0.15495063464739608,0.11581535709025534,0.12221338384752155,0.16468452478289017,0.16383904954575654,0.16705102344556888,0.16059453389119469,0.15849962522206307,0.19145557719713777,0.15632090890390413,0.13508737199731144,0.13723712286694678,0.19147757418526562,0.1406048029981328,0.17898933696534397,0.16184864025579193,0.21271967216817747,0.20025681601447004,0.14897477799964584,0.17121952803706098,0.1975261416100699,0.21111207001668394,0.12764667171474228,0.15719080393284837,0.1807181621096653,0.1437987609936261,0.1551261824300111,0.12750647855079925,0.19484495832792667,0.21333126298997618,0.19861171531071786,0.17506636132036762,0.1830621806801133,0.21244884421891805,0.11826048659230855,0.15869865245246895,0.1733663262025121,0.16155296318456,0.16524063627501687,0.15033478390522784,0.15855320207714757,0.14005292556132737,0.19990449013661918,0.18937369229437626,0.15057175477069998,0.12721663993036844,0.22062886184795308,0.18353943887180757,0.16738822393677313,0.14872611020975968,0.15178250536410948,0.15077399982116843,0.1854976561735686,0.22192484149269714,0.17026383051939775,0.1279165937407524,0.13468772048565678,0.1779669665121595,0.17303825959525415,0.18357397027749242,0.1360294093315186,0.12996235147472948,0.21202317535646276,0.1141946957450237,0.12834165825691718,0.12409806559284257,0.15839281762978588,0.12079596394274535,0.14254502310915512,0.12698751161497718,0.14264270108206215,0.2084896571873831,0.12496411438437155,0.1382754290540028,0.19091430396446127,0.21405287378464224,0.1589554625704063,0.14031750112087713,0.12347561163021778,0.144780666287533,0.17277819874747793,0.13580480435513304,0.21359895652583233,0.18023198054530376,0.13462296477486496,0.1864799071376908,0.15051414021085777,0.1492912950504787,0.1182082384248864,0.1307746732048964,0.12268457327936842,0.14767596688472065,0.08140450264121402,0.13552656789701603,0.15082122747865045,0.2379823567729481,0.14492281423858214,0.13780308787636256,0.176337767786486,0.12783018038365596,0.155536119659197,0.21343297636951003,0.2087581365496913,0.09768102709468487,0.14654899045713407,0.09976942412697952,0.1554394150053096,0.16109546156009616,0.19203756884376333,0.19736937642252214,0.14407814678396294,0.1489195450595218,0.1657400372433417,0.1485397846167268,0.12657497885312785,0.21897240841742285,0.12735452543136705,0.10257594039848365,0.13704951963336323,0.15163081798352404,0.14019347516409233,0.142317818020599,0.20221285969328925,0.21998266243939,0.1488574618707463,0.1474839489641873,0.12860969908238756,0.16013461687535727,0.18647059140683997,0.11472990217671707,0.21298293995111395,0.1580548300212921,0.16804415265925446
F-008C1A,0.18901949362511405,0.2113457933494269,0.14189591295382645,0.2151029857714678,0.15892203574348465,0.0,0.2413796322757583,0.16827706827569963,0.20127946911649136,0.1677147116931252,0.16834335965719277,0.1720022846196844,0.15212724766715954,0.15919926411607138,0.1522512248025725,0.18777393961370176,0.16683538135752005,0.17876366069233052,0.17356313914161398,0.17317172307036233,0.18585829514412835,0.2289523763484966,0.17071846290564857,0.1902805722691367,0.1692550100131266,0.2197577338075211,0.2114180862845993,0.1654607716165664,0.19198070563400302,0.19125220099066603,0.20949928512753593,0.15568742740203592,0.13275901646527455,0.21444908360674506,0.14691942323995266,0.1756404190983983,0.15779310863495632,0.19161276979901568,0.21643262135632932,0.2121596925139089,0.16904042893938737,0.18673601068541112,0.20105967112298706,0.19254501380636393,0.17087787398087353,0.19165074494195414,0.1683266811834215,0.1817826379121206,0.20616157654876302,0.18111787199422225,0.21442751604849586,0.1681443201656969,0.19938070638119712,0.19331266640398476,0.12919039065670604,0.18314677856161168,0.18369217511527453,0.17917419590128764,0.1976893456526228,0.17005147800561615,0.18181243923450308,0.19835098556391328,0.21067019418301086,0.17144623383091986,0.15921422929093426,0.19451774673148922,0.21227149391682504,0.1940104855049535,0.20862479733498657,0.15254290703322382,0.16109396478503868,0.20515966928129964,0.19995688699699368,0.16941405141826046,0.14310277275873398,0.1997027081493688,0.18004113088943072,0.15767414891570075,0.1594399811647849,0.16876279800149596,0.17255989634664745,0.18695357485763392,0.18031131250538204,0.20468629283851297,0.18172443812913872,0.20312855117601605,0.20972869601201632,0.16412773654002305,0.1908187646389005,0.16938224111195718,0.186653577571313,0.17085891113462354,0.19383238098777353,0.14922089253462634,0.17080893213837603,0.11438116498071835,0.16754042994181048,0.1831210425883573,0.1565444193801858,0.16928075792602185,0.18235341601538707,0.15735096980223015,0.16341059589514764,0.13671640144841668,0.20661453244259034,0.1904216016095809,0.19434071064554748,0.1794584823411798,0.18971150014207092,0.20470552451646948,0.2309675031038624,0.20528800310083217,0.1663449408912707,0.14762711542784765,0.19302789780987978,0.19765569568505167,0.15428261132669874,0.20180023112146808,0.20490881411251402,0.14247450199807374,0.17288464510889123,0.16712343676699024,0.1604493938570163,0.16238592387172868,0.21255081798897718,0.17328029648615145,0.17211586910951912,0.12711726995515865,0.1753570337458204,0.1596373600458076,0.17491612940868376,0.20389162217606754,0.20180352212832053,0.15592615997915818,0.14932613138643178,0.19027223658436726,0.18673316777915377,0.19510872982731556,0.17467304180317708,0.20774150330949073,0.19701694888079158,0.1645724029804399
F-055-C1U,0.19912844275892616,0.17589342415332127,0.20793175455491467,0.2440563729633527,0.13583702366045802,0.2413796322757583,0.0,0.20311069688603797,0.22778737177148425,0.20016840163133764,0.18441559990822512,0.17319835088083702,0.21620268118029137,0.2013283656085942,0.22707472257340056,0.23357143644809475,0.20518083558933678,0.24575863268736164,0.18726100568861762,0.19198374369810117,0.18312357840985086,0.23439444792861655,0.20181676237513285,0.2351645424083515,0.2046344520219576,0.22206629683105966,0.25068952934810523,0.2167769565383839,0.19699146055065753,0.24704287685286724,0.20107556313424443,0.20604108888041034,0.21458386537125754,0.22379842563559268,0.2248910025471327,0.20108712812281848,0.19195173693487888,0.24937201469935769,0.24075353357782456,0.2258129336384681,0.22906461708714024,0.23105977789115192,0.25591257639329107,0.1938961530513545,0.2159773125877472,0.2439409587118328,0.23021094127924258,0.2072956722949797,0.18545243218992588,0.22284664051317943,0.1997901444292101,0.25336794312499017,0.24499266011849447,0.23033173853627492,0.20159490621787945,0.26072835701451935,0.25447285825890253,0.20520492122632772,0.22555674349564803,0.20721871849241205,0.19452720691455852,0.23998861958568157,0.24844078029597966,0.22562941727071648,0.16067276365374245,0.18038996979269922,0.2481094898978008,0.22886373604979798,0.2224874547006164,0.215359289564161,0.1816259167837206,0.22922912542173374,0.1909765217278401,0.1949290252095016,0.20087553744382583,0.19421411759124507,0.13148701101600516,0.19442564475445223,0.1870006580326009,0.20146848278338877,0.2535488339277799,0.13412385017531409,0.19834934185446731,0.24188331607585797,0.2633148946561553,0.22461063025742048,0.2038877481411881,0.1908900958532759,0.20002845334490332,0.22984945887247138,0.1673844214033951,0.24840972733252753,0.2578212173480074,0.1952960944495671,0.2412806245827093,0.2162431905547312,0.2059173133105006,0.18952255922116934,0.1834178677318367,0.18712590759540107,0.21588969783133238,0.1609909831509215,0.20090764307158476,0.21532827429538212,0.26970095273448286,0.21726148391413258,0.20588191115143176,0.23791065852259877,0.21911419885143815,0.22527933344216935,0.26203034469668857,0.27119449312700594,0.1728170052466597,0.20952671479101903,0.16874871855352302,0.22104625607247919,0.2113364043906246,0.2433873937010925,0.25581639526294747,0.2290503901085694,0.20705180707658186,0.20062903178956942,0.1943904175098061,0.18326569608149246,0.2615649241640217,0.18836293927510056,0.16282872500462436,0.20236864943886454,0.19556068771558496,0.22297387264357568,0.20460402370982586,0.26331188727936333,0.2600154351160968,0.20454560746625292,0.22447372059002157,0.1701270397613906,0.22957286487059642,0.22513342030319952,0.17095777394567402,0.26175202583619184,0.20813244677930334,0.2332066539251931
F-058-C1A,0.1688639704518629,0.15354545482455753,0.15377141804372815,0.212063171782623,0.13925222293138903,0.16827706827569963,0.20311069688603797,0.0,0.14443348579765897,0.18212169383134627,0.16016554672198782,0.18833136273658937,0.15151578966070925,0.13047790710855484,0.16752347456984973,0.14923355499260713,0.15579328845817172,0.14159812758891727,0.1313008147322147,0.15582390597227605,0.17449339260560412,0.16014500939568488,0.15774832026233357,0.13728090028435128,0.13198764226918888,0.22882008846036386,0.21143583674438665,0.13421468669723735,0.18683796013932305,0.1668327591088953,0.16169529738274685,0.13807467953026517,0.14083275883618548,0.17084562181764634,0.14560361577180386,0.1509671561376419,0.12470247336033818,0.1930260844802511,0.21729207933578423,0.14917414547529656,0.12714220065838722,0.1570126375504105,0.18056510761696135,0.1548193765933437,0.15009343476338677,0.14074367900864593,0.14310555245236065,0.15652497804087018,0.20276249509784663,0.13180587184717404,0.15048161848711644,0.15819488180083746,0.17145521896183313,0.15234748904273634,0.1389475213928829,0.20758166012424503,0.17048938633893584,0.1813090366169219,0.1436611398856525,0.13851551188287517,0.17597115654951667,0.17535497059511826,0.1711677901712915,0.18174563355531723,0.14213673685047754,0.15917205152456906,0.18825152228176964,0.14059611955542162,0.13916225680590288,0.15899719025099288,0.172634388455933,0.14950473246383011,0.15817888912436354,0.1546609460754431,0.1200938786481379,0.16797404206501446,0.16128493502875646,0.12461587428116945,0.12625893945028574,0.19112424107376122,0.16699665146395082,0.14132152917377552,0.13797430384608045,0.1974331096671566,0.16733503495081817,0.18138207378919136,0.15225325755312402,0.1663534944914896,0.16593508142860552,0.14618807309504217,0.16044550186920056,0.158683029281898,0.16434948677090713,0.16352342988752597,0.13319356756466097,0.167036497128729,0.1575144875414956,0.16134576800960487,0.17250602505890134,0.13265639934209425,0.13196087567524084,0.1483760986410255,0.1327793133766952,0.17184512947715794,0.2056527981111205,0.17750134551195323,0.1472973278632951,0.17263417524203087,0.1565130192350297,0.14676954618548935,0.22719644149131166,0.17738847949585554,0.17033306581601673,0.10233534450124769,0.16032321510926142,0.16103489090125084,0.1442324062789817,0.16821530970032517,0.1825546085822826,0.14346235751516145,0.15954291807497278,0.16028177526154022,0.12215700950279822,0.14623019335446455,0.19301277805639663,0.15214989785070407,0.1563683931960046,0.1441463671631935,0.14633718470164864,0.11113504072872957,0.15904830940997305,0.18644892197857024,0.16387566261826683,0.1674246709376822,0.13793299414689536,0.1501463836758575,0.15587124668257824,0.15223630729667226,0.18266600978760392,0.1979306979013032,0.13568477088473138,0.15732378276263673
N06,0.21038290729876183,0.1948473946869219,0.165147285921966,0.198761582519777,0.1758522841145581,0.20127946911649136,0.22778737177148425,0.14443348579765897,0.0,0.19368601180551048,0.14828597053846929,0.17272361909335274,0.16133662811429572,0.15555053820186296,0.16955640322610627,0.1485479168888186,0.18147413330230608,0.16981191077195132,0.1650427472796456,0.15338522900526622,0.16634153245837874,0.16453530129555646,0.16954994332194406,0.1469771997734512,0.15837884446086842,0.2183333794231378,0.19073915218176288,0.15451298969767097,0.1954977142168358,0.16511235810046976,0.1839010140743334,0.17688922055832623,0.14517896582702847,0.1506586220126806,0.15183921146964655,0.171620076807475,0.15587832021776563,0.20312296204362928,0.21540887353980304,0.17867132133149394,0.1692879923943313,0.17262552674665085,0.15732314047453105,0.1657324200244992,0.16558570975207923,0.12702550542633387,0.16309148923736919,0.1721785747793492,0.20275070155970523,0.1837923604094228,0.16307939844915317,0.18175852588364058,0.13286791580053542,0.1665604282405062,0.17124794554922254,0.17806411796733712,0.19912964357630858,0.18705617096961855,0.15861201684805218,0.16676449459958861,0.1625822609836371,0.1731275826972272,0.1990224799073991,0.18540392962967314,0.18243272276175793,0.17296077293538392,0.1665044750157452,0.12186321435166994,0.15534292901221045,0.17819644822743902,0.16822917630685566,0.19565055568176326,0.18744621374308987,0.12773593310379408,0.13020196555881927,0.13354240769664216,0.18904478536590014,0.15773377168252,0.14580903825983255,0.18124928530124812,0.18303061747344018,0.18330587713544774,0.1327545169813943,0.15415651822916226,0.16313339160079182,0.1604710126140382,0.18612256585705947,0.1735347464975621,0.19097631965465045,0.15498767587409323,0.1745257374511451,0.18424173904544444,0.17223095174508943,0.15422920376259136,0.1499981962055497,0.17546959499182183,0.13678497961200245,0.1675032161034965,0.18825530253183717,0.15582681206288942,0.13748831449414217,0.16430486459859286,0.14342511729209462,0.1741128086306086,0.21669692307107305,0.17377212301589748,0.1288519213850816,0.14614144562054512,0.1604728010552077,0.14839861284757014,0.20468817915503545,0.17276239708057736,0.1774601647246256,0.13702169546733137,0.17818116168138393,0.1542319818450402,0.16629967614245936,0.16630034618196018,0.19719330464036286,0.14130995324536033,0.15906723171900752,0.1776573438345931,0.16878186581409543,0.1295557298439536,0.18582871558810835,0.1728546661614345,0.1606015469658554,0.1596667777766684,0.15257988497644823,0.1319823016489179,0.1486322654013257,0.1661964522459145,0.17266911369237714,0.16296828110134734,0.16048595285786826,0.15120262824119526,0.15002708485169472,0.12693637468082658,0.17691519669775144,0.17942462493782926,0.16745376487989222,0.13351397314257515
F-017C1A,0.1427326284531531,0.20353437173126418,0.1791531763743718,0.2121599987405527,0.15495063464739608,0.1677147116931252,0.20016840163133764,0.18212169383134627,0.19368601180551048,0.0,0.13373006490075215,0.18073761426717844,0.17424889459666001,0.19759013433912623,0.19016610849461832,0.20388351973089655,0.16713939370870662,0.19067192590733342,0.1786766402656472,0.17661368402043667,0.14443160240430478,0.24324391657103395,0.1661759078958296,0.22993084173931042,0.18239936211656052,0.18242563184548086,0.22425273191142311,0.18895900241321906,0.16423741627190774,0.22871132520159718,0.24165604913820513,0.16480232973486386,0.16971198855149552,0.21037293352565412,0.1778223241926024,0.20166526120890807,0.16627648104559237,0.20028127720307642,0.22053928348845445,0.21697817559753033,0.19901302831908332,0.16684723964540943,0.2068467052414497,0.21567220707987875,0.21029221675505258,0.19226188918111614,0.1734968808897189,0.14745860047510648,0.1380671666993182,0.16915116243638978,0.17637704019658632,0.18572242176014253,0.19364831289183415,0.19574410150337848,0.1654015313461322,0.2030302010919274,0.2213317711090171,0.1394219678374802,0.21800275766734742,0.12443472705203619,0.18570829200389202,0.1824621252422048,0.2418796982328013,0.1571099414029715,0.15712546799825183,0.12973255893501284,0.20280314142728856,0.1875409213858325,0.180300702240588,0.20785194607608526,0.14104480220007443,0.24328591919782044,0.19198090443115323,0.16863537500164555,0.1603753067730179,0.16374361811450217,0.16744595101977042,0.1476653195471446,0.14714555269940174,0.1904340914383042,0.21275457130800848,0.18034355577326489,0.1687336080905087,0.24409141329014117,0.21502606621749593,0.19178727898730666,0.15976515306238304,0.10811402889100921,0.17781279168300085,0.21910035749105072,0.20500625849474852,0.20974920553780527,0.20268715148312758,0.16380427933789707,0.2076097412942593,0.17307936794587897,0.15910586381373287,0.1715002323557887,0.17577221996462047,0.14227758164053325,0.19338153621757323,0.15121294247949296,0.18562387362954824,0.17501592208266695,0.19693124137772924,0.1828976422044232,0.1855649121329828,0.18606296875370476,0.15959891699030154,0.2094169007531194,0.23488708370865255,0.19863969939456605,0.1608351399956979,0.16928839849679347,0.153671197502754,0.21064744945683664,0.17404600635421824,0.1988067257557354,0.20834271071268315,0.1824187546965752,0.1573896418721418,0.15881737706420426,0.18267700975805032,0.15435979139980915,0.24625310163265576,0.1633855566344878,0.15151801781205923,0.18970162383017578,0.2036332061454012,0.1777878466068521,0.16692919870109174,0.20351781452274886,0.22371303674449503,0.15760392884970678,0.18319773282256832,0.2001135911298881,0.1850595053684253,0.19373784930972573,0.15972490900663644,0.2383184663346846,0.23305435852842116,0.19092581853708993
