,combat,limma,MMUPHin,ConQuR,ConQuR_libsize,Percentile_norm,harmony,harmonicMic,harmony_PCs,harmonicMic_weighted
global_batch_p_val_PC0,0.7417413180659473,0.7502714589015731,0.42447018646510837,0.43434143906042744,0.5015062978046572,0.6650580444756418,2.4361140273203694e-11,9.197495125141793e-11,2.2812395126865174e-07,3.975607201742458e-11
global_batch_p_val_PC1,0.06673960801008166,0.21010775540821874,0.7890942433312496,0.7226828374252918,0.773510111827818,0.27886426778665657,0.2583881474223374,0.6320515846436259,0.0005574400120361723,0.42164434051097033
global_biovar_p_val_PC0,0.6407390971189384,0.6629400011900226,0.3974955186496555,0.28063833706089386,0.3625510439307988,0.7544277603049828,1.8228205707526603e-32,5.372850581415085e-33,1.2296669398370731e-26,5.0106260619482106e-33
global_biovar_p_val_PC1,0.24121826903864035,0.42585055652893644,0.2860761038240689,0.9097771872299558,0.8978682444763068,0.629721081186851,0.006357384208261464,0.0063590442454728585,0.15012371666460225,0.012707292441114714
runtime,6.13636064529419,0.0598759651184082,0.508706331253052,4.67908453941345,4.67908453941345,6.0377161502838135,31.85528540611267,71.90853953361511,9.941538095474243,19.765371561050415
